head;relation;tail
social work associate professionals;narrowmatch;activity counsellors
group and residential care coordinators;broadmatch;social work associate professionals
social work associate professionals;narrowmatch;group and residential care coordinators
sociotherapists;broadmatch;social work associate professionals
social work associate professionals;narrowmatch;sociotherapists
group and residential counsellors;broadmatch;social work associate professionals
social work associate professionals;narrowmatch;group and residential counsellors
social and cultural workers;broadmatch;social work associate professionals
social work associate professionals;narrowmatch;social and cultural workers
bailiffs;narrowmatch;tax bailiff
social-cultural worker, specialising in community work;broadmatch;social and cultural workers
legal assistant;broadmatch;notarial and legal assistants
notarial and legal assistants;narrowmatch;legal assistant
registry clerk;broadmatch;notarial and legal assistants
notarial and legal assistants;narrowmatch;registry clerk
notary clerk;broadmatch;notarial and legal assistants
notarial and legal assistants;narrowmatch;notary clerk
administrative-law officer public administration;broadmatch;legal administrative assistants
legal administrative assistants;narrowmatch;administrative-law officer public administration
administrative-law officer business services;broadmatch;legal administrative assistants
legal administrative assistants;narrowmatch;administrative-law officer business services
bailiffs;broadmatch;legal and related associate professionals
legal and related associate professionals;narrowmatch;bailiffs
notarial and legal assistants;broadmatch;legal and related associate professionals
legal and related associate professionals;narrowmatch;notarial and legal assistants
social and cultural workers;narrowmatch;social-cultural worker, specialising in community work
social and cultural workers;narrowmatch;social-cultural worker, specialisation education/recreation
housing services coordinator;broadmatch;residential services and facilities advisers
childcare pedagogical policy officer;broadmatch;social and cultural workers
district manager;broadmatch;residential services and facilities advisers
residential services and facilities advisers;narrowmatch;district manager
coordinator supervisor family replacement home, residential centre;broadmatch;group and residential care coordinators
group and residential care coordinators;narrowmatch;coordinator supervisor family replacement home, residential centre
life coach;broadmatch;sociotherapists
sociotherapists;narrowmatch;life coach
residential counsellor;broadmatch;group and residential counsellors
group and residential counsellors;narrowmatch;residential counsellor
professional organiser;broadmatch;group and residential counsellors
group and residential counsellors;narrowmatch;professional organiser
family housekeeper;broadmatch;group and residential counsellors
group and residential counsellors;narrowmatch;family housekeeper
group leader correctional institution;broadmatch;group and residential counsellors
group and residential counsellors;narrowmatch;group leader correctional institution
social and cultural workers;narrowmatch;childcare pedagogical policy officer
social-cultural worker, specialisation education/recreation;broadmatch;social and cultural workers
community centre manager;broadmatch;social and cultural workers
social and cultural workers;narrowmatch;community centre manager
pedagogical staff member hospital;broadmatch;social and cultural workers
social and cultural workers;narrowmatch;pedagogical staff member hospital
pedagogical family worker;broadmatch;social and cultural workers
social and cultural workers;narrowmatch;pedagogical family worker
prevention officer care and welfare;broadmatch;social and cultural workers
social and cultural workers;narrowmatch;prevention officer care and welfare
relationship counsellor;broadmatch;social and cultural workers
social and cultural workers;narrowmatch;relationship counsellor
social counselor handicapped persons;broadmatch;social and cultural workers
social and cultural workers;narrowmatch;social counselor handicapped persons
social service provider;broadmatch;social and cultural workers
social and cultural workers;narrowmatch;social service provider
legal administrative assistants;broadmatch;legal and related associate professionals
legal and related associate professionals;narrowmatch;legal administrative assistants
religious associate professionals;broadmatch;legal, social and religious associate professionals
police inspectors and investigators;narrowmatch;private investigator
agricultural and fisheries inspectors and controllers;narrowmatch;inspector general of agriculture and fisheries
government agency inspectors/calibration inspectors;broadmatch;regulatory government associate professionals not elsewhere classified
regulatory government associate professionals not elsewhere classified;narrowmatch;government agency inspectors/calibration inspectors
transport inspectors and controllers;broadmatch;regulatory government associate professionals not elsewhere classified
regulatory government associate professionals not elsewhere classified;narrowmatch;transport inspectors and controllers
managers of recreational, green and sports facilities;broadmatch;regulatory government associate professionals not elsewhere classified
regulatory government associate professionals not elsewhere classified;narrowmatch;managers of recreational, green and sports facilities
agricultural and fisheries inspectors and controllers;broadmatch;regulatory government associate professionals not elsewhere classified
regulatory government associate professionals not elsewhere classified;narrowmatch;agricultural and fisheries inspectors and controllers
forensic investigator;broadmatch;police inspectors and investigators
police inspectors and investigators;narrowmatch;forensic investigator
police investigator;broadmatch;police inspectors and investigators
police inspectors and investigators;narrowmatch;police investigator
private investigator;broadmatch;police inspectors and investigators
political scientist (bachelor);broadmatch;police inspectors and investigators
legal, social and religious associate professionals;narrowmatch;religious associate professionals
police inspectors and investigators;narrowmatch;political scientist (bachelor)
police officer (master);broadmatch;police inspectors and investigators
police inspectors and investigators;narrowmatch;police officer (master)
internet research specialist;broadmatch;police inspectors and investigators
police inspectors and investigators;narrowmatch;internet research specialist
police inspectors and investigators;broadmatch;police inspectors and detectives
police inspectors and detectives;narrowmatch;police inspectors and investigators
fire permits and advice coordinator;broadmatch;civil affairs and licensing officers
civil affairs and licensing officers;narrowmatch;fire permits and advice coordinator
fire permits and advice officer;broadmatch;civil affairs and licensing officers
civil affairs and licensing officers;narrowmatch;fire permits and advice officer
public housing officer;broadmatch;civil affairs and licensing officers
civil affairs and licensing officers;narrowmatch;public housing officer
civil affairs officer;broadmatch;civil affairs and licensing officers
inspector general of agriculture and fisheries;broadmatch;agricultural and fisheries inspectors and controllers
agricultural and fisheries inspectors and controllers;narrowmatch;controller technical administrative management (agricultural) (aid)
controller technical administrative management (agricultural) (aid);broadmatch;agricultural and fisheries inspectors and controllers
agricultural and fisheries inspectors and controllers;narrowmatch;fertiliser inspector (aid)
social work associate professionals;broadmatch;legal, social and religious associate professionals
legal, social and religious associate professionals;narrowmatch;social work associate professionals
legal and related associate professionals;broadmatch;legal, social and religious associate professionals
legal, social and religious associate professionals;narrowmatch;legal and related associate professionals
artistic, cultural and culinary associate professionals;broadmatch;legal, social, cultural and related associate professionals
legal, social, cultural and related associate professionals;narrowmatch;artistic, cultural and culinary associate professionals
sports and fitness workers;broadmatch;legal, social, cultural and related associate professionals
legal, social, cultural and related associate professionals;narrowmatch;sports and fitness workers
legal, social and religious associate professionals;broadmatch;legal, social, cultural and related associate professionals
legal, social, cultural and related associate professionals;narrowmatch;legal, social and religious associate professionals
inspector calibration law;broadmatch;government agency inspectors/calibration inspectors
government agency inspectors/calibration inspectors;narrowmatch;inspector calibration law
government agency inspector;broadmatch;government agency inspectors/calibration inspectors
government agency inspectors/calibration inspectors;narrowmatch;government agency inspector
aviation inspector;broadmatch;transport inspectors and controllers
transport inspectors and controllers;narrowmatch;aviation inspector
rail inspector;broadmatch;transport inspectors and controllers
transport inspectors and controllers;narrowmatch;rail inspector
shipping inspector;broadmatch;transport inspectors and controllers
transport inspectors and controllers;narrowmatch;shipping inspector
transport inspector;broadmatch;transport inspectors and controllers
transport inspectors and controllers;narrowmatch;transport inspector
traffic inspector;broadmatch;transport inspectors and controllers
transport inspectors and controllers;narrowmatch;traffic inspector
sports and recreation employee (government);broadmatch;managers of recreational, green and sports facilities
managers of recreational, green and sports facilities;narrowmatch;sports and recreation employee (government)
neighbourhood manager (landscaping);broadmatch;managers of recreational, green and sports facilities
managers of recreational, green and sports facilities;narrowmatch;neighbourhood manager (landscaping)
fertiliser inspector (aid);broadmatch;agricultural and fisheries inspectors and controllers
residential services and facilities advisers;narrowmatch;housing services coordinator
residential services and facilities advisers;narrowmatch;housing services counsellor
information and communications technology operations and user support technicians;broadmatch;information and communications technicians
chefs;narrowmatch;institution chefs
other artistic and cultural associate professionals;narrowmatch;exhibitors and lighting technicians
production assistants;broadmatch;other artistic and cultural associate professionals
other artistic and cultural associate professionals;narrowmatch;production assistants
institution head chef;broadmatch;institution chefs
institution chefs;narrowmatch;institution head chef
head chef large restaurant;broadmatch;chefs restaurant
chefs restaurant;narrowmatch;head chef large restaurant
manager / entrepreneur small catering business (including cooking);broadmatch;chefs restaurant
chefs restaurant;narrowmatch;manager / entrepreneur small catering business (including cooking)
head chef small restaurant;broadmatch;chefs restaurant
chefs restaurant;narrowmatch;head chef small restaurant
head chef luxury restaurant;broadmatch;chefs restaurant
chefs restaurant;narrowmatch;head chef luxury restaurant
institution chefs;broadmatch;chefs
chefs restaurant;broadmatch;chefs
other artistic and cultural associate professionals;narrowmatch;props and set dressers
chefs;narrowmatch;chefs restaurant
conservation and management assistant (museum);broadmatch;gallery and museum specialists
gallery and museum specialists;narrowmatch;conservation and management assistant (museum)
gallery and museum specialists;broadmatch;gallery, museum and library technicians
gallery, museum and library technicians;narrowmatch;gallery and museum specialists
manager of a window-dressing company;broadmatch;window dressers and decorators
window dressers and decorators;narrowmatch;manager of a window-dressing company
window dresser / decorator;broadmatch;window dressers and decorators
window dressers and decorators;narrowmatch;window dresser / decorator
interior designer;broadmatch;interior and set designers
interior and set designers;narrowmatch;interior designer
set designer;broadmatch;interior and set designers
interior and set designers;narrowmatch;set designer
theatre designer;broadmatch;interior and set designers
exhibitors and lighting technicians;broadmatch;other artistic and cultural associate professionals
props and set dressers;broadmatch;other artistic and cultural associate professionals
housing services counsellor;broadmatch;residential services and facilities advisers
exhibitors and lighting technicians;narrowmatch;lighting technician
information and communications technicians;narrowmatch;information and communications technology operations and user support technicians
stuntman / stuntwoman;broadmatch;actor support staff
actor support staff;narrowmatch;stuntman / stuntwoman
stagehand;broadmatch;actor support staff
actor support staff;narrowmatch;stagehand
set designer;broadmatch;props and set dressers
props and set dressers;narrowmatch;set designer
set dresser;broadmatch;props and set dressers
props and set dressers;narrowmatch;set dresser
all-round inspector;broadmatch;exhibitors and lighting technicians
exhibitors and lighting technicians;narrowmatch;all-round inspector
assistant inspector;broadmatch;exhibitors and lighting technicians
exhibitors and lighting technicians;narrowmatch;assistant inspector
lighting technician;broadmatch;exhibitors and lighting technicians
chief lighting technician;broadmatch;exhibitors and lighting technicians
other artistic and cultural associate professionals;narrowmatch;actor support staff
exhibitors and lighting technicians;narrowmatch;chief lighting technician
chief inspector;broadmatch;exhibitors and lighting technicians
exhibitors and lighting technicians;narrowmatch;chief inspector
coordinating inspector;broadmatch;exhibitors and lighting technicians
exhibitors and lighting technicians;narrowmatch;coordinating inspector
animation assistant;broadmatch;production assistants
production assistants;narrowmatch;animation assistant
film direction assistant;broadmatch;production assistants
production assistants;narrowmatch;film direction assistant
television assistant;broadmatch;production assistants
production assistants;narrowmatch;television assistant
theatre direction assistant;broadmatch;production assistants
production assistants;narrowmatch;theatre direction assistant
actor support staff;broadmatch;other artistic and cultural associate professionals
interior and set designers;narrowmatch;theatre designer
photographic designer;broadmatch;photographers
photographers;narrowmatch;photographic designer
work and learning leader penitentiary, rehabilitation centre;broadmatch;sheltered employment managers
professional sportsman;broadmatch;professional athletes
professional athletes;narrowmatch;professional sportsman
pikeur;broadmatch;professional athletes
professional athletes;narrowmatch;pikeur
professional athletes;broadmatch;athletes and sports players
athletes and sports players;narrowmatch;professional athletes
fitness and recreation instructors and program leaders;broadmatch;sports and fitness workers
sports and fitness workers;narrowmatch;fitness and recreation instructors and program leaders
sports coaches, instructors and officials;broadmatch;sports and fitness workers
sports and fitness workers;narrowmatch;sports coaches, instructors and officials
athletes and sports players;broadmatch;sports and fitness workers
sports and fitness workers;narrowmatch;athletes and sports players
pastoral worker;broadmatch;pastoral care workers
pastoral care workers;narrowmatch;pastoral worker
sheltered employment managers;narrowmatch;work and learning leader penitentiary, rehabilitation centre
photojournalist;broadmatch;photographers
social employment leader construction and wood;broadmatch;sheltered employment managers
sheltered employment managers;narrowmatch;social employment leader construction and wood
manager of social employment for the printing industry;broadmatch;sheltered employment managers
sheltered employment managers;narrowmatch;manager of social employment for the printing industry
social employment employment manager, green services;broadmatch;sheltered employment managers
sheltered employment managers;narrowmatch;social employment employment manager, green services
manager employment services metal;broadmatch;sheltered employment managers
sheltered employment managers;narrowmatch;manager employment services metal
employment manager, cleaning;broadmatch;sheltered employment managers
sheltered employment managers;narrowmatch;employment manager, cleaning
social employment manager for textiles;broadmatch;sheltered employment managers
sheltered employment managers;narrowmatch;social employment manager for textiles
packaging sheltered employment manager;broadmatch;sheltered employment managers
sheltered employment managers;narrowmatch;packaging sheltered employment manager
sports coaches, instructors and officials;narrowmatch;sports trainers and swimming instructors
sports trainers and swimming instructors;broadmatch;sports coaches, instructors and officials
sports trainers and swimming instructors;narrowmatch;swimming instructor
swimming instructor;broadmatch;sports trainers and swimming instructors
photographers;narrowmatch;photojournalist
other artistic and cultural associate professionals;broadmatch;artistic, cultural and culinary associate professionals
artistic, cultural and culinary associate professionals;narrowmatch;other artistic and cultural associate professionals
chefs;broadmatch;artistic, cultural and culinary associate professionals
artistic, cultural and culinary associate professionals;narrowmatch;chefs
gallery, museum and library technicians;broadmatch;artistic, cultural and culinary associate professionals
artistic, cultural and culinary associate professionals;narrowmatch;gallery, museum and library technicians
interior designers and decorators;broadmatch;artistic, cultural and culinary associate professionals
artistic, cultural and culinary associate professionals;narrowmatch;interior designers and decorators
photographers;broadmatch;artistic, cultural and culinary associate professionals
artistic, cultural and culinary associate professionals;narrowmatch;photographers
fitness trainer;broadmatch;fitness instructors and leaders of leisure programmes
fitness instructors and leaders of leisure programmes;narrowmatch;fitness trainer
recreation supervisor;broadmatch;fitness instructors and leaders of leisure programmes
fitness instructors and leaders of leisure programmes;narrowmatch;recreation supervisor
yoga teacher;broadmatch;fitness instructors and leaders of leisure programmes
fitness instructors and leaders of leisure programmes;narrowmatch;yoga teacher
fitness instructors and leaders of leisure programmes;broadmatch;fitness and recreation instructors and program leaders
fitness and recreation instructors and program leaders;narrowmatch;fitness instructors and leaders of leisure programmes
equestrian instructor;broadmatch;sports trainers and swimming instructors
sports trainers and swimming instructors;narrowmatch;equestrian instructor
referee;broadmatch;sports trainers and swimming instructors
sports trainers and swimming instructors;narrowmatch;referee
sport and exercise director;broadmatch;sports trainers and swimming instructors
sports trainers and swimming instructors;narrowmatch;sport and exercise director
sports instructor / trainer / coach;broadmatch;sports trainers and swimming instructors
sports trainers and swimming instructors;narrowmatch;sports instructor / trainer / coach
sports manager;broadmatch;sports trainers and swimming instructors
sports trainers and swimming instructors;narrowmatch;sports manager
firefighters;narrowmatch;fire brigade enforcement officer / repression officer
fire brigade enforcement officer / repression officer;broadmatch;firefighters
firefighters;narrowmatch;company fire watchman
wood processing and papermaking plant operators;broadmatch;stationary plant and machine operators
quarry worker;broadmatch;mineral workers
mineral workers;narrowmatch;quarry worker
mineral workers;broadmatch;miners and quarriers
miners and quarriers;narrowmatch;mineral workers
cement, stone and other mineral products machine operators;broadmatch;mining and mineral processing plant operators
mining and mineral processing plant operators;narrowmatch;cement, stone and other mineral products machine operators
well drillers and borers and related workers;broadmatch;mining and mineral processing plant operators
mining and mineral processing plant operators;narrowmatch;well drillers and borers and related workers
mineral and stone processing plant operators;broadmatch;mining and mineral processing plant operators
mining and mineral processing plant operators;narrowmatch;mineral and stone processing plant operators
miners and quarriers;broadmatch;mining and mineral processing plant operators
mining and mineral processing plant operators;narrowmatch;miners and quarriers
other stationary plant and machine operators;broadmatch;stationary plant and machine operators
stationary plant and machine operators;narrowmatch;other stationary plant and machine operators
stationary plant and machine operators;narrowmatch;wood processing and papermaking plant operators
tailor;broadmatch;mineral workers
food and related products machine operators;broadmatch;stationary plant and machine operators
stationary plant and machine operators;narrowmatch;food and related products machine operators
textile, fur and leather products machine operators;broadmatch;stationary plant and machine operators
stationary plant and machine operators;narrowmatch;textile, fur and leather products machine operators
rubber, plastic and paper products machine operators;broadmatch;stationary plant and machine operators
stationary plant and machine operators;narrowmatch;rubber, plastic and paper products machine operators
chemical and photographic products plant and machine operators;broadmatch;stationary plant and machine operators
stationary plant and machine operators;narrowmatch;chemical and photographic products plant and machine operators
metal processing and finishing plant operators;broadmatch;stationary plant and machine operators
stationary plant and machine operators;narrowmatch;metal processing and finishing plant operators
mining and mineral processing plant operators;broadmatch;stationary plant and machine operators
stationary plant and machine operators;narrowmatch;mining and mineral processing plant operators
drivers and mobile plant operators;broadmatch;plant and machine operators, and assemblers
plant and machine operators, and assemblers;narrowmatch;drivers and mobile plant operators
mineral workers;narrowmatch;tailor
mineral workers;narrowmatch;gravel delver
plant and machine operators, and assemblers;narrowmatch;assemblers
roughneck;broadmatch;on / offshore executive personnel
drillmaster trenchless construction techniques;broadmatch;earth drills
earth drills;narrowmatch;drillmaster trenchless construction techniques
cpt technician;broadmatch;earth drills
earth drills;narrowmatch;cpt technician
drilling mud checker;broadmatch;on / offshore executive personnel
on / offshore executive personnel;narrowmatch;drilling mud checker
driller;broadmatch;on / offshore executive personnel
on / offshore executive personnel;narrowmatch;driller
casing crew member;broadmatch;on / offshore executive personnel
on / offshore executive personnel;narrowmatch;casing crew member
cementer onshore and offshore;broadmatch;on / offshore executive personnel
on / offshore executive personnel;narrowmatch;cementer onshore and offshore
derrickhand;broadmatch;on / offshore executive personnel
on / offshore executive personnel;narrowmatch;derrickhand
on / offshore executive personnel;narrowmatch;roughneck
gravel delver;broadmatch;mineral workers
roustabout;broadmatch;on / offshore executive personnel
on / offshore executive personnel;narrowmatch;roustabout
wireline operator;broadmatch;on / offshore executive personnel
on / offshore executive personnel;narrowmatch;wireline operator
operational managers for mining and quarrying;broadmatch;well drillers and borers and related workers
well drillers and borers and related workers;narrowmatch;operational managers for mining and quarrying
earth drills;broadmatch;well drillers and borers and related workers
well drillers and borers and related workers;narrowmatch;earth drills
on / offshore executive personnel;broadmatch;well drillers and borers and related workers
well drillers and borers and related workers;narrowmatch;on / offshore executive personnel
miner;broadmatch;mineral and rock processing plant operators
mineral and rock processing plant operators;narrowmatch;miner
mineral and rock processing plant operators;broadmatch;mineral and stone processing plant operators
mineral and stone processing plant operators;narrowmatch;mineral and rock processing plant operators
assemblers;broadmatch;plant and machine operators, and assemblers
stationary plant and machine operators;broadmatch;plant and machine operators, and assemblers
company fire watchman;broadmatch;firefighters
civil engineering diver (cob);broadmatch;divers
product inspectors non-food industry;broadmatch;product graders and testers (excluding foods and beverages)
product graders and testers (excluding foods and beverages);narrowmatch;product inspectors non-food industry
quality controllers general;broadmatch;product graders and testers (excluding foods and beverages)
product graders and testers (excluding foods and beverages);narrowmatch;quality controllers general
oce (conventional explosives detection) expert;broadmatch;explosives and explosives experts
explosives and explosives experts;narrowmatch;oce (conventional explosives detection) expert
senior oce (conventional explosives detection) expert;broadmatch;explosives and explosives experts
explosives and explosives experts;narrowmatch;senior oce (conventional explosives detection) expert
building surveyor;broadmatch;explosives and explosives experts
explosives and explosives experts;narrowmatch;building surveyor
explosives and explosives experts;broadmatch;shotfirers and blasters
shotfirers and blasters;narrowmatch;explosives and explosives experts
salvage diver;broadmatch;divers
divers;narrowmatch;salvage diver
divers;narrowmatch;civil engineering diver (cob)
quality assurance officer (non-food industry);broadmatch;quality controllers general
foreman salvage diver;broadmatch;divers
divers;narrowmatch;foreman salvage diver
foreman civil engineering diver (cob);broadmatch;divers
divers;narrowmatch;foreman civil engineering diver (cob)
divers;broadmatch;underwater divers
underwater divers;narrowmatch;divers
craft and related workers not elsewhere classified;broadmatch;other craft and related workers
other craft and related workers;narrowmatch;craft and related workers not elsewhere classified
fumigators and other pest and weed controllers;broadmatch;other craft and related workers
other craft and related workers;narrowmatch;fumigators and other pest and weed controllers
product graders and testers (excluding foods and beverages);broadmatch;other craft and related workers
other craft and related workers;narrowmatch;product graders and testers (excluding foods and beverages)
shotfirers and blasters;broadmatch;other craft and related workers
other craft and related workers;narrowmatch;shotfirers and blasters
quality controllers general;narrowmatch;quality assurance officer (non-food industry)
product inspectors non-food industry;narrowmatch;product control officer (industry)
plant and machine operators, and assemblers;narrowmatch;stationary plant and machine operators
clothing and textile industry inspector;broadmatch;product inspectors non-food industry
chemical and physical science technicians;broadmatch;lens and eyeglass sharpeners
lens and eyeglass sharpeners;narrowmatch;chemical and physical science technicians
optical glasses grinder;broadmatch;lens and eyeglass sharpeners
lens and eyeglass sharpeners;narrowmatch;optical glasses grinder
lens and eyeglass sharpeners;broadmatch;craft and related workers not elsewhere classified
craft and related workers not elsewhere classified;narrowmatch;lens and eyeglass sharpeners
manager / entrepreneur pest control company;broadmatch;pest and weed controllers
pest and weed controllers;narrowmatch;manager / entrepreneur pest control company
muskrat controller;broadmatch;pest and weed controllers
pest and weed controllers;narrowmatch;muskrat controller
pest controller;broadmatch;pest and weed controllers
pest and weed controllers;narrowmatch;pest controller
pest and weed controllers;broadmatch;fumigators and other pest and weed controllers
fumigators and other pest and weed controllers;narrowmatch;pest and weed controllers
product inspectors non-food industry;narrowmatch;clothing and textile industry inspector
product control officer (industry);broadmatch;product inspectors non-food industry
inspector for electronic devices and components;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;inspector for electronic devices and components
environmental and occupational health inspectors and associates;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;environmental and occupational health inspectors and associates
metal products inspector;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;metal products inspector
footwear inspector;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;footwear inspector
quality controller wood;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;quality controller wood
quality controller process industry (higher);broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;quality controller process industry (higher)
quality control officer (graphics);broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;quality control officer (graphics)
earth drills;narrowmatch;drillmaster soil drilling and well drilling
drillmaster soil drilling and well drilling;broadmatch;earth drills
operational managers for mining and quarrying;narrowmatch;toolpusher
machine operators manufacturing textile yarns;narrowmatch;fibre processing operator
textile finishing machine operators;narrowmatch;operator, textile finishing
textile finishing machine operators;broadmatch;bleaching, dyeing and fabric cleaning machine operators
bleaching, dyeing and fabric cleaning machine operators;narrowmatch;textile finishing machine operators
confectioner (sewing);broadmatch;sewing machine operators
sewing machine operators;narrowmatch;confectioner (sewing)
upholstery seamstress;broadmatch;sewing machine operators
sewing machine operators;narrowmatch;upholstery seamstress
yarn processing operator;broadmatch;loom and knitting machine operators
loom and knitting machine operators;narrowmatch;yarn processing operator
loom and knitting machine operators;broadmatch;weaving and knitting machine operators
weaving and knitting machine operators;narrowmatch;loom and knitting machine operators
operator filament and fibre processing;broadmatch;machine operators manufacturing textile yarns
machine operators manufacturing textile yarns;narrowmatch;operator filament and fibre processing
fibre processing operator;broadmatch;machine operators manufacturing textile yarns
shoemaking and related machine operators;narrowmatch;footwear manufacturing machine operators
livestock and dairy producers;broadmatch;machine operators manufacturing paper and board products
machine operators manufacturing paper and board products;narrowmatch;livestock and dairy producers
cartoner;broadmatch;machine operators manufacturing paper and board products
operator, textile finishing;broadmatch;textile finishing machine operators
footwear manufacturing machine operators;broadmatch;shoemaking and related machine operators
toolpusher;broadmatch;operational managers for mining and quarrying
food and related products machine operators;narrowmatch;food industry mechanical operators
miller;broadmatch;food industry mechanical operators
food industry mechanical operators;narrowmatch;miller
mechanical food industry operator;broadmatch;food industry mechanical operators
food industry mechanical operators;narrowmatch;mechanical food industry operator
industrial bakery worker;broadmatch;food industry mechanical operators
food industry mechanical operators;narrowmatch;industrial bakery worker
food industry field operator;broadmatch;food industry process operators
food industry process operators;narrowmatch;food industry field operator
food industry head operator;broadmatch;food industry process operators
food industry process operators;narrowmatch;food industry head operator
food industry panel operator;broadmatch;food industry process operators
food industry process operators;narrowmatch;food industry panel operator
food industry mechanical operators;broadmatch;food and related products machine operators
food industry process operators;broadmatch;food and related products machine operators
footwear manufacturing machine operators;narrowmatch;shoe industry assistant
food and related products machine operators;narrowmatch;food industry process operators
plant manager / entrepreneur dry cleaner;broadmatch;laundry/dry cleaning managers
laundry/dry cleaning managers;narrowmatch;plant manager / entrepreneur dry cleaner
plant manager / entrepreneur laundry;broadmatch;laundry/dry cleaning managers
laundry/dry cleaning managers;narrowmatch;plant manager / entrepreneur laundry
head of chemical laundry;broadmatch;laundry/dry cleaning managers
laundry/dry cleaning managers;narrowmatch;head of chemical laundry
laundry manager;broadmatch;laundry/dry cleaning managers
laundry/dry cleaning managers;narrowmatch;laundry manager
presser/ironer;broadmatch;laundry/dry cleaning workers
laundry/dry cleaning workers;narrowmatch;presser/ironer
laundry assistant;broadmatch;laundry/dry cleaning workers
laundry/dry cleaning workers;narrowmatch;laundry assistant
shoe industry assistant;broadmatch;footwear manufacturing machine operators
machine operators manufacturing paper and board products;narrowmatch;cartoner
packaging operator inline machine;broadmatch;machine operators manufacturing paper and board products
machine operators manufacturing paper and board products;narrowmatch;packaging operator inline machine
metal pickler;broadmatch;metal surface finishers
metal surface finishers;narrowmatch;metal pickler
metal surface finishers;broadmatch;metal finishing, plating and coating machine operators
metal finishing, plating and coating machine operators;narrowmatch;metal surface finishers
caster metal;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;caster metal
metal presser;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;metal presser
metal mill worker;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;metal mill worker
foundry smelter;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;foundry smelter
foundry foreman;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;foundry foreman
graphical die-cutting packaging operator;broadmatch;machine operators manufacturing paper and board products
asphalt mixer road and hydraulic engineering;broadmatch;concrete, cement and asphalt mixers
concrete, cement and asphalt mixers;narrowmatch;asphalt mixer road and hydraulic engineering
concrete mixer;broadmatch;concrete, cement and asphalt mixers
concrete, cement and asphalt mixers;narrowmatch;concrete mixer
concrete mixer boss civil engineering;broadmatch;concrete, cement and asphalt mixers
concrete, cement and asphalt mixers;narrowmatch;concrete mixer boss civil engineering
concrete, cement and asphalt mixers;broadmatch;cement, stone and other mineral products machine operators
cement, stone and other mineral products machine operators;narrowmatch;concrete, cement and asphalt mixers
directional driller;broadmatch;operational managers for mining and quarrying
operational managers for mining and quarrying;narrowmatch;directional driller
driller on- and offshore;broadmatch;operational managers for mining and quarrying
operational managers for mining and quarrying;narrowmatch;driller on- and offshore
metal surface finishers;narrowmatch;galvaniser
galvaniser;broadmatch;metal surface finishers
metal surface finishers;narrowmatch;finisher foundry
finisher foundry;broadmatch;metal surface finishers
machine operators manufacturing paper and board products;narrowmatch;graphical die-cutting packaging operator
packaging operator folding sheet technology;broadmatch;machine operators manufacturing paper and board products
machine operators manufacturing paper and board products;narrowmatch;packaging operator folding sheet technology
machine operators manufacturing paper and board products;broadmatch;paper products machine operators
paper products machine operators;narrowmatch;machine operators manufacturing paper and board products
rubber processor;broadmatch;machine operators manufacturing rubber products
machine operators manufacturing rubber products;narrowmatch;rubber processor
machine operators manufacturing rubber products;broadmatch;rubber products machine operators
rubber products machine operators;narrowmatch;machine operators manufacturing rubber products
photolaborator;broadmatch;photographic laboratory operators
photographic laboratory operators;narrowmatch;photolaborator
photolaboratory operator;broadmatch;photographic laboratory operators
photographic laboratory operators;narrowmatch;photolaboratory operator
photographic laboratory operators;broadmatch;photographic products machine operators
photographic products machine operators;narrowmatch;photographic laboratory operators
munitions assembler;broadmatch;mechanical process industry operators
mechanical process industry operators;narrowmatch;munitions assembler
process industry mechanical operator;broadmatch;mechanical process industry operators
mechanical process industry operators;narrowmatch;process industry mechanical operator
ink warehouse worker;broadmatch;mechanical process industry operators
mechanical process industry operators;narrowmatch;ink warehouse worker
coke converter;broadmatch;mechanical process industry operators
mechanical process industry operators;narrowmatch;coke converter
mechanical process industry operators;broadmatch;chemical products plant and machine operators
chemical products plant and machine operators;narrowmatch;mechanical process industry operators
underwater divers;broadmatch;other craft and related workers
other craft and related workers;narrowmatch;underwater divers
manager / entrepreneur shoe repair company;broadmatch;shoemakers and leatherworkers
food processing, wood working, garment and other craft and related trades workers;narrowmatch;wood treaters, cabinet-makers and related trades workers
butchers, fishmongers and related food preparers;narrowmatch;butchers, poulterers and fishmongers
other craft and related workers;broadmatch;food processing, wood working, garment and other craft and related trades workers
food processing, wood working, garment and other craft and related trades workers;narrowmatch;other craft and related workers
garment and related trades workers;broadmatch;food processing, wood working, garment and other craft and related trades workers
food processing, wood working, garment and other craft and related trades workers;narrowmatch;garment and related trades workers
wood treaters, cabinet-makers and related trades workers;broadmatch;food processing, wood working, garment and other craft and related trades workers
