head;tail;relation
Meninges structure (body structure);Meninges;exactMatch
Complete parathyroidectomy (procedure);Global parathyroidectomy;exactMatch
Complete parathyroidectomy (procedure);Total parathyroidectomy;exactMatch
Disorder of uterus (disorder);Uterine disease;exactMatch
Disorder of uterus (disorder);Uterine disorder;exactMatch
Striatostriatal fibers of internal capsule (body structure);Internal capsule tract (body structure);broadMatch
Congenital anomaly of rib (disorder);Congenital malformation of ribs;exactMatch
Disorder of endocardium (disorder);Endocardial disease;exactMatch
Disorder of endocardium (disorder);Endocardiopathy;exactMatch
Neoplasm of uterine cervix (disorder);Tumor of cervix;exactMatch
Neoplasm of uterine cervix (disorder);Tumour of cervix;exactMatch
Neoplasm of ovary (disorder);Ovarian tumor;exactMatch
Neoplasm of ovary (disorder);Ovarian tumour;exactMatch
Neoplasm of ovary (disorder);Tumor of ovary;exactMatch
Neoplasm of ovary (disorder);Tumour of ovary;exactMatch
Structure of ocular blood vessel (body structure);Ocular blood vessel;exactMatch
Head part (body structure);Head structure (body structure);broadMatch
Mouth region structure (body structure);Mouth;exactMatch
Mouth region structure (body structure);Mouth region;exactMatch
Mouth region structure (body structure);Mouth structure;exactMatch
Structure of wall of body region (body structure);Body region wall;exactMatch
Structure of ligament of wrist joint (body structure);Ligament of wrist joint;exactMatch
Structure of ligament of hand (body structure);Ligament of hand;exactMatch
Structure of ligament of joint (body structure);Ligament of joint;exactMatch
Structure of ligament of spine (body structure);Ligament of vertebral column;exactMatch
Structure of ligament of spine (body structure);Vertebral column ligament;exactMatch
Structure of ligament of foot (body structure);Ligament of foot;exactMatch
Pericardium part (body structure);Pericardial structure (body structure);broadMatch
Procedure on larynx (procedure);Laryngeal procedure;exactMatch
Procedure on larynx (procedure);Larynx procedure;exactMatch
Orbital portion of maxilla (body structure);Orbital plate of maxilla;exactMatch
Orbital portion of maxilla (body structure);Orbital portion of maxillary bone;exactMatch
Orbital portion of maxilla (body structure);Orbital process of maxilla;exactMatch
Posterior wall of maxillary antrum (body structure);Posterior wall of maxillary sinus;exactMatch
Anterior wall of maxillary antrum (body structure);Anterior wall of maxillary sinus;exactMatch
Medial wall of maxillary antrum (body structure);Medial wall of maxillary sinus;exactMatch
Structure of intraabdominal region (body structure);Structure of abdominopelvic cavity and/or content (body structure);broadMatch
Structure of intraabdominal region (body structure);Intraabdominal region;exactMatch
Disorder of nasopharynx (disorder);Disorder of PNS - postnasal space;exactMatch
Disorder of nasopharynx (disorder);Disorder of postnasal space;exactMatch
Thigh part (body structure);Thigh structure (body structure);broadMatch
Anus part (body structure);Anal structure (body structure);broadMatch
Neck part (body structure);Neck structure (body structure);broadMatch
Entire subregion of trunk (body structure);Entire trunk region;exactMatch
Post-infectious disorder (disorder);Postinfectious disorder;exactMatch
Structure of coronoid process of mandible (body structure);Structure of ramus of mandible (body structure);broadMatch
Structure of coronoid process of mandible (body structure);Coronoid process of mandible;exactMatch
Scar (morphologic abnormality);Cicatrix;exactMatch
Scar (morphologic abnormality);Fibrous scar;exactMatch
Scar (morphologic abnormality);Scar tissue;exactMatch
Little finger structure (body structure);Finger structure (body structure);broadMatch
Little finger structure (body structure);Fifth digit of hand;exactMatch
Little finger structure (body structure);Little finger;exactMatch
Structure of nucleus pulposus of intervertebral disc of second thoracic vertebra (body structure);Nucleus pulposus of intervertebral disc of second thoracic vertebra;exactMatch
Structure of nucleus pulposus of intervertebral disc of second thoracic vertebra (body structure);Nucleus pulposus, T2-T3;exactMatch
Terminal aorta structure (body structure);Abdominal aorta structure (body structure);broadMatch
Terminal aorta structure (body structure);Terminal aorta;exactMatch
Structure of inferior articular process of sixth cervical vertebra (body structure);Caudal articular process of sixth cervical vertebra;exactMatch
Structure of inferior articular process of sixth cervical vertebra (body structure);Inferior articular process of sixth cervical vertebra;exactMatch
Structure of lamina basalis of ciliary body (body structure);Lamina basalis of ciliary body;exactMatch
Structure of transverse process of second thoracic vertebra (body structure);Transverse process of second thoracic vertebra;exactMatch
Structure of head of phalanx of third toe (body structure);Head of phalanx of third toe;exactMatch
Structure of dorsal digital nerves of radial nerve (body structure);Radial digital nerve (body structure);broadMatch
Structure of dorsal digital nerves of radial nerve (body structure);Dorsal digital nerves of radial nerve;exactMatch
Structure of pelvic diaphragm (body structure);Pelvic diaphragm;exactMatch
Structure of inferior branch of oculomotor nerve (body structure);Inferior branch of oculomotor nerve;exactMatch
Structure of inferior branch of oculomotor nerve (body structure);Inferior ramus of oculomotor nerve;exactMatch
Structure of inferior branch of oculomotor nerve (body structure);Oculomotor nerve inferior division;exactMatch
Perineal finding (finding);Perineal observation;exactMatch
Operation on male perineum (procedure);Male perineal operation;exactMatch
Structure of corona of penis (body structure);Glans penis structure (body structure);broadMatch
Structure of corona of penis (body structure);Corona glandis;exactMatch
Structure of corona of penis (body structure);Corona of penis;exactMatch
Disorder of placenta (disorder);Disorder of placenta and placental transfusion;exactMatch
Finger joint structure (body structure);Joint of finger;exactMatch
Structure of metacarpophalangeal joint of finger (body structure);Metacarpophalangeal joint of finger;exactMatch
Thumb joint structure (body structure);Joint of thumb;exactMatch
Digit of hand structure (body structure);Digit of hand;exactMatch
Excision of meniscus of wrist (procedure);Meniscectomy of wrist;exactMatch
Structure of articular surface, interphalangeal, of phalanx of little finger (body structure);Articular surface, interphalangeal, of phalanx of little finger;exactMatch
Structure of sartorius muscle (body structure);Sartorius muscle;exactMatch
Structure of reticular formation of medulla oblongata (body structure);Reticular formation of medulla oblongata;exactMatch
Bone structure of tibia (body structure);Tibia;exactMatch
Structure of glossopharyngeal nerve parasympathetic fibers (body structure);Glossopharyngeal nerve parasympathetic fibers;exactMatch
Structure of glossopharyngeal nerve parasympathetic fibers (body structure);Glossopharyngeal nerve parasympathetic fibres;exactMatch
Structure of spinotectal tract (body structure);Spinotectal tract;exactMatch
Subcutaneous tissue structure of coccygeal region (body structure);Subcutaneous tissue of coccygeal region;exactMatch
Structure of genitofemoral nerve (body structure);Genitocrural nerve;exactMatch
Structure of genitofemoral nerve (body structure);Genitofemoral nerve;exactMatch
Neoplasm of skin (disorder);Cutaneous tumor;exactMatch
Neoplasm of skin (disorder);Cutaneous tumour;exactMatch
Neoplasm of skin (disorder);Skin tumor;exactMatch
Neoplasm of skin (disorder);Skin tumour;exactMatch
Neoplasm of skin (disorder);Tumor of skin;exactMatch
Neoplasm of skin (disorder);Tumour of skin;exactMatch
Neoplasm of sweat gland (disorder);Tumor of skin with eccrine differentiation;exactMatch
Neoplasm of sweat gland (disorder);Tumour of skin with eccrine differentiation;exactMatch
Structure of body of pubis (body structure);Pubis part (body structure);broadMatch
Structure of body of pubis (body structure);Body of pubis;exactMatch
Operation on female genital organs (procedure);Gynaecological procedure;exactMatch
Operation on female genital organs (procedure);Gynecological procedure;exactMatch
Neoplasm of soft tissues of head (disorder);Tumor of soft tissue of head;exactMatch
Neoplasm of soft tissues of head (disorder);Tumour of soft tissue of head;exactMatch
Neoplasm of soft tissues of face (disorder);Tumor of soft tissue of face;exactMatch
Neoplasm of soft tissues of face (disorder);Tumour of soft tissue of face;exactMatch
Neoplasm of soft tissues of neck (disorder);Tumor of soft tissue of neck;exactMatch
Neoplasm of soft tissues of neck (disorder);Tumour of soft tissue of neck;exactMatch
Neoplasm of soft tissues of shoulder (disorder);Tumor of soft tissue of shoulder;exactMatch
Neoplasm of soft tissues of shoulder (disorder);Tumour of soft tissue of shoulder;exactMatch
Neoplasm of soft tissues of upper limb (disorder);Tumor of soft tissue of arm;exactMatch
Neoplasm of soft tissues of upper limb (disorder);Tumor of soft tissue of upper limb;exactMatch
Neoplasm of soft tissues of upper limb (disorder);Tumour of soft tissue of arm;exactMatch
Neoplasm of soft tissues of upper limb (disorder);Tumour of soft tissue of upper limb;exactMatch
Neoplasm of soft tissues of hip (disorder);Tumor of soft tissue of hip;exactMatch
Neoplasm of soft tissues of hip (disorder);Tumour of soft tissue of hip;exactMatch
Neoplasm of soft tissues of lower limb (disorder);Tumor of soft tissue of leg;exactMatch
Neoplasm of soft tissues of lower limb (disorder);Tumor of soft tissue of lower limb;exactMatch
Neoplasm of soft tissues of lower limb (disorder);Tumour of soft tissue of leg;exactMatch
Neoplasm of soft tissues of lower limb (disorder);Tumour of soft tissue of lower limb;exactMatch
Neoplasm of soft tissues of thorax (disorder);Tumor of soft tissue of thorax;exactMatch
Neoplasm of soft tissues of thorax (disorder);Tumour of soft tissue of thorax;exactMatch
Neoplasm of soft tissues of abdomen (disorder);Tumor of soft tissue of abdomen;exactMatch
Neoplasm of soft tissues of abdomen (disorder);Tumour of soft tissue of abdomen;exactMatch
Neoplasm of soft tissues of pelvis (disorder);Tumor of soft tissue of pelvis;exactMatch
Neoplasm of soft tissues of pelvis (disorder);Tumour of soft tissue of pelvis;exactMatch
Neoplasm of muscle (disorder);Tumor of muscle;exactMatch
Neoplasm of muscle (disorder);Tumour of muscle;exactMatch
Neoplasm of face (disorder);Tumor of face;exactMatch
Neoplasm of face (disorder);Tumour of face;exactMatch
Neoplasm of neck (disorder);Tumor of neck;exactMatch
Neoplasm of neck (disorder);Tumour of neck;exactMatch
Neoplasm of pelvis (disorder);Tumor of pelvis;exactMatch
Neoplasm of pelvis (disorder);Tumour of pelvis;exactMatch
Neoplasm of upper limb (disorder);Tumor of upper limb;exactMatch
Neoplasm of upper limb (disorder);Tumour of upper limb;exactMatch
Neoplasm of lower limb (disorder);Tumor of lower limb;exactMatch
Neoplasm of lower limb (disorder);Tumour of lower limb;exactMatch
Neoplasm of nasal cavity (disorder);Tumor of nasal cavity;exactMatch
Neoplasm of nasal cavity (disorder);Tumour of nasal cavity;exactMatch
Neoplasm of septum of nose (disorder);Tumor of nasal septum;exactMatch
Neoplasm of septum of nose (disorder);Tumour of nasal septum;exactMatch
Neoplasm of accessory sinus (disorder);Tumor of nasal sinus;exactMatch
Neoplasm of accessory sinus (disorder);Tumor of paranasal sinus;exactMatch
Neoplasm of accessory sinus (disorder);Tumour of nasal sinus;exactMatch
Neoplasm of accessory sinus (disorder);Tumour of paranasal sinus;exactMatch
Neoplasm of maxillary sinus (disorder);Tumor of maxillary antrum;exactMatch
Neoplasm of maxillary sinus (disorder);Tumor of maxillary sinus;exactMatch
Neoplasm of maxillary sinus (disorder);Tumour of maxillary antrum;exactMatch
Neoplasm of maxillary sinus (disorder);Tumour of maxillary sinus;exactMatch
Neoplasm of ethmoidal sinus (disorder);Tumor of ethmoid sinus;exactMatch
Neoplasm of ethmoidal sinus (disorder);Tumour of ethmoid sinus;exactMatch
Neoplasm of frontal sinus (disorder);Tumor of frontal sinus;exactMatch
Neoplasm of frontal sinus (disorder);Tumour of frontal sinus;exactMatch
Neoplasm of sphenoidal sinus (disorder);Tumor of sphenoid sinus;exactMatch
Neoplasm of sphenoidal sinus (disorder);Tumour of sphenoid sinus;exactMatch
Neoplasm of nasopharynx (disorder);Tumor of nasopharynx;exactMatch
Neoplasm of nasopharynx (disorder);Tumor of postnasal space;exactMatch
Neoplasm of nasopharynx (disorder);Tumour of nasopharynx;exactMatch
Neoplasm of nasopharynx (disorder);Tumour of postnasal space;exactMatch
Neoplasm of superior wall of nasopharynx (disorder);Tumor of roof of nasopharynx;exactMatch
Neoplasm of superior wall of nasopharynx (disorder);Tumour of roof of nasopharynx;exactMatch
Neoplasm of posterior wall of nasopharynx (disorder);Tumor of posterior wall of nasopharynx;exactMatch
Neoplasm of posterior wall of nasopharynx (disorder);Tumour of posterior wall of nasopharynx;exactMatch
Neoplasm of anterior wall of nasopharynx (disorder);Tumor of anterior wall of nasopharynx;exactMatch
Neoplasm of anterior wall of nasopharynx (disorder);Tumour of anterior wall of nasopharynx;exactMatch
Neoplasm of pharynx (disorder);Tumor of pharynx;exactMatch
Neoplasm of pharynx (disorder);Tumour of pharynx;exactMatch
Neoplasm of hypopharynx (disorder);Tumor of hypopharynx;exactMatch
Neoplasm of hypopharynx (disorder);Tumor of laryngopharynx;exactMatch
Neoplasm of hypopharynx (disorder);Tumour of hypopharynx;exactMatch
Neoplasm of hypopharynx (disorder);Tumour of laryngopharynx;exactMatch
Neoplasm of larynx (disorder);Tumor of larynx;exactMatch
Neoplasm of larynx (disorder);Tumour of larynx;exactMatch
Neoplasm of glottis (disorder);Tumor of glottis;exactMatch
Neoplasm of glottis (disorder);Tumour of glottis;exactMatch
Neoplasm of subglottis (disorder);Tumor of subglottis;exactMatch
Neoplasm of subglottis (disorder);Tumour of subglottis;exactMatch
Neoplasm of supraglottis (disorder);Tumor of supraglottis;exactMatch
Neoplasm of supraglottis (disorder);Tumour of supraglottis;exactMatch
Neoplasm of laryngeal aspect of aryepiglottic fold (disorder);Tumor of aryepiglottic fold - laryngeal aspect;exactMatch
Neoplasm of laryngeal aspect of aryepiglottic fold (disorder);Tumour of aryepiglottic fold - laryngeal aspect;exactMatch
Neoplasm of trachea (disorder);Tumor of trachea;exactMatch
Neoplasm of trachea (disorder);Tumour of trachea;exactMatch
Neoplasm of bronchus (disorder);Bronchial tumor;exactMatch
Neoplasm of bronchus (disorder);Bronchial tumour;exactMatch
Neoplasm of bronchus (disorder);Tumor of bronchus;exactMatch
Neoplasm of bronchus (disorder);Tumour of bronchus;exactMatch
Neoplasm of lung (disorder);Tumor of lung;exactMatch
Neoplasm of lung (disorder);Tumour of lung;exactMatch
Neoplasm of pleura (disorder);Tumor of pleura;exactMatch
Neoplasm of pleura (disorder);Tumour of pleura;exactMatch
Neoplasm of mediastinum (disorder);Tumor of mediastinum;exactMatch
Neoplasm of mediastinum (disorder);Tumour of mediastinum;exactMatch
Neoplasm of blood vessel (disorder);Blood vessel tumor;exactMatch
Neoplasm of blood vessel (disorder);Blood vessel tumor disorder;exactMatch
Neoplasm of blood vessel (disorder);Blood vessel tumour;exactMatch
Neoplasm of blood vessel (disorder);Blood vessel tumour disorder;exactMatch
Neoplasm of gastrointestinal tract (disorder);Tumor of gastrointestinal tract;exactMatch
Neoplasm of gastrointestinal tract (disorder);Tumour of gastrointestinal tract;exactMatch
Neoplasm of intestinal tract (disorder);Neoplasm of intestine;exactMatch
Neoplasm of intestinal tract (disorder);Tumor of intestine;exactMatch
Neoplasm of intestinal tract (disorder);Tumour of intestine;exactMatch
Neoplasm of lip (disorder);Tumor of lip;exactMatch
Neoplasm of lip (disorder);Tumour of lip;exactMatch
Neoplasm of vermilion border of lip (disorder);Tumor of vermilion border of lip;exactMatch
Neoplasm of vermilion border of lip (disorder);Tumour of vermilion border of lip;exactMatch
Neoplasm of vermilion border of upper lip (disorder);Tumor of vermilion border of upper lip;exactMatch
Neoplasm of vermilion border of upper lip (disorder);Tumour of vermilion border of upper lip;exactMatch
Neoplasm of vermilion border of lower lip (disorder);Tumor of vermilion border of lower lip;exactMatch
Neoplasm of vermilion border of lower lip (disorder);Tumour of vermilion border of lower lip;exactMatch
Neoplasm of inner aspect of lip (disorder);Tumor of labial mucosa;exactMatch
Neoplasm of inner aspect of lip (disorder);Tumour of labial mucosa;exactMatch
Neoplasm of inner aspect of upper lip (disorder);Tumor of upper labial mucosa;exactMatch
Neoplasm of inner aspect of upper lip (disorder);Tumour of upper labial mucosa;exactMatch
Neoplasm of inner aspect of lower lip (disorder);Tumor of lower labial mucosa;exactMatch
Neoplasm of inner aspect of lower lip (disorder);Tumour of lower labial mucosa;exactMatch
Neoplasm of tongue (disorder);Tumor of tongue;exactMatch
Neoplasm of tongue (disorder);Tumour of tongue;exactMatch
Neoplasm of base of tongue (disorder);Tumor of base of tongue;exactMatch
Neoplasm of base of tongue (disorder);Tumour of base of tongue;exactMatch
Neoplasm of border of tongue (disorder);Neoplasm of tip AND/OR lateral border of tongue;exactMatch
Neoplasm of anterior two-thirds of tongue (disorder);Tumor of anterior two-thirds of tongue;exactMatch
Neoplasm of anterior two-thirds of tongue (disorder);Tumour of anterior two-thirds of tongue;exactMatch
Neoplasm of junctional zone of tongue (disorder);Tumor of junctional zone of tongue;exactMatch
Neoplasm of junctional zone of tongue (disorder);Tumour of junctional zone of tongue;exactMatch
Neoplasm of major salivary gland (disorder);Tumor of major salivary gland;exactMatch
Neoplasm of major salivary gland (disorder);Tumour of major salivary gland;exactMatch
Neoplasm of parotid gland (disorder);Tumor of parotid gland;exactMatch
Neoplasm of parotid gland (disorder);Tumour of parotid gland;exactMatch
Neoplasm of submaxillary gland (disorder);Tumor of submandibular gland;exactMatch
Neoplasm of submaxillary gland (disorder);Tumour of submandibular gland;exactMatch
Neoplasm of sublingual gland (disorder);Tumor of sublingual gland;exactMatch
Neoplasm of sublingual gland (disorder);Tumour of sublingual gland;exactMatch
Neoplasm of gum (disorder);Tumor of gingiva;exactMatch
Neoplasm of gum (disorder);Tumor of gum;exactMatch
Neoplasm of gum (disorder);Tumour of gingiva;exactMatch
Neoplasm of gum (disorder);Tumour of gum;exactMatch
Neoplasm of upper gum (disorder);Tumor of upper gingiva;exactMatch
Neoplasm of upper gum (disorder);Tumour of upper gingiva;exactMatch
Neoplasm of lower gum (disorder);Tumor of lower gingiva;exactMatch
Neoplasm of lower gum (disorder);Tumour of lower gingiva;exactMatch
Neoplasm of mouth (disorder);Tumor of mouth;exactMatch
Neoplasm of mouth (disorder);Tumour of mouth;exactMatch
Neoplasm of minor salivary gland (disorder);Tumor of minor salivary gland;exactMatch
Neoplasm of minor salivary gland (disorder);Tumour of minor salivary gland;exactMatch
Neoplasm of floor of mouth (disorder);Tumor of floor of mouth;exactMatch
Neoplasm of floor of mouth (disorder);Tumour of floor of mouth;exactMatch
Neoplasm of buccal mucosa (disorder);Tumor of buccal mucosa;exactMatch
Neoplasm of buccal mucosa (disorder);Tumor of cheek mucosa;exactMatch
Neoplasm of buccal mucosa (disorder);Tumour of buccal mucosa;exactMatch
Neoplasm of buccal mucosa (disorder);Tumour of cheek mucosa;exactMatch
Neoplasm of vestibule of mouth (disorder);Tumor of vestibule of mouth;exactMatch
Neoplasm of vestibule of mouth (disorder);Tumour of vestibule of mouth;exactMatch
Neoplasm of retromolar area (disorder);Tumor of retromolar area;exactMatch
Neoplasm of retromolar area (disorder);Tumour of retromolar area;exactMatch
Neoplasm of palate (disorder);Tumor of palate;exactMatch
Neoplasm of palate (disorder);Tumour of palate;exactMatch
Neoplasm of hard palate (disorder);Tumor of hard palate;exactMatch
Neoplasm of hard palate (disorder);Tumour of hard palate;exactMatch
Neoplasm of soft palate (disorder);Tumor of soft palate;exactMatch
Neoplasm of soft palate (disorder);Tumour of soft palate;exactMatch
Neoplasm of uvula (disorder);Tumor of uvula;exactMatch
Neoplasm of uvula (disorder);Tumour of uvula;exactMatch
Neoplasm of oropharynx (disorder);Tumor of oropharynx;exactMatch
Neoplasm of oropharynx (disorder);Tumour of oropharynx;exactMatch
Neoplasm of tonsillar pillar (disorder);Tumor of tonsillar pillar;exactMatch
Neoplasm of tonsillar pillar (disorder);Tumour of tonsillar pillar;exactMatch
Neoplasm of vallecula (disorder);Tumor of vallecula;exactMatch
Neoplasm of vallecula (disorder);Tumour of vallecula;exactMatch
Neoplasm of esophagus (disorder);Tumor of esophagus;exactMatch
Neoplasm of esophagus (disorder);Tumour of oesophagus;exactMatch
Neoplasm of cervical esophagus (disorder);Tumor of cervical part of esophagus;exactMatch
Neoplasm of cervical esophagus (disorder);Tumour of cervical part of oesophagus;exactMatch
Neoplasm of thoracic esophagus (disorder);Tumor of thoracic part of esophagus;exactMatch
Neoplasm of thoracic esophagus (disorder);Tumour of thoracic part of oesophagus;exactMatch
Neoplasm of abdominal esophagus (disorder);Tumor of abdominal part of esophagus;exactMatch
Neoplasm of abdominal esophagus (disorder);Tumour of abdominal part of oesophagus;exactMatch
Neoplasm of lower third of esophagus (disorder);Tumor of lower third of esophagus;exactMatch
Neoplasm of lower third of esophagus (disorder);Tumour of lower third of oesophagus;exactMatch
Neoplasm of stomach (disorder);Tumor of stomach;exactMatch
Neoplasm of stomach (disorder);Tumour of stomach;exactMatch
Neoplasm of cardia of stomach (disorder);Tumor of cardia;exactMatch
Neoplasm of cardia of stomach (disorder);Tumour of cardia;exactMatch
Neoplasm of fundus of stomach (disorder);Tumor of fundus of stomach;exactMatch
Neoplasm of fundus of stomach (disorder);Tumour of fundus of stomach;exactMatch
Neoplasm of body of stomach (disorder);Tumor of body of stomach;exactMatch
Neoplasm of body of stomach (disorder);Tumour of body of stomach;exactMatch
Neoplasm of greater curvature of stomach (disorder);Tumor of greater curve of stomach;exactMatch
Neoplasm of greater curvature of stomach (disorder);Tumour of greater curve of stomach;exactMatch
Entire vesical vein (body structure);Entire vesical veins;exactMatch
Neoplasm of pyloric antrum (disorder);Tumor of pyloric antrum;exactMatch
Neoplasm of pyloric antrum (disorder);Tumour of pyloric antrum;exactMatch
Neoplasm of pylorus (disorder);Tumor of pylorus;exactMatch
Neoplasm of pylorus (disorder);Tumour of pylorus;exactMatch
Neoplasm of small intestine (disorder);Tumor of small intestine;exactMatch
Neoplasm of small intestine (disorder);Tumour of small intestine;exactMatch
Neoplasm of duodenum (disorder);Tumor of duodenum;exactMatch
Neoplasm of duodenum (disorder);Tumour of duodenum;exactMatch
Neoplasm of jejunum (disorder);Tumor of jejunum;exactMatch
Neoplasm of jejunum (disorder);Tumour of jejunum;exactMatch
Neoplasm of ileum (disorder);Tumor of ileum;exactMatch
Neoplasm of ileum (disorder);Tumour of ileum;exactMatch
Neoplasm of large intestine (disorder);Tumor of large intestine;exactMatch
Neoplasm of large intestine (disorder);Tumour of large intestine;exactMatch
Neoplasm of colon (disorder);Tumor of colon;exactMatch
Neoplasm of colon (disorder);Tumour of colon;exactMatch
Neoplasm of cecum (disorder);Tumor of cecum;exactMatch
Neoplasm of cecum (disorder);Tumour of caecum;exactMatch
Neoplasm of ascending colon (disorder);Tumor of ascending colon;exactMatch
Neoplasm of ascending colon (disorder);Tumour of ascending colon;exactMatch
Neoplasm of hepatic flexure of colon (disorder);Tumor of hepatic flexure;exactMatch
Neoplasm of hepatic flexure of colon (disorder);Tumour of hepatic flexure;exactMatch
Neoplasm of transverse colon (disorder);Tumor of transverse colon;exactMatch
Neoplasm of transverse colon (disorder);Tumour of transverse colon;exactMatch
Neoplasm of splenic flexure of colon (disorder);Tumor of splenic flexure;exactMatch
Neoplasm of splenic flexure of colon (disorder);Tumour of splenic flexure;exactMatch
Neoplasm of descending colon (disorder);Tumor of descending colon;exactMatch
Neoplasm of descending colon (disorder);Tumour of descending colon;exactMatch
Neoplasm of sigmoid colon (disorder);Tumor of sigmoid colon;exactMatch
Neoplasm of sigmoid colon (disorder);Tumour of sigmoid colon;exactMatch
Neoplasm of appendix (disorder);Appendiceal tumor;exactMatch
Neoplasm of appendix (disorder);Appendiceal tumour;exactMatch
Neoplasm of appendix (disorder);Tumor of appendix;exactMatch
Neoplasm of appendix (disorder);Tumour of appendix;exactMatch
Neoplasm of rectum (disorder);Tumor of rectum;exactMatch
Neoplasm of rectum (disorder);Tumour of rectum;exactMatch
Neoplasm of rectosigmoid junction (disorder);Tumor of rectosigmoid junction;exactMatch
Neoplasm of rectosigmoid junction (disorder);Tumour of rectosigmoid junction;exactMatch
Neoplasm of anus (disorder);Tumor of anus;exactMatch
Neoplasm of anus (disorder);Tumour of anus;exactMatch
Neoplasm of anal canal (disorder);Tumor of anal canal;exactMatch
Neoplasm of anal canal (disorder);Tumour of anal canal;exactMatch
Neoplasm of liver (disorder);Hepatic tumor;exactMatch
Neoplasm of liver (disorder);Hepatic tumour;exactMatch
Neoplasm of liver (disorder);Hepatoma;exactMatch
Neoplasm of liver (disorder);Tumor of liver;exactMatch
Neoplasm of liver (disorder);Tumour of liver;exactMatch
Neoplasm of biliary tract (disorder);Tumor of biliary tract;exactMatch
Neoplasm of biliary tract (disorder);Tumour of biliary tract;exactMatch
Neoplasm of gallbladder (disorder);Tumor of gallbladder;exactMatch
Neoplasm of gallbladder (disorder);Tumour of gallbladder;exactMatch
Neoplasm of extrahepatic bile ducts (disorder);Tumor of extrahepatic bile duct;exactMatch
Neoplasm of extrahepatic bile ducts (disorder);Tumour of extrahepatic bile duct;exactMatch
Neoplasm of ampulla of Vater (disorder);Tumor of ampulla of Vater;exactMatch
Neoplasm of ampulla of Vater (disorder);Tumour of ampulla of Vater;exactMatch
Neoplasm of pancreas (disorder);Tumor of pancreas;exactMatch
Neoplasm of pancreas (disorder);Tumour of pancreas;exactMatch
Neoplasm of head of pancreas (disorder);Tumor of head of pancreas;exactMatch
Neoplasm of head of pancreas (disorder);Tumour of head of pancreas;exactMatch
Neoplasm of body of pancreas (disorder);Tumor of body of pancreas;exactMatch
Neoplasm of body of pancreas (disorder);Tumour of body of pancreas;exactMatch
Neoplasm of tail of pancreas (disorder);Tumor of tail of pancreas;exactMatch
Neoplasm of tail of pancreas (disorder);Tumour of tail of pancreas;exactMatch
Neoplasm of pancreatic duct (disorder);Tumor of pancreatic duct;exactMatch
Neoplasm of pancreatic duct (disorder);Tumour of pancreatic duct;exactMatch
Neoplasm of endocrine pancreas (disorder);Neoplasm of islets of Langerhans;exactMatch
Neoplasm of endocrine pancreas (disorder);Pancreatic endocrine tumor;exactMatch
Neoplasm of endocrine pancreas (disorder);Pancreatic endocrine tumour;exactMatch
Neoplasm of endocrine pancreas (disorder);Tumor of endocrine pancreas;exactMatch
Neoplasm of endocrine pancreas (disorder);Tumour of endocrine pancreas;exactMatch
Neoplasm of peritoneum (disorder);Neoplasm of the peritoneum;exactMatch
Neoplasm of peritoneum (disorder);Tumor of peritoneum;exactMatch
Neoplasm of peritoneum (disorder);Tumour of peritoneum;exactMatch
Neoplasm of omentum (disorder);Neoplasm of the omentum;exactMatch
Neoplasm of retroperitoneum (disorder);Neoplasm of the retroperitoneum;exactMatch
Neoplasm of retroperitoneum (disorder);Tumor of retroperitoneum;exactMatch
Neoplasm of retroperitoneum (disorder);Tumour of retroperitoneum;exactMatch
Neoplasm of kidney (disorder);Renal tumor;exactMatch
Neoplasm of kidney (disorder);Renal tumour;exactMatch
Neoplasm of kidney (disorder);Tumor of kidney;exactMatch
Neoplasm of kidney (disorder);Tumour of kidney;exactMatch
Neoplasm of renal pelvis (disorder);Tumor of renal pelvis;exactMatch
Neoplasm of renal pelvis (disorder);Tumour of renal pelvis;exactMatch
Neoplasm of ureter (disorder);Tumor of ureter;exactMatch
Neoplasm of ureter (disorder);Tumour of ureter;exactMatch
Neoplasm of urethra (disorder);Tumor of urethra;exactMatch
Neoplasm of urethra (disorder);Tumour of urethra;exactMatch
Neoplasm of urethra (disorder);Urethral tumor;exactMatch
Neoplasm of urethra (disorder);Urethral tumour;exactMatch
Neoplasm of paraurethral glands (disorder);Tumor of paraurethral gland;exactMatch
Neoplasm of paraurethral glands (disorder);Tumour of paraurethral gland;exactMatch
Neoplasm of bladder (disorder);NGB - New growth of bladder;exactMatch
Neoplasm of bladder (disorder);Tumor of urinary bladder;exactMatch
Neoplasm of bladder (disorder);Tumour of urinary bladder;exactMatch
Neoplasm of trigone of urinary bladder (disorder);Tumor of trigone of bladder;exactMatch
Neoplasm of trigone of urinary bladder (disorder);Tumour of trigone of bladder;exactMatch
Neoplasm of ureteric orifice of urinary bladder (disorder);Tumor of ureteric orifice;exactMatch
Neoplasm of ureteric orifice of urinary bladder (disorder);Tumour of ureteric orifice;exactMatch
Neoplasm of male genital organ (disorder);Tumor of male genital organs;exactMatch
Neoplasm of male genital organ (disorder);Tumour of male genital organs;exactMatch
Neoplasm of penis (disorder);Tumor of penis;exactMatch
Neoplasm of penis (disorder);Tumour of penis;exactMatch
Neoplasm of prepuce (disorder);Tumor of foreskin;exactMatch
Neoplasm of prepuce (disorder);Tumour of foreskin;exactMatch
Neoplasm of glans penis (disorder);Tumor of glans penis;exactMatch
Neoplasm of glans penis (disorder);Tumour of glans penis;exactMatch
Neoplasm of body of penis (disorder);Tumor of body of penis;exactMatch
