head;tail;relation
chromosome 22q11.2 microduplication syndrome;22q11.2 microduplication syndrome;exactMatch
chromosome 22q11.2 microduplication syndrome;duplication 22q11.2;exactMatch
chromosome 22q11.2 microduplication syndrome;trisomy 22q11.2;exactMatch
chromosome 22q13 duplication syndrome;chromosomal duplication syndrome;broadMatch
Cole-Carpenter syndrome;osteogenesis imperfecta;broadMatch
lysinuric protein intolerance;amino acid metabolic disorder;broadMatch
lysinuric protein intolerance;LPI;exactMatch
lysinuric protein intolerance;dibasic amino aciduria II;exactMatch
lysinuric protein intolerance;hyperdibasic aminoaciduria;exactMatch
epithelial and subepithelial dystrophy;corneal dystrophy;broadMatch
epithelial-stromal TGFBI dystrophy;corneal dystrophy;broadMatch
stromal dystrophy;corneal dystrophy;broadMatch
corneal endothelial dystrophy;corneal dystrophy;broadMatch
corneal endothelial dystrophy;endothelial dystrophy;exactMatch
granular corneal dystrophy type II;epithelial-stromal TGFBI dystrophy;broadMatch
granular corneal dystrophy type II;CGD2;exactMatch
granular corneal dystrophy type II;avellino corneal dystrophy;exactMatch
granular corneal dystrophy type II;combined granular-lattice corneal dystrophy;exactMatch
granular corneal dystrophy type II;granular corneal dystrophy type 2;exactMatch
congenital stromal corneal dystrophy;stromal dystrophy;broadMatch
congenital stromal corneal dystrophy;CSCD;exactMatch
congenital stromal corneal dystrophy;congenital hereditary stromal dystrophy;exactMatch
X-linked endothelial corneal dystrophy;corneal endothelial dystrophy;broadMatch
X-linked endothelial corneal dystrophy;XECD;exactMatch
epithelial basement membrane dystrophy;epithelial and subepithelial dystrophy;broadMatch
epithelial basement membrane dystrophy;Cogan corneal dystrophy;exactMatch
epithelial basement membrane dystrophy;EBMD;exactMatch
epithelial basement membrane dystrophy;microcystic corneal dystrophy;exactMatch
Fleck corneal dystrophy;stromal dystrophy;broadMatch
Fleck corneal dystrophy;FCD;exactMatch
Fleck corneal dystrophy;Francois-Neetens speckled corneal dystrophy;exactMatch
gelatinous drop-like corneal dystrophy;epithelial and subepithelial dystrophy;broadMatch
gelatinous drop-like corneal dystrophy;GDCD;exactMatch
gelatinous drop-like corneal dystrophy;corneal amyloidosis;exactMatch
gelatinous drop-like corneal dystrophy;primary familial amyloidosis of the cornea;exactMatch
gelatinous drop-like corneal dystrophy;subepithelial amyloidosis of the cornea;exactMatch
Lisch epithelial corneal dystrophy;epithelial and subepithelial dystrophy;broadMatch
Lisch epithelial corneal dystrophy;LECD;exactMatch
Lisch epithelial corneal dystrophy;band-shaped and whorled microcystic ;exactMatch
Meesmann corneal dystrophy;epithelial and subepithelial dystrophy;broadMatch
Meesmann corneal dystrophy;MECD;exactMatch
Meesmann corneal dystrophy;Stocker-Holt dystrophy;exactMatch
Meesmann corneal dystrophy;juvenile hereditary epithelial dystrophy;exactMatch
posterior amorphous corneal dystrophy;stromal dystrophy;broadMatch
posterior amorphous corneal dystrophy;PACD;exactMatch
Reis-Bucklers corneal dystrophy;epithelial-stromal TGFBI dystrophy;broadMatch
Reis-Bucklers corneal dystrophy;RBCD;exactMatch
Reis-Bucklers corneal dystrophy;anterior limiting membrane dystrophy type I;exactMatch
Reis-Bucklers corneal dystrophy;corneal dystrophy of Bowman layer type I;exactMatch
Reis-Bucklers corneal dystrophy;geographic corneal dystrophy;exactMatch
Reis-Bucklers corneal dystrophy;granular corneal dystrophy type III;exactMatch
subepithelial mucinous corneal dystrophy;epithelial and subepithelial dystrophy;broadMatch
subepithelial mucinous corneal dystrophy;SMCD;exactMatch
Thiel-Behnke corneal dystrophy;epithelial-stromal TGFBI dystrophy;broadMatch
Thiel-Behnke corneal dystrophy;TBCD;exactMatch
Thiel-Behnke corneal dystrophy;Waardenburg-Jonker corneal dystrophy;exactMatch
Thiel-Behnke corneal dystrophy;anterior limiting membrane dystrophy type II;exactMatch
Thiel-Behnke corneal dystrophy;corneal dystrophy honeycomb-shaped;exactMatch
Thiel-Behnke corneal dystrophy;corneal dystrophy of Bowman layer type II;exactMatch
Schnyder corneal dystrophy;stromal dystrophy;broadMatch
Schnyder corneal dystrophy;SCCD;exactMatch
Schnyder corneal dystrophy;Schnyder crystalline corneal dystrophy;exactMatch
Schnyder corneal dystrophy;corneal dystrophy crystalline of Schnyder;exactMatch
Schnyder corneal dystrophy;crystalline stromal dystrophy;exactMatch
Schnyder corneal dystrophy;hereditary crystalline stromal dystrophy of Schnyder;exactMatch
posterior polymorphous corneal dystrophy;corneal endothelial dystrophy;broadMatch
posterior polymorphous corneal dystrophy;PPCD;exactMatch
posterior polymorphous corneal dystrophy;Schlichting dystrophy;exactMatch
posterior polymorphous corneal dystrophy;hereditary polymorphus posterior corneal dystrophy;exactMatch
chromosome 2q31.1 duplication syndrome;chromosomal duplication syndrome;broadMatch
chromosome 3q29 microduplication syndrome;chromosomal duplication syndrome;broadMatch
chromosome 3q29 microduplication syndrome;3q29 microduplication;exactMatch
chromosome 3q29 microduplication syndrome;trisomy 3q29;exactMatch
chromosome 5p13 duplication syndrome;chromosomal duplication syndrome;broadMatch
chromosome 5p13 duplication syndrome;5p13 microduplication syndrome;exactMatch
chromosome 5p13 duplication syndrome;trisomy 5p13;exactMatch
chromosome Xp11.23-p11.22 duplication syndrome;chromosomal duplication syndrome;broadMatch
chromosome Xp11.23-p11.22 duplication syndrome;microduplication Xp11.22-p11.23 syndrome;exactMatch
chromosome Xp11.23-p11.22 duplication syndrome;trisomy Xp11.22-p11.23;exactMatch
Desbuquois dysplasia;osteochondrodysplasia;broadMatch
Desbuquois dysplasia;Desbuquois syndrome;exactMatch
Desbuquois dysplasia;micromelic dwarfism with vertebral and metaphyseal abnormalities and advanced carpotarsal ossification;exactMatch
NUT midline carcinoma;carcinoma;broadMatch
NUT midline carcinoma;nuclear protein in testis midline carcinoma;exactMatch
Feingold syndrome;autosomal dominant disease;broadMatch
Feingold syndrome;FGLDS;exactMatch
Feingold syndrome;MODED syndrome;exactMatch
Feingold syndrome;ODED syndrome;exactMatch
Feingold syndrome;digital anomalies with short palpebral fissures and atresia of esophagus or duodenum;exactMatch
Feingold syndrome;microcephaly-digital anomalies-normal intelligence syndrome;exactMatch
Feingold syndrome;microcephaly-oculo-digito-esophageal-duodenal syndrome;exactMatch
Feingold syndrome;oculo-digito-esophageal-duodenal syndrome;exactMatch
fibrochondrogenesis;osteochondrodysplasia;broadMatch
gingival fibromatosis;gingival overgrowth;broadMatch
gingival fibromatosis;hereditary gingival fibromatosis;exactMatch
gingival fibromatosis;hereditary gingival hyperplasia;exactMatch
humeroradial synostosis;synostosis;broadMatch
Holt-Oram syndrome;autosomal dominant disease;broadMatch
Holt-Oram syndrome;atrio-digital syndrome;exactMatch
Holt-Oram syndrome;atriodigital dysplasia;exactMatch
Holt-Oram syndrome;heart-hand syndrome;exactMatch
Miller-Dieker lissencephaly syndrome;syndrome;broadMatch
Miller-Dieker lissencephaly syndrome;MDS;exactMatch
Miller-Dieker lissencephaly syndrome;Miller-Dieker syndrome;exactMatch
salt and pepper syndrome;autosomal recessive disease;broadMatch
salt and pepper syndrome;salt & pepper syndrome;exactMatch
salt and pepper syndrome;salt-and-pepper syndrome;exactMatch
fetal valproate syndrome;syndrome;broadMatch
fetal valproate syndrome;fetal valproic acid syndrome;exactMatch
Kindler syndrome;skin disease;broadMatch
Kindler syndrome;hereditary acrokeratotic poikiloderma of Kindler-Weary;exactMatch
Kindler syndrome;poikiloderma of Kindler;exactMatch
Kabuki syndrome;syndrome;broadMatch
Kabuki syndrome;KMS;exactMatch
Kabuki syndrome;Kabuki make up syndrome;exactMatch
Kabuki syndrome;Niikawa-Kuroki syndrome;exactMatch
Chuvash polycythemia;primary polycythemia;broadMatch
Chuvash polycythemia;Chuvash erythromatosis;exactMatch
Chuvash polycythemia;Chuvash type polycythemia;exactMatch
Chuvash polycythemia;autosomal recessive benign erythrocytosis;exactMatch
Chuvash polycythemia;familial erythrocytosis 2;exactMatch
childhood onset epileptic encephalopathy;idiopathic generalized epilepsy;broadMatch
childhood onset epileptic encephalopathy;EEOC;exactMatch
Perlman syndrome;syndrome;broadMatch
Perlman syndrome;nephroblastomatosis - fetal ascites - macrosomia - Wilms tumor;exactMatch
Perlman syndrome;nephroblastomatosis, fetal ascites, macrosomia and Wilms tumor;exactMatch
Perlman syndrome;renal hamartomas, nephroblastomatosis and fetal gigantism;exactMatch
Zika fever;viral infectious disease;broadMatch
Zika fever;Zika virus disease;exactMatch
Shwachman-Diamond syndrome;syndrome;broadMatch
Shwachman-Diamond syndrome;Shwachman syndrome;exactMatch
Shwachman-Diamond syndrome;Shwachman-Bodian-Diamond syndrome;exactMatch
Shwachman-Diamond syndrome;pancreatic insufficiency and bone marrow dysfunction;exactMatch
left ventricular noncompaction;intrinsic cardiomyopathy;broadMatch
left ventricular noncompaction;left ventricular hypertrabeculation;exactMatch
Goldberg-Shprintzen syndrome;syndrome;broadMatch
Goldberg-Shprintzen syndrome;Goldberg-Shprintzen megacolon syndrome;exactMatch
oculoauricular syndrome;syndrome;broadMatch
MEDNIK syndrome;syndrome;broadMatch
MEDNIK syndrome;erythrokeratodermia variabilis 3;exactMatch
MEDNIK syndrome;erythrokeratodermia variabilis, Kamouraska type;exactMatch
MEDNIK syndrome;mental retardation, enteropathy, deafness, neuropathy, ichthyosis, keratodermia;exactMatch
EAST syndrome;syndrome;broadMatch
EAST syndrome;SeSAME syndrome;exactMatch
EAST syndrome;epilepsy, ataxia, sensorineural deafness and tubulopathy;exactMatch
EAST syndrome;seizures, sensorineural deafness, ataxia, mental retardation and electrolyte imbalance;exactMatch
Mowat-Wilson syndrome;syndrome;broadMatch
Mowat-Wilson syndrome;Hirschsprung disease mental retardation syndrome;exactMatch
Mowat-Wilson syndrome;microcephaly, mental retardation, and distinct facial featrues, with or without Hirschprung disease;exactMatch
Perry syndrome;syndrome;broadMatch
Perry syndrome;parkinsonism with alveolar hypoventilation and mental depression;exactMatch
Pitt-Hopkins syndrome;syndrome;broadMatch
Schimke immuno-osseous dysplasia;spondyloepimetaphyseal dysplasia;broadMatch
Schimke immuno-osseous dysplasia;Schimke immunoosseous dysplasia;exactMatch
Schimke immuno-osseous dysplasia;Schimke syndrome;exactMatch
Schimke immuno-osseous dysplasia;immunoosseous dysplasia Schimke type;exactMatch
Schimke immuno-osseous dysplasia;spondyloepiphyseal dysplasia - nephrotic syndrome;exactMatch
SPOAN syndrome;neurodegenerative disease;broadMatch
SPOAN syndrome;spastic paraplegia, optic atropy, and neuropathy;exactMatch
SPOAN syndrome;spastic paraplegia, optic atropy, and neuropathy syndrome;exactMatch
chicken egg allergy;egg allergy;broadMatch
chicken egg allergy;Gallus gallus egg allergy;exactMatch
shellfish allergy;food allergy;broadMatch
respiratory allergy;allergic hypersensitivity disease;broadMatch
respiratory allergy;airway allergy;exactMatch
pollen allergy;respiratory allergy;broadMatch
Timothy grass allergy;pollen allergy;broadMatch
autoimmune neuropathy;autoimmune disease of central nervous system;broadMatch
drug allergy;allergic hypersensitivity disease;broadMatch
metal allergy;allergic hypersensitivity disease;broadMatch
gastrointestinal allergy;allergic hypersensitivity disease;broadMatch
fruit allergy;food allergy;broadMatch
apple allergy;fruit allergy;broadMatch
apple allergy;Malus domestica fruit allergy;exactMatch
apricot allergy;fruit allergy;broadMatch
apricot allergy;Prunus armeniaca fruit allergy;exactMatch
cherry allergy;fruit allergy;broadMatch
cherry allergy;Prunus avium fruit allergy;exactMatch
Indian plum allergy;fruit allergy;broadMatch
Indian plum allergy;Ziziphus mauritiana fruit allergy;exactMatch
orange allery;fruit allergy;broadMatch
orange allery;Citrus sinensis fruit allergy;exactMatch
melon allergy;fruit allergy;broadMatch
melon allergy;Cucumis melo fruit allergy;exactMatch
peach allergy;fruit allergy;broadMatch
peach allergy;Prunus persica fruit allergy;exactMatch
plum allergy;fruit allergy;broadMatch
plum allergy;Prunus domestica fruit allergy;exactMatch
tomato allergy;fruit allergy;broadMatch
tomato allergy;Solanum lycopersicum fruit allergy;exactMatch
fish allergy;food allergy;broadMatch
Atlantic cod allergy;fish allergy;broadMatch
Atlantic cod allergy;Gadus morhua fish allergy;exactMatch
Atlantic salmon allergy;fish allergy;broadMatch
Atlantic salmon allergy;Salmo salar fish allergy;exactMatch
carp allergy;fish allergy;broadMatch
carp allergy;Cyprinus carpio fish allergy;exactMatch
zebrafish allergy;fish allergy;broadMatch
zebrafish allergy;Danio rerio allergy;exactMatch
rainbow trout allergy;fish allergy;broadMatch
rainbow trout allergy;Oncorhynchus mykiss allergy;exactMatch
beta-lactam allergy;drug allergy;broadMatch
penicillin allergy;beta-lactam allergy;broadMatch
cow milk allergy;milk allergy;broadMatch
cow milk allergy;Bos taurus milk allergy;exactMatch
goat milk allergy;milk allergy;broadMatch
goat milk allergy;Capra hircus milk allergy;exactMatch
mollusc allergy;shellfish allergy;broadMatch
crustacean allergy;shellfish allergy;broadMatch
brown shrimp allergy;crustacean allergy;broadMatch
brown shrimp allergy;Farfantepenaeus aztecus allergy;exactMatch
green mud crab allergy;crustacean allergy;broadMatch
green mud crab allergy;Scylla paramamosain allergy;exactMatch
Indian prawn allergy;crustacean allergy;broadMatch
Indian prawn allergy;Fenneropenaeus indicus allergy;exactMatch
tiger prawn allergy;crustacean allergy;broadMatch
tiger prawn allergy;Penaeus monodon allergy;exactMatch
white shrimp allergy;crustacean allergy;broadMatch
white shrimp allergy;Litopenaeus vannamei allergy;exactMatch
snail allergy;mollusc allergy;broadMatch
horned turban snail allergy;snail allergy;broadMatch
horned turban snail allergy;Turbo cornutus allergy;exactMatch
latex allergy;allergic hypersensitivity disease;broadMatch
hepatoid adenocarcinoma;adenocarcinoma;broadMatch
Warsaw breakage syndrome;syndrome;broadMatch
Warsaw breakage syndrome;WABS;exactMatch
mitochondrial complex I deficiency;mitochondrial metabolism disease;broadMatch
mitochondrial complex I deficiency;isolated NADH-CoQ reductase deficiency;exactMatch
mitochondrial complex I deficiency;isolated NADH-coenzyme Q reductase deficiency;exactMatch
mitochondrial complex I deficiency;isolated NADH-ubiquinone reductase deficiency;exactMatch
mitochondrial complex I deficiency;isolated mitochondrial respiratory chain complex I deficiency;exactMatch
mitochondrial complex II deficiency;mitochondrial metabolism disease;broadMatch
mitochondrial complex II deficiency;isolated mitochondrial respiratory chain complex II deficiency;exactMatch
mitochondrial complex II deficiency;isolated succinate-CoQ reductase deficiency;exactMatch
mitochondrial complex II deficiency;isolated succinate-coenzyme Q reductase deficiency;exactMatch
mitochondrial complex II deficiency;isolated succinate-ubiquinone reductase deficiency;exactMatch
purpura fulminans;purpura;broadMatch
purpura fulminans;purpura gangrenosa;exactMatch
Hermansky-Pudlak syndrome 1;Hermansky-Pudlak syndrome;broadMatch
Hermansky-Pudlak syndrome 2;Hermansky-Pudlak syndrome;broadMatch
Hermansky-Pudlak syndrome 3;Hermansky-Pudlak syndrome;broadMatch
Hermansky-Pudlak syndrome 4;Hermansky-Pudlak syndrome;broadMatch
Hermansky-Pudlak syndrome 5;Hermansky-Pudlak syndrome;broadMatch
Hermansky-Pudlak syndrome 6;Hermansky-Pudlak syndrome;broadMatch
Hermansky-Pudlak syndrome 7;Hermansky-Pudlak syndrome;broadMatch
Hermansky-Pudlak syndrome 8;Hermansky-Pudlak syndrome;broadMatch
Hermansky-Pudlak syndrome 9;Hermansky-Pudlak syndrome;broadMatch
luminal breast carcinoma;breast carcinoma;broadMatch
luminal breast carcinoma;breast tumor luminal;exactMatch
luminal breast carcinoma;luminal breast cancer;exactMatch
Barber-Say syndrome;syndrome;broadMatch
ablepharon macrostomia syndrome;syndrome;broadMatch
ablepharon macrostomia syndrome;poikiloderma with neutropenia, Clericuzio type;exactMatch
poikiloderma with neutropenia;skin disease;broadMatch
Kufor-Rakeb syndrome;juvenile-onset Parkinson disease;broadMatch
Kufor-Rakeb syndrome;autosomal recessive Parkinson disease 9;exactMatch
Kufor-Rakeb syndrome;autosomal recessive juvenile onset Parkinson disease 9;exactMatch
ataxia with oculomotor apraxia type 3;autosomal recessive cerebellar ataxia;broadMatch
ataxia with oculomotor apraxia type 3;ataxia-oculomotor apraxia 3;exactMatch
lethal congenital contracture syndrome;syndrome;broadMatch
lethal congenital contracture syndrome 1;lethal congenital contracture syndrome;broadMatch
lethal congenital contracture syndrome 1;LCCS1;exactMatch
lethal congenital contracture syndrome 1;multiple contracture syndrome, Finnish type;exactMatch
lethal congenital contracture syndrome 2;lethal congenital contracture syndrome;broadMatch
lethal congenital contracture syndrome 2;LCCS2;exactMatch
lethal congenital contracture syndrome 2;multiple contracture syndrome, Israeli-Bedouin type;exactMatch
anomalous left coronary artery from the pulmonary artery;coronary artery anomaly;broadMatch
anomalous left coronary artery from the pulmonary artery;ALCAPA;exactMatch
anomalous left coronary artery from the pulmonary artery;Bland-White-Garland syndrome;exactMatch
anomalous left coronary artery from the pulmonary artery;White-Garland syndrome;exactMatch
Char syndrome;patent ductus arteriosus;broadMatch
spinal disease;musculoskeletal system disease;broadMatch
Ritscher-Schinzel syndrome;syndrome;broadMatch
Ritscher-Schinzel syndrome;3C syndrome;exactMatch
Ritscher-Schinzel syndrome;CCC dysplasia;exactMatch
Ritscher-Schinzel syndrome;craniocerebellocardiac dysplasia;exactMatch
Holzgreve-Wagner-Rehder Syndrome;syndrome;broadMatch
Holzgreve-Wagner-Rehder Syndrome;Holzgreve Wagner Rehder Syndrome;exactMatch
Holzgreve-Wagner-Rehder Syndrome;Holzgreve syndrome;exactMatch
erythema elevatum diutinum;vasculitis;broadMatch
hypertrichotic osteochondrodysplasia Cantu type;osteochondrodysplasia;broadMatch
hypertrichotic osteochondrodysplasia Cantu type;Cantu syndrome;exactMatch
cardiac tuberculosis;heart disease;broadMatch
cardiac tuberculosis;tuberculosis;broadMatch
Ritscher-Schinzel syndrome 1;Ritscher-Schinzel syndrome;broadMatch
Ritscher-Schinzel syndrome 2;Ritscher-Schinzel syndrome;broadMatch
von Willebrand's disease 1;von Willebrand's disease;broadMatch
von Willebrand's disease 1;VWD type 1;exactMatch
von Willebrand's disease 1;VWD1;exactMatch
von Willebrand's disease 1;von Willebrand disease type 1;exactMatch
von Willebrand's disease 1;von Willebrand disease type I;exactMatch
von Willebrand's disease 2;von Willebrand's disease;broadMatch
von Willebrand's disease 2;VWD type 2;exactMatch
von Willebrand's disease 2;VWD2;exactMatch
von Willebrand's disease 2;von Willebrand disease type 2;exactMatch
von Willebrand's disease 2;von Willebrand disease type II;exactMatch
3MC syndrome 1;3MC syndrome;broadMatch
3MC syndrome 2;3MC syndrome;broadMatch
3MC syndrome 3;3MC syndrome;broadMatch
Noonan syndrome 1;Noonan syndrome;broadMatch
Noonan syndrome 1;NS1;exactMatch
Noonan syndrome 2;Noonan syndrome;broadMatch
Noonan syndrome 2;NS2;exactMatch
Noonan syndrome 3;Noonan syndrome;broadMatch
Noonan syndrome 3;NS3;exactMatch
Noonan syndrome 4;Noonan syndrome;broadMatch
Noonan syndrome 4;NS4;exactMatch
Noonan syndrome 5;Noonan syndrome;broadMatch
Noonan syndrome 5;NS5;exactMatch
Noonan syndrome 6;Noonan syndrome;broadMatch
Noonan syndrome 6;NS6;exactMatch
Noonan syndrome 7;Noonan syndrome;broadMatch
Noonan syndrome 7;NS7;exactMatch
Noonan syndrome 8;Noonan syndrome;broadMatch
Noonan syndrome 8;NS8;exactMatch
Noonan syndrome 9;Noonan syndrome;broadMatch
Noonan syndrome 9;NS9;exactMatch
Noonan syndrome 10;Noonan syndrome;broadMatch
Noonan syndrome 10;NS10;exactMatch
Yunis-Varon syndrome;syndrome;broadMatch
Yunis-Varon syndrome;cleidocranial dysplasia with micrognathia, absent thumbs, and distal aphalangia;exactMatch
Yunis-Varon syndrome;cleidocranial dysplasia-micrognathia-absent thumbs syndrome;exactMatch
XFE progeroid syndrome;syndrome;broadMatch
XFE progeroid syndrome;XFEPS;exactMatch
XFE progeroid syndrome;XPF-ERCC1 progeroid syndrome;exactMatch
WHIM syndrome;primary immunodeficiency disease;broadMatch
WHIM syndrome;WHIMS;exactMatch
WHIM syndrome;warts, hypogammaglobulinemia, infections, and myelokathexis;exactMatch
WHIM syndrome;warts-hypogammaglobulinemia-infections-myelokathexis syndrome;exactMatch
B-cell adult acute lymphocytic leukemia;adult acute lymphocytic leukemia;broadMatch
B-cell adult acute lymphocytic leukemia;adult B acute lymphoblastic leukemia;exactMatch
B-cell adult acute lymphocytic leukemia;adult B-lymphoblastic leukemia;exactMatch
B-cell adult acute lymphocytic leukemia;adult b-cell acute lymphoblastic leukemia;exactMatch
B-cell adult acute lymphocytic leukemia;adult b-cell lymphocytic leukemia;exactMatch
atypical chronic myeloid leukemia;myelodysplastic/myeloproliferative neoplasm;broadMatch
atypical chronic myeloid leukemia;aCML;exactMatch
atypical chronic myeloid leukemia;atypical CML;exactMatch
atypical chronic myeloid leukemia;atypical chronic myeloid leukemia BCR-ABL1 negative;exactMatch
atypical chronic myeloid leukemia;subacute granulocytic leukemia;exactMatch
atypical chronic myeloid leukemia;subacute myelogenous leukemia;exactMatch
atypical chronic myeloid leukemia;subacute myeloid leukemia;exactMatch
Nance-Horan syndrome;X-linked disease;broadMatch
alpha-2-plasmin inhibitor deficiency;hemorrhagic disease;broadMatch
alpha-2-plasmin inhibitor deficiency;antiplasmin defiency;exactMatch
alpha-2-plasmin inhibitor deficiency;plasmin inhibitor deficiency;exactMatch
alpha-methylacyl-CoA racemase deficiency;peroxisomal disease;broadMatch
alpha-methylacyl-CoA racemase deficiency;AMACR deficiency;exactMatch
isolated anhidrosis with normal sweat glands;anhidrosis;broadMatch
isolated anhidrosis with normal sweat glands;Dann-Epstein-Sohar syndrome;exactMatch
ankyloglossia;tongue disease;broadMatch
ankyloglossia;tongue-tie;exactMatch
fetal nicotine spectrum disorder;specific developmental disorder;broadMatch
microcephalic osteodysplastic primordial dwarfism type I;osteochondrodysplasia;broadMatch
microcephalic osteodysplastic primordial dwarfism type I;Taybi-Linder syndrome;exactMatch
microcephalic osteodysplastic primordial dwarfism type I;brachymelic primordial dwarfism;exactMatch
microcephalic osteodysplastic primordial dwarfism type I;cephaloskeletal dysplasia;exactMatch
microcephalic osteodysplastic primordial dwarfism type I;low-birth-weight dwarfism with skeletal dysplasia;exactMatch
microcephalic osteodysplastic primordial dwarfism type I;osteodysplastic primordial dwarfism type I;exactMatch
microcephalic osteodysplastic primordial dwarfism type II;osteochondrodysplasia;broadMatch
microcephalic osteodysplastic primordial dwarfism type II;Majewski osteodysplastic primordial dwarfism type II;exactMatch
microcephalic osteodysplastic primordial dwarfism type II;osteodysplastic primordial dwarfism type II;exactMatch
megacystis-microcolon-intestinal hypoperistalsis syndrome;syndrome;broadMatch
megacystis-microcolon-intestinal hypoperistalsis syndrome;Berdon syndrome;exactMatch
megacystis-microcolon-intestinal hypoperistalsis syndrome;visceral myopathy;exactMatch
abdominal obesity-metabolic syndrome;overnutrition;broadMatch
abdominal obesity-metabolic syndrome 3;abdominal obesity-metabolic syndrome;broadMatch
X-linked cleft palate with or without ankyloglossia;cleft palate;broadMatch
ulnar-mammary syndrome;syndrome;broadMatch
ulnar-mammary syndrome;Pallister ulnar-mammary syndrome;exactMatch
ulnar-mammary syndrome;Schinzel syndrome;exactMatch
neonatal diabetes mellitus with congenital hypothyroidism;neonatal diabetes mellitus;broadMatch
neonatal diabetes mellitus with congenital hypothyroidism;NDH syndrome;exactMatch
permanent neonatal diabetes mellitus;neonatal diabetes mellitus;broadMatch
permanent neonatal diabetes mellitus;PDMI;exactMatch
permanent neonatal diabetes mellitus;PNDM;exactMatch
permanent neonatal diabetes mellitus;permanent diabetes mellitus of infancy;exactMatch
ethylmalonic encephalopathy;mitochondrial metabolism disease;broadMatch
endocrine-cerebro-osteodysplasia syndrome;syndrome;broadMatch
endocrine-cerebro-osteodysplasia syndrome;ECO syndrome;exactMatch
recessive dystrophic epidermolysis bullosa;epidermolysis bullosa dystrophica;broadMatch
recessive dystrophic epidermolysis bullosa;RDEB, Hallopeau-Siemens type;exactMatch
recessive dystrophic epidermolysis bullosa;autosomal recessive dystrophic epidermolysis bullosa generalisata gravis;exactMatch
recessive dystrophic epidermolysis bullosa;autosomal recessive dystrophic epidermolysis bullosa, Hallopeau-Siemens type;exactMatch
primary sclerosing cholangitis;sclerosing cholangitis;broadMatch
chondrodysplasia-pseudohermaphroditism syndrome;syndrome;broadMatch
chondrodysplasia-pseudohermaphroditism syndrome;Nivelon-Nivelon-Mabille syndrome;exactMatch
chondrodysplasia-pseudohermaphroditism syndrome;chondrodysplasia-disorder of sex development syndrome;exactMatch
chronic recurrent multifocal osteomyelitis;osteomyelitis;broadMatch
chronic recurrent multifocal osteomyelitis;CRMO;exactMatch
chronic recurrent multifocal osteomyelitis;chronic multifocal osteomyelitis;exactMatch
congenital chylothorax;pleural disease;broadMatch
cocoon syndrome;syndrome;broadMatch
cocoon syndrome;fetal encasement syndrome;exactMatch
corneal opacification and other ocular anomalies;sclerocornea;broadMatch
corneal opacification and other ocular anomalies;sclerocornea with other ocular anomalies;exactMatch
congenital hereditary endothelial dystrophy of cornea;corneal endothelial dystrophy;broadMatch
congenital hereditary endothelial dystrophy of cornea;CHED;exactMatch
dicarboxylic aminoaciduria;amino acid metabolic disorder;broadMatch
dicarboxylic aminoaciduria;glutamate-aspartate transport defect;exactMatch
MYH-9 related disease;blood platelet disease;broadMatch
familial erythrocytosis 1;primary polycythemia;broadMatch
familial erythrocytosis 1;autosomal dominant benign erythrocytosis;exactMatch
familial erythrocytosis 1;primary familial and congenital polycythemia;exactMatch
lethal congenital contracture syndrome 3;lethal congenital contracture syndrome;broadMatch
lethal congenital contracture syndrome 3;Israeli Bedouin type B multiple contracture syndrome;exactMatch
lethal congenital contracture syndrome 4;lethal congenital contracture syndrome;broadMatch
autosomal recessive congenital ichthyosis;skin disease;broadMatch
autosomal recessive congenital ichthyosis;ARCI;exactMatch
autosomal recessive congenital ichthyosis 1;autosomal recessive congenital ichthyosis;broadMatch
autosomal recessive congenital ichthyosis 1;ARCI1;exactMatch
anencephaly;congenital nervous system abnormality;broadMatch
cerebral cavernous malformation;central nervous system hemangioma;broadMatch
cerebral cavernous malformation;CCM;exactMatch
cerebral cavernous malformation;cavernous angiomatous malformations;exactMatch
cerebral cavernous malformation;cerebral capillary malformations;exactMatch
cerebral cavernous malformation;familial cavernous angioma;exactMatch
cerebral cavernous malformation 2;cerebral cavernous malformation;broadMatch
cerebral cavernous malformation 2;CCM2;exactMatch
cerebral cavernous malformation 3;cerebral cavernous malformation;broadMatch
cerebral cavernous malformation 3;CCM3;exactMatch
Grn-related frontotemporal lobar degeneration with Tdp43 inclusions;frontotemporal dementia;broadMatch
Peters anomaly;corneal disease;broadMatch
catecholaminergic polymorphic ventricular tachycardia;heart conduction disease;broadMatch
catecholaminergic polymorphic ventricular tachycardia 1;catecholaminergic polymorphic ventricular tachycardia;broadMatch
catecholaminergic polymorphic ventricular tachycardia 1;CVPT1;exactMatch
catecholaminergic polymorphic ventricular tachycardia 2;catecholaminergic polymorphic ventricular tachycardia;broadMatch
catecholaminergic polymorphic ventricular tachycardia 2;CVPT2;exactMatch
catecholaminergic polymorphic ventricular tachycardia 3;catecholaminergic polymorphic ventricular tachycardia;broadMatch
catecholaminergic polymorphic ventricular tachycardia 3;CVPT3;exactMatch
catecholaminergic polymorphic ventricular tachycardia 4;catecholaminergic polymorphic ventricular tachycardia;broadMatch
catecholaminergic polymorphic ventricular tachycardia 4;CVPT4;exactMatch
catecholaminergic polymorphic ventricular tachycardia 5;catecholaminergic polymorphic ventricular tachycardia;broadMatch
catecholaminergic polymorphic ventricular tachycardia 5;CVPT5;exactMatch
pigment dispersion syndrome;eye disease;broadMatch
pigment dispersion syndrome;glaucoma-related pigment dispersion syndrome;exactMatch
