head;tail;relation
thrombophilia;disseminated intravascular coagulation;narrowmatch
nutritional deficiency disease;vitamin k deficiency hemorrhagic disease;narrowmatch
spinal canal and spinal cord meningioma;spinal meningioma;narrowmatch
parasitic helminthiasis infectious disease;gnathomiasis;narrowmatch
anus disease;anal spasm;narrowmatch
colonic disease;megacolon;narrowmatch
colonic disease;functional diarrhea;narrowmatch
lens disease;congenital aphakia;narrowmatch
lens disease;lens subluxation;narrowmatch
viral infectious disease;phlebotomus fever;narrowmatch
lower urinary tract calculus;bladder calculus;narrowmatch
bladder calculus;stone in bladder diverticulum;narrowmatch
bladder diverticulum;stone in bladder diverticulum;narrowmatch
bladder disease;bladder diverticulum;narrowmatch
eye disease;scleral disease;narrowmatch
corneal degeneration;arcus senilis;narrowmatch
gingival disease;gingival recession;narrowmatch
meningioma;spinal meningioma;narrowmatch
keratitis;corneal neovascularization;narrowmatch
physical disorder;cryptorchidism;narrowmatch
pyelitis;pyelonephritis;narrowmatch
fallopian tube disease;fallopian tube endometriosis;narrowmatch
exotropia;alternating exotropia;narrowmatch
tertiary neurosyphilis;tabes dorsalis;narrowmatch
choroid disease;choroiditis;narrowmatch
primary bacterial infectious disease;diphtheria;narrowmatch
chronic pyelonephritis;xanthogranulomatous pyelonephritis;narrowmatch
spinal cancer;spinal canal and spinal cord meningioma;narrowmatch
language disorder;expressive language disorder;narrowmatch
cardiovascular system disease;heart disease;narrowmatch
respiratory failure;pulmonary edema;narrowmatch
respiratory failure;adult respiratory distress syndrome;narrowmatch
cerebrovascular disease;cerebral arteritis;narrowmatch
central nervous system disease;subdural empyema;narrowmatch
central nervous system disease;epidural abscess;narrowmatch
opportunistic mycosis;pneumocystosis;narrowmatch
primary bacterial infectious disease;tetanus;narrowmatch
commensal bacterial infectious disease;lemierre's syndrome;narrowmatch
commensal bacterial infectious disease;chlamydia;narrowmatch
chorioretinal scar;solar retinopathy;narrowmatch
hyperthyroidism;plummer's disease;narrowmatch
periapical periodontitis;chronic apical periodontitis;narrowmatch
corneal degeneration;keratomalacia;narrowmatch
viral infectious disease;hemorrhagic fever with renal syndrome;narrowmatch
commensal bacterial infectious disease;trachoma;narrowmatch
primary bacterial infectious disease;ornithosis;narrowmatch
tick infestation;tick paralysis;narrowmatch
viral infectious disease;rabies;narrowmatch
bartonellosis;cat-scratch disease;narrowmatch
phobic disorder;social phobia;narrowmatch
primary bacterial infectious disease;typhus;narrowmatch
epidemic typhus;brill-zinsser disease;narrowmatch
anemia;microcytic anemia;narrowmatch
chorioretinal scar;peripheral scars of retina;narrowmatch
extrinsic allergic alveolitis;ventilation pneumonitis;narrowmatch
primary bacterial infectious disease;rhinoscleroma;narrowmatch
histoplasmosis;african histoplasmosis;narrowmatch
hypersensitivity reaction type iv disease;sarcoidosis;narrowmatch
dermatitis;erysipelas;narrowmatch
connective tissue disease;ainhum;narrowmatch
psychotic disorder;schizophreniform disorder;narrowmatch
viral infectious disease;kyasanur forest disease;narrowmatch
retinitis;histoplasmosis retinitis;narrowmatch
second-degree atrioventricular block;mobitz type ii atrioventricular block;narrowmatch
pituitary infarct;pituitary apoplexy;narrowmatch
schistosomiasis;cercarial dermatitis;narrowmatch
necrosis of pituitary;pituitary infarct;narrowmatch
occlusion precerebral artery;vertebral artery occlusion;narrowmatch
spinal disease;vertebral artery occlusion;narrowmatch
retinal vascular disease;retinal microaneurysm;narrowmatch
hemangioma;arteriovenous malformation;narrowmatch
primary bacterial infectious disease;spotted fever;narrowmatch
primary bacterial infectious disease;bartonellosis;narrowmatch
artery disease;hypertension;narrowmatch
male reproductive system disease;chylocele of tunica vaginalis;narrowmatch
paralytic squint;total third-nerve palsy;narrowmatch
cranial nerve palsy;abducens nerve disease;narrowmatch
paralytic squint;partial third-nerve palsy;narrowmatch
strabismus;paralytic squint;narrowmatch
mouth disease;salivary gland disease;narrowmatch
otitis media;middle ear cholesterol granuloma;narrowmatch
chromosomal disease;edwards syndrome;narrowmatch
sexual disorder;sexual masochism;narrowmatch
intestinal disease;angiodysplasia of intestine;narrowmatch
angiodysplasia;angiodysplasia of intestine;narrowmatch
viral infectious disease;st. louis encephalitis;narrowmatch
viral infectious disease;japanese encephalitis;narrowmatch
viral infectious disease;western equine encephalitis;narrowmatch
viral infectious disease;murray valley encephalitis;narrowmatch
viral infectious disease;eastern equine encephalitis;narrowmatch
paralytic squint;fourth cranial nerve palsy;narrowmatch
degeneration of macula and posterior pole;age related macular degeneration;narrowmatch
degeneration of macula and posterior pole;kuhnt-junius degeneration;narrowmatch
congenital nervous system abnormality;microcephaly;narrowmatch
spotted fever;siberian tick typhus;narrowmatch
nutritional deficiency disease;wernicke-korsakoff syndrome;narrowmatch
cognitive disorder;amnestic disorder;narrowmatch
essential hypertension;benign essential hypertension;narrowmatch
mouth disease;tooth disease;narrowmatch
cerebral degeneration;hydrocephalus;narrowmatch
physical disorder;hypospadias;narrowmatch
spina bifida;meningocele;narrowmatch
spinal cord disease;tethered spinal cord syndrome;narrowmatch
leprosy;lepromatous leprosy;narrowmatch
viral infectious disease;herpangina;narrowmatch
viral infectious disease;epidemic pleurodynia;narrowmatch
viral infectious disease;hand, foot and mouth disease;narrowmatch
thrombophlebitis;iliac vein thrombophlebitis;narrowmatch
viral encephalitis;eastern equine encephalitis;narrowmatch
paraphilia disorder;voyeurism;narrowmatch
bartonellosis;trench fever;narrowmatch
hypertension;essential hypertension;narrowmatch
sinusitis;sphenoid sinusitis;narrowmatch
sphenoid sinusitis;chronic sphenoidal sinusitis;narrowmatch
maxillary sinusitis;chronic maxillary sinusitis;narrowmatch
sinusitis;frontal sinusitis;narrowmatch
frontal sinusitis;chronic frontal sinusitis;narrowmatch
filariasis;setariasis;narrowmatch
ovarian dysfunction;premature menopause;narrowmatch
spotted fever;queensland tick typhus;narrowmatch
hemoglobinopathy;methemoglobinemia;narrowmatch
lymphadenitis;mesenteric lymphadenitis;narrowmatch
polycythemia;primary polycythemia;narrowmatch
acute myocarditis;septic myocarditis;narrowmatch
acute myocarditis;fiedler's myocarditis;narrowmatch
plague;bubonic plague;narrowmatch
thrombophilia;thrombotic thrombocytopenic purpura;narrowmatch
parasitic helminthiasis infectious disease;filariasis;narrowmatch
epididymo-orchitis;acute gonococcal epididymo-orchitis;narrowmatch
peptic ulcer disease;gastric ulcer;narrowmatch
duodenum cancer;duodenum adenocarcinoma;narrowmatch
hypertension;malignant hypertension;narrowmatch
essential hypertension;malignant essential hypertension;narrowmatch
malignant hypertension;malignant essential hypertension;narrowmatch
filariasis;dirofilariasis;narrowmatch
sexual disorder;sexual sadism;narrowmatch
small intestine adenocarcinoma;duodenum adenocarcinoma;narrowmatch
nasal cavity cancer;nasal cavity lymphoma;narrowmatch
filariasis;mansonelliasis;narrowmatch
lymphoma;nasal cavity lymphoma;narrowmatch
olfactory neuroblastoma;nasal cavity olfactory neuroblastoma;narrowmatch
nasal cavity cancer;nasal cavity olfactory neuroblastoma;narrowmatch
nasal cavity disease;nasal cavity cancer;narrowmatch
respiratory system cancer;nasal cavity cancer;narrowmatch
tendinitis;tibialis tendinitis;narrowmatch
autosomal recessive disease;sickle cell anemia;narrowmatch
peptic ulcer disease;gastrojejunal ulcer;narrowmatch
personality disorder;borderline personality disorder;narrowmatch
personality disorder;dependent personality disorder;narrowmatch
dissociative disorder;dissociative amnesia;narrowmatch
glomerulonephritis;chronic rapidly progressive glomerulonephritis;narrowmatch
corneal edema;contact lens corneal edema;narrowmatch
corneal edema;idiopathic corneal edema;narrowmatch
corneal edema;secondary corneal edema;narrowmatch
corneal edema;bullous keratopathy;narrowmatch
corneal disease;corneal edema;narrowmatch
conjunctival degeneration;pinguecula;narrowmatch
conjunctival degeneration;pseudopterygium;narrowmatch
corneal disease;pseudopterygium;narrowmatch
anus disease;anorectal stricture;narrowmatch
female reproductive system disease;ovarian disease;narrowmatch
eye disease;lens disease;narrowmatch
senile cataract;immature cataract;narrowmatch
acute disseminated encephalomyelitis;acute hemorrhagic leukoencephalitis;narrowmatch
dissociative disorder;depersonalization disorder;narrowmatch
syndrome;felty's syndrome;narrowmatch
physical disorder;gastroschisis;narrowmatch
primary bacterial infectious disease;brucellosis;narrowmatch
primary bacterial infectious disease;q fever;narrowmatch
respiratory system disease;asphyxia neonatorum;narrowmatch
retinal disease;chorioretinal scar;narrowmatch
parasitic ectoparasitic infectious disease;myiasis;narrowmatch
esophageal cancer;esophagus melanoma;narrowmatch
parasitic ectoparasitic infectious disease;leech infestation;narrowmatch
brucellosis;brucella suis brucellosis;narrowmatch
lung disease;meconium aspiration syndrome;narrowmatch
esophageal cancer;esophageal carcinoma;narrowmatch
placenta disease;placenta praevia;narrowmatch
esophageal cancer;esophagus lymphoma;narrowmatch
primary bacterial infectious disease;pasteurellosis;narrowmatch
urinary system cancer;urinary bladder cancer;narrowmatch
bladder disease;urinary bladder cancer;narrowmatch
basal ganglia disease;basal ganglia cerebrovascular disease;narrowmatch
cerebrovascular disease;basal ganglia cerebrovascular disease;narrowmatch
thalassemia;alpha thalassemia;narrowmatch
personality disorder;antisocial personality disorder;narrowmatch
cholesteatoma of middle ear;cholesteatoma of attic;narrowmatch
parasitic helminthiasis infectious disease;strongyloidiasis;narrowmatch
kidney disease;nephritis;narrowmatch
mouth disease;tongue disease;narrowmatch
cerebral arterial disease;intracranial aneurysm;narrowmatch
specific developmental disorder;attention deficit hyperactivity disorder;narrowmatch
personality disorder;paranoid personality disorder;narrowmatch
cholesteatoma;cholesteatoma of middle ear;narrowmatch
disease of mental health;impulse control disorder;narrowmatch
personality disorder;schizoid personality disorder;narrowmatch
disease of mental health;dissociative disorder;narrowmatch
dissociative disorder;multiple personality disorder;narrowmatch
anxiety disorder;obsessive-compulsive disorder;narrowmatch
personality disorder;obsessive-compulsive personality disorder;narrowmatch
middle ear disease;cholesteatoma of middle ear;narrowmatch
spastic cerebral palsy;spastic diplegia;narrowmatch
conjunctival disease;conjunctival vascular disease;narrowmatch
salpingitis;salpingo-oophoritis;narrowmatch
cartilage disease;discitis;narrowmatch
monogenic disease;alport syndrome;narrowmatch
microcytic anemia;fetal erythroblastosis;narrowmatch
glomerulonephritis;membranous glomerulonephritis;narrowmatch
ovarian disease;oophoritis;narrowmatch
salpingitis;acute salpingitis;narrowmatch
oophoritis;salpingo-oophoritis;narrowmatch
nephrotic syndrome;lipoid nephrosis;narrowmatch
salpingo-oophoritis;acute salpingo-oophoritis;narrowmatch
spastic cerebral palsy;spastic quadriplegia;narrowmatch
central nervous system disease;hemiplegia;narrowmatch
spastic cerebral palsy;spastic monoplegia;narrowmatch
spastic cerebral palsy;spastic hemiplegia;narrowmatch
glomerulonephritis;lipoid nephrosis;narrowmatch
female reproductive system disease;pelvic inflammatory disease;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 14;narrowmatch
migraine;migraine with aura;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 5;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 24;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 23;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 22;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 21;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 20;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 19;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 18;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 17;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 15;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 13;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 12;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 11;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 10;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 8;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 7;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 10;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 11;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 12;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 24;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 30;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 29;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 28;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 27;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 26;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 25;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 23;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 13;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 2;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 19;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 18;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 17;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 16;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 15;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 6;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 4;narrowmatch
hypotrichosis;hypotrichosis 10;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 3;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 8;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 7;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 1;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 4b;narrowmatch
warburg micro syndrome;warburg micro syndrome 4;narrowmatch
warburg micro syndrome;warburg micro syndrome 3;narrowmatch
warburg micro syndrome;warburg micro syndrome 2;narrowmatch
warburg micro syndrome;warburg micro syndrome 1;narrowmatch
congenital stationary night blindness;congenital stationary night blindness autosomal dominant 3;narrowmatch
congenital stationary night blindness;congenital stationary night blindness 1g;narrowmatch
hereditary night blindness;oguchi disease-2;narrowmatch
hereditary night blindness;oguchi disease-1;narrowmatch
hypotrichosis;congenital hypotrichosis with juvenile macular dystrophy;narrowmatch
hypotrichosis;hypotrichosis 13;narrowmatch
hypotrichosis;hypotrichosis 12;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 8 northern epilepsy variant;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 10;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 2;narrowmatch
neurodegeneration with brain iron accumulation;neurodegeneration with brain iron accumulation 2a;narrowmatch
type 1 diabetes mellitus;type 1 diabetes mellitus 2;narrowmatch
neurodegeneration with brain iron accumulation;neurodegeneration with brain iron accumulation 6;narrowmatch
neurodegeneration with brain iron accumulation;neurodegeneration with brain iron accumulation 5;narrowmatch
neurodegeneration with brain iron accumulation;neurodegeneration with brain iron accumulation 4;narrowmatch
neurodegeneration with brain iron accumulation;neurodegeneration with brain iron accumulation 3;narrowmatch
neurodegeneration with brain iron accumulation;neurodegeneration with brain iron accumulation 2b;narrowmatch
neurodegenerative disease;neurodegeneration with brain iron accumulation;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 13;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 9;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 11;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 3;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 4a;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 6;narrowmatch
neuronal ceroid lipofuscinosis;neuronal ceroid lipofuscinosis 5;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 31;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 32;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 33;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 34;narrowmatch
usher syndrome type 1;usher syndrome type 1j;narrowmatch
usher syndrome type 1;usher syndrome type 1h;narrowmatch
usher syndrome type 1;usher syndrome type 1g;narrowmatch
usher syndrome type 1;usher syndrome type 1e;narrowmatch
usher syndrome type 1;usher syndrome type 1f;narrowmatch
usher syndrome type 1;usher syndrome type 1d;narrowmatch
usher syndrome type 1;usher syndrome type 1c;narrowmatch
usher syndrome;retinitis pigmentosa-deafness syndrome;narrowmatch
usher syndrome;usher syndrome type 3;narrowmatch
usher syndrome;usher syndrome type 2;narrowmatch
usher syndrome;usher syndrome type 1;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 9b;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 9a;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 8;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 77;narrowmatch
usher syndrome type 1;usher syndrome type 1k;narrowmatch
usher syndrome type 2;usher syndrome type 2a;narrowmatch
usher syndrome type 2;usher syndrome type 2c;narrowmatch
xeroderma pigmentosum;xeroderma pigmentosum group f;narrowmatch
rhizomelic chondrodysplasia punctata;rhizomelic chondrodysplasia punctata type 5;narrowmatch
rhizomelic chondrodysplasia punctata;rhizomelic chondrodysplasia punctata type 3;narrowmatch
rhizomelic chondrodysplasia punctata;rhizomelic chondrodysplasia punctata type 2;narrowmatch
rhizomelic chondrodysplasia punctata;rhizomelic chondrodysplasia punctata type 1;narrowmatch
xeroderma pigmentosum;xeroderma pigmentosum group b;narrowmatch
xeroderma pigmentosum;xeroderma pigmentosum group g;narrowmatch
xeroderma pigmentosum;xeroderma pigmentosum variant type;narrowmatch
usher syndrome type 2;usher syndrome type 2d;narrowmatch
xeroderma pigmentosum;xeroderma pigmentosum group e;narrowmatch
xeroderma pigmentosum;xeroderma pigmentosum group d;narrowmatch
xeroderma pigmentosum;xeroderma pigmentosum group c;narrowmatch
xeroderma pigmentosum;xeroderma pigmentosum group a;narrowmatch
usher syndrome type 3;usher syndrome type 3b;narrowmatch
usher syndrome type 3;usher syndrome type 3a;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 76;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 75;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 74;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 41;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 47;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 46;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 45;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 44;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 43;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 42;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 4;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 49;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 3a;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 39;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 38;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 37;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 36;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 35;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 48;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 50;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 73;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 6;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 72;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 7;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 64;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 63;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 62;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 61;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 5a;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 51;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 57;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 56;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 55;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 54;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 53;narrowmatch
hereditary spastic paraplegia;hereditary spastic paraplegia 52;narrowmatch
hypotrichosis;hypotrichosis 11;narrowmatch
hypotrichosis;hypotrichosis 9;narrowmatch
duodenal benign neoplasm;ampulla of vater neoplasm;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 53;narrowmatch
primary ciliary dyskinesia;stromme syndrome;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 1;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 9;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 70;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 7;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 69;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 68;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 67;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 66;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 65;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 64;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 6;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 59;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 58;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 56;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 21;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 22;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 14;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 28;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 16;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 10;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 27;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 34;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 23;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 19;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 6;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 3;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 7;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 18;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 32;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 11;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 12;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 29;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 54;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 52;narrowmatch
hypotrichosis;hypotrichosis 8;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 51;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 2a;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 28;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 27;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 25;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 24;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 23;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 22;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 21;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 20;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 18;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 17;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 16;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 15;narrowmatch
endometriosis;endosalpingiosis;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 13;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 2b;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 30;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 31;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 47;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 50;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 5;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 4b;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 4a;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 49;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 48;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 44;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 33;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 43;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 41;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 40;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 3b;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 3a;narrowmatch
autosomal dominant nonsyndromic deafness;autosomal dominant nonsyndromic deafness 36;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 4;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 25;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 8;narrowmatch
primary ciliary dyskinesia;primary ciliary dyskinesia 5;narrowmatch
congenital myasthenic syndrome;congenital myasthenic syndrome 21;narrowmatch
congenital myasthenic syndrome;congenital myasthenic syndrome 6;narrowmatch
congenital myasthenic syndrome;congenital myasthenic syndrome 9;narrowmatch
congenital myasthenic syndrome;congenital myasthenic syndrome 14;narrowmatch
congenital myasthenic syndrome;congenital myasthenic syndrome 10;narrowmatch
congenital myasthenic syndrome;congenital myasthenic syndrome 5;narrowmatch
congenital myasthenic syndrome;congenital myasthenic syndrome 3a;narrowmatch
congenital myasthenic syndrome;congenital myasthenic syndrome 3b;narrowmatch
