head;tail;relation
female breast carcinoma;breast cancer;broadmatch
childhood t lymphoblastic lymphoma;t-cell childhood lymphoblastic lymphoma;exactmatch
adult pineoblastoma;adult pineoblastoma;exactmatch
keratosis;darier disease;narrowmatch
tracheitis;tracheitis;exactmatch
primary malignant liver neoplasm;liver cancer;exactmatch
dermal neoplasm;dermis tumor;exactmatch
eosinophilic pneumonia;eosinophilic pneumonia;exactmatch
fallopian tube teratoma;fallopian tube teratoma;exactmatch
hereditary hemorrhagic telangiectasia;autosomal dominant disease;broadmatch
anal canal carcinoma;anal canal carcinoma;exactmatch
aseptic necrosis of bone;ischemic bone disease;exactmatch
cerebellopontine angle neoplasm;cerebellopontine angle tumor;exactmatch
gingivitis;gingivitis;exactmatch
factor xiii deficiency;factor xiii deficiency;exactmatch
malignant parotid gland neoplasm;parotid gland cancer;exactmatch
pitt-hopkins syndrome;pitt-hopkins syndrome;exactmatch
familial hypertrophic cardiomyopathy type 4;hypertrophic cardiomyopathy 4;exactmatch
tamoxifen-related endometrial disorder;tamoxifen-related endometrial lesion;exactmatch
sex differentiation disease;gynecomastia;narrowmatch
maffucci syndrome;syndrome;broadmatch
acute periodontitis;acute pericementitis;exactmatch
blount's disease;osteochondrodysplasia;broadmatch
adult liposarcoma;adult liposarcoma;exactmatch
gallbladder carcinoma;gallbladder adenosquamous carcinoma;narrowmatch
extrahepatic bile duct lipoma;extrahepatic bile duct lipoma;exactmatch
leiomyoma;appendix leiomyoma;narrowmatch
pancreatic cystadenoma;pancreatic serous cystadenoma;narrowmatch
denys-drash syndrome;autosomal dominant disease;broadmatch
cannabis dependence;cannabis dependence;exactmatch
balanitis;balanitis;exactmatch
xerophthalmia;dry eye syndrome;broadmatch
laryngeal leiomyosarcoma;leiomyosarcoma;broadmatch
vulvar disorder;vulvar disease;exactmatch
lymphocytic colitis;lymphocytic colitis;exactmatch
retinitis pigmentosa;retinitis pigmentosa;exactmatch
splenic hemangioma;hemangioma of spleen;exactmatch
epididymal neoplasm;epididymal neoplasm;exactmatch
inguinal hernia;inguinal hernia;exactmatch
hematologic and lymphocytic disorder;hematopoietic system disease;exactmatch
female reproductive organ cancer;malignant uterine neoplasm;narrowmatch
primary syphilis;syphilis;broadmatch
wolfram syndrome;syndrome;broadmatch
liposarcoma;esophageal liposarcoma;narrowmatch
werner syndrome;werner syndrome;exactmatch
intestinal benign neoplasm;rectal neoplasm;narrowmatch
extraosseous chondrosarcoma;intracranial extraskeletal myxoid chondrosarcoma;narrowmatch
paget disease of the anal canal;anal canal paget's disease;exactmatch
peripheral vascular disease;erythromelalgia;narrowmatch
combined small cell and squamous cell lung carcinoma;pulmonary neuroendocrine tumor;broadmatch
syndrome;yellow nail syndrome;narrowmatch
mevalonate kinase deficiency;peroxisomal disease;broadmatch
nephrogenic adenoma;nephrogenic adenoma;exactmatch
mobius syndrome;mobius syndrome;exactmatch
astrocytoma;anaplastic astrocytoma;narrowmatch
rapidly progressive glomerulonephritis;glomerulonephritis;broadmatch
brain oligodendroglioma;brain glioma;broadmatch
retinal dystrophy;fundus dystrophy;broadmatch
ureter schwannoma;schwannoma of ureter;exactmatch
penis verrucous carcinoma;non-invasive verrucous carcinoma of the penis;narrowmatch
alpha thalassemia;hemoglobin h disease;narrowmatch
non-secretory plasma cell myeloma;non-secretory myeloma;exactmatch
peripheral breast papilloma;breast duct papilloma;broadmatch
autosomal genetic disease;hereditary factor xi deficiency;narrowmatch
interstitial lung disease;extrinsic allergic alveolitis;narrowmatch
stye;hordeolum;exactmatch
squamous cell breast carcinoma;breast squamous cell carcinoma;exactmatch
small intestinal l-cell glucagon-like peptide-producing neuroendocrine tumor;small intestinal l-cell glucagon-like peptide producing tumor;exactmatch
epithelial synovial sarcoma;synovial sarcoma;broadmatch
vulvar sebaceous carcinoma;vulva carcinoma;broadmatch
olfactory nerve neoplasm;cranial nerve malignant neoplasm;broadmatch
small intestinal neoplasm;small intestine neoplasm;exactmatch
arteriosclerosis;arteriosclerosis;exactmatch
bullous keratopathy;bullous keratopathy;exactmatch
pulmonary edema;pulmonary edema;exactmatch
retinal cancer;retinal melanoma;narrowmatch
brain cancer;brain sarcoma;narrowmatch
anal squamous cell carcinoma;anal carcinoma;broadmatch
anal canal neuroendocrine neoplasm;anal neuroendocrine tumor;exactmatch
trichorhinophalangeal syndrome type i;trichorhinophalangeal syndrome type i;exactmatch
carotid artery stenosis;carotid stenosis;exactmatch
epidemic encephalitis;encephalitis;broadmatch
herpes zoster oticus;viral infectious disease;broadmatch
liddle syndrome;liddle syndrome;exactmatch
extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue;non-hodgkin lymphoma;broadmatch
bladder inverted papilloma;urinary bladder inverted papilloma;exactmatch
dacryoadenitis;lacrimal apparatus disease;broadmatch
stevens-johnson syndrome;skin disease;broadmatch
valvular heart disorder;heart valve disease;exactmatch
idiopathic cd4-positive t-lymphocytopenia;idiopathic cd4-positive t-lymphocytopenia;exactmatch
amino acid metabolic disorder;primary carnitine deficiency;narrowmatch
malignant peritoneal neoplasm;organ system cancer;broadmatch
conventional malignant hemangiopericytoma;hemangiopericytoma;broadmatch
dehydration polycythemia;dehydration polycythemia;exactmatch
bladder diffuse clear cell adenocarcinoma;bladder diffuse clear cell adenocarcinoma;exactmatch
focal dystonia;x-linked dystonia parkinsonism;narrowmatch
maxillary sinus inverted papilloma;maxillary sinus neoplasm;broadmatch
palisaded lymph node myofibroblastoma;lymph node palisaded myofibroblastoma;exactmatch
pica eating disorder;pica disease;exactmatch
carbohydrate metabolism disease;glucose metabolism disorder;narrowmatch
orbit hemangioma;hemangioma;broadmatch
complex regional pain syndrome i;reflex sympathetic dystrophy;exactmatch
major depressive disorder;endogenous depression;narrowmatch
breast fat necrosis;fat necrosis of breast;exactmatch
islet cell tumor;pancreatic acth-producing neuroendocrine tumor;narrowmatch
early invasive cervical adenocarcinoma;cervical adenocarcinoma;broadmatch
pathological gambling;impulse control disorder;broadmatch
multiple myeloma;indolent plasma cell myeloma;narrowmatch
testicular yolk sac tumor, microcystic pattern;reticular pattern testicular yolk sac tumor;exactmatch
intestinal disease;intestinal disaccharidase deficiency and disaccharide malabsorption;narrowmatch
goldenhar syndrome;syndrome;broadmatch
liposarcoma;liposarcoma;exactmatch
fibroosseous pseudotumor of the digits;fibroosseous pseudotumor of digits;exactmatch
breast apocrine adenosis;apocrine adenosis of breast;exactmatch
dyscalculia;dyscalculia;exactmatch
polycythemia;polycythemia vera;narrowmatch
gallbladder cancer;gallbladder sarcoma;narrowmatch
testicular seminoma, tubular variant;testis seminoma;broadmatch
mucinous cystadenofibroma;cystadenofibroma;broadmatch
intrinsic cardiomyopathy;arrhythmogenic right ventricular dysplasia;narrowmatch
large cell carcinoma;carcinoma;broadmatch
small intestinal adenocarcinoma;small intestine adenocarcinoma;exactmatch
primary bacterial infectious disease;yaws;narrowmatch
beta-mannosidosis;beta-mannosidosis;exactmatch
thymic carcinoma;thymic large cell neuroendocrine carcinoma;narrowmatch
islet cell tumor;pancreatic vip-producing neuroendocrine tumor;narrowmatch
dysostosis;dysostosis;exactmatch
gastric carcinoma;stomach cancer;broadmatch
beare-stevenson cutis gyrata syndrome;beare-stevenson cutis gyrata syndrome;exactmatch
spinal cancer;spinal cord lymphoma;narrowmatch
childhood central nervous system immature teratoma;central nervous system immature teratoma;broadmatch
myeloid and lymphoid neoplasms with eosinophilia and abnormalities of pdgfra, pdgfrb, and fgfr1;myeloid and lymphoid neoplasms with pdgfra rearrangement;narrowmatch
rectosigmoid junction cancer;rectosigmoid carcinoma;narrowmatch
acute poliomyelitis;poliomyelitis;exactmatch
hiatal hernia;stomach disease;broadmatch
adult liposarcoma;liposarcoma;broadmatch
astrocytoma;adult astrocytic tumor;narrowmatch
commensal bacterial infectious disease;toxic shock syndrome;narrowmatch
bacterial pneumonia;pneumonia;broadmatch
chromosomal disease;trisomy 18;narrowmatch
iritis;iritis;exactmatch
neuroma;neuroma;exactmatch
congenital disorder of deglycosylation;ngly1-deficiency;exactmatch
blood platelet disease;thrombocytosis;narrowmatch
frontal sinus neoplasm;frontal sinus schneiderian papilloma;narrowmatch
greig syndrome;acrocephalosyndactylia;broadmatch
specific phobia;specific phobia;exactmatch
biphasic pulmonary blastoma;pulmonary blastoma;broadmatch
cleft palate;orofacial cleft;broadmatch
squamous cell carcinoma;pharyngeal squamous cell carcinoma;narrowmatch
central nervous system immature teratoma;childhood central nervous system immature teratoma;narrowmatch
adult myxoid chondrosarcoma;adult myxoid chondrosarcoma;exactmatch
granulomatous gastritis;gastritis;broadmatch
uterine corpus epithelioid leiomyosarcoma;epithelioid leiomyosarcoma;broadmatch
lymphadenitis;axillary lymphadenitis;narrowmatch
tetanus neonatorum;tetanus;broadmatch
sphenoidal sinusitis;sphenoid sinusitis;exactmatch
complete trisomy 13 syndrome;patau syndrome;exactmatch
fundus dystrophy;retinal dystrophy;narrowmatch
deep benign fibrous histiocytoma;benign deep fibrous histiocytoma;exactmatch
limb-girdle muscular dystrophy type 2a;autosomal recessive limb-girdle muscular dystrophy;broadmatch
baritosis;baritosis;exactmatch
lacrimal gland carcinoma ex pleomorphic adenoma;mixed lacrimal gland cancer;exactmatch
amenorrhea;female reproductive system disease;broadmatch
canavan disease;canavan disease;exactmatch
primary congenital glaucoma 3a;buphthalmos;exactmatch
accessory nerve disorder;glossopharyngeal nerve disease;broadmatch
adenoma;villous adenoma;narrowmatch
coccidiosis;cryptosporidiosis;narrowmatch
composite ganglioneuroblastoma, stroma-dominant and stroma-poor;nodular ganglioneuroblastoma;broadmatch
severe pre-eclampsia;hellp syndrome;narrowmatch
pure red cell aplasia;aplastic anemia;broadmatch
malignant gastric germ cell tumor;stomach cancer;broadmatch
congenital myasthenic syndrome 5;congenital myasthenic syndrome 5;exactmatch
multifocal osteosarcoma;osteosarcoma;broadmatch
lung abscess;lung abscess;exactmatch
endometrial carcinoma;endometrial squamous cell carcinoma;narrowmatch
posterior pituitary gland neoplasm;posterior pituitary gland neoplasm;exactmatch
mesenchymal chondrosarcoma;childhood mesenchymal chondrosarcoma;narrowmatch
lung small cell carcinoma;small cell lung carcinoma;narrowmatch
brain glioma;brain oligodendroglioma;narrowmatch
peripheral arterial disorder;peripheral artery disease;exactmatch
lipoma;epicardial lipoma;narrowmatch
melioidosis;primary bacterial infectious disease;broadmatch
pleomorphic xanthoastrocytoma;pleomorphic xanthoastrocytoma;exactmatch
testicular disease;testicular infarction;narrowmatch
myeloid leukemia;atypical chronic myeloid leukemia, bcr-abl1 negative;narrowmatch
endocrine gland cancer;malignant adrenal gland neoplasm;narrowmatch
pseudogout;arthritis;broadmatch
transient global amnesia;amnestic disorder;broadmatch
tracheomalacia;tracheomalacia;exactmatch
lung cancer;lung adenocarcinoma in situ;narrowmatch
evans syndrome;primary thrombocytopenia;broadmatch
acinar prostate adenocarcinoma, signet ring variant;prostate adenocarcinoma;broadmatch
peripheral primitive neuroectodermal tumor of bone;bone ewing's sarcoma;broadmatch
nephroblastoma;mixed cell type kidney wilms tumor;narrowmatch
parathyroid gland clear cell adenoma;parathyroid adenoma;broadmatch
palisaded lymph node myofibroblastoma;lymph node cancer;broadmatch
lateral medullary syndrome;lateral medullary syndrome;exactmatch
tenosynovial giant cell tumor;giant cell tumor;broadmatch
papillary thyroid carcinoma;thyroid gland diffuse sclerosing papillary carcinoma;narrowmatch
megaloblastic anemia;megaloblastic anemia;exactmatch
endometrial adenosquamous carcinoma;endometrial adenosquamous carcinoma;exactmatch
eosinophilic gastroenteritis;eosinophilic gastroenteritis;exactmatch
artery disease;arteriosclerosis;narrowmatch
cholecystitis;acalculous cholecystitis;narrowmatch
brain cancer;atypical teratoid/rhabdoid tumor;narrowmatch
orofaciodigital syndrome type 6;joubert syndrome;broadmatch
deep angioma;perineural hemangioma;narrowmatch
malignant soft palate neoplasm;oral cavity cancer;broadmatch
eccrine sweat gland neoplasm;papillary eccrine adenoma;narrowmatch
sweat gland neoplasm;myoepithelial tumor;narrowmatch
cyclosporiasis;coccidiosis;broadmatch
testicular spermatocytic seminoma;testicular spermatocytic seminoma;exactmatch
vulva carcinoma;labia minora carcinoma;narrowmatch
composite ganglioneuroblastoma, schwannian stroma-rich and stroma-poor;schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma;exactmatch
transient retinal arterial occlusion;transient retinal arterial occlusion;exactmatch
renal pelvis neoplasm;renal pelvis papillary urothelial neoplasm;narrowmatch
true hermaphroditism;sex differentiation disease;broadmatch
carcinoma;malignant myoepithelioma;narrowmatch
notochordal tumor;notochordal cancer;exactmatch
olivopontocerebellar atrophy;olivopontocerebellar atrophy;exactmatch
cerebral hemangioma;brain angioma;broadmatch
frontal sinusitis;sinusitis;broadmatch
occult squamous cell lung carcinoma;lung squamous cell carcinoma;broadmatch
benign prostate phyllodes tumor;male reproductive organ benign neoplasm;broadmatch
myositis;fibromyalgia;narrowmatch
autosomal dominant cerebellar ataxia;leukodystrophy;narrowmatch
ovarian carcinoma;ovarian carcinoma;exactmatch
kidney wilms tumor;nephroblastoma;exactmatch
abducens nerve neoplasm;abducens nerve neoplasm;exactmatch
neuromyelitis optica;neuromyelitis optica;exactmatch
orofacial cleft;cleft palate;narrowmatch
fibrous dysplasia;bone remodeling disease;broadmatch
donohue syndrome;donohue syndrome;exactmatch
malignant lip neoplasm;oral cavity cancer;broadmatch
hereditary kidney oncocytoma;familial renal oncocytoma;exactmatch
eye disease;visual pathway disorder;narrowmatch
pulmonary valve stenosis;congenital infundibular stenosis;narrowmatch
gray platelet syndrome;blood coagulation disease;broadmatch
meningioma;secretory meningioma;narrowmatch
endocrine pancreas disease;hypoglycemia;narrowmatch
fibroblastic osteosarcoma;bone osteosarcoma;broadmatch
anorectal fistula;rectal disease;broadmatch
atransferrinemia;metal metabolism disorder;broadmatch
neurogenic diabetes insipidus;neurohypophyseal diabetes insipidus;exactmatch
whooping cough;pertussis;exactmatch
testis seminoma;testicular seminoma, cribriform variant;narrowmatch
aortic angiosarcoma;aorta angiosarcoma;exactmatch
alveolar capillary dysplasia;persistent fetal circulation syndrome;exactmatch
sanfilippo syndrome;mucopolysaccharidosis iii;exactmatch
neonatal abstinence syndrome;neonatal abstinence syndrome;exactmatch
ganglioneuroblastoma, nodular;nodular ganglioneuroblastoma;exactmatch
x-linked disease;wiskott-aldrich syndrome;narrowmatch
breast granular cell tumor;breast cancer;broadmatch
in situ carcinoma;stage 0is bladder urothelial carcinoma ajcc v6 and v7;narrowmatch
xeroderma pigmentosum, complementation group a;xeroderma pigmentosum group a;exactmatch
primary syphilis;primary syphilis;exactmatch
protozoal infection;parasitic protozoa infectious disease;exactmatch
vascular cancer;malignant carotid body paraganglioma;narrowmatch
monilethrix;monilethrix;exactmatch
neuroblastoma;neuroblastoma;exactmatch
malignant adrenal gland neoplasm;endocrine gland cancer;broadmatch
autosomal recessive osteopetrosis 8;osteopetrosis;broadmatch
ovarian cystic teratoma;cystic teratoma;broadmatch
sandhoff disease;gangliosidosis gm2;broadmatch
impulse-control disorder;impulse control disorder;exactmatch
yaws;primary bacterial infectious disease;broadmatch
central nervous system lymphoma;central nervous system hematologic cancer;broadmatch
breast myofibroblastoma;breast myofibroblastoma;exactmatch
adult malignant mesenchymoma;malignant mesenchymoma;broadmatch
supratentorial cancer;malignant diencephalic neoplasm;narrowmatch
malignant extragonadal non-seminomatous germ cell tumor;extragonadal nonseminomatous germ cell tumor;exactmatch
fasciolopsiasis;parasitic helminthiasis infectious disease;broadmatch
mixed cell adenoma;mixed cell adenoma;exactmatch
hidradenoma;sweat gland disease;broadmatch
neonatal chlamydia conjunctivitis;commensal bacterial infectious disease;broadmatch
choroid plexus cancer;adult choroid plexus neoplasm;narrowmatch
ankyloglossia;ankyloglossia;exactmatch
sex cord-stromal tumor;sex cord-gonadal stromal tumor;exactmatch
ehlers-danlos syndrome;ehlers-danlos syndrome;exactmatch
thyroid gland papillary carcinoma;papillary thyroid carcinoma;exactmatch
cerebral hemisphere lipoma;cerebral hemisphere lipoma;exactmatch
gynatresia;female reproductive system disease;broadmatch
congenital abnormality;physical disorder;exactmatch
skin adenoid basal cell carcinoma;adenoid basal cell carcinoma;exactmatch
renal cell carcinoma;multilocular cystic renal cell carcinoma;narrowmatch
esophageal lipoma;esophageal lipoma;exactmatch
alkaptonuria;alkaptonuria;exactmatch
orbit cavernous hemangioma;cavernous hemangioma of orbit;exactmatch
mediastinal schwannoma;mediastinal neurilemmoma;exactmatch
papillary renal cell carcinoma;renal cell carcinoma;broadmatch
syndrome;reye syndrome;narrowmatch
dacryoadenitis;dacryoadenitis;exactmatch
rieger syndrome type 1;axenfeld-rieger syndrome;broadmatch
retinal artery occlusion;central retinal artery occlusion;narrowmatch
proneural glioblastoma;glioblastoma multiforme;broadmatch
chronic inflammatory demyelinating polyneuropathy;inflammatory and toxic neuropathy;broadmatch
digestive system adenoma;gastrointestinal adenoma;exactmatch
reye syndrome;reye syndrome;exactmatch
pancreatic ductal adenocarcinoma;pancreatic ductal carcinoma;exactmatch
clear cell adenocarcinoma;urethral clear cell adenocarcinoma;narrowmatch
comedocarcinoma;breast carcinoma in situ;broadmatch
polymyalgia rheumatica;myopathy;broadmatch
prostate adenocarcinoma;prostate adenocarcinoma;exactmatch
adrenal gland disease;cholesterol side-chain cleavage deficiency;narrowmatch
pulmonary blastoma;biphasic pulmonary blastoma;narrowmatch
adult fibrosarcoma;fibrosarcoma;broadmatch
malignant supraglottis neoplasm;supraglottis cancer;exactmatch
esophagus adenocarcinoma;barrett adenocarcinoma;narrowmatch
vulvar liposarcoma;vulvar sarcoma;broadmatch
herpes simplex;herpes simplex dermatitis;narrowmatch
spinal cancer;spinal cord glioma;narrowmatch
ovarian small cell carcinoma;ovarian small cell carcinoma;exactmatch
endometriosis;ovarian endometriosis;narrowmatch
intestinal disease;umbilical hernia;narrowmatch
lung adenocarcinoma;papillary lung adenocarcinoma;narrowmatch
breast lipoma;breast lipoma;exactmatch
cerebral cavernous malformation;cerebral cavernous malformation;exactmatch
hereditary retinal dystrophy;fundus dystrophy;exactmatch
benign uterine neoplasm;uterine benign neoplasm;exactmatch
uterine fibroid;uterine corpus lipoleiomyoma;narrowmatch
cleft lip/palate-ectodermal dysplasia syndrome;cleft lip-palate-ectodermal dysplasia syndrome;exactmatch
adult teratoma;adult teratoma;exactmatch
tracheal carcinoma in situ;in situ carcinoma;broadmatch
breast hemangioma;breast epithelioid hemangioma;narrowmatch
ossification of posterior longitudinal ligament;ossification of the posterior longitudinal ligament of spine;exactmatch
benign neoplasm;cell type benign neoplasm;exactmatch
disease of mental health;factitious disorder;narrowmatch
pemphigus;bullous skin disease;broadmatch
primary bacterial infectious disease;melioidosis;narrowmatch
orofaciodigital syndrome type 1;orofaciodigital syndrome i;exactmatch
inflammatory liposarcoma;inflammatory liposarcoma;exactmatch
autoimmune hemolytic anemia;autoimmune hemolytic anemia;exactmatch
gastrointestinal stromal tumor;gastrointestinal system cancer;broadmatch
seborrheic keratosis;seborrheic keratosis;exactmatch
arachnoiditis;arachnoiditis;exactmatch
central nervous system chondroma;central nervous system chondroma;exactmatch
pneumonia;aspiration pneumonitis;narrowmatch
choroid mixed cell melanoma;choroid mixed cell melanoma;exactmatch
uterine corpus myxoid leiomyosarcoma;myxoid leiomyosarcoma;broadmatch
central nervous system neuroblastoma;brain cancer;broadmatch
hematopoietic and lymphoid system neoplasm;immune system cancer;broadmatch
coronary artery disease;artery disease;broadmatch
gastroschisis;physical disorder;broadmatch
benign nervous system neoplasm;nervous system benign neoplasm;exactmatch
primary congenital glaucoma 3a;hydrophthalmos;broadmatch
acute myocardial infarction;acute myocardial infarction;exactmatch
bladder enteric type adenocarcinoma;bladder adenocarcinoma;broadmatch
pearson syndrome;pearson syndrome;exactmatch
cerebral malaria;malaria;broadmatch
rheumatic fever;connective tissue disease;broadmatch
orofaciodigital syndrome type 1;orofaciodigital syndrome;broadmatch
lymphohistiocytoid mesothelioma;malignant pleural mesothelioma;broadmatch
vici syndrome;autosomal recessive disease;broadmatch
leishmaniasis;american cutaneous leishmaniasis;narrowmatch
partial epilepsy;focal epilepsy;exactmatch
malignant mediastinal neurogenic neoplasm;childhood mediastinal neurogenic neoplasm;narrowmatch
placenta accreta;placenta accreta;exactmatch
central nervous system primitive neuroectodermal neoplasm;adult central nervous system embryonal tumor, not otherwise specified;narrowmatch
pilar sheath acanthoma;pilar sheath acanthoma;exactmatch
ethmoid sinus cancer;ethmoid sinus adenocarcinoma;narrowmatch
in situ carcinoma;penile carcinoma in situ;narrowmatch
intraepidermal epithelioma of jadassohn;borst-jadassohn intraepidermal carcinoma;exactmatch
orbit cavernous hemangioma;cavernous hemangioma;broadmatch
pulmonary veno-occlusive disease;pulmonary venoocclusive disease;exactmatch
stage ivb bladder cancer;jewett-marshall bladder cancer;exactmatch
hypogonadotropic hypogonadism;hypogonadotropic hypogonadism;exactmatch
breast lymphoma;breast cancer;broadmatch
thrombophlebitis;phlebitis;broadmatch
central nervous system vasculitis;central nervous system vasculitis;exactmatch
adult brain ependymoma;brain ependymoma;broadmatch
neuropathy;peripheral sensory neuropathy;narrowmatch
leiomyomatosis;leiomyomatosis;exactmatch
benign urethral neoplasm;urethral benign neoplasm;exactmatch
interstitial myocarditis;myocarditis;broadmatch
dendritic keratitis;herpes simplex virus keratitis;exactmatch
pituitary gland infarction;pituitary infarct;exactmatch
colon small cell neuroendocrine carcinoma;colon carcinoma;broadmatch
leukemia;leukemia;exactmatch
gastric diffuse adenocarcinoma;signet ring cell gastric adenocarcinoma;narrowmatch
tropical sprue;intestinal disease;broadmatch
pulmonary sarcoidosis;sarcoidosis;broadmatch
down syndrome;chromosomal disease;broadmatch
gallbladder adenosquamous carcinoma;adenosquamous gallbladder carcinoma;exactmatch
viral infectious disease;verruca vulgaris;narrowmatch
bile duct papillary neoplasm;biliary papillomatosis;exactmatch
artery disease;hypertension;narrowmatch
tubular breast carcinoma;breast adenocarcinoma;broadmatch
rippling muscle disease 2;rippling muscle disease 2;exactmatch
breast adenoma;breast benign neoplasm;broadmatch
gastric carcinoma;gastric fundus cancer;exactmatch
mediastinitis;connective tissue disease;broadmatch
eye disease;ptosis;narrowmatch
vivax malaria;malaria;broadmatch
inherited metabolic disorder;aromatic l-amino-acid decarboxylase deficiency;narrowmatch
infiltrating bladder urothelial carcinoma, microcystic variant;invasive bladder transitional cell carcinoma;broadmatch
seborrheic keratosis;vulvar seborrheic keratosis;narrowmatch
multilocular cystic renal cell carcinoma;renal cell carcinoma;broadmatch
lung small cell carcinoma;bladder small cell neuroendocrine carcinoma;narrowmatch
thymoma;thymoma;exactmatch
cardia cancer;gastric cardia carcinoma;narrowmatch
nonossifying fibromyxoid tumor;nonossifying fibromyxoid tumor;exactmatch
buerger disease;peripheral vascular disease;broadmatch
vulvar sarcoma;vulvar proximal-type epithelioid sarcoma;narrowmatch
differentiating neuroblastoma;differentiating neuroblastoma;exactmatch
mediastinal leiomyosarcoma;leiomyosarcoma;broadmatch
autosomal recessive disease;pseudoxanthoma elasticum;narrowmatch
endometrial stromal sarcoma;uterine corpus endometrial stromal sarcoma;narrowmatch
myositis;idiopathic granulomatous myositis;narrowmatch
meningioma;periocular meningioma;narrowmatch
autosomal dominant disease;multiple endocrine neoplasia type 2b;narrowmatch
genetic disease;cornelia de lange syndrome;narrowmatch
legionella pneumonia;legionnaires' disease;exactmatch
selective immunoglobulin isotype deficiency;selective immunoglobulin deficiency disease;exactmatch
chicken pox;chickenpox;exactmatch
pancreatic adenocarcinoma;pancreatic foamy gland adenocarcinoma;narrowmatch
growth hormone-producing pituitary gland carcinoma;hormone producing pituitary cancer;broadmatch
pancreatic signet ring cell carcinoma;pancreatic ductal adenocarcinoma;broadmatch
esophageal disorder;esophageal disease;exactmatch
giant hypertrophic gastritis;gastritis;broadmatch
glucose metabolism disorder;glucose metabolism disease;exactmatch
connective tissue cancer;kaposi sarcoma;narrowmatch
motor neuron disease;spinal muscular atrophy;narrowmatch
substance-related disorder;disease of mental health;broadmatch
mmih syndrome;syndrome;broadmatch
breast fibrosarcoma;breast fibrosarcoma;exactmatch
autosomal recessive congenital ichthyosis;harlequin ichthyosis;narrowmatch
malignant ciliary body melanoma;ciliary body epithelioid cell melanoma;narrowmatch
brain glioma;brain glioblastoma;narrowmatch
ureter adenocarcinoma;adenocarcinoma;broadmatch
fisher syndrome;miller fisher syndrome;exactmatch
paget disease of the anus;anal paget's disease;exactmatch
popliteal pterygium syndrome;popliteal pterygium syndrome;exactmatch
penile sarcoma;penile cancer;broadmatch
chronic leukemia;chronic leukemia;exactmatch
adult t acute lymphoblastic leukemia;t-cell adult acute lymphocytic leukemia;exactmatch
papilloma;papillary adenoma;narrowmatch
renal cell carcinoma;childhood renal cell carcinoma;narrowmatch
anthracosis;anthracosis;exactmatch
megacolon;hirschsprung disease;narrowmatch
central nervous system hibernoma;nervous system hibernoma;exactmatch
radiation cystitis;cystitis;broadmatch
loiasis;skin disease;broadmatch
kaolin pneumoconiosis;kaolin pneumoconiosis;exactmatch
chronic mucocutaneous candidiasis;chronic mucocutaneous candidiasis;exactmatch
anaplastic astrocytoma;astrocytoma;broadmatch
microsporidiosis;microsporidiosis;exactmatch
xerophthalmia;xerophthalmia;exactmatch
congenital fiber-type disproportion;congenital fiber-type disproportion;exactmatch
balanitis;balanitis xerotica obliterans;narrowmatch
fibroblastic liposarcoma;liposarcoma;broadmatch
clubfoot;clubfoot;exactmatch
pancreatic intraductal papillary-mucinous neoplasm with low grade dysplasia;pancreatic intraductal papillary-mucinous neoplasm;broadmatch
gallbladder disease;gallbladder papillary neoplasm;narrowmatch
anal canal cloacogenic carcinoma;cloacogenic carcinoma;exactmatch
female stress incontinence;female stress incontinence;exactmatch
pineal region immature teratoma;pineal region immature teratoma;exactmatch
autosomal dominant disease;mccune-albright syndrome;narrowmatch
mitochondrial metabolism disease;pearson syndrome;narrowmatch
sweat gland cancer;ductal eccrine adenocarcinoma;narrowmatch
spondylolysis;spondylolysis;exactmatch
vaginal carcinosarcoma;vaginal carcinosarcoma;exactmatch
extraosseous plasmacytoma;extramedullary plasmacytoma;exactmatch
ureter inverted papilloma;ureter inverted papilloma;exactmatch
neonatal period electroclinical syndrome;early myoclonic encephalopathy;narrowmatch
malignant pancreatic neoplasm;pancreatic cancer;exactmatch
pelizaeus-merzbacher disease;pelizaeus-merzbacher disease;exactmatch
peritoneal adenomatoid tumor;benign peritoneal mesothelioma;exactmatch
endometritis;endometritis;exactmatch
cervical carcinoma;cervix carcinoma;exactmatch
embryonal rhabdomyosarcoma;spindle cell rhabdomyosarcoma;narrowmatch
intermediate cell type iris melanoma;iris mixed cell melanoma;exactmatch
myeloid leukemia;myeloid leukemia;exactmatch
glomerulonephritis;mesangial proliferative glomerulonephritis;narrowmatch
testicular yolk sac tumor;testicular yolk sac tumor, enteric pattern;narrowmatch
spinal cord disorder;spinal cord disease;exactmatch
hydrocephalus;communicating hydrocephalus;narrowmatch
cholangiolocellular carcinoma;cholangiolocellular carcinoma;exactmatch
intracystic papilloma;papilloma;broadmatch
esophageal neurofibroma;neurofibroma of the esophagus;exactmatch
carcinoma;nut carcinoma;narrowmatch
hypopharynx cancer;malignant postcricoid neoplasm;narrowmatch
gamma heavy chain disease;heavy chain disease;broadmatch
lung adenoma;lung adenoma;exactmatch
divergent strabismus;strabismus;broadmatch
epidemic encephalitis;von economo's disease;exactmatch
ovarian endometrioid adenofibroma;ovarian endometrioid adenofibroma;exactmatch
ampulla of vater neoplasm;duodenal benign neoplasm;broadmatch
kawasaki disease;lymphadenitis;broadmatch
congenital myasthenic syndrome;neuromuscular junction disease;broadmatch
tyrosinemia type ii;tyrosinemia;broadmatch
