head;tail;relation
clemastine fumarate (substance);meclastine fumarate;exactmatch
polyvinyl alcohol (substance);ethenol homopolymer;exactmatch
vaccine product containing live attenuated mycobacterium bovis antigen (medicinal product);live attenuated mycobacterium bovis antigen-containing vaccine product;exactmatch
vaccine product containing human alphaherpesvirus 3 antigen (medicinal product);varicella-zoster virus antigen-containing vaccine product;exactmatch
vaccine product containing only haemophilus influenzae type b and neisseria meningitidis serogroup c antigens (medicinal product);haemophilus influenzae type b and meningitis c vaccine;exactmatch
pipethanate (substance);piperilate;exactmatch
leucine (substance);l-leucine;exactmatch
antigen of human papillomavirus 9 (substance);antigen of human papillomavirus 9;exactmatch
juniper oil (substance);juniperberry oil;exactmatch
sodium aurotiosulfate (substance);sodium thiosulfatoaurate;exactmatch
fluorescein stain (substance);fluorescein;exactmatch
triacylglycerol (substance);neutral fat;exactmatch
vaccine product containing only corynebacterium diphtheriae antigen (medicinal product);diphtheria vaccine;exactmatch
sublimed sulfur (substance);flower of sulfur;exactmatch
antigen of live attenuated yellow fever virus (substance);antigen of live attenuated yellow fever virus;exactmatch
neostigmine methylsulfate (substance);neostigmine metilsulfate;exactmatch
vaccine product containing only yellow fever virus antigen (medicinal product);yellow fever vaccine;exactmatch
gram-negative bacillus (organism);gram-negative rods;exactmatch
vaccine product containing only japanese encephalitis virus antigen (medicinal product);japanese encephalitis virus vaccine;exactmatch
vaccine product containing only inactivated whole japanese encephalitis virus antigen (medicinal product);inactivated japanese encephalitis virus vaccine;exactmatch
vaccine product containing only rabies lyssavirus antigen (medicinal product);rabies vaccine;exactmatch
vaccine product containing only low dose corynebacterium diphtheriae antigen (medicinal product);low dose diphtheria vaccine;exactmatch
body tissue structure (body structure);body tissue;exactmatch
vaccine product containing only rubella virus antigen (medicinal product);rubella vaccine;exactmatch
vaccine product containing only mumps orthorubulavirus antigen (medicinal product);mumps vaccine;exactmatch
vaccine product containing only live attenuated mumps orthorubulavirus antigen (medicinal product);live attenuated mumps vaccine;exactmatch
vaccine product containing only inactivated whole human poliovirus antigen (medicinal product);inactivated polio vaccine;exactmatch
guaifenesin (substance);alpha-glyceryl guaiacol ether;exactmatch
vaccine product containing only clostridium tetani antigen (medicinal product);tetanus vaccine;exactmatch
product containing cytomegalovirus antibody in parenteral dose form (medicinal product form);cytomegalovirus immunoglobulin-containing product in parenteral dose form;exactmatch
product containing only cytomegalovirus antibody in parenteral dose form (medicinal product form);cytomegalovirus immunoglobulin only product in parenteral dose form;exactmatch
palmitic acid (substance);aliphatic carboxylic acid, c16:0;exactmatch
substance with cytotoxic t-lymphocyte-associated protein 4 inhibitor mechanism of action (substance);ctla-4 (cytotoxic t-lymphocyte-associated protein 4) inhibitor;exactmatch
cytotoxic t-lymphocyte-associated protein 4 inhibitor (disposition);ctla-4 (cytotoxic t-lymphocyte-associated protein 4) inhibitor;exactmatch
ectasia of sclera (disorder);scleral ectasia;exactmatch
endoscopy with surgical procedure (procedure);endoscopic surgical procedure;exactmatch
lithium (substance);li - lithium;exactmatch
antigen of live attenuated rubella virus (substance);antigen of live attenuated rubella virus;exactmatch
tumor necrosis factor (substance);cachectin;exactmatch
antigen of live attenuated human poliovirus (substance);antigen of live attenuated human poliovirus;exactmatch
mercuric oxide (substance);yellow mercuric oxide;exactmatch
steroid 11-beta-monooxygenase inhibitor (disposition);steroid 11-beta-hydroxylase inhibitor;exactmatch
substance with steroid 11-beta-monooxygenase inhibitor mechanism of action (substance);steroid 11-beta-hydroxylase inhibitor;exactmatch
nonbioabsorbable (qualifier value);non-bioabsorbable;exactmatch
nonabsorbable (qualifier value);non-absorbable;exactmatch
pantothenic acid (substance);vitamin b5;exactmatch
phosphoglyceride (substance);glycerophosphoric acid;exactmatch
adult vaccine product containing only hepatitis a virus antigen (medicinal product);hepatitis a adult vaccine;exactmatch
zinc (substance);zn - zinc;exactmatch
tincture of green soap (substance);green soap tincture;exactmatch
kanamycin sulfate (substance);kanamycin sulphate;exactmatch
plant cardiac glycoside (substance);plant cardioactive glycoside;exactmatch
structure of pelvic genital system (body structure);pelvic genital structure;exactmatch
chenodeoxycholic acid (substance);3 alpha,7 alpha, dihydroxycholanic acid;exactmatch
antigen of ebolavirus (substance);antigen of ebolavirus;exactmatch
product containing adrenal medulla hormone (product);adrenal medullary hormone-containing product;exactmatch
medicinal product acting as riboflavin supplement (product);vitamin b2 supplement agent;exactmatch
cyanocobalamin supplement therapeutic role (role);vitamin b12 supplement therapeutic role;exactmatch
medicinal product acting as cyanocobalamin supplement (product);vitamin b12 supplement agent;exactmatch
recombinant adeno-associated virus gene (substance);recombinant adeno-associated virus gene;exactmatch
recombinant deoxyribonucleic acid (substance);recombinant dna;exactmatch
2-methyl-4-isothiazolin-3-one (substance);methylisothiazolinone;exactmatch
5-chloro-2-methyl-4-isothiazolin-3-one (substance);chloromethylisothiazolinone;exactmatch
product containing adrenal cortex hormone (product);adrenal cortical hormone-containing product;exactmatch
solid substance (substance);solid;exactmatch
ascorbic acid supplement therapeutic role (role);vitamin c supplement therapeutic role;exactmatch
antigen of vaccinia virus (substance);antigen of vaccinia virus;exactmatch
congenital anomaly of anterior portion of neck (disorder);congenital malformation of anterior portion of neck;exactmatch
antigen of clostridium (substance);antigen of clostridium;exactmatch
metham sodium (substance);carbathion;exactmatch
sodium-hydrogen exchanger isoform 3 transporter inhibitor (disposition);nhe3 (sodium-hydrogen exchanger isoform 3) transporter inhibitor;exactmatch
substance with sodium-hydrogen exchanger isoform 3 transporter inhibitor mechanism of action (substance);nhe3 (sodium-hydrogen exchanger isoform 3) transporter inhibitor;exactmatch
total parenteral nutrition agent (substance);tpn - total parenteral nutrition;exactmatch
industrial agent (substance);industrial agent;exactmatch
riboflavin supplement therapeutic role (role);vitamin b2 supplement therapeutic role;exactmatch
medicinal product acting as thiamine supplement (product);vitamin b1 supplement agent;exactmatch
congenital infectious disease (disorder);congenital infection;exactmatch
product containing gamma-hydroxybutyrate receptor agonist (product);ghb receptor agonist-containing product;exactmatch
glucagon-like peptide 2 receptor agonist (disposition);glp-2 receptor agonist;exactmatch
substance with glucagon-like peptide 2 receptor agonist mechanism of action (substance);glp-2 receptor agonist;exactmatch
human epidermal growth factor receptor 2 inhibitor (disposition);her2 (human epidermal growth factor receptor 2) inhibitor;exactmatch
substance with human epidermal growth factor receptor 2 inhibitor mechanism of action (substance);her2 (human epidermal growth factor receptor 2) inhibitor;exactmatch
aminolevulinic acid hydrochloride (substance);5-aminolevulinic acid hydrochloride;exactmatch
dazomet (substance);dmtt;exactmatch
product containing growth hormone secretagogue receptor agonist (product);ghrelin receptor agonist-containing product;exactmatch
product containing glucagon-like peptide 2 receptor agonist (product);glp-2 receptor agonist-containing product;exactmatch
product containing serotonin 5-hydroxytryptamine-4 receptor agonist (product);serotonin 5-hydroxytryptamine-4 receptor agonist-containing product;exactmatch
thiamine supplement therapeutic role (role);vitamin b1 supplement therapeutic role;exactmatch
poly-l-lactic acid (substance);poly levo lactic acid;exactmatch
esketamine (substance);l-ketamine;exactmatch
plasmin (substance);fibrinase;exactmatch
conventional release solution for irrigation (dose form);conventional release solution for irrigation;exactmatch
conventional release ocular solution for irrigation (dose form);conventional release ocular solution for irrigation;exactmatch
congenital anomaly of trunk (disorder);congenital musculoskeletal abnormality of trunk;exactmatch
substance with vascular endothelial growth factor receptor antagonist mechanism of action (substance);vegf antagonist;exactmatch
vascular endothelial growth factor receptor antagonist (disposition);vegf antagonist;exactmatch
deanol (substance);2 dimethylaminoethanol;exactmatch
congenital anomaly of muscle and/or tendon (disorder);congenital malformation of muscles and tendons;exactmatch
dicoumarol (substance);bishydroxycoumarin;exactmatch
structure of abdominopelvic cross-sectional segment of trunk (body structure);structure of abdominopelvic cross-sectional segment of trunk;exactmatch
levamisole hydrochloride (substance);l-tetramisole hydrochloride;exactmatch
coagulation factor x (substance);autoprothrombin iii;exactmatch
structure of pelvic cross-sectional segment of trunk (body structure);pelvic cross-sectional segment of trunk;exactmatch
structure of thoracic cross-sectional segment of trunk (body structure);cross-sectional chest;exactmatch
skeletal muscle structure of neck (body structure);muscle of neck;exactmatch
structure of eye proper (body structure);eye;exactmatch
isoetarine mesilate (substance);isoetarine mesylate;exactmatch
structure of organ within cavity of true pelvis (body structure);pelvic organ;exactmatch
structure of abdominopelvic cavity and/or content of abdominopelvic cavity and/or anterior abdominal wall (body structure);intra-abdominopelvic structure and/or anterior abdominal wall;exactmatch
thiocyanate compound (substance);sulfocyanate compound;exactmatch
structure of abdominopelvic cavity and/or content (body structure);structure of abdominopelvic cavity and/or content;exactmatch
structure of organ within abdominopelvic cavity (body structure);structure of organ within abdominopelvic cavity;exactmatch
structure of blood vessel of abdomen (body structure);structure of blood vessel of abdomen;exactmatch
human menopausal gonadotropin (substance);human menopausal gonadotrophin;exactmatch
antigen of live attenuated human poliovirus serotype 1 (substance);antigen of live attenuated human poliovirus serotype 1;exactmatch
heptabarbital (substance);phenyl methyl barbituric acid;exactmatch
quinidine sulfate (substance);quinidine sulphate;exactmatch
injury of head (disorder);hi - head injury;exactmatch
hexobarbital (substance);enhexymal;exactmatch
pentane (substance);n-pentane;exactmatch
fampridine (substance);4-aminopyridine;exactmatch
xenon-133 (substance);133-xe;exactmatch
carbamate pesticide (substance);carbamates;exactmatch
operation on endocrine system (procedure);endocrine operations;exactmatch
disorder of breast (disorder);breast disease;exactmatch
di-2-ethylhexyl phthalate (substance);di(2-ethylhexyl)phthalate;exactmatch
sulfabromomethazine (substance);sulphabromomethazine;exactmatch
operation on uterus (procedure);uterine operation;exactmatch
skeletal muscle system structure (body structure);skeletal muscle system;exactmatch
nonvenomous insect bite of foot with infection (disorder);insect bite, nonvenomous, of foot, infected;exactmatch
food flavoring agent (substance);food flavor enhancer;exactmatch
structure of true pelvis (body structure);lesser pelvis;exactmatch
macrogol (substance);peg - polyethylene glycol;exactmatch
synthetic alkaloid (substance);synthetic amine;exactmatch
anti bacterial antibody (substance);bacterial antibody;exactmatch
aprobarbital (substance);allylisopropyl malonylurea;exactmatch
colony-stimulating factor, granulocytic (substance);csf-g;exactmatch
glycerol (substance);1,2,3-propanetriol;exactmatch
disorder of skin and/or subcutaneous tissue (disorder);disorder of skin and subcutaneous tissue;exactmatch
pediatric vaccine product containing only hepatitis a virus antigen (medicinal product);hepatitis a paediatric vaccine;exactmatch
vaccine product containing only hepatitis a virus antigen (medicinal product);hepatitis a vaccine;exactmatch
vaccine product containing only bordetella pertussis antigen (medicinal product);pertussis vaccine;exactmatch
ulcer of foot (disorder);foot ulcer;exactmatch
vaccine product containing only neisseria meningitidis antigen (medicinal product);meningococcus vaccine;exactmatch
chlorobutanol (substance);chlorbutol;exactmatch
lesion of fallopian tube (disorder);fallopian tube lesion;exactmatch
disorder of musculoskeletal system (disorder);musculoskeletal disorder;exactmatch
impaired glucose tolerance (disorder);chemical diabetes;exactmatch
vaccine product containing only neisseria meningitidis serogroup c capsular polysaccharide conjugated antigen (medicinal product);meningococcus group c capsular polysaccharide conjugate vaccine;exactmatch
disorder of skin (disorder);dermatological disease;exactmatch
ulcer of lower extremity (disorder);leg ulcer;exactmatch
dilatation of ureter (disorder);megaloureter;exactmatch
entire physical anatomical entity (body structure);entire physical anatomical entity;exactmatch
injury of muscle (disorder);muscle injury;exactmatch
aluminium stearate (substance);aluminium monostearate;exactmatch
trichloroethyl alcohol (substance);2,2,2-trichloroethanol;exactmatch
organic chloride compound (substance);organochloride;exactmatch
apramycin sulfate (substance);apramycin sulphate;exactmatch
loracarbef (substance);carbacefaclor;exactmatch
pipemidic acid (substance);pipemidate;exactmatch
sulfabromomethazine sodium (substance);sulphabromomethazine sodium;exactmatch
structure of body cavity and/or content (body structure);body compartment;exactmatch
body substance (substance);human body substance;exactmatch
vaccine product containing only acellular bordetella pertussis antigen (medicinal product);acellular pertussis vaccine;exactmatch
injury of neck (disorder);neck injury;exactmatch
product containing precisely helium 0.09 milliliter/1 milliliter and nitrogen 0.56 milliliter/1 milliliter and oxygen 0.35 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);helium 9% and nitrogen 56% and oxygen 35% gas for inhalation;exactmatch
petrichloral (substance);pentaerythritol chloral;exactmatch
b-cell lymphoma 2 inhibitor (disposition);bcl-2 inhibitor;exactmatch
sesame oil (substance);benne oil;exactmatch
tranylcypromine sulfate (substance);transamine sulfate;exactmatch
smooth muscle relaxant (product);smooth muscle tone depressant;exactmatch
carbaryl (substance);methyl carbamic acid 1-naphthyl ester;exactmatch
helium (substance);he - helium;exactmatch
carbamide peroxide (substance);urea peroxide;exactmatch
entire subdivision of organ system (body structure);entire organ system subdivision;exactmatch
chronic (qualifier value);chronic course - prolonged duration;exactmatch
coumarinic anhydride (substance);tonka bean camphor;exactmatch
vaccine product containing only inactivated whole hepatitis a virus antigen (medicinal product);inactivated hepatitis a vaccine;exactmatch
vaccine product containing only human papillomavirus antigen (medicinal product);human papillomavirus vaccine;exactmatch
aldesulfone (substance);aldesulphone;exactmatch
wood tar (substance);wood tar mix;exactmatch
corticosterone (substance);compound b;exactmatch
body system structure (body structure);organ system;exactmatch
sulfaethoxypyridazine (substance);sulphaethoxypyridazine;exactmatch
vaccine product containing only salmonella enterica subspecies enterica serovar typhi antigen (medicinal product);typhoid vaccine;exactmatch
artemisinin (substance);artemisine;exactmatch
caramiphen edisylate (substance);caramiphen ethanedisulfonate;exactmatch
cathine (substance);norpseudoephedrine;exactmatch
methylephedrine (substance);n-methylephedrine;exactmatch
tricaine methanesulfonate (substance);tricaine methanesulphonate;exactmatch
butacaine sulfate (substance);butacaine sulphate;exactmatch
acecainide (substance);n-acetylprocainamide;exactmatch
product containing 3-hydroxy-3-methylglutaryl-coenzyme a reductase inhibitor (product);statin-containing product;exactmatch
lovastatin (substance);mevinolin;exactmatch
glycocholic acid (substance);n-cholylglycine;exactmatch
chlorhexidine diacetate (substance);chlorhexidine acetate;exactmatch
piperazine edetate calcium (substance);piperazine adipate;exactmatch
tetracosactide (substance);tetracosactin;exactmatch
human insulin (substance);insulin human;exactmatch
vaccine product containing only live attenuated salmonella enterica subspecies enterica serovar typhi antigen in oral dose form (medicinal product form);live attenuated typhoid vaccine in oral dose form;exactmatch
phencyclidine (substance);angel dust;exactmatch
product containing cytomegalovirus antibody (medicinal product);cytomegalovirus immunoglobulin-containing product;exactmatch
vaccine product containing only streptococcus pneumoniae antigen (medicinal product);pneumococcal vaccine;exactmatch
vaccine product containing only vibrio cholerae antigen (medicinal product);cholera vaccine;exactmatch
product containing recombinant deoxyribonucleic acid (product);recombinant dna-containing product;exactmatch
norfenefrine (substance);norphenylephrine;exactmatch
etilefrine (substance);ethylphenylephrine;exactmatch
fencamfamin (substance);fencamfamine;exactmatch
hydroxymethoxyphenamine (substance);5-hydroxymethoxyphenamine;exactmatch
arsenamide sodium (substance);thiacetarsamide sodium;exactmatch
butamisole (substance);ticarbodine;exactmatch
aklomide (substance);2-chloro-4-nitrobenzamide;exactmatch
clopidol (substance);clopindol;exactmatch
lasalocid sodium (substance);lasalocid a sodium;exactmatch
normeperidine (substance);norpethidine;exactmatch
trimeperidine (substance);tripethidine;exactmatch
thialbarbital (substance);thialbarbitone sodium;exactmatch
zimeldine (substance);zimelidine;exactmatch
8-hydroxyamoxapine (substance);8-hydroxy amoxapine;exactmatch
norfluoxetine (substance);seproxetine;exactmatch
desmethylclomipramine (substance);norclomipramine;exactmatch
acepromazine (substance);acetopromazine;exactmatch
nordazepam (substance);desmethyldiazepam;exactmatch
fenethylline (substance);theophylline ethylamphetamine;exactmatch
fenproporex (substance);n-2-cyanoethylamphetamine;exactmatch
furfenorex (substance);furfurylmethylamphetamine;exactmatch
product containing precisely helium 0.79 milliliter/1 milliliter and oxygen 0.21 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);helium 79% and oxygen 21% gas for inhalation;exactmatch
product containing precisely carbon dioxide 0.05 milliliter/1 milliliter and oxygen 0.95 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);carbon dioxide 5% and oxygen 95% gas for inhalation;exactmatch
product containing precisely carbon dioxide 0.1 milliliter/1 milliliter and oxygen 0.9 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);carbon dioxide 10% and oxygen 90% gas for inhalation;exactmatch
vaccine product containing only acellular bordetella pertussis and clostridium tetani and corynebacterium diphtheriae antigens (medicinal product);dtap - diphtheria + tetanus + acellular pertussis vaccine;exactmatch
antigen of neisseria meningitidis serogroup y capsular polysaccharide conjugated (substance);antigen of neisseria meningitidis serogroup y capsular polysaccharide conjugated;exactmatch
vaccine product containing only clostridium tetani and corynebacterium diphtheriae and human poliovirus antigens (medicinal product);diphtheria and poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only clostridium tetani and low dose corynebacterium diphtheriae and inactivated human poliovirus antigens (medicinal product);low dose diphtheria and inactivated poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and haemophilus influenzae type b antigens (medicinal product);diphtheria and haemophilus influenzae b and pertussis and tetanus vaccine;exactmatch
vaccine product containing only neisseria meningitidis serogroup c antigen (medicinal product);meningitis c vaccine;exactmatch
vaccine product containing only neisseria meningitidis serogroup a and c antigens (medicinal product);meningitis a and c vaccine;exactmatch
vaccine product containing only neisseria meningitidis serogroup a, c, w135 and y antigens (medicinal product);meningitis a, c, w135 and y vaccine;exactmatch
vaccine product containing only bordetella pertussis and clostridium tetani and corynebacterium diphtheriae antigens (medicinal product);diphtheria and pertussis and tetanus vaccine;exactmatch
vaccine product containing only bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and human poliovirus antigens (medicinal product);diphtheria and pertussis and poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and haemophilus influenzae type b and hepatitis b virus and human poliovirus antigens (medicinal product);diphtheria and haemophilus influenzae type b and hepatitis b and pertussis and poliomyelitis and tetanus;exactmatch
pediatric vaccine product containing only acellular bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and human poliovirus antigens (medicinal product);diphtheria and acellular pertussis and poliomyelitis and tetanus paediatric vaccine;exactmatch
vaccine product containing only bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and haemophilus influenzae type b and hepatitis b virus antigens (medicinal product);diphtheria and haemophilus influenzae type b and hepatitis b and pertussis and tetanus vaccine;exactmatch
vaccine product containing only bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and haemophilus influenzae type b and human poliovirus antigens (medicinal product);diphtheria and haemophilus influenzae type b and pertussis and poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only acellular bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and haemophilus influenzae type b and inactivated whole human poliovirus antigens (medicinal product);diphtheria and haemophilus influenza b and acellular pertussis and inactivated poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only acellular bordetella pertussis and corynebacterium diphtheriae and hepatitis b virus and inactivated whole human poliovirus antigens (medicinal product);diphtheria and hepatitis b and inactivated poliomyelitis and acellular pertussis vaccine;exactmatch
vaccine product containing only clostridium tetani and corynebacterium diphtheriae and haemophilus influenzae type b and human poliovirus antigens (medicinal product);diphtheria and haemophilus influenzae type b and poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only acellular bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and hepatitis b virus and inactivated whole human poliovirus antigens (medicinal product);diphtheria and hepatitis b and acellular pertussis and inactivated poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only acellular bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and inactivated whole human poliovirus antigens (medicinal product);diphtheria and acellular pertussis and inactivated poliomyelitis and tetanus vaccine;exactmatch
antigen of neisseria meningitidis serogroup w135 capsular polysaccharide conjugated (substance);antigen of neisseria meningitidis serogroup cw135 capsular polysaccharide conjugated;exactmatch
antigen of neisseria meningitidis serogroup a capsular polysaccharide conjugated (substance);antigen of neisseria meningitidis serogroup a capsular polysaccharide conjugated;exactmatch
vaccine product containing only measles morbillivirus and mumps orthorubulavirus and rubella virus antigens (medicinal product);measles and mumps and rubella vaccine;exactmatch
antigen of clostridium tetani toxoid adsorbed (substance);antigen of clostridium tetani toxoid adsorbed;exactmatch
vaccine product containing only haemophilus influenzae type b antigen (medicinal product);haemophilus influenzae type b vaccine;exactmatch
vaccine product containing only measles morbillivirus antigen (medicinal product);measles vaccine;exactmatch
vaccine product containing only live attenuated measles morbillivirus antigen (medicinal product);live attenuated measles vaccine;exactmatch
vaccine product containing only human papillomavirus 9 antigen (medicinal product);human papillomavirus 9 vaccine;exactmatch
vaccine product containing only influenza virus antigen in nasal dose form (medicinal product form);influenza vaccine in nasal dose form;exactmatch
antigen of influenza a virus subtype h5n1 (substance);antigen of influenza a virus subtype h5n1;exactmatch
vaccine product containing only influenza a virus subtype h1n1 antigen (medicinal product);influenza h1n1 vaccine;exactmatch
vaccine product containing only hepatitis a and hepatitis b virus antigens (medicinal product);hepatitis a and b vaccine;exactmatch
vaccine product containing only hepatitis a virus and salmonella enterica subspecies enterica serovar typhi antigens (medicinal product);hepatitis a and typhoid vaccine;exactmatch
vaccine product containing only clostridium tetani and human poliovirus antigens (medicinal product);poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only measles morbillivirus and rubella virus antigens (medicinal product);measles and rubella vaccine;exactmatch
vaccine product containing only hepatitis b virus antigen (medicinal product);hepatitis b vaccine;exactmatch
antigen of neisseria meningitidis serogroup c capsular polysaccharide conjugated (substance);antigen of neisseria meningitidis serogroup c capsular polysaccharide conjugated;exactmatch
antigen of inactivated whole japanese encephalitis virus adsorbed (substance);antigen of inactivated whole japanese encephalitis virus adsorbed;exactmatch
vaccine product containing only inactivated whole japanese encephalitis virus antigen adsorbed (medicinal product);inactivated japanese encephalitis virus adsorbed vaccine;exactmatch
vaccine product containing only clostridium tetani and corynebacterium diphtheriae antigens (medicinal product);diphtheria and tetanus vaccine;exactmatch
vaccine product containing only clostridium tetani and low dose corynebacterium diphtheriae antigens (medicinal product);low dose diphtheria and tetanus vaccine;exactmatch
vaccine product containing only acellular bordetella pertussis and clostridium tetani and low dose corynebacterium diphtheriae and inactivated whole human poliovirus antigens (medicinal product);low dose diphtheria and acellular pertussis and inactivated poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only human alphaherpesvirus 3 and measles morbillivirus and mumps orthorubulavirus and rubella virus antigens (medicinal product);measles and mumps and rubella and varicella virus vaccine;exactmatch
product containing precisely carbon dioxide 0.2 milliliter/1 milliliter and oxygen 0.8 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);carbon dioxide 20% and oxygen 80% gas for inhalation;exactmatch
cobalt-58 (substance);58-co;exactmatch
methyl chloride (substance);chloromethane;exactmatch
congenital anomaly of nervous system (disorder);congenital deformity of nervous system;exactmatch
potassium (substance);k - potassium;exactmatch
human whole blood product (product);human whole blood preparation;exactmatch
witch hazel (substance);hamamelis;exactmatch
blood group antigen h (substance);blood group antigen bombay;exactmatch
nitrate salt (substance);nitrates;exactmatch
biotin (substance);coenzyme r;exactmatch
organic sulfur compound (substance);organic sulphur compound;exactmatch
antigen of neisseria meningitidis serogroup c capsular oligosaccharide conjugated (substance);antigen of neisseria meningitidis serogroup c capsular oligosaccharide conjugated;exactmatch
glucosulfone sodium (substance);glucosulphone sodium;exactmatch
potassium guaiacolsulfonate (substance);potassium guaiacolsulphonate;exactmatch
radioactive isotope (substance);radioisotope;exactmatch
product containing precisely nitrous oxide 1 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);nitrous oxide 1,000,000 ppm gas for inhalation;exactmatch
product containing precisely nitrous oxide 0.5 milliliter/1 milliliter and oxygen 0.5 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);nitrous oxide 50% and oxygen 50% gas for inhalation;exactmatch
product containing precisely carbon dioxide 1 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);carbon dioxide 1,000,000 ppm gas for inhalation;exactmatch
product containing precisely helium 1 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);helium 1,000,000 ppm gas for inhalation;exactmatch
product containing precisely air 0.95 milliliter/1 milliliter and carbon dioxide 0.05 milliliter/1 milliliter conventional release gas for inhalation (clinical drug);air 95% and carbon dioxide 5% gas for inhalation;exactmatch
phosphine (substance);hydrogen phosphide;exactmatch
linoleic acid (substance);9,12-octadecadienoic acid;exactmatch
salpingitis (disorder);inflammation of fallopian tube;exactmatch
ureteric structure (body structure);ureter;exactmatch
antigen of neisseria meningitidis serogroup a capsular oligosaccharide conjugated (substance);antigen of neisseria meningitidis serogroup a capsular oligosaccharide conjugated;exactmatch
antigen of neisseria meningitidis serogroup y capsular oligosaccharide conjugated (substance);antigen of neisseria meningitidis serogroup y capsular oligosaccharide conjugated;exactmatch
antigen of neisseria meningitidis serogroup w135 capsular oligosaccharide conjugated (substance);antigen of neisseria meningitidis serogroup cw135 capsular oligosaccharide conjugated;exactmatch
vaccine product containing only neisseria meningitidis serogroup a, c, w135 and y capsular oligosaccharide conjugated antigens (medicinal product);meningococcus a, c, w135 and y capsular oligosaccharide conjugated vaccine;exactmatch
vaccine product containing only human alphaherpesvirus 3 antigen (medicinal product);varicella-zoster vaccine;exactmatch
vaccine product containing only hepatitis b virus surface protein antigen (medicinal product);hepatitis b surface antigen vaccine;exactmatch
vaccine product containing only bordetella pertussis and clostridium tetani and corynebacterium diphtheriae and human poliovirus and measles morbillivirus antigens (medicinal product);diphtheria and measles and pertussis and poliomyelitis and tetanus vaccine;exactmatch
vaccine product containing only clostridium tetani and corynebacterium diphtheriae and hepatitis b virus antigens (medicinal product);diphtheria and hepatitis b and tetanus vaccine;exactmatch
malathion (substance);maldison;exactmatch
urethan (substance);ethyl carbamate;exactmatch
ipodate (substance);iopodate;exactmatch
vecuronium bromide (substance);org nc 45;exactmatch
bacterial infectious disease (disorder);bacterial disease;exactmatch
3,5-di-tert-butyl-4-hydroxybenzyl alcohol (substance);2,6-di-tert-butyl-4-hydroxymethylphenol;exactmatch
monothioglycerol (substance);3-mercapto-1,2-propanediol;exactmatch
female internal genitalia structure (body structure);female internal genitalia;exactmatch
manganese (substance);mn - manganese;exactmatch
rubber compound (substance);rubber chemicals;exactmatch
scleritis (disorder);inflammation of white of eye;exactmatch
serotonin 5-hydroxytryptamine-4 receptor agonist (disposition);serotonin 5-hydroxytryptamine-4 receptor agonist;exactmatch
midecamycin acetate (substance);midecamycin diacetate;exactmatch
substance with vesicular monoamine transporter 2 inhibitor mechanism of action (substance);substance with vesicular monoamine transporter 2 inhibitor mechanism of action;exactmatch
substance with tryptophan hydroxylase inhibitor mechanism of action (substance);substance with tryptophan hydroxylase inhibitor mechanism of action;exactmatch
gamma-butyrolactone (substance);4-butyrolactone;exactmatch
fosfomycin sodium (substance);fosfomycin disodium;exactmatch
flunarizine hydrochloride (substance);flunarizine dihydrochloride;exactmatch
cobimetinib fumarate (substance);cobimetinib hemifumarate;exactmatch
pasireotide pamoate (substance);pasireotide embonate;exactmatch
metformin pamoate (substance);metformin embonate;exactmatch
hydrogen/potassium adenosine triphosphatase enzyme system inhibitor (disposition);h+/k+-exchanging atpase inhibitor;exactmatch
disorder of eye and ocular adnexa due to and following procedure (disorder);postoperative eye complication;exactmatch
prostaglandin-endoperoxide synthase isoform 2 inhibitor (disposition);cox-2 inhibitor;exactmatch
3-hydroxy-3-methylglutaryl-coenzyme a reductase inhibitor (disposition);3-hydroxy-3-methylglutaryl-coenzyme a reductase inhibitor;exactmatch
b-raf inhibitor (disposition);braf inhibitor;exactmatch
epidermal growth factor receptor antagonist (disposition);egfr antagonist;exactmatch
5-hydroxytryptamine-3-receptor antagonist (disposition);5-hydroxytryptamine-3-receptor antagonist;exactmatch
beta-escin (substance);escin ib;exactmatch
