head;relation;tail
miner;broadmatch;mineral and rock processing plant operators
mineral and rock processing plant operators;narrowmatch;miner
mineral and rock processing plant operators;broadmatch;mineral and stone processing plant operators
mineral and stone processing plant operators;narrowmatch;mineral and rock processing plant operators
assemblers;broadmatch;plant and machine operators, and assemblers
stationary plant and machine operators;broadmatch;plant and machine operators, and assemblers
company fire watchman;broadmatch;firefighters
civil engineering diver (cob);broadmatch;divers
product inspectors non-food industry;broadmatch;product graders and testers (excluding foods and beverages)
product graders and testers (excluding foods and beverages);narrowmatch;product inspectors non-food industry
quality controllers general;broadmatch;product graders and testers (excluding foods and beverages)
product graders and testers (excluding foods and beverages);narrowmatch;quality controllers general
oce (conventional explosives detection) expert;broadmatch;explosives and explosives experts
explosives and explosives experts;narrowmatch;oce (conventional explosives detection) expert
senior oce (conventional explosives detection) expert;broadmatch;explosives and explosives experts
explosives and explosives experts;narrowmatch;senior oce (conventional explosives detection) expert
building surveyor;broadmatch;explosives and explosives experts
explosives and explosives experts;narrowmatch;building surveyor
explosives and explosives experts;broadmatch;shotfirers and blasters
shotfirers and blasters;narrowmatch;explosives and explosives experts
salvage diver;broadmatch;divers
divers;narrowmatch;salvage diver
divers;narrowmatch;civil engineering diver (cob)
quality assurance officer (non-food industry);broadmatch;quality controllers general
foreman salvage diver;broadmatch;divers
divers;narrowmatch;foreman salvage diver
foreman civil engineering diver (cob);broadmatch;divers
divers;narrowmatch;foreman civil engineering diver (cob)
divers;broadmatch;underwater divers
underwater divers;narrowmatch;divers
craft and related workers not elsewhere classified;broadmatch;other craft and related workers
other craft and related workers;narrowmatch;craft and related workers not elsewhere classified
fumigators and other pest and weed controllers;broadmatch;other craft and related workers
other craft and related workers;narrowmatch;fumigators and other pest and weed controllers
product graders and testers (excluding foods and beverages);broadmatch;other craft and related workers
other craft and related workers;narrowmatch;product graders and testers (excluding foods and beverages)
shotfirers and blasters;broadmatch;other craft and related workers
other craft and related workers;narrowmatch;shotfirers and blasters
quality controllers general;narrowmatch;quality assurance officer (non-food industry)
product inspectors non-food industry;narrowmatch;product control officer (industry)
plant and machine operators, and assemblers;narrowmatch;stationary plant and machine operators
clothing and textile industry inspector;broadmatch;product inspectors non-food industry
chemical and physical science technicians;broadmatch;lens and eyeglass sharpeners
lens and eyeglass sharpeners;narrowmatch;chemical and physical science technicians
optical glasses grinder;broadmatch;lens and eyeglass sharpeners
lens and eyeglass sharpeners;narrowmatch;optical glasses grinder
lens and eyeglass sharpeners;broadmatch;craft and related workers not elsewhere classified
craft and related workers not elsewhere classified;narrowmatch;lens and eyeglass sharpeners
manager / entrepreneur pest control company;broadmatch;pest and weed controllers
pest and weed controllers;narrowmatch;manager / entrepreneur pest control company
muskrat controller;broadmatch;pest and weed controllers
pest and weed controllers;narrowmatch;muskrat controller
pest controller;broadmatch;pest and weed controllers
pest and weed controllers;narrowmatch;pest controller
pest and weed controllers;broadmatch;fumigators and other pest and weed controllers
fumigators and other pest and weed controllers;narrowmatch;pest and weed controllers
product inspectors non-food industry;narrowmatch;clothing and textile industry inspector
product control officer (industry);broadmatch;product inspectors non-food industry
inspector for electronic devices and components;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;inspector for electronic devices and components
environmental and occupational health inspectors and associates;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;environmental and occupational health inspectors and associates
metal products inspector;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;metal products inspector
footwear inspector;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;footwear inspector
quality controller wood;broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;quality controller wood
quality controller process industry (higher);broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;quality controller process industry (higher)
quality control officer (graphics);broadmatch;product inspectors non-food industry
product inspectors non-food industry;narrowmatch;quality control officer (graphics)
earth drills;narrowmatch;drillmaster soil drilling and well drilling
drillmaster soil drilling and well drilling;broadmatch;earth drills
operational managers for mining and quarrying;narrowmatch;toolpusher
machine operators manufacturing textile yarns;narrowmatch;fibre processing operator
textile finishing machine operators;narrowmatch;operator, textile finishing
textile finishing machine operators;broadmatch;bleaching, dyeing and fabric cleaning machine operators
bleaching, dyeing and fabric cleaning machine operators;narrowmatch;textile finishing machine operators
confectioner (sewing);broadmatch;sewing machine operators
sewing machine operators;narrowmatch;confectioner (sewing)
upholstery seamstress;broadmatch;sewing machine operators
sewing machine operators;narrowmatch;upholstery seamstress
yarn processing operator;broadmatch;loom and knitting machine operators
loom and knitting machine operators;narrowmatch;yarn processing operator
loom and knitting machine operators;broadmatch;weaving and knitting machine operators
weaving and knitting machine operators;narrowmatch;loom and knitting machine operators
operator filament and fibre processing;broadmatch;machine operators manufacturing textile yarns
machine operators manufacturing textile yarns;narrowmatch;operator filament and fibre processing
fibre processing operator;broadmatch;machine operators manufacturing textile yarns
laundry machine operators;broadmatch;textile, fur and leather products machine operators
shoemaking and related machine operators;narrowmatch;footwear manufacturing machine operators
textile, fur and leather products machine operators;narrowmatch;laundry machine operators
shoemaking and related machine operators;broadmatch;textile, fur and leather products machine operators
textile, fur and leather products machine operators;narrowmatch;shoemaking and related machine operators
bleaching, dyeing and fabric cleaning machine operators;broadmatch;textile, fur and leather products machine operators
textile, fur and leather products machine operators;narrowmatch;bleaching, dyeing and fabric cleaning machine operators
sewing machine operators;broadmatch;textile, fur and leather products machine operators
textile, fur and leather products machine operators;narrowmatch;sewing machine operators
weaving and knitting machine operators;broadmatch;textile, fur and leather products machine operators
textile, fur and leather products machine operators;narrowmatch;weaving and knitting machine operators
fibre preparing, spinning and winding machine operators;broadmatch;textile, fur and leather products machine operators
textile, fur and leather products machine operators;narrowmatch;fibre preparing, spinning and winding machine operators
livestock and dairy producers;broadmatch;machine operators manufacturing paper and board products
machine operators manufacturing paper and board products;narrowmatch;livestock and dairy producers
cartoner;broadmatch;machine operators manufacturing paper and board products
operator, textile finishing;broadmatch;textile finishing machine operators
footwear manufacturing machine operators;broadmatch;shoemaking and related machine operators
toolpusher;broadmatch;operational managers for mining and quarrying
food and related products machine operators;narrowmatch;food industry mechanical operators
wood processing and papermaking plant operators;narrowmatch;pulp and papermaking plant operators
miller;broadmatch;food industry mechanical operators
food industry mechanical operators;narrowmatch;miller
mechanical food industry operator;broadmatch;food industry mechanical operators
food industry mechanical operators;narrowmatch;mechanical food industry operator
industrial bakery worker;broadmatch;food industry mechanical operators
food industry mechanical operators;narrowmatch;industrial bakery worker
food industry field operator;broadmatch;food industry process operators
food industry process operators;narrowmatch;food industry field operator
food industry head operator;broadmatch;food industry process operators
food industry process operators;narrowmatch;food industry head operator
food industry panel operator;broadmatch;food industry process operators
food industry process operators;narrowmatch;food industry panel operator
food industry mechanical operators;broadmatch;food and related products machine operators
food industry process operators;broadmatch;food and related products machine operators
footwear manufacturing machine operators;narrowmatch;shoe industry assistant
food and related products machine operators;narrowmatch;food industry process operators
plant manager / entrepreneur dry cleaner;broadmatch;laundry/dry cleaning managers
laundry/dry cleaning managers;narrowmatch;plant manager / entrepreneur dry cleaner
plant manager / entrepreneur laundry;broadmatch;laundry/dry cleaning managers
laundry/dry cleaning managers;narrowmatch;plant manager / entrepreneur laundry
head of chemical laundry;broadmatch;laundry/dry cleaning managers
laundry/dry cleaning managers;narrowmatch;head of chemical laundry
laundry manager;broadmatch;laundry/dry cleaning managers
laundry/dry cleaning managers;narrowmatch;laundry manager
presser/ironer;broadmatch;laundry/dry cleaning workers
laundry/dry cleaning workers;narrowmatch;presser/ironer
laundry assistant;broadmatch;laundry/dry cleaning workers
laundry/dry cleaning workers;narrowmatch;laundry assistant
shoe industry assistant;broadmatch;footwear manufacturing machine operators
machine operators manufacturing paper and board products;narrowmatch;cartoner
packaging operator inline machine;broadmatch;machine operators manufacturing paper and board products
machine operators manufacturing paper and board products;narrowmatch;packaging operator inline machine
metal finishing, plating and coating machine operators;broadmatch;metal processing and finishing plant operators
metal pickler;broadmatch;metal surface finishers
metal surface finishers;narrowmatch;metal pickler
metal surface finishers;broadmatch;metal finishing, plating and coating machine operators
metal finishing, plating and coating machine operators;narrowmatch;metal surface finishers
caster metal;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;caster metal
metal presser;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;metal presser
metal mill worker;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;metal mill worker
foundry smelter;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;foundry smelter
foundry foreman;broadmatch;metal foundry plant operators
metal foundry plant operators;narrowmatch;foundry foreman
metal processing and finishing plant operators;narrowmatch;metal finishing, plating and coating machine operators
graphical die-cutting packaging operator;broadmatch;machine operators manufacturing paper and board products
metal processing plant operators;broadmatch;metal processing and finishing plant operators
metal processing and finishing plant operators;narrowmatch;metal processing plant operators
asphalt mixer road and hydraulic engineering;broadmatch;concrete, cement and asphalt mixers
concrete, cement and asphalt mixers;narrowmatch;asphalt mixer road and hydraulic engineering
concrete mixer;broadmatch;concrete, cement and asphalt mixers
concrete, cement and asphalt mixers;narrowmatch;concrete mixer
concrete mixer boss civil engineering;broadmatch;concrete, cement and asphalt mixers
concrete, cement and asphalt mixers;narrowmatch;concrete mixer boss civil engineering
concrete, cement and asphalt mixers;broadmatch;cement, stone and other mineral products machine operators
cement, stone and other mineral products machine operators;narrowmatch;concrete, cement and asphalt mixers
directional driller;broadmatch;operational managers for mining and quarrying
operational managers for mining and quarrying;narrowmatch;directional driller
driller on- and offshore;broadmatch;operational managers for mining and quarrying
operational managers for mining and quarrying;narrowmatch;driller on- and offshore
metal surface finishers;narrowmatch;galvaniser
galvaniser;broadmatch;metal surface finishers
metal surface finishers;narrowmatch;finisher foundry
finisher foundry;broadmatch;metal surface finishers
machine operators manufacturing paper and board products;narrowmatch;graphical die-cutting packaging operator
packaging operator folding sheet technology;broadmatch;machine operators manufacturing paper and board products
machine operators manufacturing paper and board products;narrowmatch;packaging operator folding sheet technology
machine operators manufacturing paper and board products;broadmatch;paper products machine operators
paper products machine operators;narrowmatch;machine operators manufacturing paper and board products
rubber processor;broadmatch;machine operators manufacturing rubber products
machine operators manufacturing rubber products;narrowmatch;rubber processor
machine operators manufacturing rubber products;broadmatch;rubber products machine operators
rubber products machine operators;narrowmatch;machine operators manufacturing rubber products
photolaborator;broadmatch;photographic laboratory operators
photographic laboratory operators;narrowmatch;photolaborator
photolaboratory operator;broadmatch;photographic laboratory operators
photographic laboratory operators;narrowmatch;photolaboratory operator
photographic laboratory operators;broadmatch;photographic products machine operators
photographic products machine operators;narrowmatch;photographic laboratory operators
munitions assembler;broadmatch;mechanical process industry operators
mechanical process industry operators;narrowmatch;munitions assembler
process industry mechanical operator;broadmatch;mechanical process industry operators
mechanical process industry operators;narrowmatch;process industry mechanical operator
ink warehouse worker;broadmatch;mechanical process industry operators
mechanical process industry operators;narrowmatch;ink warehouse worker
coke converter;broadmatch;mechanical process industry operators
mechanical process industry operators;narrowmatch;coke converter
mechanical process industry operators;broadmatch;chemical products plant and machine operators
chemical products plant and machine operators;narrowmatch;mechanical process industry operators
photographic products machine operators;broadmatch;chemical and photographic products plant and machine operators
chemical and photographic products plant and machine operators;narrowmatch;photographic products machine operators
chemical products plant and machine operators;broadmatch;chemical and photographic products plant and machine operators
chemical and photographic products plant and machine operators;narrowmatch;chemical products plant and machine operators
underwater divers;broadmatch;other craft and related workers
other craft and related workers;narrowmatch;underwater divers
manager / entrepreneur shoe repair company;broadmatch;shoemakers and leatherworkers
food processing, wood working, garment and other craft and related trades workers;narrowmatch;wood treaters, cabinet-makers and related trades workers
butchers, fishmongers and related food preparers;narrowmatch;butchers, poulterers and fishmongers
tobacco preparers and tobacco products makers;broadmatch;food processing and related trades workers
food processing and related trades workers;narrowmatch;tobacco preparers and tobacco products makers
food and beverage tasters and graders;broadmatch;food processing and related trades workers
food processing and related trades workers;narrowmatch;food and beverage tasters and graders
bakers, pastry-cooks and confectionery makers;broadmatch;food processing and related trades workers
food processing and related trades workers;narrowmatch;bakers, pastry-cooks and confectionery makers
butchers, fishmongers and related food preparers;broadmatch;food processing and related trades workers
food processing and related trades workers;narrowmatch;butchers, fishmongers and related food preparers
other craft and related workers;broadmatch;food processing, wood working, garment and other craft and related trades workers
food processing, wood working, garment and other craft and related trades workers;narrowmatch;other craft and related workers
garment and related trades workers;broadmatch;food processing, wood working, garment and other craft and related trades workers
food processing, wood working, garment and other craft and related trades workers;narrowmatch;garment and related trades workers
wood treaters, cabinet-makers and related trades workers;broadmatch;food processing, wood working, garment and other craft and related trades workers
food processing and related trades workers;broadmatch;food processing, wood working, garment and other craft and related trades workers
butchers, fishmongers and related food preparers;narrowmatch;slaughterhouse/meat industry employees and fish processors
food processing, wood working, garment and other craft and related trades workers;narrowmatch;food processing and related trades workers
maritime communications systems technician;broadmatch;tele-communications and masts engineers
tele-communications and masts engineers;narrowmatch;maritime communications systems technician
telecommunications technician;broadmatch;tele-communications and masts engineers
tele-communications and masts engineers;narrowmatch;telecommunications technician
telematics technician;broadmatch;tele-communications and masts engineers
tele-communications and masts engineers;narrowmatch;telematics technician
radio mast technician;broadmatch;tele-communications and masts engineers
tele-communications and masts engineers;narrowmatch;radio mast technician
data communication fitter (cable worker);broadmatch;cable welders and cable workers in data distribution
cable welders and cable workers in data distribution;narrowmatch;data communication fitter (cable worker)
data communication cable welder;broadmatch;cable welders and cable workers in data distribution
cable welders and cable workers in data distribution;narrowmatch;data communication cable welder
data communication mechanic (cable worker);broadmatch;cable welders and cable workers in data distribution
butchers, poulterers and fishmongers;broadmatch;butchers, fishmongers and related food preparers
slaughterhouse/meat industry employees and fish processors;broadmatch;butchers, fishmongers and related food preparers
bread and pastry makers;narrowmatch;chocolatier
slaughterhouse/meat industry employees and fish processors;narrowmatch;exporter
bakers, pastry-cooks and confectionery makers;narrowmatch;bakery and pastry workers
bread and pastry makers;broadmatch;bakers, pastry-cooks and confectionery makers
bakers, pastry-cooks and confectionery makers;narrowmatch;bread and pastry makers
gut worker;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;gut worker
employee muslim slaughterhouse;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;employee muslim slaughterhouse
employee poultry and game slaughterhouse;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;employee poultry and game slaughterhouse
employee slaughterhouse;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;employee slaughterhouse
meat industry employee;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;meat industry employee
exporter;broadmatch;slaughterhouse/meat industry employees and fish processors
fish processor;broadmatch;slaughterhouse/meat industry employees and fish processors
butchers, poulterers and fishmongers;narrowmatch;traiteur
slaughterhouse/meat industry employees and fish processors;narrowmatch;fish processor
manager / entrepreneur islamic butcher's shop;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;manager / entrepreneur islamic butcher's shop
manager / entrepreneur kosher butcher shop;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;manager / entrepreneur kosher butcher shop
islamic butcher;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;islamic butcher
kosher butcher;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;kosher butcher
poulterer;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;poulterer
financial managers;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;financial managers
traiteur;broadmatch;butchers, poulterers and fishmongers
cable welders and cable workers in data distribution;narrowmatch;data communication mechanic (cable worker)
tele-communications and masts engineers;broadmatch;information and communications technology installers and servicers
information and communications technology installers and servicers;narrowmatch;tele-communications and masts engineers
rail signalling mechanic;broadmatch;ship, train and infrastructure electricians
overhead line inspector (trolleybus, tram, train);broadmatch;electricity network mechanics
electricity network mechanics;narrowmatch;overhead line inspector (trolleybus, tram, train)
electricity network mechanics;broadmatch;electrical line installers and repairers
electrical line installers and repairers;narrowmatch;electricity network mechanics
lift technician;broadmatch;lift engineers and electric motors
lift engineers and electric motors;narrowmatch;lift technician
lift mechanic;broadmatch;lift engineers and electric motors
lift engineers and electric motors;narrowmatch;lift mechanic
electric motor mechanic;broadmatch;lift engineers and electric motors
lift engineers and electric motors;narrowmatch;electric motor mechanic
white goods mechanic;broadmatch;electricians domestic appliances
electricians domestic appliances;narrowmatch;white goods mechanic
electrician for tunnels, bridges and locks;broadmatch;ship, train and infrastructure electricians
ship, train and infrastructure electricians;narrowmatch;electrician for tunnels, bridges and locks
ship, train and infrastructure electricians;narrowmatch;rail signalling mechanic
cable welders and cable workers in data distribution;broadmatch;information and communications technology installers and servicers
ship's electrician;broadmatch;ship, train and infrastructure electricians
ship, train and infrastructure electricians;narrowmatch;ship's electrician
electric rail vehicle mechanic;broadmatch;ship, train and infrastructure electricians
ship, train and infrastructure electricians;narrowmatch;electric rail vehicle mechanic
foreman technical service electrician;broadmatch;technical service staff (electrotechnical)
technical service staff (electrotechnical);narrowmatch;foreman technical service electrician
employee technical department electrotechnical;broadmatch;technical service staff (electrotechnical)
technical service staff (electrotechnical);narrowmatch;employee technical department electrotechnical
assistant technician assembly (low current);broadmatch;security systems mechanics
security systems mechanics;narrowmatch;assistant technician assembly (low current)
security systems technician;broadmatch;security systems mechanics
security systems mechanics;narrowmatch;security systems technician
lightning protection technician;broadmatch;security systems mechanics
security systems mechanics;narrowmatch;lightning protection technician
electricity network mechanics;narrowmatch;medium- and high-voltage installation technician
medium- and high-voltage installation technician;broadmatch;electricity network mechanics
electricity network mechanics;narrowmatch;low and medium voltage mains engineer (cable worker)
low and medium voltage mains engineer (cable worker);broadmatch;electricity network mechanics
information and communications technology installers and servicers;narrowmatch;cable welders and cable workers in data distribution
ground mechanic avionic;broadmatch;aircraft mechanics (electrotechnical)
aircraft mechanics (electrotechnical);narrowmatch;ground mechanic avionic
aircraft electrician;broadmatch;aircraft mechanics (electrotechnical)
aircraft mechanics (electrotechnical);narrowmatch;aircraft electrician
aircraft mechanic avionic;broadmatch;aircraft mechanics (electrotechnical)
aircraft mechanics (electrotechnical);narrowmatch;aircraft mechanic avionic
chief consumer electronics mechanic;broadmatch;electronics mechanics
electronics mechanics;narrowmatch;chief consumer electronics mechanic
office machinist;broadmatch;electronics mechanics
electronics mechanics;narrowmatch;office machinist
consumer electronics technician;broadmatch;electronics mechanics
electronics mechanics;narrowmatch;consumer electronics technician
information and communications technology installers and servicers;broadmatch;electronics and telecommunications installers and repairers
electronics and telecommunications installers and repairers;narrowmatch;information and communications technology installers and servicers
electronics mechanics and servicers;broadmatch;electronics and telecommunications installers and repairers
electronics and telecommunications installers and repairers;narrowmatch;electronics mechanics and servicers
assembly assistant technician (high-voltage);broadmatch;electricity network mechanics
electricity network mechanics;narrowmatch;assembly assistant technician (high-voltage)
main mechanic low- and medium-voltage networks (cable worker);broadmatch;electricity network mechanics
electricity network mechanics;narrowmatch;main mechanic low- and medium-voltage networks (cable worker)
electricity mains mechanic;broadmatch;electricity network mechanics
electricity network mechanics;narrowmatch;electricity mains mechanic
main mechanic low- and high-voltage installations;broadmatch;electricity network mechanics
electricity network mechanics;narrowmatch;main mechanic low- and high-voltage installations
overhead line engineer (trolleybus, tram, train);broadmatch;electricity network mechanics
electricity network mechanics;narrowmatch;overhead line engineer (trolleybus, tram, train)
electricity network engineer;broadmatch;electricity network mechanics
electricity network mechanics;narrowmatch;electricity network engineer
bakery and pastry workers;broadmatch;bakers, pastry-cooks and confectionery makers
chocolatier;broadmatch;bread and pastry makers
shoemakers and leatherworkers;narrowmatch;manager / entrepreneur shoe repair company
tailors, costume makers and milliners;broadmatch;tailors, dressmakers, furriers and hatters
head of stage/costume workshop;broadmatch;tailors, costume makers and milliners
tailors, costume makers and milliners;narrowmatch;head of stage/costume workshop
costumière theatre / film / television;broadmatch;tailors, costume makers and milliners
tailors, costume makers and milliners;narrowmatch;costumière theatre / film / television
dressmaker;broadmatch;tailors, costume makers and milliners
tailors, costume makers and milliners;narrowmatch;dressmaker
tailor;broadmatch;tailors, costume makers and milliners
tailors, costume makers and milliners;narrowmatch;tailor
clothing repair worker / alteration atelier;broadmatch;tailors, costume makers and milliners
tailors, costume makers and milliners;narrowmatch;clothing repair worker / alteration atelier
model maker ready-to-wear;broadmatch;tailors, costume makers and milliners
tailors, costume makers and milliners;narrowmatch;model maker ready-to-wear
modinette;broadmatch;tailors, costume makers and milliners
tailors, costume makers and milliners;narrowmatch;modinette
tailors, dressmakers, furriers and hatters;narrowmatch;tailors, costume makers and milliners
pattern designers and production planners for ready-to-wear clothing;broadmatch;garment and related pattern-makers and cutters
shoemakers and related workers;broadmatch;garment and related trades workers
garment and related trades workers;narrowmatch;shoemakers and related workers
pelt dressers, tanners and fellmongers;broadmatch;garment and related trades workers
garment and related trades workers;narrowmatch;pelt dressers, tanners and fellmongers
upholsterers and related workers;broadmatch;garment and related trades workers
garment and related trades workers;narrowmatch;upholsterers and related workers
sewing, embroidery and related workers;broadmatch;garment and related trades workers
garment and related trades workers;narrowmatch;sewing, embroidery and related workers
garment and related pattern-makers and cutters;broadmatch;garment and related trades workers
garment and related trades workers;narrowmatch;garment and related pattern-makers and cutters
tailors, dressmakers, furriers and hatters;broadmatch;garment and related trades workers
garment and related trades workers;narrowmatch;tailors, dressmakers, furriers and hatters
chief machinist;broadmatch;carpenters and joiners, machine fitters
carpenters and joiners, machine fitters;narrowmatch;chief machinist
garment and related pattern-makers and cutters;narrowmatch;pattern designers and production planners for ready-to-wear clothing
pattern designers and production planners for ready-to-wear clothing;narrowmatch;footwear pattern maker
bread and pastry makers;narrowmatch;manager of chocolate business
furniture upholsterer;broadmatch;furniture and vehicle upholsterers
leatherworker;broadmatch;shoemakers and leatherworkers
shoemakers and leatherworkers;narrowmatch;leatherworker
bespoke shoemaker;broadmatch;shoemakers and leatherworkers
shoemakers and leatherworkers;narrowmatch;bespoke shoemaker
shoe repair worker;broadmatch;shoemakers and leatherworkers
shoemakers and leatherworkers;narrowmatch;shoe repair worker
orthopaedic shoemaker;broadmatch;shoemakers and leatherworkers
shoemakers and leatherworkers;narrowmatch;orthopaedic shoemaker
shoemakers and leatherworkers;broadmatch;shoemakers and related workers
shoemakers and related workers;narrowmatch;shoemakers and leatherworkers
leather industry assistant;broadmatch;furriers and tanners
furriers and tanners;narrowmatch;leather industry assistant
furriers and tanners;broadmatch;pelt dressers, tanners and fellmongers
pelt dressers, tanners and fellmongers;narrowmatch;furriers and tanners
furniture and vehicle upholsterers;narrowmatch;furniture upholsterer
footwear pattern maker;broadmatch;pattern designers and production planners for ready-to-wear clothing
vehicle upholsterer;broadmatch;furniture and vehicle upholsterers
furniture and vehicle upholsterers;narrowmatch;vehicle upholsterer
furniture and vehicle upholsterers;broadmatch;upholsterers and related workers
upholsterers and related workers;narrowmatch;furniture and vehicle upholsterers
drapery workshop assistant;broadmatch;curtain, sail and awning makers
curtain, sail and awning makers;narrowmatch;drapery workshop assistant
sail and tent maker;broadmatch;curtain, sail and awning makers
curtain, sail and awning makers;narrowmatch;sail and tent maker
sunshade maker;broadmatch;curtain, sail and awning makers
curtain, sail and awning makers;narrowmatch;sunshade maker
production preparation assistant (clothing industry);broadmatch;pattern designers and production planners for ready-to-wear clothing
pattern designers and production planners for ready-to-wear clothing;narrowmatch;production preparation assistant (clothing industry)
pattern maker clothing;broadmatch;pattern designers and production planners for ready-to-wear clothing
pattern designers and production planners for ready-to-wear clothing;narrowmatch;pattern maker clothing
cnc machine woodworking machine operator;broadmatch;carpenters and joiners, machine fitters
carpenters and joiners, machine fitters;narrowmatch;cnc machine woodworking machine operator
cnc machine tool programmer;broadmatch;carpenters and joiners, machine fitters
bakery and pastry workers;narrowmatch;bakery employee
wood treaters, cabinet-makers and related trades workers;narrowmatch;wood treaters
cigar maker;broadmatch;tobacco workers and tobacco product manufacturers
tobacco workers and tobacco product manufacturers;narrowmatch;cigar maker
tobacco workers and tobacco product manufacturers;broadmatch;tobacco preparers and tobacco products makers
tobacco preparers and tobacco products makers;narrowmatch;tobacco workers and tobacco product manufacturers
food industry quality controller (higher);broadmatch;food and beverage product inspectors
food and beverage product inspectors;narrowmatch;food industry quality controller (higher)
food and beverage product inspectors;broadmatch;food and beverage tasters and graders
food and beverage tasters and graders;narrowmatch;food and beverage product inspectors
pastry cook;broadmatch;bakery and pastry workers
bakery and pastry workers;narrowmatch;pastry cook
bakery and pastry associate;broadmatch;bakery and pastry workers
bakery and pastry workers;narrowmatch;bakery and pastry associate
bakery employee;broadmatch;bakery and pastry workers
chocolate preparation assistant;broadmatch;bakery and pastry workers
carpenters and joiners, machine fitters;narrowmatch;cnc machine tool programmer
bakery and pastry workers;narrowmatch;chocolate preparation assistant
all-round confectioner;broadmatch;bread and pastry makers
bread and pastry makers;narrowmatch;all-round confectioner
all-round bread and pastry baker;broadmatch;bread and pastry makers
bread and pastry makers;narrowmatch;all-round bread and pastry baker
all-round bread baker;broadmatch;bread and pastry makers
bread and pastry makers;narrowmatch;all-round bread baker
production manager / entrepreneur bakery;broadmatch;bread and pastry makers
bread and pastry makers;narrowmatch;production manager / entrepreneur bakery
bakery and confectionery manager / entrepreneur;broadmatch;bread and pastry makers
bread and pastry makers;narrowmatch;bakery and confectionery manager / entrepreneur
bakery manager/entrepreneur;broadmatch;bread and pastry makers
bread and pastry makers;narrowmatch;bakery manager/entrepreneur
manager of chocolate business;broadmatch;bread and pastry makers
wood treaters;broadmatch;wood treaters, cabinet-makers and related trades workers
wood treaters, cabinet-makers and related trades workers;narrowmatch;cabinet-makers and related workers
cabinet-makers and related workers;broadmatch;wood treaters, cabinet-makers and related trades workers
wood treaters, cabinet-makers and related trades workers;narrowmatch;woodworking-machine tool setters and operators
woodworking machine setter;broadmatch;carpenters and joiners, machine fitters
carpenters and joiners, machine fitters;narrowmatch;woodworking machine setter
machine carpenter;broadmatch;carpenters and joiners, machine fitters
carpenters and joiners, machine fitters;narrowmatch;machine carpenter
machine joiner;broadmatch;carpenters and joiners, machine fitters
carpenters and joiners, machine fitters;narrowmatch;machine joiner
furniture industry assembly foreman;broadmatch;carpenters and joiners, machine fitters
carpenters and joiners, machine fitters;narrowmatch;furniture industry assembly foreman
carpenters and joiners, machine fitters;broadmatch;woodworking-machine tool setters and operators
woodworking-machine tool setters and operators;narrowmatch;carpenters and joiners, machine fitters
craftsman framer;broadmatch;craft joiners and carpenters
craft joiners and carpenters;narrowmatch;craftsman framer
craftsman furniture maker;broadmatch;craft joiners and carpenters
craft joiners and carpenters;narrowmatch;craftsman furniture maker
bodywork builder (wood);broadmatch;craft joiners and carpenters
craft joiners and carpenters;narrowmatch;bodywork builder (wood)
model builder;broadmatch;craft joiners and carpenters
craft joiners and carpenters;narrowmatch;model builder
furniture restorer;broadmatch;craft joiners and carpenters
craft joiners and carpenters;narrowmatch;furniture restorer
craft joiners and carpenters;broadmatch;cabinet-makers and related workers
cabinet-makers and related workers;narrowmatch;craft joiners and carpenters
wood dryer;broadmatch;wood treaters
wood treaters;narrowmatch;wood dryer
wood veneer;broadmatch;wood treaters
wood treaters;narrowmatch;wood veneer
wood preserver;broadmatch;wood treaters
wood treaters;narrowmatch;wood preserver
woodworking-machine tool setters and operators;broadmatch;wood treaters, cabinet-makers and related trades workers
pulp and papermaking plant operators;broadmatch;wood processing and papermaking plant operators
wood processing and papermaking plant operators;narrowmatch;wood processing plant operators
