head;tail;relation
stage ii vaginal cancer ajcc v8;stage ii vaginal cancer;exactmatch
recurrent soft tissue sarcoma;recurrent soft tissue sarcoma;exactmatch
refractory soft tissue sarcoma;refractory soft tissue sarcoma;exactmatch
hhv8-positive diffuse large b-cell lymphoma, not otherwise specified;hhv8-positive dlbcl, nos;exactmatch
immunoglobulin domain;immunoglobulin domain;exactmatch
refractory b-cell lymphoma, unclassifiable, with features intermediate between diffuse large b-cell lymphoma and classic hodgkin lymphoma;refractory b-cell lymphoma, unclassifiable, with features intermediate between diffuse large b-cell lymphoma and classic hodgkin lymphoma;exactmatch
recurrent central nervous system lymphoma;recurrent central nervous system lymphoma;exactmatch
refractory central nervous system lymphoma;refractory central nervous system lymphoma;exactmatch
recurrent testicular lymphoma;recurrent testicular lymphoma;exactmatch
refractory testicular lymphoma;refractory testicular lymphoma;exactmatch
recurrent breast lymphoma;recurrent breast lymphoma;exactmatch
refractory breast lymphoma;refractory breast lymphoma;exactmatch
recurrent intravascular large b-cell lymphoma;recurrent intravascular b-cell lymphoma;exactmatch
refractory intravascular large b-cell lymphoma;refractory intravascular b-cell lymphoma;exactmatch
recurrent primary cutaneous diffuse large b-cell lymphoma, leg type;recurrent primary cutaneous diffuse large b-cell lymphoma, leg type;exactmatch
refractory primary cutaneous diffuse large b-cell lymphoma, leg type;refractory primary cutaneous diffuse large b-cell lymphoma, leg type;exactmatch
blasts under 30 percent of bone marrow nucleated cells;blasts less than 30 percent of bone marrow nucleated cells;exactmatch
nucleosome core particle;core particle;exactmatch
high grade b-cell lymphoma;hgbl;exactmatch
hyperphenylalaninemia, bh4-deficient a;6-pyruvoyl tetrahydropterin synthase deficiency;exactmatch
hyperphenylalaninemia, bh4-deficient c;dihydropteridine reductase deficiency;exactmatch
vici syndrome;vicis;exactmatch
acute chest syndrome;acs;exactmatch
in situ follicular neoplasia;flis;exactmatch
recurrent abdominal neuroendocrine neoplasm;recurrent abdominal neuroendocrine neoplasm;exactmatch
refractory abdominal neuroendocrine neoplasm;refractory abdominal neuroendocrine neoplasm;exactmatch
duodenal-type follicular lymphoma;duodenal-type follicular lymphoma;exactmatch
predominantly diffuse follicular lymphoma with 1p36 deletion;predominantly diffuse follicular lymphoma with 1p36 deletion;exactmatch
in situ mantle cell neoplasia;ismcn;exactmatch
leukemic nonnodal mantle cell lymphoma;leukemic nonnodal mantle cell lymphoma;exactmatch
high grade b-cell lymphoma with myc and bcl2 and/or bcl6 rearrangements;hgbl with myc and bcl2 and/or bcl6 rearrangements;exactmatch
p21 ras protein;transforming protein p21;exactmatch
s phase process;s phase;exactmatch
nf1 gene;nf1;exactmatch
chronic laryngitis;chronic laryngitis;exactmatch
acute lymphadenitis;acute lymphadenitis;exactmatch
juvenile chronic polyarthritis;juvenile chronic polyarthritis;exactmatch
intervertebral disc degenerative disorder;intervertebral disc degeneration;exactmatch
infectious myositis;infectious myositis;exactmatch
interstitial myositis;interstitial myositis;exactmatch
polyarticular arthritis;polyarthritis;exactmatch
allergic contact dermatitis;allergic contact dermatitis;exactmatch
sarcomatoid carcinoma;carcinoma, spindle cell, malignant;exactmatch
spindle cell sarcoma;spindle cell sarcoma;exactmatch
interstitial pneumonia;interstitial pneumonia;exactmatch
spitz nevus;benign juvenile melanoma;exactmatch
chronic cystitis;chronic cystitis;exactmatch
keratopathy;keratopathy;exactmatch
granulomatous hepatitis;granulomatous hepatitis;exactmatch
submandibular lymphadenitis;submandibular lymphadenitis;exactmatch
acquired hemangioma;acquired hemangioma;exactmatch
male reproductive system disorder;disorder of male reproductive system;exactmatch
female reproductive system disorder;female reproductive system disease;exactmatch
collagenous colitis;collagenous colitis;exactmatch
acute endometritis;acute endometritis;exactmatch
selective immunoglobulin g subclass deficiency;selective immunoglobulin g subclass deficiency;exactmatch
ischemic neuropathy;ischemic neuropathy;exactmatch
talc pneumoconiosis;talc pneumoconiosis;exactmatch
candida esophagitis;candida esophagitis;exactmatch
autoimmune hepatitis;autoimmune hepatitis;exactmatch
pancreatic neuroendocrine neoplasm;pancreatic endocrine neoplasm;exactmatch
alk tyrosine kinase receptor;alk;exactmatch
alcoholic gastritis;alcoholic gastritis;exactmatch
mixed hearing loss;mixed conductive and sensorineural deafness;exactmatch
nerve paralysis;nerve paralysis;exactmatch
external ear disorder;external ear disorder;exactmatch
polymyositis;polymyositis;exactmatch
alcoholic polyneuropathy;alcoholic polyneuropathy;exactmatch
chronic gastritis;chronic gastritis;exactmatch
chronic prostatitis;chronic prostatitis;exactmatch
hypogammaglobulinemia;hypogammaglobulinemia;exactmatch
acute cystitis;acute cystitis;exactmatch
cervical lymphadenitis;cervical lymphadenitis;exactmatch
cranial nerve palsy;cranial nerve palsy;exactmatch
thyroid gland atrophy;thyroid atrophy;exactmatch
gamma-glutamyltransferase increased;ggt increased;exactmatch
vaginal hemorrhage;vaginal hemorrhage;exactmatch
aspartate aminotransferase increased;aspartate aminotransferase increased;exactmatch
alanine aminotransferase increased;alanine aminotransferase increased;exactmatch
esophageal ulcer;esophageal ulcer;exactmatch
polyneuropathy;polyneuropathy;exactmatch
trigeminal nerve disorder;trigeminal nerve disorder;exactmatch
accessory nerve disorder;accessory nerve disorder;exactmatch
hypoglossal nerve disorder;disorder of xii nerve;exactmatch
familial polycythemia;familial polycythemia;exactmatch
hodgkin's paragranuloma;hodgkin's paragranuloma;exactmatch
thymus disorder;thymus disorder;exactmatch
selective iga immunodeficiency;selective iga immunodeficiency;exactmatch
chronic lymphadenitis;chronic lymphadenitis;exactmatch
retinal detachment and defect;retinal detachment and defect;exactmatch
corneal abscess;corneal abscess;exactmatch
bullous keratopathy;bullous keratopathy;exactmatch
dacryoadenitis;dacryoadenitis;exactmatch
autonomic neuropathy;autonomic neuropathy;exactmatch
spongiotic dermatitis;spongiotic dermatitis;exactmatch
nf2 gene;nf2;exactmatch
degenerative disorder;degenerative disease;exactmatch
stage 0 squamous cell carcinoma;carcinoma, squamous cell, in situ, malignant;exactmatch
cylindroma;cylindroma;exactmatch
nonpigmented nevus;nonpigmented nevus;exactmatch
undifferentiated (embryonal) sarcoma;embryonal sarcoma;exactmatch
nasal cavity disorder;nasal cavity disease;exactmatch
localized pulmonary fibrosis;localized pulmonary fibrosis;exactmatch
eosinophilic esophagitis;eosinophilic esophagitis;exactmatch
bacterial esophagitis;bacterial esophagitis;exactmatch
fungal esophagitis;fungal esophagitis;exactmatch
viral esophagitis;viral esophagitis;exactmatch
colitis of indeterminate type;colitis of indeterminate type;exactmatch
pituitary gland infarction;pituitary gland infarction;exactmatch
proliferating pilar tumor;pilar cyst;exactmatch
benign cutaneous vascular neoplasm;benign cutaneous vascular neoplasm;exactmatch
early gastric cancer;egc;exactmatch
trichoblastoma;brooke's tumor;exactmatch
hematopoietic and lymphoid cell neoplasm;hemolymphoreticular tumor, malignant;exactmatch
suppurative lymphadenitis;suppurative lymphadenitis;exactmatch
peritoneal hemorrhage;hemoperitoneum;exactmatch
selective igg immunodeficiency;selective igg immunodeficiency;exactmatch
selective ige immunodeficiency;selective ige immunodeficiency;exactmatch
selective igd immunodeficiency;selective igd immunodeficiency;exactmatch
t-cell immunodeficiency;t-cell immunodeficiency;exactmatch
hemophilia a;factor viii deficiency;exactmatch
lymphocytic colitis;lymphocytic colitis;exactmatch
ureter disorder;ureter disease;exactmatch
irritant contact dermatitis;irritant contact dermatitis;exactmatch
malignant spindle cell neoplasm;malignant spindle cell neoplasm;exactmatch
verruca vulgaris;common wart;exactmatch
hypereosinophilic syndrome;hypereosinophilic syndrome;exactmatch
sarcomatoid squamous cell carcinoma;epidermoid spindle cell carcinoma;exactmatch
hemophilic arthritis;hemophilic arthritis;exactmatch
soft tissue disorder;soft tissue disease;exactmatch
acute respiratory failure;acute respiratory failure;exactmatch
eosinophilic endomyocardial disease;eosinophilic endomyocardial disease;exactmatch
congenital eyelid malformation;congenital eyelid malformation;exactmatch
congenital eyelid ptosis;congenital eyelid ptosis;exactmatch
lymphocytic gastritis;lymphocytic gastritis;exactmatch
eosinophilic gastritis;eosinophilic gastritis;exactmatch
eosinophilic colitis;eosinophilic colitis;exactmatch
rectal hemorrhage;rectal hemorrhage;exactmatch
uremic neuropathy;uremic neuropathy;exactmatch
acute cervicitis;acute cervicitis;exactmatch
chronic cervicitis;chronic cervicitis;exactmatch
leukoencephalopathy;leukoencephalopathy;exactmatch
peroneal nerve paralysis;nerve palsy, peroneal;exactmatch
demyelinating polyneuropathy;demyelinating polyneuropathy;exactmatch
toxic polyneuropathy;toxic polyneuropathy;exactmatch
middle ear disorder;middle ear disorder;exactmatch
pituitary gland necrosis;pituitary gland necrosis;exactmatch
endocrine pancreas disorder;endocrine pancreas disease;exactmatch
diabetic autonomic neuropathy;diabetic autonomic neuropathy;exactmatch
polycythemia neonatorum;neonatal polycythemia;exactmatch
reticular dysgenesis;reticular dysgenesis;exactmatch
transient hypogammaglobulinemia of infancy;thi;exactmatch
tuberculous ascites;tuberculous ascites;exactmatch
refractory anemia with excess blasts in transformation;raeb-t;exactmatch
juvenile pilocytic astrocytoma;juvenile pilocytic astrocytoma;exactmatch
liver failure;hepatic failure;exactmatch
encephalopathy;encephalopathy;exactmatch
lymphosarcoma;lymphosarcoma;exactmatch
radiation-related leukemia;radiation-induced leukemia;exactmatch
leukopenia;leukocytopenia;exactmatch
lichen sclerosus et atrophicus;lichen sclerosus et atrophicus;exactmatch
lip disorder;lip disease;exactmatch
cutaneous lupus erythematosus;cutaneous lupus erythematosus;exactmatch
discoid lupus erythematosus;dle;exactmatch
lymphadenitis;adenitis;exactmatch
lymphogranuloma venereum;lymphogranuloma venereum;exactmatch
mediastinal disorder;mediastinal disease;exactmatch
mediastinitis;mediastinitis;exactmatch
meningitis;meningitis;exactmatch
menorrhagia;menorrhagia;exactmatch
mesenteric lymphadenitis;mesenteric lymphadenitis;exactmatch
mycobacterial infection;mycobacterial infection;exactmatch
myelitis;myelitis;exactmatch
nephritis;nephritis;exactmatch
interstitial nephritis;interstitial nephritis;exactmatch
nervous system disorder;disorder of nervous system;exactmatch
nutritional disorder;nutritional disorder;exactmatch
osteogenesis imperfecta;osteogenesis imperfecta;exactmatch
osteomalacia;osteomalacia;exactmatch
bone infection;bone infection;exactmatch
osteopetrosis;osteopetrosis;exactmatch
ovarian disorder;ovarian disease;exactmatch
pancreatic disorder;pancreatic disorder;exactmatch
paranasal sinus disorder;paranasal sinus disease;exactmatch
parathyroid gland disorder;parathyroid gland disease;exactmatch
parkinson's disease;parkinson disease;exactmatch
progressive multifocal leukoencephalopathy;pml;exactmatch
acute eosinophilic leukemia;acute eosinophilic leukemia;exactmatch
hiv-associated nephropathy;aids-associated nephropathy;exactmatch
lens disorder;lens disorder;exactmatch
fallopian tube disorder;fallopian tube disease;exactmatch
feminization;feminization;exactmatch
gastritis;gastritis;exactmatch
gastroesophageal reflux disease;gerd;exactmatch
glaucoma;glaucoma;exactmatch
glomerulonephritis;glomerulonephritis;exactmatch
goiter;goiter;exactmatch
gonadal disorder;disorder of gonads;exactmatch
gonococcal urethritis;gc urethritis;exactmatch
chronic granulomatous disease;cgd;exactmatch
granulomatous prostatitis;granulomatous prostatitis;exactmatch
acute infective polyneuritis;acute infective polyneuritis;exactmatch
hemorrhage;bleeding;exactmatch
hemorrhoid;hemorrhoid;exactmatch
liver veno-occlusive disease;hepatic veno-occlusive disease;exactmatch
hydronephrosis;hydronephrosis;exactmatch
hypophosphatasia;hypophosphatasia;exactmatch
antigen;antigen;exactmatch
hypothyroidism;hypothyroidism;exactmatch
intestinal disorder;intestinal disorder;exactmatch
creutzfeldt-jakob disease;cjd;exactmatch
keratitis;keratitis;exactmatch
keratoconus;keratoconus;exactmatch
acute renal failure;aki;exactmatch
lacrimal system disorder;disorder of lacrimal system;exactmatch
laryngeal disorder;laryngeal disease;exactmatch
laryngitis;laryngeal inflammation;exactmatch
penile disorder;penile disease;exactmatch
polyarteritis nodosa;classic polyarteritis nodosa;exactmatch
peritoneal disorder;peritoneal disease;exactmatch
peritonitis;peritonitis;exactmatch
sialadenitis;sialadenitis;exactmatch
sjogren syndrome;sjogren syndrome;exactmatch
testicular torsion;testicular torsion;exactmatch
stomach disorder;stomach disorder;exactmatch
stomatitis;mucositis oral;exactmatch
testicular disorder;testicular disease;exactmatch
thrombosis;thrombosis;exactmatch
thymic cyst;thymic cyst;exactmatch
thyroid gland disorder;thyroid gland disease;exactmatch
thyroiditis;thyroiditis;exactmatch
tuberculous laryngitis;tuberculous laryngitis;exactmatch
lymph node tuberculosis;lymph node tuberculosis;exactmatch
tuberculous pleuritis;tuberculosis of pleura;exactmatch
pulmonary tuberculosis;lung tb;exactmatch
turner syndrome;45,x gonadal dysgenesis;exactmatch
erythema;erythema;exactmatch
urethra disorder;urethra disease;exactmatch
urethritis;urethritis;exactmatch
urinary frequency;frequency, urinary;exactmatch
uterine disorder;uterine disease;exactmatch
uveal disorder;uveal disease;exactmatch
uveitis;uveitis;exactmatch
vaginal disorder;vaginal disease;exactmatch
vaginitis;vaginal inflammation;exactmatch
vasculitis;vasculitis;exactmatch
verruca plantaris;plantar wart;exactmatch
vitiligo;vitiligo;exactmatch
salpingitis;salpingitis;exactmatch
salivary gland disorder;salivary gland disease;exactmatch
rickets;rickets;exactmatch
stein-leventhal syndrome;pcos;exactmatch
pharyngeal disorder;pharyngeal disorder;exactmatch
pharyngitis;pharyngitis;exactmatch
phimosis;phimosis;exactmatch
pituitary gland apoplexy;pituitary apoplexy;exactmatch
pituitary gland disorder;pituitary gland disease;exactmatch
pityriasis rosea;pityriasis rosea;exactmatch
placenta accreta;placenta accreta;exactmatch
placenta disorder;placenta disease;exactmatch
placenta previa;placenta previa;exactmatch
pleural disorder;pleural disease;exactmatch
pleuritis;pleurisy;exactmatch
pneumoconiosis;pneumoconiosis;exactmatch
polycythemia;polycythemia;exactmatch
retroperitoneal fibrosis;retroperitoneal fibrosis;exactmatch
polyneuritis;polyneuritis;exactmatch
prostate disorder;prostate disease;exactmatch
prostatitis;prostatitis;exactmatch
kimura disease;kimura disease;exactmatch
pulmonary edema;edema, pulmonary;exactmatch
pulmonary fibrosis;pulmonary fibrosis;exactmatch
thrombocytopenic purpura;thrombocytopenic purpura;exactmatch
respiratory system disorder;disorder of respiratory system;exactmatch
respiratory failure;failure, respiratory;exactmatch
infectious lung disorder;infectious lung disease;exactmatch
retinal detachment;detached retina;exactmatch
retinal disorder;retinal disease;exactmatch
lupus erythematosus;lupus;exactmatch
lumbar disc degenerative disorder;lumbar disc degeneration;exactmatch
thoracic disc degenerative disorder;thoracic disc degeneration;exactmatch
small intestinal burkitt lymphoma;primary small intestinal burkitt's lymphoma;exactmatch
colon mantle cell lymphoma;colon mantle cell lymphoma;exactmatch
ampulla of vater tubulovillous adenoma;ampulla of vater tubulovillous adenoma;exactmatch
adenoma of the colon with intramucosal adenocarcinoma;adenoma of colon with intramucosal adenocarcinoma;exactmatch
ampulla of vater clear cell adenocarcinoma;ampulla of vater clear cell adenocarcinoma;exactmatch
ampulla of vater mucinous adenocarcinoma;ampulla of vater mucinous adenocarcinoma;exactmatch
ampulla of vater squamous cell carcinoma;ampulla of vater squamous cell carcinoma;exactmatch
ampulla of vater adenosquamous carcinoma;ampulla of vater adenosquamous carcinoma;exactmatch
ampulla of vater undifferentiated carcinoma;ampulla of vater undifferentiated carcinoma;exactmatch
esophageal verrucous carcinoma;esophageal verrucous cancer;exactmatch
esophageal adenosquamous carcinoma;esophageal adenosquamous cancer;exactmatch
esophageal undifferentiated carcinoma;esophageal undifferentiated carcinoma;exactmatch
esophageal squamous intraepithelial neoplasia;esophageal squamous dysplasia;exactmatch
esophageal glandular intraepithelial neoplasia;esophageal glandular dysplasia;exactmatch
esophageal high grade intraepithelial neoplasia;esophageal high grade intraepithelial neoplasia;exactmatch
high grade esophageal squamous intraepithelial neoplasia;esophageal high-grade squamous intraepithelial neoplasia;exactmatch
low grade esophageal squamous intraepithelial neoplasia;esophageal low grade squamous intraepithelial neoplasia;exactmatch
low grade esophageal glandular intraepithelial neoplasia;esophageal low grade glandular intraepithelial neoplasia;exactmatch
high grade esophageal glandular intraepithelial neoplasia;esophageal high-grade glandular intraepithelial neoplasia;exactmatch
esophageal gastrointestinal stromal tumor;esophageal gist;exactmatch
benign gastric soft tissue neoplasm;benign gastric soft tissue neoplasm;exactmatch
malignant gastric soft tissue neoplasm;malignant gastric soft tissue neoplasm;exactmatch
gastric mantle cell lymphoma;gastric mantle cell lymphoma;exactmatch
small intestinal mantle cell lymphoma;mantle cell lymphoma of small intestine;exactmatch
gastric enterochromaffin cell serotonin-producing neuroendocrine tumor;gastric ec cell serotonin-producing net;exactmatch
gastric gastrin-producing neuroendocrine tumor;gastric gastrin producing tumor;exactmatch
appendix l-cell glucagon-like peptide-producing neuroendocrine tumor;appendiceal l-cell glucagon-like peptide-producing net;exactmatch
colon enterochromaffin cell serotonin-producing neuroendocrine tumor;colon enterochromaffin cell serotonin-producing neuroendocrine tumor;exactmatch
small intestinal atypical burkitt/burkitt-like lymphoma;primary small intestinal atypical burkitt's/burkitt's-like lymphoma;exactmatch
metastatic carcinoma in the lung;metastatic carcinoma in the lung;exactmatch
childhood desmoplastic small round cell tumor;childhood desmoplastic small round cell tumor;exactmatch
duodenal somatostatin-producing neuroendocrine tumor;duodenal somatostatin producing tumor;exactmatch
childhood mesenchymal chondrosarcoma;childhood mesenchymal chondrosarcoma;exactmatch
adult mesenchymal chondrosarcoma;adult mesenchymal chondrosarcoma;exactmatch
childhood extraskeletal osteosarcoma;childhood extraosseous osteosarcoma;exactmatch
childhood myxoid chondrosarcoma;childhood myxoid chondrosarcoma;exactmatch
adult myxoid chondrosarcoma;adult myxoid chondrosarcoma;exactmatch
thyroid gland adenocarcinoma;thyroid adenocarcinoma;exactmatch
metastatic carcinoma in the adrenal cortex;metastatic carcinoma in the adrenal cortex;exactmatch
peritoneal carcinomatosis;abdominal carcinomatosis;exactmatch
meningeal carcinomatosis;carcinomatosis of the meninges;exactmatch
pleural carcinomatosis;carcinomatosis of the pleura;exactmatch
pericardial carcinomatosis;carcinomatosis of the pericardium;exactmatch
scirrhous hepatocellular carcinoma;scirrhous hepatocellular cancer;exactmatch
carcinoma arising in nasal papillomatosis;carcinoma arising in nasal papillomatosis;exactmatch
ovarian small cell carcinoma;ovarian small cell cancer;exactmatch
metastatic ovarian small cell carcinoma, hypercalcemic type;metastatic ovarian small cell carcinoma, hypercalcemic type;exactmatch
pituitary gland basophil carcinoma;basophil adenocarcinoma;exactmatch
parathyroid gland oncocytic adenoma;parathyroid gland oncocytic adenoma;exactmatch
vaginal melanoma;melanoma of vagina;exactmatch
extraosseous/peripheral ameloblastoma;extraosseous ameloblastoma;exactmatch
adult spinal cord ependymoma;adult spinal cord ependymoma;exactmatch
adult central nervous system mature teratoma;adult central nervous system mature teratoma;exactmatch
adult central nervous system immature teratoma;adult central nervous system immature teratoma;exactmatch
adult central nervous system mixed germ cell tumor;adult central nervous system mixed germ cell tumor;exactmatch
childhood central nervous system mixed germ cell tumor;central nervous system mixed germ cell tumor;exactmatch
childhood central nervous system mature teratoma;childhood central nervous system mature teratoma;exactmatch
childhood central nervous system immature teratoma;childhood central nervous system immature teratoma;exactmatch
childhood central nervous system germinoma;central nervous system germinoma;exactmatch
colon l-cell glucagon-like peptide-producing neuroendocrine tumor;colon l-cell glucagon-like peptide-producing net;exactmatch
l-cell glucagon-like peptide-producing neuroendocrine tumor;l-cell glucagon-like peptide-producing net;exactmatch
small intestinal small cell neuroendocrine carcinoma;small intestinal small cell carcinoma;exactmatch
small intestinal gastrin-producing neuroendocrine tumor;small intestinal g cell net;exactmatch
secondary chondrosarcoma;secondary chondrosarcoma;exactmatch
lipoblastoma;embryonic lipoma;exactmatch
liver angiomyolipoma;hepatic angiomyolipoma;exactmatch
pelvic lipomatosis;pelvic lipomatosis;exactmatch
steroid lipomatosis;steroid lipomatosis;exactmatch
mediastinal lipomatosis;mediastinal lipomatosis;exactmatch
spindle cell liposarcoma;spindle cell liposarcoma;exactmatch
"t(11;14)(q13;q32)";"t(11;14)(q13;q32)";exactmatch
granular cell leiomyosarcoma;granular cell leiomyosarcoma;exactmatch
inflammatory leiomyosarcoma;inflammatory leiomyosarcoma;exactmatch
glomangiomatosis;glomangiomatosis;exactmatch
glomus tumor of uncertain malignant potential;glomus tumor of uncertain malignant potential;exactmatch
lymphadenopathic kaposi sarcoma;lymphadenopathic kaposi sarcoma;exactmatch
conventional extraskeletal myxoid chondrosarcoma;conventional extraskeletal myxoid chondrosarcoma;exactmatch
extraskeletal myxoid chondrosarcoma;emc;exactmatch
angiomatosis;angiomatosis;exactmatch
glomeruloid hemangioma;glomeruloid hemangioma;exactmatch
hobnail hemangioma;hobnail hemangioma;exactmatch
hemangioma of peripheral nerve;hemangioma of peripheral nerve;exactmatch
intra-abdominal lymphangioma;intra-abdominal lymphangioma;exactmatch
skin lymphangioma;cutaneous lymphangioma;exactmatch
kaposiform hemangioendothelioma;kaposiform hemangioendothelioma;exactmatch
retiform hemangioendothelioma;hobnail hemangioendothelioma;exactmatch
angiosarcoma associated with lymphedema;angiosarcoma associated with lymphedema;exactmatch
radiation-related angiosarcoma;radiation-induced angiosarcoma;exactmatch
adult xanthogranuloma;adult xanthogranuloma;exactmatch
desmoplastic fibroblastoma;collagenous fibroma;exactmatch
mesenchymal extraskeletal chondrosarcoma;extraskeletal mesenchymal chondrosarcoma;exactmatch
classic rhabdomyoma;classic rhabdomyoma;exactmatch
nasopharyngeal angiofibroma;nasopharyngeal angiofibroma;exactmatch
small intestinal high grade intraepithelial neoplasia;small intestinal high grade intraepithelial neoplasia;exactmatch
small intestinal enterochromaffin cell serotonin-producing neuroendocrine tumor;small intestinal ec-cell serotonin-producing net;exactmatch
small intestinal l-cell glucagon-like peptide-producing neuroendocrine tumor;small intestinal l-cell glucagon-like peptide-producing net;exactmatch
small intestinal somatostatin-producing neuroendocrine tumor;small intestinal somatostatin producing tumor;exactmatch
pancreatic vip-producing neuroendocrine tumor;pancreatic vip producing net;exactmatch
small intestinal vip-producing neuroendocrine tumor;small intestinal vip-producing net;exactmatch
colorectal tubular adenoma;colorectal tubular adenoma;exactmatch
colorectal adenoma with moderate dysplasia;colorectal adenoma with moderate dysplasia;exactmatch
colorectal adenoma with mild dysplasia;colorectal adenoma with mild dysplasia;exactmatch
colorectal intraepithelial neoplasia;colorectal dysplasia;exactmatch
colorectal high grade intraepithelial neoplasia;colorectal high grade intraepithelial neoplasia;exactmatch
small intestinal intraepithelial neoplasia;small intestinal dysplasia;exactmatch
small intestinal low grade intraepithelial neoplasia;small intestinal low grade intraepithelial neoplasia;exactmatch
colon burkitt lymphoma;colon burkitt lymphoma;exactmatch
gingival angiofibroma;gingival angiofibroma;exactmatch
pancreatic acth-producing neuroendocrine tumor;pancreatic acth producing net;exactmatch
stage 0 lung cancer ajcc v6 and v7;bronchial carcinoma in situ;exactmatch
paraproteinemia;paraproteinemia;exactmatch
disseminated carcinoma;disseminated carcinoma;exactmatch
disseminated malignant neoplasm;disseminated malignant neoplasm;exactmatch
peripheral primitive neuroectodermal tumor of soft tissues;peripheral neuroectodermal tumor of soft tissues;exactmatch
proximal-type epithelioid sarcoma;central epithelioid sarcoma;exactmatch
distal-type epithelioid sarcoma;conventional epithelioid sarcoma;exactmatch
superficial bladder carcinoma;superficial bladder cancer;exactmatch
bone lipoma;bone lipoma;exactmatch
benign bone schwannoma;benign bone neurilemmoma;exactmatch
benign osteoclastic giant cell-rich tumor of bone;benign osteoclastic giant cell-rich tumor of bone;exactmatch
adult desmoplastic small round cell tumor;adult desmoplastic small round cell tumor;exactmatch
childhood clear cell sarcoma of soft parts;childhood clear cell sarcoma of soft parts;exactmatch
cervical disc degenerative disorder;cervical disc degeneration;exactmatch
coagulation factor deficiency;coagulation factor deficiency;exactmatch
viral respiratory tract infection;viral respiratory tract infection;exactmatch
entrapment neuropathy;entrapment neuropathy;exactmatch
infection-related malignant neoplasm;infection related cancer;exactmatch
infection-related neoplasm;infection-related neoplasm;exactmatch
environment-related neoplasm;environment-related neoplasm;exactmatch
androgen insensitivity syndrome;androgen insensitivity syndrome;exactmatch
gonadal agenesis;gonadal agenesis;exactmatch
transplant-related disorder;transplant-related disorder;exactmatch
nipple duct carcinoma;nipple duct carcinoma;exactmatch
gastric non-hodgkin lymphoma;gastric non-hodgkin lymphoma;exactmatch
familial adenomatous polyposis associated medulloblastoma;fap associated medulloblastoma;exactmatch
adult yolk sac tumor;adult endodermal sinus neoplasm;exactmatch
uterine corpus choriocarcinoma;gestational uterine corpus choriocarcinoma;exactmatch
stage ivb vulvar cancer ajcc v6 and v7;metastatic cancer of vulva;exactmatch
cranial nodular fasciitis;cranial nodular fasciitis;exactmatch
uterine corpus adenomatoid tumor;uterine corpus adenomatoid tumor;exactmatch
enterochromaffin-like cell neuroendocrine tumor g1;ecl cell net g1;exactmatch
metanephric adenoma;metanephric adenoma;exactmatch
papillary eccrine carcinoma;papillary eccrine carcinoma;exactmatch
eccrine carcinoma;carcinoma, eccrine gland, malignant;exactmatch
giant cell angiofibroma;giant cell angiofibroma;exactmatch
cellular angiofibroma;cellular angiofibroma;exactmatch
dendritic cell tumor, not otherwise specified;dendritic cell sarcoma, nos;exactmatch
myelodysplastic/myeloproliferative neoplasm;mds-mpd;exactmatch
spindle cell neoplasm;spindle cell neoplasm;exactmatch
familial atypical mole melanoma syndrome;famm syndrome;exactmatch
lymphoma by stage;lymphoma by stage;exactmatch
diffuse pulmonary fibrosis;diffuse pulmonary fibrosis;exactmatch
"t(11;22)(q24;q12)";"t(11;22) (q24;q12)";exactmatch
adult clear cell sarcoma of soft parts;adult clear cell sarcoma of soft parts;exactmatch
"t(14;18)(q32;q21)";"t(14;18)(q32;q21)";exactmatch
non-specific granulomatous orchitis;non-specific granulomatous orchitis;exactmatch
respiratory distress;distress, respiratory;exactmatch
inner ear disorder;inner ear disorder;exactmatch
primary biliary cirrhosis;chronic non-suppurative destructive cholangitis;exactmatch
obstructive sleep apnea syndrome;obstructive sleep apnea syndrome;exactmatch
central sleep apnea syndrome;central sleep apnea syndrome;exactmatch
stress polycythemia;stress polycythemia;exactmatch
secondary polycythemia;secondary polycythemia;exactmatch
juvenile rheumatoid arthritis;jra;exactmatch
skin morphea-type (sclerosing) basal cell carcinoma;basal cell carcinoma sclerosing type;exactmatch
adult spinal cord glioblastoma;adult spinal cord glioblastoma;exactmatch
viral gastritis;viral gastritis;exactmatch
disseminated adenocarcinoma;disseminated adenocarcinoma;exactmatch
interstitial cystitis;interstitial cystitis;exactmatch
hashimoto thyroiditis;autoimmune thyroiditis;exactmatch
ear infection;ear infection;exactmatch
brachial plexopathy;brachial plexopathy;exactmatch
acne;acne;exactmatch
cerebritis;cerebritis;exactmatch
gastric leiomyosarcoma;gastric leiomyosarcoma;exactmatch
infiltrating bladder urothelial carcinoma, micropapillary variant;infiltrating bladder urothelial carcinoma, micropapillary variant;exactmatch
rheumatologic disorder;collagen disease;exactmatch
vestibulocochlear nerve disorder;acoustic nerve disorder;exactmatch
radiation-related malignant neoplasm;radiation-induced cancer;exactmatch
olfactory nerve disorder;disorder of 1st nerve;exactmatch
glossopharyngeal nerve disorder;glossopharyngeal nerve disorder;exactmatch
glossopharyngeal motor neuropathy;glossopharyngeal motor neuropathy;exactmatch
glandular cell intraepithelial neoplasia;glandular cell intraepithelial neoplasia;exactmatch
poroma;eccrine poroma;exactmatch
premalignant hematologic condition;premalignant hematologic condition;exactmatch
localized adrenal gland pheochromocytoma;localized adrenal gland pheochromocytoma;exactmatch
necrotizing gastritis;necrotizing gastritis;exactmatch
thyroid gland malformation;thyroid gland malformation;exactmatch
