head;tail;relation
cystadenoma of liver (disorder);cystadenoma of liver;exactmatch
malignant neoplasm of anterior and lateral floor of mouth (disorder);cancer of anterior and lateral floor of mouth;exactmatch
follicular non-hodgkin's lymphoma of tonsil (disorder);follicular non-hodgkin lymphoma of tonsil;exactmatch
lymphoma of gastrointestinal tract (disorder);lymphoma of gastrointestinal tract;exactmatch
follicular non-hodgkin's lymphoma of uterine cervix (disorder);follicular non-hodgkin lymphoma of uterine cervix;exactmatch
follicular non-hodgkin's lymphoma of oral cavity (disorder);follicular non-hodgkin lymphoma of oral cavity;exactmatch
bowen's disease of skin of buttock (disorder);bowen disease of skin of buttock;exactmatch
diffuse non-hodgkin's lymphoma of nose (disorder);diffuse non-hodgkin lymphoma of nose;exactmatch
malignant neoplasm of upper respiratory tract (disorder);cancer of upper respiratory tract;exactmatch
malignant neoplasm of parietal pleura (disorder);cancer of parietal pleura;exactmatch
malignant neoplasm of anterior mediastinum (disorder);cancer of anterior mediastinum;exactmatch
malignant epithelial neoplasm of pharynx (disorder);malignant epithelial neoplasm of pharynx;exactmatch
systemic epstein barr virus positive t-cell lymphoproliferative disease of childhood (morphologic abnormality);systemic epstein barr virus positive t-cell lymphoproliferative disease of childhood;exactmatch
malignant neoplasm of broad ligament of uterus (disorder);cancer of broad ligament of uterus;exactmatch
congenital fusion of testis (disorder);fusion of testes;exactmatch
bone density below reference range (finding);bone density below normal;exactmatch
subependymal giant cell astrocytoma (disorder);sega - subependymal giant cell astrocytoma;exactmatch
polyp of cecum (disorder);caecal polyp;exactmatch
vestibular structure of inner ear (body structure);vestibular structure of inner ear;exactmatch
hepatoblastoma (morphologic abnormality);embryonal hepatoma;exactmatch
right frontal sinus structure (body structure);right frontal sinus;exactmatch
repair of tongue (procedure);glossoplasty;exactmatch
neck structure (body structure);neck;exactmatch
vascular retinopathy of bilateral eyes (disorder);vascular retinopathy of both eyes;exactmatch
disorder of left sacroiliac joint (disorder);arthropathy of left sacroiliac joint;exactmatch
repair of cardiac wall (procedure);repair of wall of heart;exactmatch
urothelial papilloma (morphologic abnormality);papilloma of bladder;exactmatch
mass of palatine tonsil (disorder);tonsillar mass;exactmatch
pancreatobiliary-type carcinoma (morphologic abnormality);adenocarcinoma, pancreatobiliary-type;exactmatch
malignant neoplasm of alveolus of mandible (disorder);cancer of mandibular alveolus;exactmatch
malignant epithelial neoplasm of mandible (disorder);malignant epithelial neoplasm of mandible;exactmatch
malignant epithelial neoplasm of alveolus dentalis (disorder);carcinoma of alveolus dentalis;exactmatch
non-hodgkin's lymphoma of prostate (disorder);non-hodgkin lymphoma of prostate;exactmatch
malignant neoplasm of alveolus dentalis (disorder);cancer of alveolus dentalis;exactmatch
melanocytic nevus of tongue (disorder);pigmented mole of tongue;exactmatch
non-hodgkin's lymphoma of tonsil (disorder);non-hodgkin lymphoma of tonsil;exactmatch
follicular non-hodgkin's lymphoma of ovary (disorder);follicular non-hodgkin lymphoma of ovary;exactmatch
malignant neoplasm of visceral pleura (disorder);cancer of visceral pleura;exactmatch
malignant neoplasm of skin of scrotum (disorder);cancer of scrotal skin;exactmatch
transitional carcinoma with mixed papillary and solid growth pattern (morphologic abnormality);transitional carcinoma with mixed papillary and solid growth pattern;exactmatch
malignant neoplasm of cerebellum (disorder);cancer of cerebellum;exactmatch
malignant neoplasm of pelvic peritoneum (disorder);cancer of pelvic peritoneum;exactmatch
tubulovillous adenoma of anorectum (disorder);tubulovillous adenoma of anorectum;exactmatch
malignant epithelial neoplasm of skin of anus (disorder);malignant epithelial neoplasm of skin of anus;exactmatch
malignant epithelial neoplasm of nasal septum (disorder);malignant epithelial neoplasm of nasal septum;exactmatch
follicular non-hodgkin's lymphoma of testis (disorder);follicular non-hodgkin lymphoma of testis;exactmatch
follicular non-hodgkin's lymphoma of intestine (disorder);follicular non-hodgkin lymphoma of intestine;exactmatch
structure of submental lymph node (body structure);submental lymph node;exactmatch
subcutaneous tissue structure of male genitalia (body structure);subcutaneous tissue of male genitalia;exactmatch
operation on biliary tract (procedure);biliary operations;exactmatch
injury of trunk (disorder);truncal injury;exactmatch
structure of right vas deferens (body structure);right vas deferens;exactmatch
effusion of joint of ankle and/or foot (disorder);effusion of joint of ankle and/or foot;exactmatch
traumatic optic nerve injury (disorder);optic nerve (2nd) injury;exactmatch
disorder of lipoprotein and/or lipid metabolism (disorder);disorder of lipid and lipoprotein metabolism;exactmatch
structure of right colic flexure (body structure);hepatic flexure of colon;exactmatch
repair of scapula (procedure);repair of scapula;exactmatch
structure of iridocorneal angle (body structure);anterior chamber angle;exactmatch
chronic enlargement of lacrimal gland (disorder);chronic lacrimal gland enlargement;exactmatch
blood group antigen i (substance);i antigen;exactmatch
structure of nasal vestibule (body structure);nasal vestibule;exactmatch
congenital macrodactyly (disorder);congenital hypertrophy of digit;exactmatch
malignant giant cell tumor of soft parts (morphologic abnormality);malignant giant cell tumor of soft tissue;exactmatch
disorder of diaphragm (disorder);diaphragmatic disease;exactmatch
lip structure (body structure);lip;exactmatch
left sphenoid sinus structure (body structure);left sphenoid sinus;exactmatch
atrophy of salivary gland (disorder);salivary gland atrophy;exactmatch
fibrosis of bile duct (disorder);biliary duct fibrosis;exactmatch
vocal cord structure (body structure);true cord;exactmatch
operation on esophagus (procedure);esophageal operation (including hiatus hernia);exactmatch
congenital anomaly of the pelvis (disorder);congenital abnormal pelvis;exactmatch
cystadenoma (morphologic abnormality);cystoma;exactmatch
soft tissue tumor, benign (morphologic abnormality);benign soft tissue tumor;exactmatch
rupture of appendix (disorder);appendicitis with perforation;exactmatch
esophagitis medicamentosa (disorder);drug-induced esophagitis;exactmatch
injury of gastrointestinal tract (disorder);git - gastrointestinal tract injury;exactmatch
right parietal lobe structure (body structure);right parietal lobe;exactmatch
structure of root of tongue (body structure);base of tongue;exactmatch
complication due to immunization (disorder);complication of immunisation;exactmatch
structure of artery of head, neck and/or brain (body structure);arteries of head, neck and brain;exactmatch
cardiopulmonary circulatory system structure (body structure);cardiopulmonary circulatory system;exactmatch
skin structure of perineum (body structure);skin of perineum;exactmatch
structure of left submaxillary gland (body structure);left submandibular gland;exactmatch
structure of integumentary system (body structure);integument;exactmatch
lower jaw region structure (body structure);lower jaw;exactmatch
transverse colon structure (body structure);tc - transverse colon;exactmatch
spinal cord disorder (disorder);mp - myelopathy;exactmatch
nevus of ito (disorder);ito's naevus;exactmatch
enterochromaffin cell carcinoid (morphologic abnormality);argentaffinoma, malignant;exactmatch
lower limb lymph node structure (body structure);lymph node of lower extremity;exactmatch
liposarcoma, no international classification of diseases for oncology subtype (morphologic abnormality);fibroliposarcoma;exactmatch
soft palate structure (body structure);soft palate;exactmatch
angioma serpiginosum (disorder);angioma serpiginosum of skin;exactmatch
disorder of mediastinum (disorder);mediastinal disease;exactmatch
ectopic adrenal gland (disorder);aberrant adrenal gland;exactmatch
sã©zary's disease (morphologic abnormality);sezary's disease;exactmatch
operation on lymphatic structure (procedure);lymphatic operations;exactmatch
left external ear structure (body structure);left external ear;exactmatch
right vocal cord structure (body structure);right vocal cord;exactmatch
structure of visual system (body structure);visual structure;exactmatch
pontine structure (body structure);pons;exactmatch
periorbital edema (disorder);edema around eye;exactmatch
digestive organ structure (body structure);digestive organ;exactmatch
disorder of cardiovascular system (disorder);cvd - cardiovascular disease;exactmatch
compound nevus (morphologic abnormality);dermal and epidermal naevus;exactmatch
injury of glossopharyngeal nerve (disorder);glossopharyngeal (9th) nerve injury;exactmatch
congenital anomaly of retina (disorder);congenital malformation of retina;exactmatch
paraprotein (substance);m component;exactmatch
bone structure of extremity (body structure);bone of extremity;exactmatch
amyloid nephropathy (disorder);lardaceous kidney;exactmatch
ear lobule structure (body structure);ear lobe;exactmatch
bizarre leiomyoma (morphologic abnormality);atypical leiomyoma;exactmatch
structure of facial lymph node (body structure);facial lymph node;exactmatch
structure of left lower leg (body structure);left leg;exactmatch
internal injury of abdominal organ (disorder);injury of abdominal viscus;exactmatch
structure of left visceral pleura (body structure);left visceral pleura;exactmatch
structure of central portion of breast (body structure);central portion of breast;exactmatch
mastoid antrum structure (body structure);mastoid antrum;exactmatch
knee joint structure (body structure);knee joint;exactmatch
dermatitis caused by radiation (disorder);dermatitis caused by radiation;exactmatch
structure of capillary of skin (body structure);capillary of skin;exactmatch
retroperitoneal fibrosis (disorder);ormond's disease;exactmatch
vitreous body structure (body structure);corpus vitreum;exactmatch
intracystic papillary adenoma (morphologic abnormality);intracystic papilloma;exactmatch
popliteal lymph node structure (body structure);popliteal lymph node;exactmatch
repair of peripheral nerve (procedure);approximation of peripheral nerve;exactmatch
inverted transitional cell papilloma uncertain whether benign or malignant (morphologic abnormality);inverted transitional papilloma uncertain whether benign or malignant;exactmatch
granulosa cell tumor, adult type (morphologic abnormality);granulosa cell tumor, adult type;exactmatch
deposition (morphologic abnormality);deposit;exactmatch
nasal turbinate structure (body structure);concha nasalis;exactmatch
operation on female perineum (procedure);female perineum operation;exactmatch
chorioretinitis (disorder);chorioretinal inflammation;exactmatch
examination of breast (procedure);breast examination;exactmatch
pericarditis co-occurrent and due to benign primary tumor (disorder);pericarditis co-occurrent and due to benign primary tumor;exactmatch
disorder of skin pigmentation (disorder);skin pigmentation disorder;exactmatch
esthesioneurocytoma (morphologic abnormality);olfactory neurocytoma;exactmatch
pharyngeal mucous membrane structure (body structure);pharyngeal mucous membrane;exactmatch
polyglandular activity in multiple endocrine adenomatosis (disorder);familial polyendocrine adenomatosis;exactmatch
malignant lymphoma, large b-cell, diffuse, no international classification of diseases for oncology subtype (morphologic abnormality);anaplastic large b-cell lymphoma;exactmatch
skin ulcer (disorder);cutaneous ulcer;exactmatch
follicular lymphoma, grade 1 (morphologic abnormality);malignant lymphoma, small cleaved cell, follicular;exactmatch
structure of mucous membrane of anal canal (body structure);anal mucosa;exactmatch
tubo-ovarian inflammatory disease (disorder);inflammation of ovary and fallopian tube;exactmatch
photochemotherapy with psoralens and ultraviolet a (procedure);puva phototherapy;exactmatch
trichilemmoma (morphologic abnormality);tricholemmoma;exactmatch
rupture of artery (disorder);arterial rupture;exactmatch
refractory hodgkin lymphoma (disorder);refractory hodgkin lymphoma;exactmatch
recurrent ovarian cancer (disorder);relapsed ovarian cancer;exactmatch
structure of alveolus dentalis (body structure);alveolus dentalis;exactmatch
repair of upper eyelid (procedure);repair of upper eyelid;exactmatch
biochemically recurrent prostate cancer (disorder);biochemical recurrence of malignant neoplasm of prostate;exactmatch
juvenile fibroadenoma (morphologic abnormality);cellular fibroadenoma;exactmatch
sacral region back structure (body structure);sacral region;exactmatch
fetal fluid retention (disorder);foetal fluid retention;exactmatch
fetal choroid plexus cyst (disorder);foetal choroid plexus cyst;exactmatch
fetal anemia (disorder);foetal anaemia;exactmatch
tubular adenocarcinoma (morphologic abnormality);tubular carcinoma;exactmatch
structure of sacral spinal nerve (body structure);sacral nerve;exactmatch
structure of mucous membrane of lower lip (body structure);inner aspect of lower lip;exactmatch
structure of hilum of lung (body structure);hilum of lung;exactmatch
actinic cheilitis (disorder);solar keratosis of lip;exactmatch
repair of hip joint (procedure);arthroplasty of coxofemoral joint;exactmatch
buttock structure (body structure);buttock;exactmatch
cardiovascular abnormality due to infective myocarditis (disorder);cardiovascular abnormality due to infectious myocarditis;exactmatch
aggressive fibromatosis (morphologic abnormality);desmoid;exactmatch
usual hyperplasia of lactiferous duct (disorder);usual hyperplasia of lactiferous duct;exactmatch
complication associated with genitourinary device (disorder);complication associated with urogenital device;exactmatch
infection associated with device (disorder);device colonisation;exactmatch
infection associated with genitourinary device (disorder);infection associated with urogenital device;exactmatch
inflammation associated with device (disorder);inflammatory reaction associated with device;exactmatch
inflammation associated with implant (disorder);inflammatory reaction associated with implant;exactmatch
inflammation associated with genitourinary device (disorder);inflammatory reaction associated with urogenital device;exactmatch
inflammation associated with musculoskeletal implant (disorder);inflammatory reaction associated with musculoskeletal implant;exactmatch
inflammation associated with internal fixation device (disorder);inflammatory reaction associated with internal fixation device;exactmatch
abnormality of fetal heart (disorder);abnormality of foetal heart;exactmatch
intraductal papillary mucinous adenoma of pancreas (disorder);intraductal papillary mucinous neoplasm with intermediate dysplasia of pancreas;exactmatch
intraductal papillary mucinous carcinoma in situ of pancreas (disorder);intraductal papillary mucinous neoplasm with high grade dysplasia of pancreas;exactmatch
postradiation adhesions of vagina (disorder);post-radiation vaginal adhesions;exactmatch
hypercortisolism (disorder);cushing's syndrome;exactmatch
inspection of foot (procedure);visual examination of foot;exactmatch
disorder of fetal myocardium (disorder);disorder of foetal myocardium;exactmatch
basophil carcinoma (morphologic abnormality);basophil adenocarcinoma;exactmatch
repair of femur (procedure);repair of femur;exactmatch
systemic vasculitis (disorder);polyangiitis;exactmatch
dilatation of cecum (disorder);typhlectasis;exactmatch
structure of upper respiratory tract cavity (body structure);upper respiratory tract cavity;exactmatch
congenital hydrocephalus (disorder);congenital dilatation of cerebral ventricles;exactmatch
neoplasm of fetal heart (disorder);neoplasm of foetal heart;exactmatch
structure of lymph node of thorax (body structure);lymph node of thorax;exactmatch
structure of pneumatic bone (body structure);pneumatic bone;exactmatch
congenital anomaly of bile ducts (disorder);bile duct anomalies;exactmatch
repair of anus (procedure);anoplasty;exactmatch
disorder of trachea (disorder);tracheal disorder;exactmatch
perirenal tissue structure (body structure);perinephric tissue;exactmatch
congenital anomaly of lung (disorder);congenital lung malformation;exactmatch
structure of olfactory system (body structure);olfactory system;exactmatch
malignant epithelial neoplasm of nasal cavity (disorder);malignant epithelial neoplasm of nasal cavity;exactmatch
malignant epithelial neoplasm of brain (disorder);malignant epithelial neoplasm of brain;exactmatch
malignant epithelial neoplasm of nose (disorder);malignant epithelial neoplasm of nose;exactmatch
malignant mesothelioma of the tunica vaginalis (disorder);malignant hydrocele;exactmatch
otitis (disorder);inflammatory disorder of ear;exactmatch
round cell liposarcoma (morphologic abnormality);lipoblastic liposarcoma;exactmatch
fetal cardiovascular disorder (disorder);foetal cardiovascular disorder;exactmatch
diverticulum of renal calyx (disorder);calyceal diverticulum;exactmatch
neoplasm of colon primary tumor staging category t1: tumor invades submucosa (finding);neoplasm of colon primary tumor staging category t1;exactmatch
neoplasm of colon primary tumor staging category t2: tumor invades muscularis propria (finding);neoplasm of colon primary tumor staging category t2;exactmatch
neoplasm of colon primary tumor staging category t3: tumor invades through muscularis propria into pericolorectal tissues (finding);neoplasm of colon primary tumor staging category t3;exactmatch
neoplasm of colon primary tumor staging category t4a: tumor penetrates to surface of visceral peritoneum (finding);neoplasm of colon primary tumor staging category t4a;exactmatch
upper jaw region structure (body structure);upper jaw;exactmatch
neoplasm of colon primary tumor staging category t4b: tumor directly invades or is adherent to other organ or structure (finding);neoplasm of colon primary tumor staging category t4b;exactmatch
neoplasm of colon regional lymph node staging category n1a: metastasis in 1 regional lymph node (finding);neoplasm of colon regional lymph node staging category n1a;exactmatch
congenital anomaly of inner ear (disorder);congenital abnormality of inner ear;exactmatch
neoplasm of colon regional lymph node staging category n1b: metastasis in 2-3 regional lymph nodes (finding);neoplasm of colon regional lymph node staging category n1b;exactmatch
neoplasm of colon regional lymph node staging category n2: metastasis in 4 or more regional lymph nodes (finding);neoplasm of colon regional lymph node staging category n2;exactmatch
neoplasm of colon regional lymph node staging category n2a: metastasis in 4-6 regional lymph nodes (finding);neoplasm of colon regional lymph node staging category n2a;exactmatch
adenocarcinoma in adenomatous polyp (morphologic abnormality);adenocarcinoma in a polyp;exactmatch
injury of sacrum due to trauma (disorder);injury of sacrum due to trauma;exactmatch
benign neoplasm of soft tissue of jaw (disorder);benign soft tissue tumor of jaw;exactmatch
gonadal structure (body structure);gonad;exactmatch
lacrimal caruncle structure (body structure);caruncle of eye;exactmatch
metastatic signet ring cell carcinoma (morphologic abnormality);krukenberg tumor;exactmatch
skin structure of scalp (body structure);skin of scalp;exactmatch
myolipoma (morphologic abnormality);lipoleiomyoma;exactmatch
cyst of epididymis (disorder);epididymal cyst;exactmatch
dystrophy of anterior cornea (disorder);anterior corneal dystrophy;exactmatch
fetal heart disorder (disorder);foetal heart disorder;exactmatch
structure of left ventricular fold of larynx (body structure);left false vocal cord;exactmatch
insertion of implant into soft palate (procedure);insertion of soft palate implant;exactmatch
multifocal osteosarcoma (morphologic abnormality);multicentric osteosarcoma;exactmatch
human epidermal growth factor 2 negative carcinoma of breast (disorder);human epidermal growth factor 2 (her2) negative carcinoma of breast;exactmatch
pulmonary blastoma (morphologic abnormality);pneumoblastoma;exactmatch
scar of skin of eyelid (disorder);scar of skin of eyelid;exactmatch
scar of skin of hand (disorder);scar of skin of hand;exactmatch
vestibular gland structure (body structure);vestibular gland;exactmatch
neoplasm of colon regional lymph node staging category n2b: metastasis in 7 or more regional lymph nodes (finding);neoplasm of colon regional lymph node staging category n2b;exactmatch
neoplasm of colon distant metastasis staging category m0: no distant metastasis (finding);neoplasm of colon distant metastasis staging category m0;exactmatch
basal cell carcinoma, fibroepithelial (morphologic abnormality);fibroepithelial basal cell carcinoma;exactmatch
chronic cerebrovascular accident (disorder);chronic stroke;exactmatch
structure of left thoracic cavity (body structure);left thoracic cavity;exactmatch
specimen from cranium (specimen);specimen from skull;exactmatch
nonsquamous nonsmall cell neoplasm of lung (disorder);nonsquamous non-small cell neoplasm of lung;exactmatch
left lung structure (body structure);left lung;exactmatch
mass of thoracic structure (finding);chest mass;exactmatch
external nose structure (body structure);external nose;exactmatch
asymptomatic multiple myeloma (disorder);asymptomatic myeloma;exactmatch
structure of left pleural cavity (body structure);left pleural cavity;exactmatch
operation on vagina (procedure);vagina operation;exactmatch
indolent multiple myeloma (disorder);indolent myeloma;exactmatch
keratinization, function (observable entity);keratinization, function;exactmatch
pilomatrixoma (morphologic abnormality);benign calcifying epithelioma;exactmatch
inflammation of larynx caused by virus (disorder);inflammation of larynx caused by virus;exactmatch
structure of left parotid gland (body structure);left parotid gland;exactmatch
hyperplasia of gingiva (disorder);hyperplastic gingiva;exactmatch
hodgkin lymphoma, nodular sclerosis, grade 2 (morphologic abnormality);classical hodgkin lymphoma, nodular sclerosis, grade 2;exactmatch
structure of left ovary (body structure);left ovary;exactmatch
lymphoid hyperplasia (morphologic abnormality);nodular lymphoid hyperplasia;exactmatch
surgical repair (procedure);repair;exactmatch
ectopic glial tissue (disorder);ectopic neural glial masses;exactmatch
chronic myelopathy (disorder);chronic spinal cord disorder;exactmatch
left eustachian canal structure (body structure);left eustachian tube;exactmatch
aryepiglottic fold structure (body structure);aryepiglottic fold;exactmatch
nonhyperfunctioning neuroendocrine tumor (disorder);nonhyperfunctioning neuroendocrine tumour;exactmatch
exanthematous infectious disease (disorder);exanthematous infection;exactmatch
inflammation of small intestine and colon (disorder);enterocolitis, inflammation involving both small intestine and colon;exactmatch
lymphedema caused by radiation (disorder);lymphedema caused by radiation;exactmatch
traumatic rupture of spleen (disorder);traumatic splenic rupture;exactmatch
thoracic cavity structure (body structure);pectoral cavity;exactmatch
chronic osteoarthritis (disorder);arthritis sicca;exactmatch
sclerosis (morphologic abnormality);fibrosclerosis;exactmatch
tissue specimen from retroperitoneum (specimen);retroperitoneal tissue sample;exactmatch
operation on parathyroid gland (procedure);operative procedure on parathyroid gland;exactmatch
heart disease caused by ionizing radiation (disorder);heart disease caused by ionising radiation;exactmatch
inflammation of esophagus due to chemotherapy (disorder);chemotherapy-induced esophagitis;exactmatch
congenital anomaly of peripheral blood vessel (disorder);peripheral vascular congenital anomaly;exactmatch
hyperplasia of lactiferous duct (disorder);hyperplasia of lactiferous duct;exactmatch
non-small cell lung cancer, positive for epidermal growth factor receptor expression (disorder);egf-r positive non-small cell lung cancer;exactmatch
non-small cell lung cancer, negative for epidermal growth factor receptor expression (disorder);egf-r negative non-small cell lung cancer;exactmatch
drug-induced pneumonitis (disorder);drug induced pneumonitis;exactmatch
malignant lymphoma in remission (disorder);lymphoma in remission;exactmatch
teratoma, benign (morphologic abnormality);adult cystic teratoma;exactmatch
dermatofibroma (disorder);cutaneous histiocytoma;exactmatch
solitary nodule of lung (finding);solitary pulmonary nodule;exactmatch
drug-induced disorder of liver (disorder);drug induced hepatotoxicity;exactmatch
hormone refractory prostate cancer (disorder);castrate-resistant prostate cancer;exactmatch
human herpesvirus 8 (organism);hhv-8;exactmatch
human epidermal growth factor 2 positive carcinoma of breast (disorder);human epidermal growth factor 2 positive carcinoma of breast;exactmatch
mass of duodenum (finding);duodenal mass;exactmatch
atypical hyperplasia of lactiferous duct (disorder);atypical hyperplasia of lactiferous duct;exactmatch
ulcer of genital labium (disorder);genital labial ulcer;exactmatch
postoperative peritonitis (disorder);peritonitis after surgery;exactmatch
philadelphia chromosome-positive acute lymphoblastic leukemia (morphologic abnormality);ph positive all;exactmatch
thalamic structure (body structure);thalamus;exactmatch
hodgkin's disease, lymphocytic depletion of lymph nodes of head (disorder);hodgkin disease, lymphocytic depletion of lymph nodes of head;exactmatch
hodgkin's disease in remission (disorder);hodgkin disease in remission;exactmatch
philadelphia chromosome-positive acute lymphoblastic leukemia (disorder);ph positive all;exactmatch
lipoma of genital labium (disorder);labial lipoma;exactmatch
structure of pituitary fossa (body structure);hypophyseal fossa;exactmatch
mass of pancreas (finding);pancreatic mass;exactmatch
structure of middle fossa of cranial cavity (body structure);middle fossa of cranial cavity;exactmatch
precursor b-cell acute lymphoblastic leukemia in remission (disorder);pre b-cell acute lymphoblastic leukaemia in remission;exactmatch
benign ganglioneuroma of abdomen (disorder);ganglioneuroma of abdomen;exactmatch
congenital anomaly of tracheal cartilage (disorder);anomaly of tracheal cartilage;exactmatch
cyst of maxilla (disorder);cyst of maxilla;exactmatch
solitary osseous myeloma (disorder);monostotic myeloma;exactmatch
disorder of urinary bladder (disorder);disorder of bladder and bladder neck;exactmatch
lipoma of conus medullaris (disorder);lipoma of conus medullaris;exactmatch
nasal skeleton structure (body structure);skeleton of nose;exactmatch
schwannoma of spinal cord (disorder);neurilemmoma of spinal cord;exactmatch
atrophy of vocal cord (disorder);vocal cord atrophy;exactmatch
mass of urinary bladder (finding);bladder mass;exactmatch
operation on bone marrow (procedure);bone marrow operations;exactmatch
chronic lower urinary tract infection (disorder);chronic lower uti (urinary tract infection);exactmatch
low grade glioma of thalamus (disorder);benign glioma of thalamus;exactmatch
malignant basal cell neoplasm of skin (disorder);malignant basal cell tumor of skin;exactmatch
benign neoplasm of spinal intradural intramedullary space (disorder);benign intradural intramedullary neoplasm of spinal cord;exactmatch
low grade glioma of brain (disorder);benign glioma of brain;exactmatch
post-immunization myelitis (disorder);myelitis following immunisation procedure;exactmatch
sequela of infectious meningitis (disorder);late effect of infectious meningitis;exactmatch
congenital anomaly of anterior segment of eye (disorder);dysgenesis of anterior segment of eye;exactmatch
human t-lymphotropic virus 1 infection (disorder);htlv 1 infection;exactmatch
arthritis of knee caused by viral infection (disorder);arthritis of knee caused by viral infection;exactmatch
infected urachal cyst (disorder);infected allantoic cyst;exactmatch
benign neoplasm of intradural space of spine (disorder);benign neoplasm of spinal intradural space;exactmatch
sialoadenitis (disorder);sialadenitis;exactmatch
fetal hydronephrosis (disorder);foetal hydronephrosis;exactmatch
dilatation of fetal renal pelvis (disorder);fetal pyelectasis;exactmatch
meningoencephalitis caused by virus (disorder);viral meningoencephalitis;exactmatch
low grade glioma of cerebrum (disorder);benign glioma of cerebrum;exactmatch
low grade glioma (morphologic abnormality);low-grade glioma;exactmatch
infection of uncertain etiology (disorder);idiopathic infection;exactmatch
anemia caused by medication (disorder);anaemia caused by medication;exactmatch
disorder of hip joint (disorder);arthropathy of hip joint;exactmatch
malignant neoplasm of thoracic cavity structure (disorder);intrathoracic malignant neoplasm;exactmatch
disorder of wrist joint (disorder);arthropathy of wrist;exactmatch
nodule of liver (finding);liver nodule;exactmatch
traumatic tear of skin (disorder);skin tear;exactmatch
disorder of joint of foot (disorder);arthropathy of foot;exactmatch
polyp of sigmoid colon (disorder);polyp in sigmoid colon;exactmatch
melanosis of vulva (disorder);vulvar melanosis;exactmatch
nodule of conjunctiva (finding);nodule of conjunctiva;exactmatch
congenital anomaly of male urogenital tract (disorder);congenital male urogenital anomaly;exactmatch
tympanic membrane structure (body structure);ear drum;exactmatch
encephalitis caused by herpesvirus (disorder);encephalitis caused by herpesviridae;exactmatch
arthropathy of knee joint (disorder);disorder of knee joint;exactmatch
low grade glioma of cerebellum (disorder);benign glioma of cerebellum;exactmatch
poisoning caused by chemical substance (disorder);poisoning caused by chemical substance;exactmatch
inflammation of skin due to parasite (disorder);parasitic dermatitis;exactmatch
repair of joint (procedure);repair of joint;exactmatch
diffuse non-hodgkin's lymphoma of testis (disorder);diffuse non-hodgkin lymphoma of testis;exactmatch
malignant epithelial neoplasm of anus (disorder);malignant epithelial neoplasm of anus;exactmatch
follicular non-hodgkin's lymphoma of soft tissue (disorder);follicular non-hodgkin lymphoma of soft tissue;exactmatch
diffuse non-hodgkin's lymphoma of nasopharynx (disorder);diffuse non-hodgkin lymphoma of nasopharynx;exactmatch
arthroplasty of right hip joint (procedure);repair of right hip joint;exactmatch
non-hodgkin's lymphoma of intestine (disorder);non-hodgkin lymphoma of intestine;exactmatch
non-hodgkin's lymphoma of nasopharynx (disorder);non-hodgkin lymphoma of nasopharynx;exactmatch
non-hodgkin's lymphoma of lung (disorder);non-hodgkin lymphoma of lung;exactmatch
neoplasm of wall of stomach (disorder);neoplasm of wall of stomach;exactmatch
non-hodgkin's lymphoma of ovary (disorder);non-hodgkin lymphoma of ovary;exactmatch
non-hodgkin's lymphoma of nose (disorder);non-hodgkin lymphoma of nose;exactmatch
non-hodgkin's lymphoma of oral cavity (disorder);non-hodgkin lymphoma of oral cavity;exactmatch
non-hodgkin's lymphoma of testis (disorder);non-hodgkin lymphoma of testis;exactmatch
inflammation of joint of foot (disorder);arthritis of foot;exactmatch
grade iii squamous intraepithelial neoplasia with microinvasive squamous cell carcinoma (morphologic abnormality);cin iii with early stromal invasion;exactmatch
non-hodgkin's lymphoma of skin (disorder);non-hodgkin lymphoma of skin;exactmatch
malignant epithelial neoplasm of spinal cord (disorder);malignant epithelial neoplasm of spinal cord;exactmatch
non-hodgkin's lymphoma of central nervous system (disorder);non-hodgkin lymphoma of central nervous system;exactmatch
malignant neoplasm of urinary organ (disorder);cancer of urinary organ;exactmatch
anaplastic lymphoma kinase negative anaplastic large cell lymphoma (disorder);anaplastic lymphoma kinase negative anaplastic large cell lymphoma;exactmatch
ectopic ureter (disorder);malposition of ureter;exactmatch
non-hodgkin's lymphoma of extranodal site (disorder);non-hodgkin lymphoma of extranodal site;exactmatch
hemangioma of neck (disorder);cervical haemangioma;exactmatch
functioning pituitary neoplasm (disorder);functioning pituitary tumor;exactmatch
squamous cell carcinoma arising in chronic ulcer (disorder);squamous cell carcinoma arising in chronic ulcer;exactmatch
adenolymphoma of parotid gland (disorder);adenolymphoma of parotid gland;exactmatch
diffuse non-hodgkin's lymphoma of prostate (disorder);diffuse non-hodgkin lymphoma of prostate;exactmatch
hemangioma of vertebral column (disorder);haemangioma of spinal column;exactmatch
malignant epithelial neoplasm of renal pelvis (disorder);malignant epithelial neoplasm of renal pelvis;exactmatch
malignant epithelial neoplasm of thyroid (disorder);malignant epithelial neoplasm of thyroid;exactmatch
follicular non-hodgkin's lymphoma of prostate (disorder);follicular non-hodgkin lymphoma of prostate;exactmatch
malignant neoplasm of cerebellopontine angle (disorder);cancer of cerebellopontine angle;exactmatch
non-hodgkin's lymphoma of bone (disorder);non-hodgkin lymphoma of bone;exactmatch
follicular non-hodgkin's lymphoma of nose (disorder);follicular non-hodgkin lymphoma of nose;exactmatch
melanocytic nevus of skin of thigh (disorder);mole of thigh;exactmatch
diffuse non-hodgkin's lymphoma of oral cavity (disorder);diffuse non-hodgkin lymphoma of oral cavity;exactmatch
