head;tail;relation
bretylium (substance);bretylium;exactmatch
anti-glaucoma agent;unoprostone isopropyl (substance);narrowmatch
product containing lopinavir and ritonavir (medicinal product);hiv protease inhibitor;broadmatch
lenalidomide (substance);immunomodulatory imide drug;broadmatch
hormone antagonist;iothiouracil (substance);narrowmatch
tolmetin (substance);nonsteroidal antiinflammatory drug;broadmatch
isavuconazonium sulfate (substance);antifungal agent;broadmatch
ospemifene (substance);antiestrogen;broadmatch
antilipidemic agent;product containing lomitapide (medicinal product);narrowmatch
product containing bupropion (medicinal product);bupropion;exactmatch
product containing dipivefrine (medicinal product);dipivefrin;exactmatch
alendronate sodium (substance);biphosphonate;broadmatch
product containing moxonidine (medicinal product);antihypertensive agent;broadmatch
primaquine phosphate (substance);antimalarial agent;broadmatch
pergolide mesilate (substance);pergolide mesylate;exactmatch
product containing metoprolol (medicinal product);beta-adrenergic antagonist;broadmatch
cyclopenthiazide (substance);cyclopenthiazide;exactmatch
product containing impromidine (medicinal product);histamine-2 receptor antagonist;broadmatch
merbromin (substance);merbromin;exactmatch
product containing alectinib (medicinal product);alk inhibitor;broadmatch
product containing ramelteon (medicinal product);ramelteon;exactmatch
levorphanol tartrate (substance);levorphanol tartrate;exactmatch
opioid receptor agonist;remifentanil hydrochloride (substance);narrowmatch
product containing tribromsalan (medicinal product);topical anti-infective agent;broadmatch
binimetinib (substance);binimetinib;exactmatch
substance with alpha-glucosidase inhibitor mechanism of action (substance);alpha-glucosidase inhibitor;exactmatch
topical anti-infective agent;thimerosal (substance);narrowmatch
substance with janus kinase inhibitor mechanism of action (substance);jak inhibitor;exactmatch
alefacept (substance);alefacept;exactmatch
product containing palbociclib (medicinal product);palbociclib;exactmatch
antiviral agent;ribavirin (substance);narrowmatch
trimebutine (substance);trimebutine;exactmatch
amoxapine (substance);amoxapine;exactmatch
gabapentin enacarbil (substance);gabapentin enacarbil;exactmatch
antihelminthic agent;morantel (substance);narrowmatch
stiripentol (substance);stiripentol;exactmatch
bcr-abl inhibitor;product containing dasatinib (medicinal product);narrowmatch
adrenergic agent;ephedrine hydrochloride (substance);narrowmatch
armodafinil (substance);cns stimulant;broadmatch
cyclopentolate (substance);mydriatic agent;broadmatch
antifungal agent;miconazole nitrate (substance);narrowmatch
product containing aluminium acetate (medicinal product);topical anti-infective agent;broadmatch
cns stimulant;armodafinil (substance);narrowmatch
chemopreventive agent;mexenone (substance);narrowmatch
zopiclone (substance);sedative and hypnotic;broadmatch
product containing atropine (medicinal product);atropine;exactmatch
dipeptidyl peptidase-4 inhibitor;vildagliptin (substance);narrowmatch
product containing brivaracetam (medicinal product);neuroprotective agent;broadmatch
lofepramine hydrochloride (substance);lofepramine hydrochloride;exactmatch
product containing bimatoprost (medicinal product);prostaglandin analogue;broadmatch
eszopiclone (substance);sedative and hypnotic;broadmatch
product containing carboprost (medicinal product);carboprost;exactmatch
product containing azacitidine (medicinal product);azacitidine;exactmatch
gonadotropin-releasing hormone analog;nafarelin (substance);narrowmatch
nicardipine (substance);calcium channel blocker;broadmatch
hemorrhoid preparation (product);combination medication;broadmatch
anti-inhibitor coagulant complex (substance);hemostatic agent;broadmatch
antiviral agent;product containing moroxydine (medicinal product);narrowmatch
etifoxine (substance);etifoxine;exactmatch
antiprotozoal agent;nitazoxanide (substance);narrowmatch
product containing isradipine (medicinal product);isradipine;exactmatch
propiomazine (substance);antipsychotic agent;broadmatch
fomivirsen sodium (substance);antiviral agent;broadmatch
potassium benzoate (substance);potassium benzoate;exactmatch
saw palmetto extract (substance);saw palmetto berry extract;exactmatch
fenoprofen (substance);fenoprofen;exactmatch
bendamustine hydrochloride (substance);bendamustine hydrochloride;exactmatch
calcium channel blocker;felodipine (substance);narrowmatch
diphenhydramine (substance);histamine-1 receptor antagonist;broadmatch
vasodilating agent;product containing glyceryl trinitrate (medicinal product);narrowmatch
hmg-coa reductase inhibitor;product containing pitavastatin (medicinal product);narrowmatch
dronedarone hydrochloride (substance);dronedarone hydrochloride;exactmatch
product containing ketamine (medicinal product);ketamine;exactmatch
lasmiditan (substance);serotonin agonist;broadmatch
rilmenidine (substance);antihypertensive agent;broadmatch
alphaprodine hydrochloride (substance);alphaprodine hydrochloride;exactmatch
neostigmine bromide (substance);neostigmine bromide;exactmatch
tolmetin sodium (substance);nonsteroidal antiinflammatory drug;broadmatch
opioid receptor agonist;levorphanol (substance);narrowmatch
ranitidine bismuth citrate (substance);histamine-2 receptor antagonist;broadmatch
monoctanoin (substance);pharmacologic substance;broadmatch
product containing imiquimod (medicinal product);imiquimod;exactmatch
hydroxyethyl starch (substance);hetastarch;exactmatch
product containing sunitinib (medicinal product);sunitinib;exactmatch
pravastatin sodium (substance);hmg-coa reductase inhibitor;broadmatch
aminolevulinic acid hydrochloride (substance);photosensitizing agent;broadmatch
product containing stavudine (medicinal product);nucleoside reverse transcriptase inhibitor;broadmatch
androgen receptor inhibitor;product containing nilutamide (medicinal product);narrowmatch
product containing vasopressin receptor antagonist (product);vasopressin antagonist;exactmatch
latanoprostene bunod (substance);anti-glaucoma agent;broadmatch
thiazide diuretic (substance);thiazide diuretic;exactmatch
antiarrhythmic agent;tocainide hydrochloride (substance);narrowmatch
dezocine (substance);dezocine;exactmatch
aclidinium bromide (substance);aclidinium bromide;exactmatch
product containing armodafinil (medicinal product);cns stimulant;broadmatch
diuretic;mercaptomerin (substance);narrowmatch
ethambutol (substance);antitubercular agent;broadmatch
antiplatelet agent;eptifibatide (substance);narrowmatch
alkaloid;dextromethorphan hydrobromide (substance);narrowmatch
ondansetron (substance);5-ht3 receptor antagonist;broadmatch
product containing sarecycline (medicinal product);sarecycline;exactmatch
tropisetron hydrochloride (substance);tropisetron hydrochloride;exactmatch
pirlimycin hydrochloride (substance);protein synthesis inhibitor;broadmatch
ibacitabine (substance);pyrimidine antagonist;broadmatch
product containing lysine (medicinal product);lysine;exactmatch
product containing floxuridine (medicinal product);pyrimidine antagonist;broadmatch
product containing lauromacrogol 400 (medicinal product);laureth-4;exactmatch
product containing ketotifen (medicinal product);ketotifen;exactmatch
opioid receptor agonist;dipipanone hydrochloride (substance);narrowmatch
product containing acipimox (medicinal product);antilipidemic agent;broadmatch
nalorphine hydrochloride (substance);opioid receptor agonist;broadmatch
diuretic;meralluride (substance);narrowmatch
product containing mequinol (medicinal product);mequinol;exactmatch
teduglutide (substance);hormone therapy agent;broadmatch
piperacetazine (substance);antipsychotic agent;broadmatch
difluprednate (substance);difluprednate;exactmatch
apomorphine hydrochloride (substance);apomorphine hydrochloride;exactmatch
luliconazole (substance);antifungal agent;broadmatch
product containing levobunolol (medicinal product);beta-adrenergic antagonist;broadmatch
rasagiline mesilate (substance);antiparkinsonian agent;broadmatch
buprenorphine hydrochloride (substance);buprenorphine hydrochloride;exactmatch
epidermal growth factor receptor tyrosine kinase inhibitor;dacomitinib (substance);narrowmatch
glycobiarsol (substance);antiprotozoal agent;broadmatch
thialbarbital (substance);thialbarbital sodium;exactmatch
product containing mesalazine (medicinal product);antitubercular agent;broadmatch
digestant (substance);digestant;exactmatch
product containing dichlorophen (medicinal product);dichlorophen;exactmatch
nucleoside reverse transcriptase inhibitor;product containing stavudine (medicinal product);narrowmatch
product containing rimegepant (medicinal product);pharmacologic substance;broadmatch
serotonin agonist;product containing dexfenfluramine (medicinal product);narrowmatch
thiethylperazine (substance);thiethylperazine;exactmatch
antipsychotic agent;product containing thioridazine (medicinal product);narrowmatch
product containing isoetarine (medicinal product);bronchodilator;broadmatch
product containing etodolac (medicinal product);etodolac;exactmatch
rizatriptan (substance);rizatriptan;exactmatch
nonsteroidal antiinflammatory drug;choline magnesium trisalicylate (substance);narrowmatch
mannitol hexanitrate (substance);mannitol hexanitrate;exactmatch
pharmacologic substance;voxelotor (substance);narrowmatch
saquinavir (substance);saquinavir;exactmatch
bronchodilator;reproterol (substance);narrowmatch
cibenzoline succinate (substance);antiarrhythmic agent;broadmatch
product containing polycarbophil (medicinal product);polycarbophil;exactmatch
clonidine (substance);clonidine;exactmatch
sitagliptin (substance);sitagliptin;exactmatch
maduramicin (substance);maduramicin;exactmatch
procarbazine hydrochloride (substance);procarbazine hydrochloride;exactmatch
chlorothiazide (substance);thiazide diuretic;broadmatch
mefloquine (substance);mefloquine;exactmatch
isoetarine hydrochloride (substance);isoetharine hydrochloride;exactmatch
pharmacologic substance;product containing voclosporin (medicinal product);narrowmatch
mometasone (substance);adrenal agent;broadmatch
product containing enalapril (medicinal product);enalapril;exactmatch
product containing estazolam (medicinal product);estazolam;exactmatch
cyproheptadine (substance);histamine-1 receptor antagonist;broadmatch
product containing bendamustine (medicinal product);nitrogen mustard compound;broadmatch
antihypertensive agent;product containing pargyline (medicinal product);narrowmatch
enzyme inhibitor;teriflunomide (substance);narrowmatch
elexacaftor (substance);pharmacologic substance;broadmatch
beta-adrenergic antagonist;product containing esmolol (medicinal product);narrowmatch
zoledronate (substance);biphosphonate;broadmatch
gossypol (substance);antineoplastic plant product;broadmatch
dichloromethotrexate (substance);dichloromethotrexate;exactmatch
substance with acetylcholinesterase inhibitor mechanism of action (substance);enzyme inhibitor;broadmatch
mucolytic agent;erdosteine (substance);narrowmatch
product containing sodium citrate (medicinal product);anticoagulant agent;broadmatch
antifungal agent;fluconazole (substance);narrowmatch
sulfabromomethazine sodium (substance);sulfabromomethazine sodium;exactmatch
antiprotozoal agent;propamidine (substance);narrowmatch
pharmacologic substance;product containing pitolisant (medicinal product);narrowmatch
product containing carbamide peroxide (medicinal product);topical anti-infective agent;broadmatch
product containing dimenhydrinate (medicinal product);dimenhydrinate;exactmatch
product containing sulfadoxine (medicinal product);antimalarial agent;broadmatch
oxidized glutathione (substance);protective agent;broadmatch
phenyltoloxamine (substance);histamine-1 receptor antagonist;broadmatch
zonisamide (substance);zonisamide;exactmatch
fish oil (substance);fish oil;exactmatch
pimethixene (substance);histamine-1 receptor antagonist;broadmatch
hydrocortisone sodium phosphate (substance);therapeutic hydrocortisone;broadmatch
anti-diabetic agent;metformin (substance);narrowmatch
tranylcypromine sulfate (substance);tranylcypromine sulfate;exactmatch
biphosphonate;tiludronate disodium (substance);narrowmatch
eltrombopag (substance);pharmacologic substance;broadmatch
product containing bromhexine (medicinal product);bromhexine;exactmatch
product containing riociguat (medicinal product);riociguat;exactmatch
methyl 4-hydroxybenzoate sodium salt (substance);methylparaben sodium;exactmatch
disophenol (substance);disophenol;exactmatch
aspirin (substance);aspirin;exactmatch
nonacog alfa (substance);hemostatic agent;broadmatch
anti-glaucoma agent;product containing latanoprostene bunod (medicinal product);narrowmatch
product containing afatinib (medicinal product);afatinib;exactmatch
anticoagulant agent;product containing anisindione (medicinal product);narrowmatch
product containing tamsulosin (medicinal product);tamsulosin;exactmatch
exenatide (substance);exenatide;exactmatch
ipratropium bromide monohydrate (substance);ipratropium bromide;exactmatch
cyclophosphamide (substance);nitrogen mustard compound;broadmatch
calcium channel blocker;perhexiline (substance);narrowmatch
enzyme inhibitor;substance with acetylcholinesterase inhibitor mechanism of action (substance);narrowmatch
selective serotonin reuptake inhibitor;product containing sertraline (medicinal product);narrowmatch
product containing methysergide (medicinal product);serotonin agonist;broadmatch
topical anti-infective agent;2-methyl-4-isothiazolin-3-one (substance);narrowmatch
signal transduction inhibitor;oleandrin (substance);narrowmatch
piperazine edetate calcium (substance);piperazine calcium edetate;exactmatch
masoprocol (substance);lipooxygenase inhibitor;broadmatch
pibrentasvir (substance);pibrentasvir;exactmatch
nonsteroidal antiinflammatory drug;product containing carprofen (medicinal product);narrowmatch
product containing nafarelin (medicinal product);nafarelin;exactmatch
brinzolamide (substance);carbonic anhydrase inhibitor;broadmatch
product containing acenocoumarol (medicinal product);anticoagulant agent;broadmatch
histamine-1 receptor antagonist;cyproheptadine hydrochloride (substance);narrowmatch
histamine-1 receptor antagonist;mebhydrolin (substance);narrowmatch
morphine sulfate (substance);opioid receptor agonist;broadmatch
antihypertensive agent;sacubitril (substance);narrowmatch
product containing ammonium bicarbonate (medicinal product);ammonium bicarbonate;exactmatch
captodiamine (substance);sedative and hypnotic;broadmatch
antiviral agent;product containing telaprevir (medicinal product);narrowmatch
product containing succimer (medicinal product);succimer;exactmatch
terlipressin acetate (substance);hormone therapy agent;broadmatch
product containing prasugrel (medicinal product);thienopyridine antiplatelet agent;broadmatch
antineoplastic radiopharmaceutical agent;product containing chlorotoxin (131-i) (medicinal product);narrowmatch
product containing tolcapone (medicinal product);antiparkinsonian agent;broadmatch
hormone antagonist;product containing relugolix (medicinal product);narrowmatch
chemopreventive agent;isoamyl p-methoxycinnamate (substance);narrowmatch
nonsteroidal antiinflammatory drug;aceclofenac (substance);narrowmatch
pharmacologic substance;anakinra (substance);narrowmatch
ardeparin sodium (substance);ardeparin sodium;exactmatch
thiazide diuretic;product containing indapamide (medicinal product);narrowmatch
topical anti-infective agent;benzoin (substance);narrowmatch
isosorbide mononitrate (substance);vasodilating agent;broadmatch
pipobroman (substance);antineoplastic alkylating agent;broadmatch
sulforidazine (substance);sulforidazine;exactmatch
product containing carteolol (medicinal product);carteolol;exactmatch
tribromsalan (substance);tribromsalan;exactmatch
mercaptamine bitartrate (substance);anti-ulcer agent;broadmatch
disodium pamidronate (substance);pamidronate disodium;exactmatch
alkaloid;hydromorphone hydrochloride (substance);narrowmatch
bupivacaine hydrochloride (substance);bupivacaine hydrochloride;exactmatch
clopidol (substance);antiprotozoal agent;broadmatch
phentermine (substance);phentermine;exactmatch
aripiprazole (substance);aripiprazole;exactmatch
retigabine (substance);ezogabine;exactmatch
antineoplastic agent;product containing pegaptanib (medicinal product);narrowmatch
medicinal product acting as uricosuric (product);uricosuric agent;exactmatch
antioxidant;product containing butylated hydroxytoluene (medicinal product);narrowmatch
fomivirsen (substance);fomivirsen;exactmatch
product containing aspirin (medicinal product);cyclooxygenase inhibitor;broadmatch
inosine (substance);inosine;exactmatch
mepyramine maleate (substance);pyrilamine maleate;exactmatch
luprostiol (substance);luprostiol;exactmatch
vasodilating agent;product containing amyl nitrite (medicinal product);narrowmatch
product containing pimozide (medicinal product);antipsychotic agent;broadmatch
product containing low molecular weight heparin (product);low molecular weight heparin;exactmatch
product containing fenofibrate (medicinal product);antilipidemic agent;broadmatch
product containing doxapram (medicinal product);doxapram;exactmatch
product containing auranofin (medicinal product);auranofin;exactmatch
combination medication;product containing aspirin and caffeine and paracetamol (medicinal product);narrowmatch
product containing dasabuvir (medicinal product);antiviral agent;broadmatch
product containing diiodohydroxyquinoline (medicinal product);antiprotozoal agent;broadmatch
antipsychotic agent;lithium citrate (substance);narrowmatch
substance with purine nucleoside phosphorylase inhibitor mechanism of action (substance);purine nucleoside phosphorylase inhibitor;exactmatch
dialysis fluid (substance);dialysis fluid;exactmatch
neocinchophen (substance);neocinchophen;exactmatch
product containing amodiaquine (medicinal product);amodiaquine;exactmatch
product containing bone resorption inhibitor (product);bone resorption inhibitor;exactmatch
mestranol (substance);mestranol;exactmatch
elvitegravir (substance);elvitegravir;exactmatch
lopinavir (substance);lopinavir;exactmatch
nonsteroidal antiinflammatory drug;icatibant (substance);narrowmatch
antihypertensive agent;guanfacine hydrochloride (substance);narrowmatch
tapentadol hydrochloride (substance);tapentadol hydrochloride;exactmatch
product containing artemisinin (medicinal product);antiprotozoal agent;broadmatch
bisphosphonate (substance);biphosphonate;exactmatch
chlorphenamine (substance);histamine-1 receptor antagonist;broadmatch
product containing mecamylamine (medicinal product);mecamylamine;exactmatch
histamine-1 receptor antagonist;chlorcyclizine (substance);narrowmatch
medicinal product containing pyrimidine analog and acting as antineoplastic agent (product);pyrimidine antagonist;exactmatch
product containing demecarium (medicinal product);demecarium;exactmatch
calcium channel blocker;amlodipine maleate (substance);narrowmatch
antiviral agent;velpatasvir (substance);narrowmatch
ipratropium bromide anhydrous (substance);ipratropium bromide anhydrous;exactmatch
product containing tafenoquine (medicinal product);tafenoquine;exactmatch
alkaloid;buprenorphine hydrochloride (substance);narrowmatch
urinary anti-infective agent;product containing nitrofurantoin (medicinal product);narrowmatch
dna binding agent;mitoxantrone hydrochloride (substance);narrowmatch
product containing adapalene (medicinal product);adapalene;exactmatch
cholinergic agonist;product containing ecothiopate (medicinal product);narrowmatch
pharmacologic substance;tilidine (substance);narrowmatch
product containing meloxicam (medicinal product);cyclooxygenase inhibitor;broadmatch
hydroxyethyl starch (substance);blood substitute;broadmatch
product containing thimerosal (medicinal product);topical anti-infective agent;broadmatch
product containing dithranol (medicinal product);anti-psoriatic agent;broadmatch
antiviral agent;product containing peramivir (medicinal product);narrowmatch
product containing emtricitabine and tenofovir (medicinal product);anti-hiv agent;broadmatch
prostaglandin analogue;product containing lubiprostone (medicinal product);narrowmatch
product containing pasireotide (medicinal product);pasireotide;exactmatch
triamterene (substance);triamterene;exactmatch
ammonium bicarbonate (substance);ammonium bicarbonate;exactmatch
melphalan flufenamide (substance);melphalan flufenamide;exactmatch
rivastigmine (substance);rivastigmine;exactmatch
alkaloid;levomethadyl acetate hydrochloride (substance);narrowmatch
nonsteroidal antiinflammatory drug;thiosalicylate (substance);narrowmatch
trans-3-hydroxycotinine (substance);3-hydroxycotinine;exactmatch
oxazepam (substance);benzodiazepine;broadmatch
sedative and hypnotic;eszopiclone (substance);narrowmatch
dopamine antagonist;amisulpride (substance);narrowmatch
resorcinol (substance);resorcinol;exactmatch
halcinonide (substance);halcinonide;exactmatch
antiviral agent;voxilaprevir (substance);narrowmatch
pharmacologic substance;calfactant (substance);narrowmatch
alkaloid;product containing oxycodone (medicinal product);narrowmatch
electrolyte replacement agent;calcium glubionate (substance);narrowmatch
benazepril (substance);benazepril;exactmatch
product containing sumatriptan (medicinal product);sumatriptan;exactmatch
product containing aloin (medicinal product);aloin;exactmatch
cabazitaxel (substance);tubulin binding agent;broadmatch
adrenal agent;product containing fluticasone (medicinal product);narrowmatch
alprostadil (substance);prostaglandin analogue;broadmatch
antitubercular agent;para-aminosalicylic acid (substance);narrowmatch
product containing pilocarpine (medicinal product);pilocarpine;exactmatch
tricyclic antidepressant;product containing amitriptyline (medicinal product);narrowmatch
fgfr inhibitor;product containing pemigatinib (medicinal product);narrowmatch
histamine-1 receptor antagonist;brompheniramine (substance);narrowmatch
beclometasone dipropionate monohydrate (substance);pharmacologic substance;broadmatch
naratriptan hydrochloride (substance);serotonin agonist;broadmatch
dolutegravir (substance);antiviral agent;broadmatch
sodium lauryl sulfate (substance);sodium lauryl sulfate;exactmatch
ranitidine (substance);histamine-2 receptor antagonist;broadmatch
product containing pancuronium (medicinal product);pancuronium;exactmatch
acepromazine (substance);acepromazine;exactmatch
gemfibrozil (substance);gemfibrozil;exactmatch
rifaximin (substance);antibiotic;broadmatch
product containing pemetrexed (medicinal product);thymidylate synthase inhibitor;broadmatch
anisindione (substance);anticoagulant agent;broadmatch
carteolol (substance);beta-adrenergic antagonist;broadmatch
product containing tiaprofenic acid (medicinal product);tiaprofenic acid;exactmatch
blood product;human red blood cells, blood product (product);narrowmatch
potassium gluconate (substance);potassium gluconate;exactmatch
malignancy-associated hypercalcemia inhibitor;cinacalcet (substance);narrowmatch
indometacin (substance);cyclooxygenase inhibitor;broadmatch
tramazoline (substance);histamine-1 receptor antagonist;broadmatch
eritrityl tetranitrate (substance);erythrityl tetranitrate;exactmatch
letermovir (substance);letermovir;exactmatch
vasodilating agent;product containing pentaerithrityl tetranitrate (medicinal product);narrowmatch
non-steroidal aromatase inhibitor;product containing letrozole (medicinal product);narrowmatch
product containing azatadine (medicinal product);azatadine;exactmatch
product containing bosentan (medicinal product);bosentan;exactmatch
anagrelide (substance);antiplatelet agent;broadmatch
capmatinib (substance);capmatinib;exactmatch
ethylmorphine (substance);opioid receptor agonist;broadmatch
eltrombopag (substance);eltrombopag;exactmatch
product containing avatrombopag (medicinal product);pharmacologic substance;broadmatch
product containing mitotane (medicinal product);mitotane;exactmatch
pegvaliase (substance);pharmacologic substance;broadmatch
oxypertine (substance);oxypertine;exactmatch
dna minor groove binding agent;product containing trabectedin (medicinal product);narrowmatch
prostaglandin analogue;product containing bimatoprost (medicinal product);narrowmatch
cyclomethycaine (substance);cyclomethycaine;exactmatch
lonafarnib (substance);lonafarnib;exactmatch
product containing retinoid (product);retinoic acid agent;exactmatch
amrinone (substance);inamrinone;exactmatch
gene therapy agent;product containing inotersen (medicinal product);narrowmatch
antianxiety agent;spiperone (substance);narrowmatch
migalastat (substance);migalastat;exactmatch
product containing amylmetacresol (medicinal product);amylmetacresol;exactmatch
product containing icodextrin (medicinal product);icodextrin;exactmatch
product containing penciclovir (medicinal product);penciclovir;exactmatch
antihelminthic agent;piperazine citrate (substance);narrowmatch
protein kinase inhibitor;product containing regorafenib (medicinal product);narrowmatch
product containing estramustine (medicinal product);estramustine;exactmatch
product containing coumarin (product);coumarin;exactmatch
product containing tioconazole (medicinal product);antifungal agent;broadmatch
product containing fulvestrant (medicinal product);selective estrogen receptor down regulator;broadmatch
nicotinic antagonist;hexamethonium (substance);narrowmatch
product containing afatinib (medicinal product);quizartinib;exactmatch
anticoagulant agent;phenindione (substance);narrowmatch
calcium polycarbophil (substance);calcium polycarbophil;exactmatch
ibandronic acid (substance);biphosphonate;broadmatch
phenol compound;o-benzyl-parachlorophenol (substance);narrowmatch
product containing ticlopidine (medicinal product);ticlopidine;exactmatch
dopamine agonist;rotigotine (substance);narrowmatch
phosphodiesterase inhibitor;product containing cilostazol (medicinal product);narrowmatch
pralatrexate (substance);dihydrofolate reductase inhibitor;broadmatch
mast cell stabilizer;product containing cromoglicic acid (medicinal product);narrowmatch
product containing selinexor (medicinal product);antineoplastic protein inhibitor;broadmatch
product containing dimeticone (medicinal product);antiflatulent agent;broadmatch
proton pump inhibitor;lansoprazole (substance);narrowmatch
product containing citalopram (medicinal product);citalopram;exactmatch
dichlorophenarsine (substance);dichlorophenarsine;exactmatch
anti-ulcer agent;mercaptamine (substance);narrowmatch
biphosphonate;alendronic acid (substance);narrowmatch
altizide (substance);thiazide diuretic;broadmatch
product containing dapagliflozin (medicinal product);dapagliflozin;exactmatch
phenelzine (substance);monoamine oxidase inhibitor;broadmatch
promethazine teoclate (substance);promethazine teoclate;exactmatch
naloxone hydrochloride (substance);opiate antagonist;broadmatch
ganciclovir (substance);ganciclovir;exactmatch
sulfaethidole (substance);sulfaethidole;exactmatch
product containing pethidine (medicinal product);opioid receptor agonist;broadmatch
fenbendazole (substance);antihelminthic agent;broadmatch
product containing tenofovir (medicinal product);nucleoside reverse transcriptase inhibitor;broadmatch
bialamicol (substance);antiprotozoal agent;broadmatch
antihypertensive agent;dihydralazine (substance);narrowmatch
product containing dolutegravir (medicinal product);dolutegravir;exactmatch
mefruside (substance);thiazide diuretic;broadmatch
sodium oxybutyrate (substance);sodium oxybate;exactmatch
perhexiline (substance);calcium channel blocker;broadmatch
electrolyte replacement agent;product containing potassium gluconate (medicinal product);narrowmatch
betamethasone dipropionate (substance);betamethasone dipropionate;exactmatch
metreleptin (substance);antilipidemic agent;broadmatch
medicinal product acting as antiasthmatic agent (product);anti-asthmatic agent;exactmatch
fluoroquinolone (substance);fluoroquinolone antibiotic;exactmatch
tiludronic acid (substance);bone resorption inhibitor;broadmatch
product containing drotrecogin alfa (medicinal product);drotrecogin alfa (activated);exactmatch
sitaxentan sodium (substance);sitaxentan sodium;exactmatch
sitaxentan sodium (substance);endothelin receptor type a antagonist;broadmatch
loperamide (substance);loperamide;exactmatch
vinca alkaloid compound;vinflunine (substance);narrowmatch
product containing tenapanor (medicinal product);pharmacologic substance;broadmatch
pamidronic acid (substance);biphosphonate;broadmatch
product containing maropitant (medicinal product);maropitant;exactmatch
hydralazine (substance);hydralazine hydrochloride;exactmatch
dna binding agent;product containing amsacrine (medicinal product);narrowmatch
anticholinergic agent;pipethanate hydrochloride (substance);narrowmatch
procaterol hydrochloride (substance);procaterol hydrochloride;exactmatch
medicinal product acting as thrombolytic agent (product);pharmacologic substance;broadmatch
product containing mercaptamine (medicinal product);anti-ulcer agent;broadmatch
anti-ulcer agent;sodium gualenate (substance);narrowmatch
product containing isometheptene (medicinal product);isometheptene;exactmatch
homochlorcyclizine (substance);histamine-1 receptor antagonist;broadmatch
product containing hexobarbital (medicinal product);hexobarbital;exactmatch
antipsychotic agent;aripiprazole (substance);narrowmatch
nafoxidine (substance);chemopreventive agent;broadmatch
enoxolone (substance);hydroxysteroid dehydrogenase inhibitor;broadmatch
product containing cobicistat and darunavir (medicinal product);darunavir/cobicistat;exactmatch
brompheniramine maleate (substance);histamine-1 receptor antagonist;broadmatch
product containing galantamine (medicinal product);galantamine;exactmatch
levo-methamphetamine (substance);levmetamfetamine;exactmatch
doxacurium (substance);nicotinic antagonist;broadmatch
product containing etynodiol (medicinal product);hormone therapy agent;broadmatch
muscle relaxant;rapacuronium bromide (substance);narrowmatch
prostaglandin analogue;sulprostone (substance);narrowmatch
azaperone (substance);azaperone;exactmatch
product containing enasidenib (medicinal product);enasidenib;exactmatch
muscle relaxant;product containing cyclobenzaprine (medicinal product);narrowmatch
unithiol (substance);2,3-dimercapto-1-propanesulfonic acid;exactmatch
gamolenic acid (substance);gamolenic acid;exactmatch
nabumetone (substance);nonsteroidal antiinflammatory drug;broadmatch
ezetimibe (substance);antilipidemic agent;broadmatch
copanlisib (substance);phosphatidylinositide 3-kinase inhibitor;broadmatch
recombinant erythropoietin;product containing epoetin alfa (medicinal product);narrowmatch
promoxolane (substance);promoxolane;exactmatch
serotonin agonist;rizatriptan (substance);narrowmatch
product containing frovatriptan (medicinal product);serotonin agonist;broadmatch
product containing methohexital (medicinal product);barbiturate;broadmatch
cns stimulant;product containing etamivan (medicinal product);narrowmatch
pharmacologic substance;product containing eltrombopag (medicinal product);narrowmatch
antifungal agent;ciclopirox olamine (substance);narrowmatch
panobinostat lactate (substance);enzyme inhibitor;broadmatch
product containing allopurinol (medicinal product);allopurinol;exactmatch
mannitol hexanitrate (substance);vasodilating agent;broadmatch
product containing proflavine (medicinal product);topical anti-infective agent;broadmatch
dabrafenib mesilate (substance);antineoplastic enzyme inhibitor;broadmatch
product containing fexofenadine (medicinal product);fexofenadine;exactmatch
hemostatic agent;carbazochrome sodium sulfonate (substance);narrowmatch
echinacea preparation (product);echinacea extract;exactmatch
oral contraceptive preparation;product containing drospirenone and ethinylestradiol (medicinal product);narrowmatch
laxative;product containing casanthranol (medicinal product);narrowmatch
emylcamate (substance);antianxiety agent;broadmatch
cholinergic agonist;pilocarpine nitrate (substance);narrowmatch
bronchodilator;ipratropium bromide anhydrous (substance);narrowmatch
direct factor xa inhibitor;product containing rivaroxaban (medicinal product);narrowmatch
hormone antagonist;product containing cetrorelix (medicinal product);narrowmatch
enasidenib mesilate (substance);idh2 inhibitor;broadmatch
umbralisib tosylate (substance);umbralisib tosylate;exactmatch
ipratropium bromide anhydrous (substance);bronchodilator;broadmatch
itraconazole (substance);antifungal agent;broadmatch
hmg-coa reductase inhibitor;pravastatin sodium (substance);narrowmatch
product containing guanadrel (medicinal product);antihypertensive agent;broadmatch
proton pump inhibitor;product containing dexlansoprazole (medicinal product);narrowmatch
product containing perhexiline (medicinal product);perhexiline;exactmatch
opioid receptor agonist;dextropropoxyphene (substance);narrowmatch
pharmacologic substance;pitolisant (substance);narrowmatch
product containing bazedoxifene (medicinal product);bazedoxifene;exactmatch
product containing phenylbutyric acid (medicinal product);enzyme inhibitor;broadmatch
substance with phosphodiesterase 5 inhibitor mechanism of action (substance);cgmp phosphodiesterase inhibitor;exactmatch
gonadotropin-releasing hormone analog;product containing histrelin (medicinal product);narrowmatch
opioid receptor agonist;nalorphine hydrochloride (substance);narrowmatch
benzydamine hydrochloride (substance);nonsteroidal antiinflammatory drug;broadmatch
prochlorperazine (substance);phenothiazine;broadmatch
phenol (substance);phenol compound;broadmatch
