head;tail;relation
rosuvastatin zinc;6-heptenoic acid, 7-(4-(4-fluorophenyl)-6-(1-methylethyl)-2-(methyl(methylsulfonyl)amino)-5-pyrimidinyl)-3,5-dihydroxy-, zinc salt (2:1), (3r,5s,6e)-;exactmatch
ranirestat;(3r)-2'-(4-bromo-2-fluorobenzyl)spiro(pyrrolidine-3,4'(1'h)-pyrrolo(1,2-a)pyrazine)-1',2,3',5(2'h)-tetrone;exactmatch
freselestat;2-(5-amino-6-oxo-2-phenylpyrimidin-1(6h)-yl)-n-((1rs)-1-(5-tert-butyl-1,3,4-oxadiazol-2-yl)-3-methyl-1-oxobutan-2-yl)acetamide;exactmatch
avagacestat;(2r)-2-(n-((4-chlorophenyl)sulfonyl)-n-((2-fluoro-4-(1,2,4-oxadiazol-3-yl)phenyl)methyl)amino)-5,5,5-trifluoropentanamide;exactmatch
brain disorder;brain disorder;exactmatch
serrated lesions and polyps;ssa;exactmatch
appendix serrated lesions and polyps;appendix ssa;exactmatch
generalized dysplasia;generalized dysplasia;exactmatch
colorectal adenomatous polyp;adenomatous polyp of large bowel;exactmatch
colorectal cowden-associated polyp;colorectal cowden-associated polyp;exactmatch
gastrointestinal hamartoma;gastrointestinal hamartoma;exactmatch
colorectal hamartoma;colorectal hamartoma;exactmatch
colorectal microvesicular hyperplastic polyp;colorectal mvhp;exactmatch
colorectal goblet cell rich hyperplastic polyp;colorectal gchp;exactmatch
colorectal sporadic serrated polyp;colorectal sporadic serrated polyp;exactmatch
appendix leiomyosarcoma;appendix leiomyosarcoma;exactmatch
estrogen receptor agonist gtx-758;capesaris;exactmatch
ricolinostat;2-(diphenylamino)-n-(7-(hydroxyamino)-7-oxoheptyl)pyrimidine-5-carboxamide;exactmatch
anti-tf monoclonal antibody alt-836;alt-836;exactmatch
napabucasin;2-acetylnaphtho(2,3-b)furan-4,9-dione;exactmatch
topical piperidine nitroxide mts-01;1-piperidinyloxy, 4-hydroxy-2,2,6,6-tetramethyl-;exactmatch
appendix neuroendocrine carcinoma;appendix high grade neuroendocrine carcinoma;exactmatch
appendix high grade intraepithelial neoplasia;appendiceal high grade dysplasia;exactmatch
appendix low grade intraepithelial neoplasia;appendiceal low grade dysplasia;exactmatch
appendix intraepithelial neoplasia;appendiceal dysplasia;exactmatch
sarcnu;2-chloroethyl-3-sarcosinamide-1-nitrosourea;exactmatch
nafamostat mesylate;6-amidino-2-naphthyl 4-guanidinobenzoate dimethanesulfonate;exactmatch
ampulla of vater neuroendocrine tumor g2;ampulla of vater neuroendocrine tumor g2;exactmatch
small intestinal neuroendocrine tumor g2;small intestinal net g2;exactmatch
tonapofylline;3-(4-(2,6-dioxo-1,3-dipropyl-2,3,6,7-tetrahydro-1h-purin-8-yl)bicyclo(2.2.2)oct-1- yl)propanoic acid;exactmatch
verofylline;(+-)-1,8-dimethyl-3-(2-methybutyl)xanthine;exactmatch
albifylline;1-(5-hydroxy-5-methylhexyl)-3-methyl-3,7-dihydro-1h-purine-2,6-dione;exactmatch
digestive system neuroendocrine tumor g2;digestive system neuroendocrine tumor g2;exactmatch
intestinal neuroendocrine tumor g2;intestinal net g2;exactmatch
colorectal neuroendocrine carcinoma;colorectal (colon or rectal) neuroendocrine cancer;exactmatch
colorectal neuroendocrine neoplasm;colorectal neuroendocrine neoplasm;exactmatch
gemcitabine hydrochloride;1-(2-oxo-4-amino-1,2-dihydropyrimidin-1-yl)-2-deoxy-2,2-difluororibose, hydrochloride;exactmatch
small intestinal neuroendocrine carcinoma;small intestinal high grade neuroendocrine carcinoma;exactmatch
nafamostat;6-(aminoiminomethyl)-2-naphthalenyl 4-((aminoiminomethyl)amino)benzoate;exactmatch
intestinal neuroendocrine carcinoma;intestinal high grade neuroendocrine carcinoma;exactmatch
intestinal neuroendocrine tumor;intestinal net;exactmatch
small intestinal neuroendocrine tumor;small intestinal net;exactmatch
her2-targeted liposomal doxorubicin hydrochloride mm-302;her2-targeted liposomal doxorubicin hydrochloride mm-302;exactmatch
paclitaxel injection concentrate for nanodispersion;picn;exactmatch
nutraceutical tbl-12;nutraceutical tbl-12;exactmatch
hydroxyprogesterone caproate;17-[(1-oxohexyl)oxy]pregn-4-ene-3,20-dione;exactmatch
ampulla of vater neuroendocrine carcinoma;ampulla of vater high grade neuroendocrine carcinoma;exactmatch
rolofylline;1,3-dipropyl-8-(tricyclo(3.3.1.0(sup 3,7))non-3-yl)-3,7-dihydro-1h-purine-2,6-dione;exactmatch
tazifylline;1h-purine-2,6-dione, 3,7-dihydro-7-(2-hydroxy-3-(4-(3-(phenylthio)propyl)-1-piperazinyl)propyl)-1,3-dimethyl-;exactmatch
tazifylline hydrochloride;1h-purine-2,6-dione, 3,7-dihydro-7-(2-hydroxy-3-(4-(3-(phenylthio)propyl)-1-piperazinyl)propyl)-1,3-dimethyl-, dihydrochloride, (+-)-;exactmatch
laprafylline;1-methyl-3-isobutyl-8-(2-(4-benzhydrylpiperazino)ethyl)xanthine;exactmatch
imirestat;2,7-difluorospiro(fluorene-9,4'-imidazolidine)-2',5'-dione;exactmatch
ilomastat;butanediamide, n4-hydroxy-n1-[(1s)-1-(1h-indol-3-ylmethyl)-2-(methylamino)-2-oxoethyl]-2-(2-methylpropyl)-,(2r)-;exactmatch
mevastatin;cs 500;exactmatch
eliglustat tartrate;bis(n-((1r,2r)-2-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-hydroxy-1-(pyrrolidin-1- ylmethyl)ethyl)octanamide) (2r,3r)-2,3-dihydroxybutanedioate;exactmatch
eliglustat;eliglustat;exactmatch
elcatonin;(aminosuberic acid 1,7)-eel calcitonin;exactmatch
pik3ca gene mutation;pi3k gene mutation;exactmatch
18-f-fluoroacetate;(18)f-fac;exactmatch
ng-nitro-l-arginine;l-nna;exactmatch
muscadine grape skin extract;mske;exactmatch
cfms tyrosine kinase inhibitor arry-382;arry-382;exactmatch
integrin receptor antagonist glpg0187;glpg0187;exactmatch
adenovirus-encoding e.coli pnp;ad/pnp;exactmatch
anagliptin;anagliptin;exactmatch
amitriptyline pamoate;amitriptyline pamoate;exactmatch
acefylline;1,2,3,6-tetrahydro-1,3-dimethyl-2,6-dioxopurine-7-acetic acid;exactmatch
derenofylline;derenofylline;exactmatch
trimecaine hydrochloride;2-diethylamino-2',4',6'-trimethylacetanilide hydrochloride;exactmatch
clormecaine hydrochloride;benzoic acid, 3-amino-4-chloro-, 2-(dimethylamino)ethyl ester, hydrochloride (1:1);exactmatch
canosimibe;canosimibe;exactmatch
anti-c-fms monoclonal antibody amg 820;amg 820;exactmatch
egfr gene mutation;egfr gene mutation;exactmatch
egfr protein variant;egfr protein variant;exactmatch
braf nm_004333.4:c.1799t>a;b-raf1 c.1799t>a;exactmatch
braf nm_004333.4:c.1799_1800deltginsaa;b-raf1 c.1799_1800tg>aa;exactmatch
braf np_004324.2:p.v600e;activating braf v600e mutation;exactmatch
braf protein variant;braf protein variant;exactmatch
acarbose;acarbose;exactmatch
monoclonal antibody cep-37250/khk2804;cep-37250/khk2804;exactmatch
nagrestipen;26-l-alaninelymphokine mip 1alpha (human clone pat464 macrophageiinflammatory);exactmatch
ebselen-containing oral capsule spi-1005;ebselen-containing oral capsule spi-1005;exactmatch
oxytocin antagonist;oxytocin antagonist;exactmatch
androgen antagonist apc-100;apc-100;exactmatch
sns01-t nanoparticles;sns01-t;exactmatch
gm-csf-encoding oncolytic adenovirus cgtg-102;cgtg-102;exactmatch
encorafenib;braftovi;exactmatch
hafnium oxide-containing nanoparticles nbtxr3;hafnium oxide-containing nanoparticles nbtxr3;exactmatch
opaganib;4-pyridinylmethyl-3-(4-chlorophenyl) adamantane carboxamide;exactmatch
pirogliride tartrate;1-pyrrolidinecarboximidamide, n-(1-methyl-2-pyrrolidinylidene)-n'-phenyl-(r-(r*,r*))-2,3-dihydroxybutanedioate (1:1);exactmatch
kras protein variant;gtpase kras protein variant;exactmatch
aceglatone;aceglatone;exactmatch
diazepam hydrochloride;7-chloro-1,3-dihydro-1-methyl-5-phenyl-2h-benzo-1,4-diazepin-2-onemonohydrochloride;exactmatch
carbon c 13 phytofluene;13c-pf;exactmatch
cis-urocanic acid;cis-urocanic acid;exactmatch
corynebacterium granulosum p40;adjuvant p40;exactmatch
mericitabine;2' alpha-fluoro-2' beta-methyl-3',5'-diisobutyryldeoxycytidine;exactmatch
congenital urinary system abnormality;congenital abnormality of the urinary system;exactmatch
icatibant acetate;firazyr;exactmatch
icatibant;icatibant;exactmatch
serabelisib;(6-(2-amino-5-benzoxazolyl)imidazo(1,2-a)pyridin-3-yl)-4-morpholinylmethanone;exactmatch
poziotinib;hm781-36;exactmatch
carbon c 13 phytoene;13c-pe;exactmatch
nras protein variant;gtpase nras protein variant;exactmatch
mek 1/2 inhibitor as703988/msc2015103b;as703988;exactmatch
brigatinib;(2-((5-chloro-2-((2-methoxy-4-(4-(4-methylpiperazin-1-yl)piperidin-1-yl)phenyl)amino)pyrimidin-4-yl)amino)phenyl)dimethyl-,delta5-phosphanone;exactmatch
acodazole;1h-imidazo[4,5-f]quinoline, acetamide deriv;exactmatch
aclacinomycin antitumor antibiotic;aclacinomycin antitumor antibiotic;exactmatch
acivicin;(s-(r*,r*))-4,5-dihydro-alpha-amino-3-chloro-5-isoxazoleacetic acid;exactmatch
chronic lung disorder;chronic lung disease;exactmatch
acitretin;(all-e)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid;exactmatch
pik3ca protein variant;pi3kalpha protein variant;exactmatch
pirogliride;n-(1-methyl-2-pyrrolidinylidene)-n'-phenyl-1-pyrrolidinecarboxamidine;exactmatch
triamcinolone 21-valerate;pregna-1,4-diene-3,20-dione, 9-fluoro-11beta, 16alpha,17,21-tetrahydroxy-, 21-valerate;exactmatch
triamcinolone 21-acetate;9-fluoro-11beta, 16alpha,17,21-trihydroxypregna-1,4-diene-3,20-dione, 21-acetate;exactmatch
indeglitazar;3-(5-methoxy-1-((4-methoxyphenyl)sulfonyl)-1h-indol-3-yl)propanoic acid;exactmatch
diamocaine cyclamate;1-(2-anilinoethyl)-4-(2-(diethylamino)ethoxy)-4-phenylpiperidine bis(cyclohexanesulfamate);exactmatch
diamocaine;1-(2-anilinoethyl)-4-(2-(diethylamino)ethoxy)-4-phenylpiperidine;exactmatch
chloroquinoxaline sulfonamide;benzenesulfonamide, 4-amino-n-(5-chloro-2-quinoxalinyl)-;exactmatch
butoxycaine;2-diethylaminoethyl-(p-butoxybenzoate);exactmatch
butoxycaine hydrochloride;butoxycaine hydrochloride;exactmatch
interleukin-1 receptor antagonist protein;icil-1ra;exactmatch
il1rn gene;il1rn;exactmatch
peliglitazar;3-(5-methoxy-1-((4-methoxyphenyl)sulfonyl)-1h-indol-3-yl)propanoic acid;exactmatch
reglitazar;(4rs)-4-(4-(2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy)benzyl)-3,5-isoxazolidinedione;exactmatch
trestolone;17beta-hydroxy-7alpha-methylestr-4-en-3-one;exactmatch
niacin-based antilipidemic agent;niacin-based antilipidemic agent;exactmatch
fibrate antilipidemic agent;fibrate antilipidemic agent;exactmatch
bile acid sequestrant;bile acid sequestrant;exactmatch
tuclazepam;7-chlor-5-(2-chlorphenyl)-2,3-dihydro-1-methyl-1h-1,4-benzodiazepin-2-methanol;exactmatch
ripazepam;1-ethyl-4,6-dihydro-3-methyl-8-phenylpyrazolo(4,3-e)(1,4)diazepin-5(1h)-one;exactmatch
phenazepam;2h-1,4-benzodiazepin-2-one, 1,3-dihydro-7-bromo-5-(2-chlorophenyl)-;exactmatch
oxazepam monosodium succinate;oxazepam monosodium succinate;exactmatch
oxazepam hemisuccinate;( -)-oxazepam succinate;exactmatch
dimethocaine;(3-diethylamino-2,2-dimethyl)propyl 4-aminobenzoat;exactmatch
dimethocaine salicylate;dimethocaine salicylate;exactmatch
nivocasan;(5r)-n-((2s,3s)-2-(fluoromethyl)-2-hydroxy-5-oxo-tetrahydrofuran-3-yl)-3-(isoquinolin- 1-yl)-5-(1-methylethyl)-4,5-dihydroisoxazole-5-carboxamide;exactmatch
glitazar antidiabetic agent;glitazar antidiabetic agent;exactmatch
trestolone acetate;17beta-hydroxy-7alpha-methylestr-4-en-3-one acetate;exactmatch
descinolone acetonide;21-deoxy f-4 acetonide;exactmatch
descinolone;descinolone;exactmatch
clocortolone caproate;clocortolone caproate;exactmatch
bardoxolone methyl;(+)-methyl 2-cyano-3,12-dioxooleana-1,9(11)-dien-28-oate;exactmatch
alfadolone acetate;(3-alpha,5-alpha)-21-(acetyloxy)-3-hydroxypregnane-11,20-dione;exactmatch
acetoxolone aluminum salt;(3-beta,20-beta)-3-(acetyloxy)-11-oxo-olean-12-en-29-oic acid aluminum salt;exactmatch
acetoxolone;(3-beta,20-beta)-3-(acetyloxy)-11-oxo-olean-12-en-29-oic acid;exactmatch
prednazoline;11beta,17,21-trihydroxypregna-1,4-diene-3,20-dione 21-(di-h phosphate) compound with 2-((2-isopropylphenoxy)methyl)-2-imidazoline;exactmatch
naphazoline nitrate;1h-imidazole, 4,5-dihydro-2-(1-naphthalenylmethyl)-, mononitrate (9ci);exactmatch
thiazolidinedione antidiabetic agent;thiazolidinedione;exactmatch
tybamate;carbamate of 2-(hydroxymethyl)-2-methylpentyl ester of butylcarbamic acid;exactmatch
phenprobamate;1-carbamoyloxy-3-phenylpropane;exactmatch
nisobamate;2-(hydroxymethyl)-2,3-dimethylpentyl isopropylcarbamate carbamate(ester);exactmatch
lorbamate;2-methyl-2-propyl-1,3-propanediol carbamate cyclopropylcarbamate;exactmatch
devazepide;(s)-n-(2,3-dihydro-1-methyl-2-oxo-5-phenyl-1h-1,4-benzodiazepin-3-yl)indole-2-carboxamide;exactmatch
biguanide antidiabetic agent;biguanide;exactmatch
dociparstat sodium;2,3-o-desulfated heparin (12000 da);exactmatch
idasanutlin;idasanutlin;exactmatch
fluorine f 18 rgd-k5;f18 rgd-k5;exactmatch
itopride hydrochloride;hsr 803;exactmatch
rhubarb/licorice herbal supplement;da huang gan cao tang herbal medicine;exactmatch
capecitabine rapidly disintegrating tablet;capecitabine rdt;exactmatch
allocolchicine;allocolchicine;exactmatch
metizoline;1h-imidazole, 4,5-dihydro-2-((2-methylbenzo(b)thien-3-yl)methyl)-;exactmatch
dl-methylephedrine;(r*,s*)-(1)-alpha-(1-(dimethylamino)ethyl)benzyl alcohol;exactmatch
levonordefrin hydrochloride;(-)-2-amino-1-(3,4-dihydroxyphenyl)propan-1-ol hydrochloride;exactmatch
adrenalone hydrochloride;3',4'-dihydroxy-2-(methylamino)acetophenone hydrochloride;exactmatch
actinomycin c3;2104-l-i;exactmatch
terestigmine;(4as,9as)-2,3,4,4a,9,9a-hexahydro-2,4a,9-trimethyl-1,2-oxazino(6,5-b)indol-6-yl heptylcarbamate;exactmatch
paclitaxel trevatide;ang-1005;exactmatch
mimopezil;mimopezil;exactmatch
icopezil maleate;3-(2-(1-benzyl-4-piperidyl)ethyl)-5,7-dihydro-6h-pyrrolo(3,2-f)-1,2-benzisoxazol-6-one maleate (1:1);exactmatch
icopezil;3-(2-(1-benzyl-4-piperidyl)ethyl)-5,7-dihydro-6h-pyrrolo(3,2-f)-1,2-benzisoxazol-6-one;exactmatch
temocapril hydrochloride;temocapril hydrochloride;exactmatch
temocapril;(2s-(2alpha,6beta(r*)))-6-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)tetrahydro-5-oxo-2-(2-thienyl)-1,4-thiazepine-4(5h)-acetic acid;exactmatch
imidapril hydrochloride;(s)-3-(n-((s)-1-ethoxycarbonyl-3-phenylpropyl)-l-alanyl)-1-methyl-2-oxoimidazoline-4-carboxylic acid, hydrochloride;exactmatch
turosteride;1,3-diisopropyl-1-((4-methyl-3-oxo-4-aza-5alpha-androstan-17beta-yl)carbonyl)urea;exactmatch
izonsteride;(4ar,10br)-8-((4-ethyl-2-benzothiazolyl)thio)-1,4,4a,5,6,10b-hexahydro-4,10b-dimethylbenzo(f)quinolin-3-(2h)-one;exactmatch
iodine i 124 nm404;124i-nm404;exactmatch
iodine i 131 nm404;131i-nm404;exactmatch
pbi-shrna stmn1 lipoplex;dna plasmid (pbi-shrna stmn1);exactmatch
radotinib hydrochloride;4-methyl-n-(3-(4-methylimidazol-1-yl)-5-trifluoromethylphenyl)-3-(4-(pyrazin-2-yl)pyrimidin-2-ylamino)benzamide hydrochloride;exactmatch
evaux spring water-based topical spray;evaux spring water-based topical spray;exactmatch
rociletinib;co-1686;exactmatch
her2 ecd+tm virus-like replicon particles vaccine avx901;avx 901;exactmatch
amonafide dihydrochloride;1h-benz(de)isoquinoline-1,3(2h)-dione, 5-amino-2-(2-(dimethylamino)ethyl);exactmatch
anti-egfr monoclonal antibody mixture mm-151;anti-egfr monoclonal antibody mixture mm-151;exactmatch
isoquercitrin;isoquercitrin;exactmatch
ledismase;dismutase, superoxide (human copper-zinc subunit), cyclic (57->146)-disulfide, dim;exactmatch
dextriferron;astrafer;exactmatch
cltc/alk fusion gene;alk/cltc fusion gene;exactmatch
rnf213/alk fusion gene;alk/alo17 fusion gene;exactmatch
ctnnb1/plag1 fusion gene;ctnnb1-plag1 fusion gene;exactmatch
oral aminolevulinic acid hydrochloride;5-aminolevulinic acid hydrochloride, oral;exactmatch
antiangiogenic drug combination tl-118;antiangiogenic drug combination tl-118;exactmatch
fip1l1/pdgfra fusion gene;fip1l1-pdgfra fusion gene;exactmatch
eml4/alk fusion gene;alk/eml4 fusion gene;exactmatch
norbudrine hydrochloride;1,2-benzenediol, 4-(2-(cyclobutylamino)-1-hydroxyethyl)-, hydrochloride (1:1);exactmatch
nordefrin hydrochloride;(+/-)-alpha-methylnoradrenaline hydrochloride;exactmatch
alizapride;alizapride;exactmatch
sr-t100 gel;sr-t100;exactmatch
p38 mapk inhibitor ly3007113;ly3007113;exactmatch
lyophilized black raspberry lozenge;brb confection;exactmatch
pre-1938 product;pre-1938 product;exactmatch
miransertib;2-pyridinamine, 3-(3-(4-(1-aminocyclobutyl)phenyl)-5-phenyl-3h-imidazo(4,5-b)pyridin-2-yl)-;exactmatch
dexamethasone intravitreal implant;dexamethasone intravitreal implant;exactmatch
beta-glucan/alginate/hyaluronic acid/squalene/avocado oil-containing emulsion;beta-glucan/alginate/hyaluronic acid/squalene/avocado oil-containing emulsion;exactmatch
yttrium y 90 basiliximab;90y basiliximab;exactmatch
entolimod;cblb502;exactmatch
dna-dependent protein kinase-targeting sidna dt01;dna-pk-targeting sidna dt01;exactmatch
lyophilized black raspberry saliva substitute;lbr saliva substitute;exactmatch
tropomyosin receptor kinase inhibitor azd7451;azd7451;exactmatch
hmga2/lpp long fusion gene;hmga2-lpp long fusion gene;exactmatch
icotinib hydrochloride;(1,4,7,10)tetraoxacyclododecino(2,3-g)quinazolin-4-amine, n-(3-ethynylphenyl)-7,8,10,11,13,14-hexahydro-, hydrochloride (1:1);exactmatch
honey-containing mouthwash;honey-containing mouthwash;exactmatch
avorelin acetate;1-9-luteinizing hormone-releasing factor (swine), 6-(2-methyl-d-tryptophan)-9-(n-ethyl-l-prolinamide)-, acetate (salt);exactmatch
avorelin;1-9-luteinizing hormone-releasing factor (swine), 6-(2-methyl-d-tryptophan)-9-(n-ethyl-l-prolinamide)-;exactmatch
terlipressin acetate;gly-gly-gly-cys-tyr-phe-gln-asn-cys-pro-lys-gly-nh2 (4-9 disulfide) acetate;exactmatch
epelsiban besylate;(3r,6r)-3-(2,3-dihydro-1h-inden-2-yl)-1-((1r)-1-(2,6-dimethylpyridin-3-yl)-2-(morpholin-4-yl)-2-oxoethyl)-6-((2s)-butan-2-yl)piperazine-2,5-dione monobenzensulfonate;exactmatch
epelsiban;(3r,6r)-3-(2,3-dihydro-1h-inden-2-yl)-1-((1r)-1-(2,6-dimethylpyridin-3-yl)-2-(morpholin- 4-yl)-2-oxoethyl)-6-((1s)-1-methylpropyl)piperazine-2,5-dione;exactmatch
beta-lapachone prodrug arq 761;arq 761;exactmatch
lipofibromatosis;infantile fibromatosis, non-desmoid type;exactmatch
monobenzone;benoquin;exactmatch
eye finding;eye finding;exactmatch
anti-egfrviii antibody drug conjugate amg 595;amg 595;exactmatch
hmga2/lpp short fusion gene;hmga2-lpp short fusion gene;exactmatch
alanosine;3-(hydroxynitrosoamino)-l-alanine;exactmatch
dexanabinol;1,1-dimethylheptyl-11-hydroxytetrahydrocannabinol;exactmatch
pan-pim kinase inhibitor azd1208;azd1208;exactmatch
olaptesed pegol;nox-a12;exactmatch
pax8/pparg fusion gene;pax8-pparg fusion gene;exactmatch
npm1/alk fusion gene;alk/npm1 fusion gene;exactmatch
bcr/fgfr1 fusion gene;bcr-fgfr fusion gene;exactmatch
bcr/abl1 fusion gene p230;bcr-abl1 fusion gene p230;exactmatch
bcr/abl1 fusion gene p210;bcr-abl1 fusion gene p210;exactmatch
bcr/abl1 fusion gene p190;bcr-abl1 fusion gene p190;exactmatch
al721;al-721;exactmatch
synbiotic supplement;prebiotic/probiotic supplement;exactmatch
lactobacillus brevis cd2 lozenge;lactobacillus brevis cd2 lozenge;exactmatch
beta-glucan/lactobacillus casei/bifidobacterium lactis-based supplement;beta-glucan/lactobacillus casei/bifidobacterium lactis-based supplement;exactmatch
duvelisib;1(2h)-isoquinolinone, 8-chloro-2-phenyl-3-((1s)-1-(9h-purin-6-ylamino)ethyl)-;exactmatch
bi-functional alkylating agent val-083;bi-functional alkylating agent val-083;exactmatch
flurazepam monohydrochloride;2h-1,4-benzodiazepin-2-one, 7-chloro-1-(2-(diethylamino)ethyl)-5-(2-fluorophenyl)-1,3-dihydro-, monohydrochloride;exactmatch
delorazepam;1,3-dihydro-7-chloro-5-(o-chlorophenyl)-2h-1,4-benzodiazepin-2-one;exactmatch
butanilicaine hydrochloride;2-(butylamino)-n-(2-chloro-6-methylphenyl)acetamide hydrochloride;exactmatch
multi-subtype natural human leukocyte interferon alpha;multi-subtype natural human leukocyte interferon alpha;exactmatch
msn gene;msn;exactmatch
lpp gene;lim domain containing preferred translocation partner in lipoma gene;exactmatch
leucovorin sodium;leucovorin sodium;exactmatch
sodium alginate microspheres;kmg;exactmatch
green tea extract-based antioxidant supplement;green tea extract-based antioxidant supplement;exactmatch
remetinostat;methyl 4-((8-(hydroxyamino)-8-oxooctanoyl)oxy)benzoate;exactmatch
famitinib;4h-pyrrolo(3,2-c)pyridin-4-one, 5-(2-(diethylamino)ethyl)-2-((5-fluoro-1,2-dihydro-2-oxo-3h-indol-3-ylidene)methyl)-1,5,6,7-tetrahydro-3-methyl-;exactmatch
met tyrosine kinase inhibitor sar125844;met tyrosine kinase inhibitor sar125844;exactmatch
ccr2 antagonist pf-04136309;ccr2 antagonist pf-04136309;exactmatch
myh9 gene;myh9;exactmatch
naloxegol;az13337019;exactmatch
recombinant interferon alpha 2b-like protein;novaferon;exactmatch
afimoxifene;4-(1-(4-(2-(dimethylamino)ethoxy)phenyl)-2-phenylbut-1-enyl)phenol;exactmatch
ibutamoren;2-amino-n-((r)-2-(benzyloxy)-1-((1-(methylsulfonyl)spiro(indoline-3,4'-piperidin)-1'-yl)carbonyl)ethyl)-2-methylpropionamide;exactmatch
gonadorelin diacetate tetrahydrate;gonadorelin diacetate tetrahydrate;exactmatch
sufugolix;5-(n-benzyl-n-methylaminomethyl)-1-(2,6-difluorobenzyl)-6-(4-(3-methoxyureido)phenyl)-3-phenylthieno(2,3-d)pyrimidine-2,4(1h,3h)-dione;exactmatch
aspergillus niger alpha-galactosidase;aspergillus niger .alpha.-galactosidase;exactmatch
aspergillus niger lipase;aspergillus niger lipase;exactmatch
moesin;msn;exactmatch
abemaciclib;2-pyrimidinamine, n-(5-((4-ethyl-1-piperazinyl)methyl)-2-pyridinyl)-5-fluoro-4-(4-fluoro-2-methyl-1-(1-methylethyl)-1h-benzimidazol-6-yl);exactmatch
camazepam;3-n,n-dimethylcarbamoyloxy-7-chloro-5-phenyl-1-methyl-1,3-dihydro-2h-1,4-benzodiazepin-2-one;exactmatch
chloropyramine hydrochloride;alergosan;exactmatch
indanazoline hydrochloride;2-(4-indanylamino)-2-imidazoline hydrochloride;exactmatch
4-nitroestrone 3-methyl ether;3-methoxy-4-nitro-estra-1,3,5(10)-trien-17-one;exactmatch
histapyrrodine hydrochloride;2-(1-pyrrolidyl)ethylphenylbenzylamine hydrochloride;exactmatch
diphenhydramine methylbromide;(2-(diphenylmethoxy)ethyl)trimethylammonium bromide;exactmatch
closiramine aceturate;8-chloro-11-(2-(dimethylamino)ethyl)-6,11-dihydro-5h-benzo(5,6)cyclohepta(1,2-b)pyridine compound with n-acetylglycine (1:1);exactmatch
clocinizine hydrochloride;1-((4-chlorophenyl)phenylmethyl)-4-(3-phenyl-2-propenyl)piperazine dihydrochloride;exactmatch
clemizole undecylate;1h-benzimidazole, 1-((4-chlorophenyl)methyl)-2-(1-pyrrolidinylmethyl)-, monoundecanoate;exactmatch
clemizole sulfate;1h-benzimidazole, 1-((4-chlorophenyl)methyl)-2-(1-pyrrolidinylmethyl)-, sulphate (1:1);exactmatch
chlorpheniramine tannate;chlorpheniramine tannate;exactmatch
pseudomonas aeruginosa preparation;pseudomonas aeruginosa preparation;exactmatch
chlorpheniramine gluconate;chlorpheniramine gluconate;exactmatch
bamipine monohydrochloride;4-piperidinamine, 1-methyl-n-phenyl-n-(phenylmethyl)-, hydrochloride (1:1);exactmatch
bamipine lactate;bamipine lactate;exactmatch
notch2 gene;notch2;exactmatch
map2k4 gene;map2k4;exactmatch
botanical extracts rinse izn-6n4;botanical extracts rinse izn-6n4;exactmatch
lisavanbulin;(2s)-2,6-diamino-n-(4-(2-(2-(4-((2-cyanoethyl)amino)-1,2,5-oxadiazol-3-yl)-1h-benzimidazol-1-yl)acetyl)phenyl)hexanamide;exactmatch
sam68 modulator cwp232291;cwp232291;exactmatch
fip1l1 gene;fip1 like 1 (s. cerevisiae) gene;exactmatch
non-nucleoside reverse transcriptase inhibitor;nnrti;exactmatch
nucleoside reverse transcriptase inhibitor;nrti;exactmatch
medronate tetrasodium;medronate tetrasodium;exactmatch
18f-labeled mini-peg spacered rgd dimer;(18)f-fb-mini-peg-e[c(rgdyk)](2);exactmatch
iso-fludelone;17-iso-oxazole-26-f3-9,10-dehydro-12,13-desoxy-epothilone b;exactmatch
intellectual property;intellectual product;exactmatch
montanide isa 720;isa 720;exactmatch
clonidine-containing mucoadhesive buccal tablet;clonidine lauriad;exactmatch
manufactured object;manufactured object;exactmatch
asxl1 gene;asxl transcriptional regulator 1 gene;exactmatch
etidronate tetrasodium;etidronate tetrasodium;exactmatch
asxl1 gene mutation;asxl transcriptional regulator 1 gene mutation;exactmatch
cltc gene;cltc;exactmatch
etv6 gene mutation;ets variant 6 gene mutation;exactmatch
ezh2 gene mutation;enx-1 gene mutation;exactmatch
myelodysplastic syndrome with somatic mutations;myelodysplastic syndrome with point mutations;exactmatch
dihydralazine mesylate;1,4-phthalazinedione, 2,3-dihydro-, dihydrazone, monomethanesulphonate;exactmatch
dihydralazine hydrochloride;1,4-dihydrazinophthalazine hydrochloride;exactmatch
dihydralazine;2,3-dihydro-1,4-phthalazinedione dihydrazone;exactmatch
benzocaine hydrochloride;benzocaine hydrochloride;exactmatch
butanilicaine phosphate;2-butylamino-6'-chloro-o-acetotoluidide, phosphate (1:1);exactmatch
2-fluoropropionyl-labeled pegylated dimeric rgd peptide;104150;exactmatch
cisplatin/cyclophosphamide/doxorubicin/etoposide;cddp/ctx/dox/vp-16;exactmatch
lodelaben;(+-)-2-chloro-4-(1-hydroxyoctadecyl)benzoic acid;exactmatch
flurofamide;eu-4534;exactmatch
