head;tail;relation
lymphoma;primary organ-specific lymphoma;narrowmatch
disease;primary intraocular lymphoma;narrowmatch
disease;primary oculocerebral lymphoma;narrowmatch
disease;toxic maculopathy due to antimalarial drugs;narrowmatch
clinical subtype;chronic endophthalmitis;narrowmatch
clinical subtype;acute endophthalmitis;narrowmatch
clinical syndrome;spasmus nutans;narrowmatch
malformation syndrome;pachygyria-intellectual disability-epilepsy syndrome;narrowmatch
malformation syndrome;pachydermoperiostosis;narrowmatch
malformation syndrome;otoonychoperoneal syndrome;narrowmatch
primary bone dysplasia with increased bone density;osteopetrosis and related disorders;narrowmatch
malformation syndrome;otofaciocervical syndrome;narrowmatch
malformation syndrome;otodental syndrome;narrowmatch
malformation syndrome;endosteal hyperostosis, worth type;narrowmatch
malformation syndrome;lateral meningocele syndrome;narrowmatch
disease;osteoporosis-pseudoglioma syndrome;narrowmatch
malformation syndrome;osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome;narrowmatch
malformation syndrome;osteoporosis-oculocutaneous hypopigmentation syndrome;narrowmatch
disease;osteopetrosis with renal tubular acidosis;narrowmatch
malformation syndrome;autosomal dominant osteopetrosis type 1;narrowmatch
disease;autosomal dominant hyperinsulinism due to sur1 deficiency;narrowmatch
disease;hyperinsulinism due to ucp2 deficiency;narrowmatch
hyperinsulinemic hypoglycaemia;familial hyperinsulinism;narrowmatch
disease;bile acid coa ligase deficiency and defective amidation;narrowmatch
group of disorders;multiple endocrine neoplasia;narrowmatch
multiple polyglandular tumor;multiple endocrine neoplasia;narrowmatch
disease;multiple endocrine neoplasia type 4;narrowmatch
disease;benign epithelial tumor of salivary glands;narrowmatch
disease;malignant epithelial tumor of salivary glands;narrowmatch
rare digestive tumor;rare tumor of salivary glands;narrowmatch
rare gastroenterologic disease;rare tumor of salivary glands;narrowmatch
group of disorders;rare tumor of salivary glands;narrowmatch
rare head and neck tumor;rare tumor of salivary glands;narrowmatch
group of disorders;genetic frontotemporal degeneration with dementia;narrowmatch
group of disorders;familial hyperinsulinism;narrowmatch
genetic neurodegenerative disease with dementia;genetic frontotemporal degeneration with dementia;narrowmatch
group of disorders;genetic neurodegenerative disease with dementia;narrowmatch
genetic neurodegenerative disease;genetic neurodegenerative disease with dementia;narrowmatch
genetic dementia;genetic neurodegenerative disease with dementia;narrowmatch
malformation syndrome;oslam syndrome;narrowmatch
disease;t-b+ severe combined immunodeficiency due to gamma chain deficiency;narrowmatch
disease;hemolytic disease of the newborn with kell alloimmunization;narrowmatch
group of disorders;hemolytic disease due to fetomaternal alloimmunization;narrowmatch
rare acquired hemolytic anemia;hemolytic disease due to fetomaternal alloimmunization;narrowmatch
disease;idiopathic recurrent stupor;narrowmatch
disease;spinocerebellar ataxia type 32;narrowmatch
disease;spinocerebellar ataxia type 35;narrowmatch
disease;spinocerebellar ataxia type 36;narrowmatch
rare genetic endocrine disease;familial hyperinsulinism;narrowmatch
disease;lower motor neuron syndrome with late-adult onset;narrowmatch
malformation syndrome;ogden syndrome;narrowmatch
disease;hypnic headache;narrowmatch
malformation syndrome;10q22.3q23.3 microduplication syndrome;narrowmatch
malformation syndrome;10q22.3q23.3 microdeletion syndrome;narrowmatch
disease;hyperbiliverdinemia;narrowmatch
disease;limbic encephalitis with caspr2 antibodies;narrowmatch
disease;osteochondritis dissecans;narrowmatch
disease;familial multinodular goiter;narrowmatch
malformation syndrome;osteocraniostenosis;narrowmatch
malformation syndrome;hemihyperplasia-multiple lipomatosis syndrome;narrowmatch
clinical subtype;machado-joseph disease type 3;narrowmatch
clinical subtype;machado-joseph disease type 2;narrowmatch
clinical subtype;machado-joseph disease type 1;narrowmatch
disease;non-syndromic male infertility due to sperm motility disorder;narrowmatch
clinical subtype;mucopolysaccharidosis type 6, slowly progressing;narrowmatch
clinical subtype;mucopolysaccharidosis type 6, rapidly progressing;narrowmatch
malformation syndrome;progressive osseous heteroplasia;narrowmatch
group of disorders;primary organ-specific lymphoma;narrowmatch
disease;infectious posterior uveitis;narrowmatch
group of disorders;systemic diseases with anterior uveitis;narrowmatch
disease;progressive myoclonic epilepsy type 6;narrowmatch
disease;severe intellectual disability and progressive spastic paraplegia;narrowmatch
disease;papilloma of choroid plexus;narrowmatch
disease;moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome;narrowmatch
disease;megaconial congenital muscular dystrophy;narrowmatch
clinical subtype;hermansky-pudlak syndrome type 9;narrowmatch
disease;acrodysostosis with multiple hormone resistance;narrowmatch
malformation syndrome;occipital pachygyria and polymicrogyria;narrowmatch
malformation syndrome;multiple congenital anomalies-hypotonia-seizures syndrome;narrowmatch
disease;familial progressive hyper- and hypopigmentation;narrowmatch
disease;hemoglobinopathy toms river;narrowmatch
disease;cutaneous collagenous vasculopathy;narrowmatch
disease;subacute sclerosing leukoencephalitis;narrowmatch
disease;hereditary sensorimotor neuropathy with hyperelastic skin;narrowmatch
malformation syndrome;chondrodysplasia with joint dislocations, gpapp type;narrowmatch
malformation syndrome;nestor-guillermo progeria syndrome;narrowmatch
malformation syndrome;warsaw breakage syndrome;narrowmatch
disease;fatal infantile hypertonic myofibrillar myopathy;narrowmatch
morphological anomaly;partial pancreatic agenesis;narrowmatch
disease;familial steroid-resistant nephrotic syndrome with sensorineural deafness;narrowmatch
malformation syndrome;familial omphalocele syndrome with facial dysmorphism;narrowmatch
disease;generalized essential telangiectasia;narrowmatch
clinical subtype;bullous diffuse cutaneous mastocytosis;narrowmatch
disease;infectious anterior uveitis;narrowmatch
uveitis;anterior uveitis;narrowmatch
anterior uveitis;systemic diseases with anterior uveitis;narrowmatch
disease;idiopathic panuveitis;narrowmatch
disease;idiopathic posterior uveitis;narrowmatch
disease;idiopathic anterior uveitis;narrowmatch
disease;familial recurrent peripheral facial palsy;narrowmatch
uveitis;panuveitis;narrowmatch
group of disorders;panuveitis;narrowmatch
uveitis;posterior uveitis;narrowmatch
group of disorders;posterior uveitis;narrowmatch
group of disorders;anterior uveitis;narrowmatch
clinical subtype;pseudoxanthomatous diffuse cutaneous mastocytosis;narrowmatch
clinical subtype;congenital pulmonary airway malformation type 4;narrowmatch
clinical subtype;congenital pulmonary airway malformation type 3;narrowmatch
clinical subtype;congenital pulmonary airway malformation type 2;narrowmatch
clinical subtype;congenital pulmonary airway malformation type 1;narrowmatch
clinical subtype;congenital pulmonary airway malformation type 0;narrowmatch
clinical subtype;communicating congenital bronchopulmonary-foregut malformation;narrowmatch
clinical subtype;extralobar congenital pulmonary sequestration;narrowmatch
clinical subtype;intralobar congenital pulmonary sequestration;narrowmatch
malformation syndrome;laryngeal abductor paralysis;narrowmatch
human prion disease;inherited human prion disease;narrowmatch
group of disorders;inherited human prion disease;narrowmatch
genetic neurodegenerative disease with dementia;inherited human prion disease;narrowmatch
clinical subtype;visceral calciphylaxis;narrowmatch
clinical subtype;laryngotracheoesophageal cleft type 0;narrowmatch
malformation syndrome;microform holoprosencephaly;narrowmatch
disease;x-linked sideroblastic anemia and spinocerebellar ataxia;narrowmatch
clinical subtype;septopreoptic holoprosencephaly;narrowmatch
biological anomaly;methylmalonic aciduria due to transcobalamin receptor defect;narrowmatch
disease;severe combined immunodeficiency due to lck deficiency;narrowmatch
disease;complement component 3 deficiency;narrowmatch
malformation syndrome;juvenile paget disease;narrowmatch
disease;alg11-cdg;narrowmatch
clinical subtype;calciphylaxis cutis;narrowmatch
malformation syndrome;w syndrome;narrowmatch
disease;calciphylaxis;narrowmatch
disease;extramammary paget disease;narrowmatch
malformation syndrome;wolf-hirschhorn syndrome;narrowmatch
disease;vitamin b12-responsive methylmalonic acidemia;narrowmatch
clinical syndrome;postorgasmic illness syndrome;narrowmatch
disease;hereditary neutrophilia;narrowmatch
disease;mitochondrial dna depletion syndrome, hepatocerebral form due to dguok deficiency;narrowmatch
disease;paraneoplastic uveitis;narrowmatch
disease;infectious panuveitis;narrowmatch
clinical subtype;pelizaeus-merzbacher disease, connatal form;narrowmatch
clinical subtype;pelizaeus-merzbacher disease, classic form;narrowmatch
clinical subtype;pelizaeus-merzbacher disease, transitional form;narrowmatch
clinical subtype;pelizaeus-merzbacher disease in female carriers;narrowmatch
disease;familial alzheimer-like prion disease;narrowmatch
disease;recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome;narrowmatch
disease;erythropoietic uroporphyria associated with myeloid malignancy;narrowmatch
group of disorders;rare pediatric systemic disease;narrowmatch
rare systemic or rheumatological disease of childhood;rare pediatric systemic disease;narrowmatch
group of disorders;rare pediatric vasculitis;narrowmatch
rare systemic or rheumatological disease of childhood;rare pediatric vasculitis;narrowmatch
disease;autosomal semi-dominant severe lipodystrophic laminopathy;narrowmatch
disease;plin1-related familial partial lipodystrophy;narrowmatch
group of disorders;rare systemic or rheumatological disease of childhood;narrowmatch
disease;alpha-dystroglycan-related  limb-girdle muscular dystrophy r16;narrowmatch
malformation syndrome;distal monosomy 12p;narrowmatch
disease;autoimmune pancreatitis type 2;narrowmatch
clinical subtype;autoimmune pancreatitis type 1;narrowmatch
clinical subtype;pelizaeus-merzbacher-like disease due to aimp1 mutation;narrowmatch
clinical subtype;pelizaeus-merzbacher-like disease due to hspd1 mutation;narrowmatch
clinical subtype;pelizaeus-merzbacher-like disease due to gjc2 mutation;narrowmatch
disease;pelizaeus-merzbacher-like disease;narrowmatch
clinical subtype;null syndrome;narrowmatch
malformation syndrome;12q15q21.1 microdeletion syndrome;narrowmatch
disease;bap1-related tumor predisposition syndrome;narrowmatch
group of disorders;pituitary tumor;narrowmatch
disease;musculocontractural ehlers-danlos syndrome;narrowmatch
disease;properdin deficiency;narrowmatch
disease;prolactinoma;narrowmatch
malformation syndrome;autosomal dominant prognathism;narrowmatch
disease;de barsy syndrome;narrowmatch
disease;ollier disease;narrowmatch
malformation syndrome;progeria-short stature-pigmented nevi syndrome;narrowmatch
malformation syndrome;x-linked intellectual disability-dysmorphism-cerebral atrophy syndrome;narrowmatch
malformation syndrome;guttmacher syndrome;narrowmatch
malformation syndrome;acrodysplasia scoliosis;narrowmatch
clinical subtype;macrodactyly of toes, bilateral;narrowmatch
disease;leukocyte adhesion deficiency;narrowmatch
clinical subtype;macrodactyly of toes, unilateral;narrowmatch
clinical subtype;macrodactyly of fingers, bilateral;narrowmatch
clinical subtype;macrodactyly of fingers, unilateral;narrowmatch
clinical subtype;congenital genu flexum;narrowmatch
clinical subtype;congenital genu recurvatum;narrowmatch
clinical subtype;congenital elbow dislocation, bilateral;narrowmatch
clinical subtype;congenital elbow dislocation, unilateral;narrowmatch
clinical subtype;radio-ulnar synostosis, bilateral;narrowmatch
clinical subtype;radio-ulnar synostosis, unilateral;narrowmatch
disease;transcobalamin i deficiency;narrowmatch
disease;proteus-like syndrome;narrowmatch
malformation syndrome;ptosis-vocal cord paralysis syndrome;narrowmatch
disorder of sex development;46,xx disorder of sex development;narrowmatch
malformation syndrome;short stature-craniofacial anomalies-genital hypoplasia syndrome;narrowmatch
malformation syndrome;autosomal recessive multiple pterygium syndrome;narrowmatch
malformation syndrome;pterygium colli-intellectual disability-digital anomalies syndrome;narrowmatch
malformation syndrome;antecubital pterygium syndrome;narrowmatch
group of disorders;disorder of thiamine metabolism and transport;narrowmatch
disorder of vitamin and non-protein cofactor absorption and transport;disorder of thiamine metabolism and transport;narrowmatch
malformation syndrome;pseudoprogeria syndrome;narrowmatch
disease;disorder of sex development-intellectual disability syndrome;narrowmatch
disease;spontaneous periodic hypothermia;narrowmatch
group of disorders;46,xx disorder of sex development;narrowmatch
disease;tick-borne encephalitis;narrowmatch
malformation syndrome;acrootoocular syndrome;narrowmatch
disease;mitochondrial neurogastrointestinal encephalomyopathy;narrowmatch
clinical syndrome;chronic intestinal pseudoobstruction;narrowmatch
malformation syndrome;pseudoleprechaunism syndrome, patterson type;narrowmatch
malformation syndrome;46,xx disorder of sex development-skeletal anomalies syndrome;narrowmatch
malformation syndrome;46,xx disorder of sex development-anorectal anomalies syndrome;narrowmatch
malformation syndrome;non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome;narrowmatch
disease;peroxisomal acyl-coa oxidase deficiency;narrowmatch
malformation syndrome;prune belly syndrome;narrowmatch
clinical subtype;humero-ulnar synostosis, bilateral;narrowmatch
clinical subtype;humero-ulnar synostosis, unilateral;narrowmatch
clinical subtype;congenital vertical talus, bilateral;narrowmatch
morphological anomaly;apodia;narrowmatch
morphological anomaly;camptodactyly of fingers;narrowmatch
morphological anomaly;familial isolated clinodactyly of fingers;narrowmatch
morphological anomaly;syndactyly type 6;narrowmatch
morphological anomaly;central polydactyly;narrowmatch
morphological anomaly;hyperphalangy;narrowmatch
malformation syndrome;constriction rings syndrome;narrowmatch
malformation syndrome;triphalangeal thumb-polysyndactyly syndrome;narrowmatch
malformation syndrome;fetal parvovirus syndrome;narrowmatch
morphological anomaly;congenital hypoplasia of thumb;narrowmatch
morphological anomaly;acheiria;narrowmatch
clinical subtype;congenital vertical talus, unilateral;narrowmatch
morphological anomaly;congenital absence of both lower leg and foot;narrowmatch
morphological anomaly;congenital absence of both forearm and hand;narrowmatch
morphological anomaly;congenital absence of thigh and lower leg with foot present;narrowmatch
morphological anomaly;congenital absence of upper arm and forearm with hand present;narrowmatch
morphological anomaly;humeral agenesis/hypoplasia;narrowmatch
morphological anomaly;tetra-amelia;narrowmatch
morphological anomaly;amelia of lower limb;narrowmatch
morphological anomaly;amelia of upper limb;narrowmatch
group of disorders;lethal congenital contracture syndrome;narrowmatch
clinical subtype;congenital pseudoarthrosis of the tibia;narrowmatch
clinical subtype;congenital pseudoarthrosis of the femur;narrowmatch
clinical subtype;congenital pseudoarthrosis of the fibula;narrowmatch
clinical subtype;congenital pseudoarthrosis of the radius;narrowmatch
malformation syndrome;adducted thumbs-arthrogryposis syndrome, christian type;narrowmatch
clinical subtype;synpolydactyly type 3;narrowmatch
clinical subtype;synpolydactyly type 2;narrowmatch
clinical subtype;synpolydactyly type 1;narrowmatch
clinical subtype;zygodactyly type 4;narrowmatch
clinical subtype;zygodactyly type 3;narrowmatch
clinical subtype;zygodactyly type 2;narrowmatch
clinical subtype;zygodactyly type 1;narrowmatch
malformation syndrome;absent thumb-short stature-immunodeficiency syndrome;narrowmatch
morphological anomaly;lower limb hypertrophy;narrowmatch
morphological anomaly;upper limb hypertrophy;narrowmatch
morphological anomaly;macrodactyly of toes;narrowmatch
morphological anomaly;macrodactyly of fingers;narrowmatch
morphological anomaly;congenital patella dislocation;narrowmatch
morphological anomaly;congenital knee dislocation;narrowmatch
morphological anomaly;isolated congenital radial head dislocation;narrowmatch
morphological anomaly;true congenital shoulder dislocation;narrowmatch
morphological anomaly;tibio-fibular synostosis;narrowmatch
clinical subtype;congenital pseudoarthrosis of the ulna;narrowmatch
malformation syndrome;baraitser-winter cerebrofrontofacial syndrome;narrowmatch
malformation syndrome;ptosis-strabismus-ectopic pupils syndrome;narrowmatch
syndromic ankyloblepharon filiforme adnatum;popliteal pterygium syndrome;narrowmatch
disease;primary cutaneous anaplastic large cell lymphoma;narrowmatch
group of disorders;ependymal tumor;narrowmatch
glial tumor;ependymal tumor;narrowmatch
group of disorders;marginal zone lymphoma;narrowmatch
indolent b-cell non-hodgkin lymphoma;marginal zone lymphoma;narrowmatch
histopathological subtype;alk-negative anaplastic large cell lymphoma;narrowmatch
histopathological subtype;alk-positive anaplastic large cell lymphoma;narrowmatch
disease;diffuse large b-cell lymphoma with chronic inflammation;narrowmatch
disease;hairy cell leukemia variant;narrowmatch
disease;splenic diffuse red pulp small b-cell lymphoma;narrowmatch
disease;t-cell/histiocyte rich large b cell lymphoma;narrowmatch
disease;spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome;narrowmatch
disease;diffuse large b-cell lymphoma of the central nervous system;narrowmatch
group of disorders;aggressive b-cell non-hodgkin lymphoma;narrowmatch
b-cell non-hodgkin lymphoma;aggressive b-cell non-hodgkin lymphoma;narrowmatch
group of disorders;indolent b-cell non-hodgkin lymphoma;narrowmatch
b-cell non-hodgkin lymphoma;indolent b-cell non-hodgkin lymphoma;narrowmatch
disease;pyruvate carboxylase deficiency;narrowmatch
laminopathy;laminopathy with premature aging;narrowmatch
group of disorders;laminopathy with premature aging;narrowmatch
laminopathy;laminopathy with lipodystrophy;narrowmatch
disease;qazi-markouizos syndrome;narrowmatch
malformation syndrome;radio-renal syndrome;narrowmatch
disease;hereditary orotic aciduria;narrowmatch
inherited epidermolysis bullosa;dystrophic epidermolysis bullosa;narrowmatch
tumor of endocrine glands;pituitary tumor;narrowmatch
inherited epidermolysis bullosa;epidermolysis bullosa simplex;narrowmatch
group of disorders;epidermolysis bullosa simplex;narrowmatch
morphological anomaly;isolated biliary atresia;narrowmatch
malformation syndrome;delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome;narrowmatch
malformation syndrome;growth delay-hydrocephaly-lung hypoplasia syndrome;narrowmatch
malformation syndrome;delayed membranous cranial ossification;narrowmatch
malformation syndrome;renal tubular dysgenesis;narrowmatch
malformation syndrome;nphp3-related meckel-like syndrome;narrowmatch
group of disorders;dystrophic epidermolysis bullosa;narrowmatch
malformation syndrome;absent radius-anogenital anomalies syndrome;narrowmatch
rare developmental defect with skin/mucosae involvement;dystrophic epidermolysis bullosa;narrowmatch
malformation syndrome;caudal regression sequence;narrowmatch
malformation syndrome;radial ray hypoplasia-choanal atresia syndrome;narrowmatch
malformation syndrome;external auditory canal atresia-vertical talus-hypertelorism syndrome;narrowmatch
malformation syndrome;rapadilino syndrome;narrowmatch
disease;ramsay hunt syndrome;narrowmatch
disease;epidermodysplasia verruciformis;narrowmatch
malformation syndrome;ramon syndrome;narrowmatch
malformation syndrome;retinal ischemic syndrome-digestive tract small vessel hyalinosis-diffuse cerebral calcifications syndrome;narrowmatch
group of disorders;laminopathy with lipodystrophy;narrowmatch
laminopathy;laminopathy with peripheral neuropathy;narrowmatch
group of disorders;laminopathy with peripheral neuropathy;narrowmatch
disease;charcot-marie-tooth disease type 2p;narrowmatch
particular clinical situation in a disease or syndrome;sagliker syndrome;narrowmatch
malformation syndrome;mirror polydactyly-vertebral segmentation-limbs defects syndrome;narrowmatch
disease;pituitary carcinoma;narrowmatch
disease;progeroid and marfanoid aspect-lipodystrophy syndrome;narrowmatch
disease;x-linked acrogigantism;narrowmatch
disease;plcg2-associated antibody deficiency and immune dysregulation;narrowmatch
disease;autosomal systemic lupus erythematosus;narrowmatch
disease;nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome;narrowmatch
disease;persistent polyclonal b-cell lymphocytosis;narrowmatch
disease;congenital cataract-hearing loss-severe developmental delay syndrome;narrowmatch
laminopathy;laminopathy with striated muscle involvement;narrowmatch
malformation syndrome;11p15.4 microduplication syndrome;narrowmatch
malformation syndrome;pyknoachondrogenesis;narrowmatch
disease;severe congenital hypochromic anemia with ringed sideroblasts;narrowmatch
disease;transient infantile hypertriglyceridemia and hepatosteatosis;narrowmatch
disease;connective tissue disorder due to lysyl hydroxylase-3 deficiency;narrowmatch
disease;immune thrombocytopenia;narrowmatch
clinical subtype;kyphoscoliotic ehlers-danlos syndrome due to fkbp22 deficiency;narrowmatch
disease;familial male-limited precocious puberty;narrowmatch
disease;bifunctional enzyme deficiency;narrowmatch
malformation syndrome;multiple congenital anomalies-hypotonia-seizures syndrome type 2;narrowmatch
disease;pyle disease;narrowmatch
malformation syndrome;painful orbital and systemic neurofibromas-marfanoid habitus syndrome;narrowmatch
disease;onychocytic matricoma;narrowmatch
group of disorders;laminopathy with striated muscle involvement;narrowmatch
disease;familial dilated cardiomyopathy with conduction defect due to lmna mutation;narrowmatch
disease;juvenile amyotrophic lateral sclerosis;narrowmatch
disease;pyridoxine-dependent epilepsy;narrowmatch
group of disorders;staphylococcal toxemia;narrowmatch
rare bacterial infectious disease;staphylococcal toxemia;narrowmatch
disease;oligodontia-cancer predisposition syndrome;narrowmatch
malformation syndrome;polymicrogyria due to tubb2b mutation;narrowmatch
disease;cortical dysgenesis with pontocerebellar hypoplasia due to tubb3 mutation;narrowmatch
disease;combined pulmonary fibrosis-emphysema syndrome;narrowmatch
disease;carcinoma of the ampulla of vater;narrowmatch
disease;follicular cholangitis and pancreatitis;narrowmatch
disease;autosomal recessive infantile hypercalcemia;narrowmatch
disease;ddost-cdg;narrowmatch
etiological subtype;pseudohypoaldosteronism type 2e;narrowmatch
etiological subtype;pseudohypoaldosteronism type 2d;narrowmatch
rare skin tumor or hamartoma;rare nail tumor;narrowmatch
group of disorders;rare nail tumor;narrowmatch
disease;onychomatricoma;narrowmatch
arthrogryposis syndrome;lethal congenital contracture syndrome;narrowmatch
group of disorders;popliteal pterygium syndrome;narrowmatch
disease;inherited isolated adrenal insufficiency due to partial cyp11a1 deficiency;narrowmatch
disease;poems syndrome;narrowmatch
systemic disease with skin involvement;autoinflammatory syndrome with skin involvement;narrowmatch
group of disorders;autoinflammatory syndrome with immune deficiency;narrowmatch
primary immunodeficiency due to a defect in innate immunity;autoinflammatory syndrome with immune deficiency;narrowmatch
rare skin disease;systemic disease with skin involvement;narrowmatch
group of disorders;systemic disease with skin involvement;narrowmatch
disease;kindler epidermolysis bullosa;narrowmatch
disease;multiple myeloma;narrowmatch
disease;hereditary pheochromocytoma-paraganglioma;narrowmatch
disease;hereditary acrokeratotic poikiloderma;narrowmatch
disease;familial spontaneous pneumothorax;narrowmatch
group of disorders;rare head and neck tumor;narrowmatch
disease;idiopathic chronic eosinophilic pneumonia;narrowmatch
disease;neuralgic amyotrophy;narrowmatch
malformation syndrome;leri pleonosteosis;narrowmatch
disease;congenital rubella syndrome;narrowmatch
disease;mevalonic aciduria;narrowmatch
clinical subtype;vitamin b12-unresponsive methylmalonic acidemia type mut0;narrowmatch
classic organic aciduria;3-methylglutaconic aciduria;narrowmatch
group of disorders;3-methylglutaconic aciduria;narrowmatch
malformation syndrome;brachyolmia-amelogenesis imperfecta syndrome;narrowmatch
group of disorders;autoinflammatory syndrome with skin involvement;narrowmatch
rare tumor;rare head and neck tumor;narrowmatch
disease;infantile-onset ascending hereditary spastic paralysis;narrowmatch
disease;reactive arthritis;narrowmatch
etiological subtype;familial clubfoot due to pitx1 point mutation;narrowmatch
etiological subtype;familial clubfoot due to 5q31 microdeletion;narrowmatch
disease;cronkhite-canada syndrome;narrowmatch
disease;congenital herpes simplex virus infection;narrowmatch
disease;juvenile polyposis syndrome;narrowmatch
malformation syndrome;polyneuropathy-intellectual disability-acromicria-premature menopause syndrome;narrowmatch
malformation syndrome;digital extensor muscle aplasia-polyneuropathy;narrowmatch
malformation syndrome;isolated polycystic liver disease;narrowmatch
malformation syndrome;preaxial polydactyly-colobomata-intellectual disability syndrome;narrowmatch
malformation syndrome;oliver syndrome;narrowmatch
disease;rothmund-thomson syndrome;narrowmatch
disease;congenital enterovirus infection;narrowmatch
malformation syndrome;orofaciodigital syndrome type 5;narrowmatch
malformation syndrome;polydactyly-myopia syndrome;narrowmatch
malformation syndrome;postaxial polydactyly-dental and vertebral anomalies syndrome;narrowmatch
non-syndromic polydactyly, syndactyly and/or hyperphalangy;non-syndromic polydactyly;narrowmatch
group of disorders;non-syndromic polydactyly;narrowmatch
disease;poliomyelitis;narrowmatch
malformation syndrome;poland syndrome;narrowmatch
disease;congenital varicella syndrome;narrowmatch
disorder of amino acid and other organic acid metabolism;organic aciduria;narrowmatch
group of disorders;organic aciduria;narrowmatch
disease;hypermethioninemia due to glycine n-methyltransferase deficiency;narrowmatch
group of disorders;rare virus associated tumor;narrowmatch
group of disorders;epstein-barr virus-associated mesenchymal tumor;narrowmatch
epstein-barr virus-related tumor;epstein-barr virus-associated mesenchymal tumor;narrowmatch
group of disorders;epstein-barr virus-associated carcinoma;narrowmatch
epstein-barr virus-related tumor;epstein-barr virus-associated carcinoma;narrowmatch
group of disorders;epstein-barr virus-associated malignant lymphoproliferative disorder;narrowmatch
epstein-barr virus-related tumor;epstein-barr virus-associated malignant lymphoproliferative disorder;narrowmatch
group of disorders;epstein-barr virus-related tumor;narrowmatch
rare virus associated tumor;epstein-barr virus-related tumor;narrowmatch
rare tumor;rare virus associated tumor;narrowmatch
disease;hereditary arterial and articular multiple calcification syndrome;narrowmatch
particular clinical situation in a disease or syndrome;transient hyperammonemia of the newborn;narrowmatch
malformation syndrome;pitt-hopkins syndrome;narrowmatch
disease;juvenile nasopharyngeal angiofibroma;narrowmatch
disease;exfoliative ichthyosis;narrowmatch
neurometabolic disease;multiple mitochondrial dysfunctions syndrome;narrowmatch
lipoic acid biosynthesis defect;multiple mitochondrial dysfunctions syndrome;narrowmatch
group of disorders;multiple mitochondrial dysfunctions syndrome;narrowmatch
mitochondrial disorder due to a defect in assembly or maturation of the respiratory chain complexes;multiple mitochondrial dysfunctions syndrome;narrowmatch
disease;mitochondrial membrane protein-associated neurodegeneration;narrowmatch
malformation syndrome;dysmorphism-conductive hearing loss-heart defect syndrome;narrowmatch
disease;epstein-barr virus-positive diffuse large b-cell lymphoma of the elderly;narrowmatch
disease;plasmablastic lymphoma;narrowmatch
disease;lymphoepithelial-like carcinoma;narrowmatch
disease;myopericytoma;narrowmatch
disorder of ornithine or proline metabolism;disorder of ornithine metabolism;narrowmatch
group of disorders;disorder of ornithine metabolism;narrowmatch
disorder of ornithine or proline metabolism;disorder of proline metabolism;narrowmatch
group of disorders;disorder of proline metabolism;narrowmatch
clinical subtype;atypical glycine encephalopathy;narrowmatch
clinical subtype;infantile glycine encephalopathy;narrowmatch
clinical subtype;neonatal glycine encephalopathy;narrowmatch
clinical subtype;glutathione synthetase deficiency without 5-oxoprolinuria;narrowmatch
clinical subtype;glutathione synthetase deficiency with 5-oxoprolinuria;narrowmatch
disorder of amino acid and other organic acid metabolism;disorder of glutamine metabolism;narrowmatch
group of disorders;disorder of glutamine metabolism;narrowmatch
disorder of amino acid and other organic acid metabolism;disorder of lysine and hydroxylysine metabolism;narrowmatch
group of disorders;disorder of lysine and hydroxylysine metabolism;narrowmatch
disorder of amino acid and other organic acid metabolism;disorder of tryptophan metabolism;narrowmatch
group of disorders;disorder of tryptophan metabolism;narrowmatch
primary lymphedema without systemic or visceral involvement;late-onset primary lymphedema without systemic or visceral involvement;narrowmatch
group of disorders;late-onset primary lymphedema without systemic or visceral involvement;narrowmatch
malformation syndrome;x-linked intellectual disability-plagiocephaly syndrome;narrowmatch
disease;pityriasis rubra pilaris;narrowmatch
disease;skin fragility-woolly hair-palmoplantar keratoderma syndrome;narrowmatch
disease;acute generalized exanthematous pustulosis;narrowmatch
syndrome or malformation associated with head and neck malformations;popliteal pterygium syndrome;narrowmatch
malformation syndrome;renal-hepatic-pancreatic dysplasia;narrowmatch
group of disorders;congenital deformities of limbs;narrowmatch
non-syndromic limb malformation;congenital deformities of limbs;narrowmatch
non-syndromic limb reduction defect;intercalary limb defects;narrowmatch
group of disorders;intercalary limb defects;narrowmatch
terminal transverse limb defect;amelia;narrowmatch
group of disorders;amelia;narrowmatch
malformation syndrome;triphalangeal thumbs-brachyectrodactyly syndrome;narrowmatch
malformation syndrome;brachydactyly-long thumb syndrome;narrowmatch
clinical syndrome;chronic intestinal failure;narrowmatch
disease;postpoliomyelitis syndrome;narrowmatch
group of disorders;congenital deformities of fingers;narrowmatch
malformation syndrome;porencephaly-cerebellar hypoplasia-internal malformations syndrome;narrowmatch
group of disorders;multiple pterygium syndrome;narrowmatch
arthrogryposis syndrome;multiple pterygium syndrome;narrowmatch
rare skin tumor or hamartoma;rare nevus;narrowmatch
group of disorders;rare nevus;narrowmatch
malformation syndrome;syndactyly-nystagmus syndrome due to 2q31.1 microduplication;narrowmatch
disease;neonatal inflammatory skin and bowel disease;narrowmatch
malformation syndrome;microcephaly-capillary malformation syndrome;narrowmatch
disease;porencephaly;narrowmatch
