head;tail;relation
griscelli syndrome,  iia 3;griscelli syndrome,  iia 3;exactmatch
schindler disease,  iia 1;alpha-n-acetylgalactosaminidase deficiency,  iia 1;exactmatch
progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 3;progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 3;exactmatch
b-cell immunodeficiency, distal limb anomalies, and urogenital malformations;b-cell immunodeficiency, distal limb anomalies, and urogenital malformations;exactmatch
deafness, autosomal recessive 44;deafness, autosomal recessive 44;exactmatch
human immunodeficiency virus  iia 1, susceptibility to;acquired immunodeficiency syndrome, progression to;exactmatch
fibrosis of extraocular muscles, congenital, 3c;feom4 locus;exactmatch
autoimmune disease, susceptibility to, 4;autoimmune disease susceptibility locus, chromosome 4-related;exactmatch
preeclampsia/eclampsia 2;preeclampsia/eclampsia 2;exactmatch
preeclampsia/eclampsia 3;preeclampsia/eclampsia 3;exactmatch
preeclampsia/eclampsia 4;preeclampsia/eclampsia 4;exactmatch
holoprosencephaly 8;holoprosencephaly 8;exactmatch
chromosome 3q29 deletion syndrome;chromosome 3q29 deletion syndrome;exactmatch
cataract 35;cataract 35;exactmatch
tukel syndrome;cfeom-u;exactmatch
syndactyly, mesoaxial synostotic, with phalangeal reduction;syndactyly,  iia 9;exactmatch
mental retardation, keratoconus, febrile seizures, and sinoatrial block;mental retardation, keratoconus, febrile seizures, and sinoatrial block;exactmatch
deafness, autosomal recessive 48;deafness, autosomal recessive 48;exactmatch
acromesomelic dysplasia 3;acromesomelic dysplasia 3;exactmatch
valproate embryopathy, susceptibility to;fetal valproate syndrome;exactmatch
autism, susceptibility to, 6;autism, susceptibility to, 6;exactmatch
colloid cysts of third ventricle;colloid cysts of third ventricle;exactmatch
prostate cancer, hereditary, 5;prostate cancer, hereditary, 5;exactmatch
mental retardation, enteropathy, deafness, peripheral neuropathy, ichthyosis, and keratoderma;erythrokeratodermia variabilis 3;exactmatch
developmental and epileptic encephalopathy 3;developmental and epileptic encephalopathy 3;exactmatch
spinocerebellar ataxia 26;spinocerebellar ataxia 26;exactmatch
spinocerebellar ataxia 27;cerebellar ataxia, autosomal dominant, fgf14-related;exactmatch
muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 1;muscular dystrophy, limb-girdle,  iia 2k;exactmatch
colorectal cancer, hereditary nonpolyposis,  iia 2;coca2;exactmatch
charcot-marie-tooth disease,  iia 4h;charcot-marie-tooth disease,  iia 4h;exactmatch
rhabdoid tumor predisposition syndrome 1;at/rt;exactmatch
epidermolysis bullosa simplex 2e, with migratory circinate erythema;epidermolysis bullosa simplex 2e, with migratory circinate erythema;exactmatch
epiphyseal dysplasia, multiple, with severe proximal femoral dysplasia;epiphyseal dysplasia, multiple, with severe proximal femoral dysplasia;exactmatch
epiphyseal dysplasia, multiple, with miniepiphyses;epiphyseal dysplasia, multiple, with miniepiphyses;exactmatch
chromosome 18 pericentric inversion;chromosome 18 pericentric inversion;exactmatch
carotid intimal medial thickness 1;carotid intimal medial thickness 1;exactmatch
spastic paraplegia 28, autosomal recessive;spastic paraplegia 28, autosomal recessive;exactmatch
cerebrorenodigital syndrome with limb malformations and triradiate acetabula;cerebrorenodigital syndrome with limb malformations and triradiate acetabula;exactmatch
umbilicus, familial flat;flat umbilicus, autosomal dominant;exactmatch
czech dysplasia;czech dysplasia;exactmatch
striatal degeneration, autosomal dominant 1;striatal degeneration, autosomal dominant 1;exactmatch
cd8 deficiency, familial;cd8 deficiency, familial;exactmatch
choanal atresia, posterior;choanal atresia, posterior;exactmatch
myasthenic syndrome, congenital, 1b, fast-channel;myasthenic syndrome, congenital, 1b, fast-channel;exactmatch
myasthenic syndrome, congenital, 4c, associated with acetylcholine receptor deficiency;cms id, formerly;exactmatch
keratoconus 2;keratoconus 2;exactmatch
lung cancer susceptibility 1;lung cancer susceptibility 1;exactmatch
spondylometaphyseal dysplasia with cone-rod dystrophy;spondylometaphyseal dysplasia with cone-rod dystrophy;exactmatch
macular dystrophy, patterned, 2;macular dystrophy, butterfly-shaped pigmentary, 2;exactmatch
alzheimer disease 9, susceptibility to;alzheimer disease 9, late-onset;exactmatch
severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-positive, nk cell-positive;scid, autosomal recessive, t cell-negative, b cell-positive, nk cell-positive;exactmatch
meacham syndrome;meacham syndrome;exactmatch
bifid nose with or without anorectal and renal anomalies;bifid nose with or without anorectal and renal anomalies;exactmatch
ataxia, sensory, 1, autosomal dominant;adsa;exactmatch
atrial fibrillation, familial, 2;atrial fibrillation, familial, 2;exactmatch
dyslexia, susceptibility to, 8;dyslexia, susceptibility to, 8;exactmatch
myopia 6;myopia 6;exactmatch
attention deficit-hyperactivity disorder, susceptibility to, 4;adhd4;exactmatch
pseudohyperkalemia, familial, 2, due to red cell leak;cryohydrocytosis, mild;exactmatch
stomatin-deficient cryohydrocytosis with neurologic defects;cryohydrocytosis, stomatin-deficient, with mental retardation, seizures, cataracts, and massive hepatosplenomegaly;exactmatch
carney complex variant;carney complex variant;exactmatch
muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development),  iia b, 6;muscular dystrophy, congenital,  iia 1d;exactmatch
macular dystrophy, retinal, 3;macular dystrophy, retinal, 3;exactmatch
pulmonary function;lung function, smoking-related accelerated rate of decline 1n;exactmatch
orofacial cleft 6, susceptibility to;cleft 51p with or without cleft palate, nonsyndromic, 6;exactmatch
orofacial cleft 5;cleft 51p with or without cleft palate, nonsyndromic, 5;exactmatch
waardenburg syndrome,  iia 2d;waardenburg syndrome,  iia 2d;exactmatch
attention deficit-hyperactivity disorder, susceptibility to, 3;adhd3;exactmatch
neuropathy, hereditary, with or without age-related macular degeneration;macular degeneration, age-related, 3;exactmatch
hemophagocytic lymphohistiocytosis, familial, 3;hemophagocytic lymphohistiocytosis, familial, 3;exactmatch
coronary heart disease, susceptibility to, 5;chds5;exactmatch
drug metabolism, poor, cyp2d6-related;codeine, ultrarapid metabolism of;exactmatch
attention deficit-hyperactivity disorder, susceptibility to, 1;adhd1;exactmatch
attention deficit-hyperactivity disorder, susceptibility to, 2;adhd2;exactmatch
premature ovarian failure 3;premature ovarian failure 3;exactmatch
deafness, autosomal recessive 36, with or without vestibular involvement;deafness, autosomal dominant, without vestibular involvement;exactmatch
marfanoid habitus with situs inversus;marfanoid habitus with situs inversus;exactmatch
arthrogryposis, distal,  iia 4;arthrogryposis with severe scoliosis;exactmatch
epidermolysis bullosa simplex 7, with nephropathy and deafness;epidermolysis bullosa simplex 7, with nephropathy and deafness;exactmatch
combined oxidative phosphorylation deficiency 1;combined oxidative phosphorylation deficiency 1;exactmatch
pancreatic and cerebellar agenesis;diabetes mellitus, permanent neonatal, with cerebellar agenesis;exactmatch
hemoglobin, high altitude adaptation;hemoglobin, high altitude adaptation;exactmatch
muscular dystrophy, limb-girdle, autosomal dominant 3;muscular dystrophy, limb-girdle,  iia 1g;exactmatch
aneurysm, intracranial berry, 3;aneurysm, intracranial berry, 3;exactmatch
auditory neuropathy, autosomal dominant, 1;auditory neuropathy, autosomal dominant, 1;exactmatch
mitochondrial trifunctional protein deficiency;mitochondrial trifunctional protein deficiency;exactmatch
aplastic anemia;aplastic anemia;exactmatch
peripheral demyelinating neuropathy, central dysmyelination, waardenburg syndrome, and hirschsprung disease;peripheral demyelinating neuropathy, central dysmyelination, waardenburg syndrome, and hirschsprung disease;exactmatch
corneal dystrophy, posterior polymorphous, 2;corneal dystrophy, posterior polymorphous, 2;exactmatch
corneal dystrophy, posterior polymorphous, 3;corneal dystrophy, posterior polymorphous, 3;exactmatch
malaria, mild, susceptibility to;malaria, mild, susceptibility to;exactmatch
hyperthyroidism, nonautoimmune;hyperthyroidism, congenital nonautoimmune;exactmatch
salt and pepper developmental regression syndrome;amish infantile epilepsy syndrome;exactmatch
ceroid lipofuscinosis, neuronal, 9;ceroid lipofuscinosis, neuronal, 9;exactmatch
fanconi anemia, complementation group j;fanconi anemia, complementation group j;exactmatch
fanconi anemia, complementation group 1;fanconi anemia, complementation group 1;exactmatch
spondylometaphyseal dysplasia,  iia a4;spondylometaphyseal dysplasia,  iia a4;exactmatch
pierson syndrome;microcoria-congenital nephrotic syndrome;exactmatch
melanoma, cutaneous malignant, susceptibility to, 3;melanoma, cutaneous malignant, susceptibility to, 3;exactmatch
skeletal dysplasia, rhizomelic, with retinitis pigmentosa;skeletal dysplasia, rhizomelic, with retinitis pigmentosa;exactmatch
spastic paraplegia 27, autosomal recessive;spastic paraplegia 27, autosomal recessive;exactmatch
arrhythmogenic right ventricular dysplasia, familial, 9;arrhythmogenic right ventricular cardiomyopathy 9;exactmatch
narcolepsy 3;narcolepsy 3;exactmatch
mental retardation with optic atrophy, facial dysmorphism, microcephaly, and short stature;mental retardation with optic atrophy, facial dysmorphism, microcephaly, and short stature;exactmatch
posterior column ataxia with retinitis pigmentosa;pcarp;exactmatch
emanuel syndrome;emanuel syndrome;exactmatch
cataract 28;cataract 28;exactmatch
peripheral cone dystrophy;peripheral cone dystrophy;exactmatch
long-chain 3-hydroxyacyl-coa dehydrogenase deficiency;lchad deficiency;exactmatch
paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy;generalized epilepsy and paroxysmal dyskinesia;exactmatch
myopathy, myofibrillar, 4;myopathy, myofibrillar, 4;exactmatch
supranuclear palsy, progressive, 2;supranuclear palsy, progressive, 2;exactmatch
fibromatosis, gingival, 3;fibromatosis, gingival, 3;exactmatch
noonan syndrome 3;noonan syndrome 3;exactmatch
ectodermal dysplasia, sensorineural hearing loss, and distinctive facial features;ectodermal dysplasia, sensorineural hearing loss, and distinctive facial features;exactmatch
brachyphalangy, polydactyly, and tibial aplasia/hypoplasia;brachyphalangy, polydactyly, and tibial aplasia/hypoplasia;exactmatch
deafness, autosomal recessive 47;deafness, autosomal recessive 47;exactmatch
deafness, autosomal recessive 55;deafness, autosomal recessive 55;exactmatch
asperger syndrome, susceptibility to, 4;asperger syndrome, susceptibility to, 4;exactmatch
asthma-related traits, susceptibility to, 3;asrt3;exactmatch
systemic lupus erythematosus, susceptibility to, 6;systemic lupus erythematosus, susceptibility to, 6;exactmatch
deafness, autosomal dominant 53;deafness, autosomal dominant 53;exactmatch
hyperinsulinemic hypoglycemia, familial, 5;hyperinsulinemic hypoglycemia, familial, 5;exactmatch
hyperinsulinemic hypoglycemia, familial, 4;hyperinsulinemic hypoglycemia, familial, 4;exactmatch
immunodeficiency 54;immunodeficiency 54;exactmatch
panic disorder 3;pand3;exactmatch
metaphyseal chondrodysplasia with cone-shaped epiphyses, normal hair, and normal hands;cupped metaphyses and cone-shaped epiphyses without alopecia or brachydactyly;exactmatch
deafness, autosomal recessive 51;deafness, autosomal recessive 51;exactmatch
aminoacylase 1 deficiency;aminoacylase 1 deficiency;exactmatch
complement factor h deficiency;c3 glomerulopathy 1;exactmatch
alpha/beta t-cell lymphopenia with gamma/delta t-cell expansion, severe cytomegalovirus infection, and autoimmunity;alpha/beta t-cell lymphopenia with gamma/delta t-cell expansion, severe cytomegalovirus infection, and autoimmunity;exactmatch
vasculitis, lymphocytic, cutaneous small vessel;vasculitis, lymphocytic, cutaneous small vessel;exactmatch
erythrocytosis, familial, 3;erythrocytosis, familial, 3;exactmatch
bleeding disorder, platelet-type, 8;bleeding disorder due to p2ry12 defect;exactmatch
deafness, autosomal recessive 28;deafness, autosomal recessive 28;exactmatch
glaucoma 1, open angle, g;glaucoma 1, open angle, g;exactmatch
leprosy, susceptibility to, 1;leprosy, paucibacillary type, susceptibility to, 1;exactmatch
hypothyroidism, congenital, nongoitrous, 3;hypothyroidism, congenital, nongoitrous, 3;exactmatch
retinitis pigmentosa 31;retinitis pigmentosa 31;exactmatch
systemic lupus erythematosus, susceptibility to, 5;systemic lupus erythematosus, susceptibility to, 5;exactmatch
cardiomyopathy, dilated, 1p;cardiomyopathy, dilated, 1p;exactmatch
retinitis pigmentosa 32;retinitis pigmentosa 32;exactmatch
cardiomyopathy, dilated, 1q;cardiomyopathy, dilated, 1q;exactmatch
gallbladder disease 2;gallbladder disease 2;exactmatch
gallbladder disease 3;gallbladder disease 3;exactmatch
trichoscyphodysplasia;cupped metaphyses and cone-shaped epiphyses with alopecia;exactmatch
osteosclerosis with ichthyosis and premature ovarian failure;osteosclerosis with ichthyosis and premature ovarian failure;exactmatch
myopia 11, autosomal dominant;myopia 11, autosomal dominant;exactmatch
microphthalmia, syndromic 5;microphthalmia, syndromic 5;exactmatch
pyridoxamine 5-prime-phosphate oxidase deficiency;epileptic encephalopathy, neonatal, pnpo-related;exactmatch
microphthalmia, isolated, with coloboma 3;microphthalmia, cataracts, and iris abnormalities;exactmatch
microphthalmia, isolated 2;anophthalmia, clinical, isolated;exactmatch
myopathy, distal, 3;myopathy, distal, 3;exactmatch
giant axonal neuropathy 2, autosomal dominant;giant axonal neuropathy 2, autosomal dominant;exactmatch
complement component 7 deficiency;c7 deficiency;exactmatch
ceroid lipofuscinosis, neuronal, 10;ceroid lipofuscinosis, neuronal, 10;exactmatch
myopia 12, autosomal dominant;myopia 12, autosomal dominant;exactmatch
progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 4;progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 4;exactmatch
devriendt syndrome;devriendt syndrome;exactmatch
heart-hand syndrome, slovenian  iia;heart-hand syndrome, slovenian  iia;exactmatch
deafness, autosomal recessive 62;deafness, autosomal recessive 62;exactmatch
macular degeneration, age-related, 7;macular degeneration, age-related, 7;exactmatch
deafness, autosomal recessive 49;deafness, autosomal recessive 49;exactmatch
hyperparathyroidism 3;hyperparathyroidism 3;exactmatch
polyposis syndrome, hereditary mixed, 2;polyposis syndrome, hereditary mixed, 2;exactmatch
systemic lupus erythematosus, susceptibility to, 8;systemic lupus erythematosus, susceptibility to, 8;exactmatch
systemic lupus erythematosus, susceptibility to, 7;systemic lupus erythematosus, susceptibility to, 7;exactmatch
opioid dependence, susceptibility to, 1;ods1;exactmatch
corneal dystrophy, congenital stromal;congenital stromal corneal dystrophy;exactmatch
pitt-hopkins-like syndrome 1;cdfe syndrome;exactmatch
cortical dysplasia, complex, with other brain malformations 7;cortical dysplasia, complex, with other brain malformations 7;exactmatch
retinal cone dystrophy 3a;achromatopsia 6;exactmatch
brachydactyly, coloboma, and anterior segment dysgenesis;brachydactyly, coloboma, and anterior segment dysgenesis;exactmatch
hyperinsulinemic hypoglycemia, familial, 7;hyperinsulinemic hypoglycemia, exercise-induced;exactmatch
cataract 18;cataract 18;exactmatch
multiple synostoses syndrome 2;multiple synostoses syndrome 2;exactmatch
glutamine deficiency, congenital;glutamine deficiency, congenital;exactmatch
2-methylbutyryl-coa dehydrogenase deficiency;2-methylbutyryl glycinuria;exactmatch
ceroid lipofuscinosis, neuronal, 8, northern epilepsy variant;ceroid lipofuscinosis, neuronal, 8, northern epilepsy variant;exactmatch
arthrogryposis multiplex with deafness, inguinal hernias, and early death;arthrogryposis multiplex with deafness, inguinal hernias, and early death;exactmatch
zygodactyly 1;zd1;exactmatch
spondylocostal dysostosis 3, autosomal recessive;spondylocostal dysostosis 3, autosomal recessive;exactmatch
muscular dystrophy, congenital, merosin-positive;muscular dystrophy, congenital, merosin-positive;exactmatch
photoparoxysmal response 3;photoparoxysmal response 3;exactmatch
nanophthalmos 2;nanophthalmia 2;exactmatch
prostate cancer, hereditary, 6;hpc6;exactmatch
mitochondrial dna depletion syndrome 2 (myopathic type);mitochondrial dna depletion myopathy, tk2-related;exactmatch
parietal foramina 3;parietal foramina 3;exactmatch
migraine with or without aura, susceptibility to, 8;mgr8;exactmatch
photoparoxysmal response 2;photoparoxysmal response 2;exactmatch
cardiomyopathy, familial restrictive, 2;cardiomyopathy, familial restrictive, 2;exactmatch
spastic paraplegia, optic atrophy, and neuropathy;spastic paraplegia, optic atrophy, and neuropathy;exactmatch
scaphocephaly, maxillary retrusion, and mental retardation;scaphocephaly, maxillary retrusion, and mental retardation;exactmatch
joubert syndrome 4;joubert syndrome 4;exactmatch
parietal foramina 2;parietal foramina 2;exactmatch
fibrosis of extraocular muscles, congenital, with synergistic divergence;congenital fibrosis syndrome with synergistic divergence;exactmatch
spondylomegaepiphyseal dysplasia with upper limb mesomelia, punctate calcifications, and deafness;spondylomegaepiphyseal dysplasia with upper limb mesomelia, punctate calcifications, and deafness;exactmatch
short qt syndrome 1;short qt syndrome 1;exactmatch
omphalocele, diaphragmatic hernia, and radial ray defects;gershoni-baruch syndrome;exactmatch
lipomyelomeningocele;lipomyelomeningocele;exactmatch
maturity-onset diabetes of the young,  iia 8, with exocrine dysfunction;diabetes and pancreatic exocrine dysfunction;exactmatch
stickler syndrome,  iia i, nonsyndromic ocular;rhegmatogenous retinal detachment, autosomal dominant;exactmatch
goldberg-shprintzen syndrome;goldberg-shprintzen megacolon syndrome;exactmatch
al-gazali syndrome;al-gazali syndrome;exactmatch
cleft palate, midfacial hypoplasia, triangular facies, and sensorineural hearing loss;cleft palate, midfacial hypoplasia, triangular facies, and sensorineural hearing loss;exactmatch
nephropathy, progressive, with deafness;alport/focal segmental glomerulosclerosis-like syndrome;exactmatch
left ventricular noncompaction 2;left ventricular noncompaction 2;exactmatch
myopathy, autophagic vacuolar, infantile-onset;myopathy, autophagic vacuolar, infantile-onset;exactmatch
iridogoniodysgenesis and skeletal anomalies;iridogoniodysgenesis and skeletal anomalies;exactmatch
complement component 5 deficiency;c5 deficiency;exactmatch
myopathy, myofibrillar, 5;filaminopathy, autosomal dominant;exactmatch
cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome;cednik syndrome;exactmatch
immunoglobulin a deficiency 2;iga, selective deficiency of, taci-related;exactmatch
hepatitis c virus, susceptibility to;hcv, resistance to;exactmatch
deafness, autosomal recessive 23;deafness, autosomal recessive 23;exactmatch
drug metabolism, poor, cyp2c19-related;clopidogrel, poor metabolism of;exactmatch
short qt syndrome 2;short qt syndrome 2;exactmatch
short qt syndrome 3;short qt syndrome 3;exactmatch
chromosome 10q26 deletion syndrome;chromosome 10q26 deletion syndrome;exactmatch
celiac disease, susceptibility to, 2;celiac disease, susceptibility to, 2;exactmatch
spastic paraplegia 29, autosomal dominant;spastic paraplegia 29, autosomal dominant;exactmatch
obesity, early-onset, with adrenal insufficiency and red hair;obesity, early-onset, with adrenal insufficiency and red hair;exactmatch
cataract 22, multiple types;cataract 22, multiple types;exactmatch
glaucoma 1, open angle, 1;glaucoma 1, open angle, 1;exactmatch
epilepsy, idiopathic generalized, susceptibility to, 4;epilepsy, idiopathic generalized, susceptibility to, 4;exactmatch
celiac disease, susceptibility to, 4;celiac disease, susceptibility to, 4;exactmatch
celiac disease, susceptibility to, 3;celiac disease, susceptibility to, 3;exactmatch
majeed syndrome;chronic recurrent multifocal osteomyelitis, congenital dyserythropoietic anemia, and neutrophilic dermatosis;exactmatch
williams-beuren region duplication syndrome;chromosome 7q11.23 duplication syndrome;exactmatch
aortic aneurysm, familial abdominal, 2;aortic aneurysm, familial abdominal, 2;exactmatch
alzheimer disease 11;ad11;exactmatch
peeling skin syndrome 2;acral peeling skin syndrome;exactmatch
generalized epilepsy with febrile seizures plus,  iia 4;gefs+,  iia 4;exactmatch
hamartoma, precalcaneal congenital fibrolipomatous;hamartoma, precalcaneal congenital fibrolipomatous;exactmatch
deafness, autosomal recessive 53;deafness, autosomal recessive 53;exactmatch
thyroid hormone metabolism, abnormal;thyroid hormone metabolism, abnormal;exactmatch
migraine with aura, susceptibility to, 9;mgr9;exactmatch
talo-patello-scaphoid osteolysis, synovitis, and short fourth metacarpals;talo-patello-scaphoid osteolysis, synovitis, and short fourth metacarpals;exactmatch
short stature and facioauriculothoracic malformations;short stature and facioauriculothoracic malformations;exactmatch
trichilemmal cyst 1;pilar cyst;exactmatch
deafness, autosomal recessive 46;deafness, autosomal recessive 46;exactmatch
deafness, autosomal recessive 42;deafness, autosomal recessive 42;exactmatch
nguyen syndrome;mca/mr with hypocholesterolemia due to familial hypobetalipoproteinemia;exactmatch
frias syndrome;chromosome 14q22 deletion syndrome;exactmatch
epidermolysis bullosa, lethal acantholytic;epidermolysis bullosa, lethal acantholytic;exactmatch
holoprosencephaly 5;holoprosencephaly 5;exactmatch
alzheimer disease 10;ad10;exactmatch
migraine, familial hemiplegic, 3;migraine, familial hemiplegic, 3;exactmatch
major affective disorder 3;bipolar affective disorder, early-onset;exactmatch
leukemia, chronic lymphocytic, susceptibility to, 1;clls1;exactmatch
visceral neuropathy, familial, 3, autosomal dominant;enteric neuropathy, familial;exactmatch
alar cleft, isolated;alar cleft, isolated;exactmatch
pontine tegmental cap dysplasia;pontine tegmental cap dysplasia;exactmatch
cataract 38;cataract 38;exactmatch
cardiac, facial, and digital anomalies with developmental delay;cardiac, facial, and digital anomalies with developmental delay;exactmatch
squalene synthase deficiency;neurodevelopmental disorder with low cholesterol and abnormal urine organic acids;exactmatch
isolated growth hormone deficiency,  iia 4;dwarfism of sindh;exactmatch
intellectual developmental disorder with macrocephaly, seizures, and speech delay;intellectual developmental disorder with macrocephaly, seizures, and speech delay;exactmatch
pituitary hormone deficiency, combined or isolated, 7;isolated growth hormone deficiency,  iia v, formerly;exactmatch
joubert syndrome 35;joubert syndrome 35;exactmatch
spondyloepimetaphyseal dysplasia, krakow  iia;immunoosseous dysplasia, krakow  iia;exactmatch
bone marrow failure syndrome 5;bone marrow failure syndrome 5;exactmatch
hennekam lymphangiectasia-lymphedema syndrome 3;hennekam lymphangiectasia-lymphedema syndrome 3;exactmatch
osteochondrodysplasia, brachydactyly, and overlapping malformed digits;osteochondrodysplasia, brachydactyly, and overlapping malformed digits;exactmatch
diarrhea 9;diarrhea 9;exactmatch
neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures;neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures;exactmatch
retinitis pigmentosa 83;retinitis pigmentosa 83;exactmatch
cortical dysplasia, complex, with other brain malformations 9;cortical dysplasia, complex, with other brain malformations 9;exactmatch
warburg-cinotti syndrome;warburg-cinotti syndrome;exactmatch
ophthalmoplegia, external, with rib and vertebral anomalies;ophthalmoplegia, external, with rib and vertebral anomalies;exactmatch
spermatogenic failure 34;spermatogenic failure 34;exactmatch
nephrotic syndrome,  iia 18;nephrotic syndrome,  iia 18;exactmatch
microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome;microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome;exactmatch
muscular dystrophy, limb-girdle, autosomal dominant 4;muscular dystrophy, limb-girdle,  iia 1i;exactmatch
immunodeficiency 58;immunodeficiency 58;exactmatch
muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 8;muscular dystrophy, limb-girdle, autosomal recessive 24;exactmatch
muscular dystrophy, limb-girdle, autosomal recessive 23;muscular dystrophy, limb-girdle, autosomal recessive 23;exactmatch
deafness, autosomal dominant 74;deafness, autosomal dominant 74;exactmatch
developmental and epileptic encephalopathy 67;developmental and epileptic encephalopathy 67;exactmatch
developmental and epileptic encephalopathy 95;developmental and epileptic encephalopathy 95;exactmatch
spermatogenic failure 33;spermatogenic failure 33;exactmatch
usher syndrome,  iia 4;usher syndrome,  iia 4;exactmatch
deafness, autosomal recessive 111;deafness, autosomal recessive 111;exactmatch
intellectual developmental disorder with hypertelorism and distinctive facies;chromosome 14q32 deletion syndrome;exactmatch
extraoral halitosis due to methanethiol oxidase deficiency;extraoral halitosis due to methanethiol oxidase deficiency;exactmatch
orofacial cleft 8;cleft 51p with or without cleft palate, nonsyndromic, 8;exactmatch
saul-wilson syndrome;microcephalic osteodysplastic dysplasia;exactmatch
nephrotic syndrome,  iia 17;nephrotic syndrome,  iia 17;exactmatch
nephrotic syndrome,  iia 19;nephrotic syndrome,  iia 19;exactmatch
microcephaly 22, primary, autosomal recessive;microcephaly 22, primary, autosomal recessive;exactmatch
mitochondrial complex 1 deficiency, nuclear  iia 3;mitochondrial complex 1 deficiency, nuclear  iia 3;exactmatch
baker-gordon syndrome;baker-gordon syndrome;exactmatch
polydactyly, postaxial,  iia a9;polydactyly, postaxial,  iia a9;exactmatch
retinitis pigmentosa 84;retinitis pigmentosa 84;exactmatch
intellectual developmental disorder, autosomal recessive 66;intellectual developmental disorder, autosomal recessive 66;exactmatch
mitochondrial complex 1 deficiency, nuclear  iia 2;mitochondrial complex 1 deficiency, nuclear  iia 2;exactmatch
vertebral anomalies and variable endocrine and t-cell dysfunction;vertebral anomalies and variable endocrine and t-cell dysfunction;exactmatch
mitochondrial complex 1 deficiency, nuclear  iia 4;mitochondrial complex 1 deficiency, nuclear  iia 4;exactmatch
snijders blok-campeau syndrome;intellectual developmental disorder with macrocephaly, speech delay, and dysmorphic facies;exactmatch
mitochondrial complex 1 deficiency, nuclear  iia 5;mitochondrial complex 1 deficiency, nuclear  iia 5;exactmatch
mitochondrial complex 1 deficiency, nuclear  iia 6;mitochondrial complex 1 deficiency, nuclear  iia 6;exactmatch
mitochondrial complex 1 deficiency, nuclear  iia 7;mitochondrial complex 1 deficiency, nuclear  iia 7;exactmatch
mitochondrial complex 1 deficiency, nuclear  iia 8;mitochondrial complex 1 deficiency, nuclear  iia 8;exactmatch
epidermodysplasia verruciformis, susceptibility to, 2;epidermodysplasia verruciformis, susceptibility to, 2;exactmatch
mitochondrial complex 1 deficiency, nuclear  iia 9;mitochondrial complex 1 deficiency, nuclear  iia 9;exactmatch
inflammatory bowel disease, immunodeficiency, and encephalopathy;inflammatory bowel disease, immunodeficiency, and encephalopathy;exactmatch
immunodeficiency 15a;immunodeficiency 15a;exactmatch
microcephaly 24, primary, autosomal recessive;microcephaly 24, primary, autosomal recessive;exactmatch
ovarian dysgenesis 8;ovarian dysgenesis 8;exactmatch
ectodermal dysplasia 14, hair/tooth  iia with or without hypohidrosis;ectodermal dysplasia 14, hair/tooth  iia with or without hypohidrosis;exactmatch
orthostatic hypotension 2;orthostatic hypotension 2;exactmatch
diarrhea 10, protein-losing enteropathy  iia;diarrhea 10, protein-losing enteropathy  iia;exactmatch
neuropathy, congenital hypomyelinating, 2;neuropathy, congenital hypomyelinating, 2;exactmatch
periventricular nodular heterotopia 8;periventricular nodular heterotopia 8;exactmatch
neuropathy, congenital hypomyelinating, 3;neuropathy, congenital hypomyelinating, 3;exactmatch
hyperparathyroidism, transient neonatal;hyperparathyroidism, transient neonatal;exactmatch
developmental and epileptic encephalopathy 68;developmental and epileptic encephalopathy 68;exactmatch
cardiomyopathy, dilated, 2c;cardiomyopathy, dilated, 2c;exactmatch
polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2;polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2;exactmatch
intellectual developmental disorder and retinitis pigmentosa;intellectual developmental disorder and retinitis pigmentosa;exactmatch
capillary malformation-arteriovenous malformation 2;capillary malformation-arteriovenous malformation 2;exactmatch
myasthenic syndrome, congenital, 23, presynaptic;myasthenic syndrome, congenital, 23, presynaptic;exactmatch
myasthenic syndrome, congenital, 24, presynaptic;myasthenic syndrome, congenital, 24, presynaptic;exactmatch
liddle syndrome 3;liddle syndrome 3;exactmatch
peripheral neuropathy, autosomal recessive, with or without impaired intellectual development;peripheral neuropathy, autosomal recessive, with or without impaired intellectual development;exactmatch
polydactyly, postaxial,  iia a8;polydactyly, postaxial,  iia a8;exactmatch
charcot-marie-tooth disease, axonal,  iia 2dd;charcot-marie-tooth disease, axonal,  iia 2dd;exactmatch
protoporphyria, erythropoietic, 2;protoporphyria, erythropoietic, 2;exactmatch
rhizomelic skeletal dysplasia with or without pelger huet anomaly;pelger-huet anomaly with mild skeletal anomalies;exactmatch
tetraamelia syndrome 2;tetraamelia syndrome 2;exactmatch
