head;tail;relation
dysplasia of anus (disorder);anal intraepithelial neoplasia;exactmatch
precursor t-cell lymphoblastic leukemia (morphologic abnormality);pre t-all;exactmatch
malignant tumor of anus (disorder);malignant anal neoplasm;exactmatch
malignant tumor of mediastinum (disorder);malignant mediastinal neoplasm;exactmatch
neoplasm, uncertain whether benign or malignant (morphologic abnormality);neoplasm, uncertain whether benign or malignant;exactmatch
benign neoplasm of bartholin's gland (disorder);benign bartholin gland neoplasm;exactmatch
malignant neoplasm of labia minora (disorder);malignant labia minora neoplasm;exactmatch
benign neoplasm of extrahepatic bile ducts (disorder);benign extrahepatic bile duct neoplasm;exactmatch
papillary carcinoma of the breast (morphologic abnormality);breast papillary  carcinoma;exactmatch
ureteric polyp (disorder);ureter polyp;exactmatch
pulmonary myxoid sarcoma with ewsr1-creb1 translocation (morphologic abnormality);pulmonary myxoid sarcoma with ewsr1-creb1 translocation;exactmatch
nephroblastoma (morphologic abnormality);wilms tumor;exactmatch
malignant tumor of gum (disorder);malignant gingival neoplasm;exactmatch
malignant tumor of small intestine (disorder);malignant small intestinal neoplasm;exactmatch
malignant tumor, small cell type (morphologic abnormality);malignant tumor, small cell type;exactmatch
gastrointestinal stromal tumor of small intestine (disorder);small intestinal gastrointestinal stromal tumor;exactmatch
squamous odontogenic tumor (morphologic abnormality);squamous odontogenic tumor;exactmatch
benign neoplasm of uterine cervix (disorder);benign cervical neoplasm;exactmatch
non-hodgkin lymphoma, no international classification of diseases for oncology subtype (morphologic abnormality);non-hodgkin lymphoma;exactmatch
adenocarcinoma of small intestine (disorder);small intestinal adenocarcinoma;exactmatch
infiltrating ductular carcinoma (morphologic abnormality);invasive breast carcinoma of no special type;exactmatch
gliofibroma (morphologic abnormality);gliofibroma;exactmatch
sclerosing angioma of skin (disorder);skin fibrous histiocytoma;exactmatch
neoplasm of renal pelvis (disorder);renal pelvis neoplasm;exactmatch
intraductal papillary neoplasm with low-grade intraepithelial neoplasia (morphologic abnormality);bile duct intraductal papillary neoplasm, low grade;exactmatch
chronic neutrophilic leukemia (morphologic abnormality);chronic neutrophilic leukemia;exactmatch
pleomorphic lipoma (morphologic abnormality);pleomorphic lipoma;exactmatch
leukoplakia of esophagus (disorder);esophageal leukoplakia;exactmatch
benign cyst of ovary (disorder);benign ovarian cyst;exactmatch
rhabdomyosarcoma of bladder (disorder);bladder rhabdomyosarcoma;exactmatch
ptis: ductal carcinoma in situ (breast) (finding);breast ductal carcinoma in situ;exactmatch
non-hodgkin's lymphoma of lung (disorder);lung non-hodgkin lymphoma;exactmatch
neoplasm of oropharynx (disorder);oropharyngeal neoplasm;exactmatch
medulloepithelioma (disorder);medulloepithelioma not otherwise specified;exactmatch
transitional cell dysplasia (morphologic abnormality);urothelial dysplasia;exactmatch
neoplasm of ureter (disorder);ureter neoplasm;exactmatch
sebaceous adenocarcinoma (disorder);sebaceous carcinoma;exactmatch
mesothelioma, biphasic, malignant (morphologic abnormality);biphasic mesothelioma;exactmatch
solitary plasmacytoma of bone (morphologic abnormality);plasmacytoma;exactmatch
mesothelioma (malignant, clinical disorder) (disorder);malignant mesothelioma;exactmatch
luteoma (morphologic abnormality);ovarian stromal luteoma;exactmatch
erythroleukemia, fab m6 (disorder);acute erythroid leukemia;exactmatch
seminoma of testis (disorder);seminoma;exactmatch
carcinoid tumor of gastrointestinal tract (disorder);digestive system neuroendocrine tumor g1;exactmatch
acinar cell carcinoma of pancreas (disorder);pancreatic acinar cell carcinoma;exactmatch
macrofollicular adenoma (morphologic abnormality);thyroid gland macrofollicular adenoma;exactmatch
primary malignant neoplasm of spinal cord (disorder);malignant spinal cord neoplasm;exactmatch
micropapillary carcinoma (morphologic abnormality);micropapillary carcinoma;exactmatch
intimal sarcoma (morphologic abnormality);intimal sarcoma;exactmatch
primitive neuroectodermal tumor (disorder);primitive neuroectodermal tumor;exactmatch
large cell calcifying sertoli cell tumor (morphologic abnormality);testicular large cell calcifying sertoli cell tumor;exactmatch
adenomatoid odontogenic tumor (morphologic abnormality);adenomatoid odontogenic tumor;exactmatch
serous cystadenoma (morphologic abnormality);serous cystadenoma;exactmatch
malignant tumor of tonsil (disorder);malignant tonsillar neoplasm;exactmatch
lipomatous tumor (disorder);lipomatous neoplasm;exactmatch
superficial angiomyxoma (disorder);superficial angiomyxoma;exactmatch
neoplasm of myocardium (disorder);myocardial neoplasm;exactmatch
benign neoplasm of female breast (disorder);benign female breast neoplasm;exactmatch
epidermodysplasia verruciformis (disorder);epidermodysplasia verruciformis;exactmatch
adenocarcinoma of breast (disorder);breast adenocarcinoma;exactmatch
benign neoplasm of heart (disorder);benign cardiac neoplasm;exactmatch
hodgkin lymphoma, nodular lymphocyte predominance (disorder);hodgkin's paragranuloma;exactmatch
hyperplastic polyp (morphologic abnormality);hyperplastic polyp;exactmatch
fibrillary astrocytoma (morphologic abnormality);fibrillary astrocytoma;exactmatch
benign germ cell tumor of ovary (disorder);benign ovarian germ cell tumor;exactmatch
squamous cell papilloma of skin (disorder);skin squamous cell papilloma;exactmatch
interdigitating dendritic cell sarcoma (morphologic abnormality);interdigitating dendritic cell sarcoma;exactmatch
neoplastic disease of uncertain behavior (disorder);neoplasm of uncertain malignant potential;exactmatch
recurrent malignant neoplastic disease (disorder);recurrent malignant neoplasm;exactmatch
malignant lymphoma, no international classification of diseases for oncology subtype (morphologic abnormality);lymphoma;exactmatch
"mixed phenotype acute leukemia with t(9;22)(q34;q11.2); bcr-abl1 (morphologic abnormality)";"mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2); bcr-abl1";exactmatch
mucinous adenofibroma of borderline malignancy (morphologic abnormality);borderline ovarian mucinous adenofibroma;exactmatch
histiocytic sarcoma (disorder);histiocytic sarcoma;exactmatch
dedifferentiated chordoma (morphologic abnormality);dedifferentiated chordoma;exactmatch
small cell neuroendocrine carcinoma of bladder (disorder);bladder small cell neuroendocrine carcinoma;exactmatch
basal cell adenoma (morphologic abnormality);salivary gland basal cell adenoma;exactmatch
malignant tumor of nasal cavity (disorder);malignant nasal cavity neoplasm;exactmatch
spindle cell malignant melanoma (disorder);spindle cell melanoma;exactmatch
early gastric cancer (disorder);early gastric cancer;exactmatch
ependymoma of brain stem (disorder);brain stem ependymoma;exactmatch
brenner tumor of ovary (disorder);ovarian brenner tumor;exactmatch
papillary carcinoma in situ (morphologic abnormality);papillary carcinoma in situ;exactmatch
carcinoma in situ of fallopian tube (disorder);stage 0 fallopian tube cancer ajcc v7;exactmatch
neoplasm of great vessels (disorder);great vessel neoplasm;exactmatch
porokeratotic eccrine ostial and dermal duct nevus (disorder);porokeratotic eccrine ostial and dermal duct nevus;exactmatch
hydroa vacciniforme-like cutaneous t-cell lymphoma (disorder);hydroa vacciniforme-like lymphoproliferative disorder;exactmatch
chordoid glioma (morphologic abnormality);chordoid glioma of the third ventricle;exactmatch
leukoplakia (disorder);leukoplakia;exactmatch
transient abnormal myelopoiesis (disorder);transient abnormal myelopoiesis associated with down syndrome;exactmatch
neoplasm of pericardium (disorder);pericardial neoplasm;exactmatch
hemangioma of intra-abdominal structure (disorder);intra-abdominal hemangioma;exactmatch
chronic myelogenous leukemia, bcr/abl positive (morphologic abnormality);chronic myelogenous leukemia, bcr-abl1 positive;exactmatch
synovial chondromatosis (disorder);synovial chondromatosis;exactmatch
benign neoplasm of retina (disorder);benign retinal neoplasm;exactmatch
bronchiolo-alveolar adenocarcinoma (morphologic abnormality);minimally invasive lung adenocarcinoma;exactmatch
benign neoplasm of meninges (disorder);benign neoplasm of the meninges;exactmatch
fibrous histiocytoma of tendon sheath (disorder);tenosynovial giant cell tumor;exactmatch
basal cell carcinoma, fibroepithelial (morphologic abnormality);skin fibroepithelial basal cell carcinoma;exactmatch
parasympathetic paraganglioma (morphologic abnormality);parasympathetic paraganglioma;exactmatch
malignant melanoma in hutchinson's melanotic freckle (morphologic abnormality);lentigo maligna melanoma;exactmatch
neoplasm of body of uterus (disorder);uterine corpus neoplasm;exactmatch
adenocarcinoma in situ in tubulovillous adenoma (morphologic abnormality);adenocarcinoma in situ in tubulovillous adenoma;exactmatch
benign neoplasm of male breast (disorder);benign male breast neoplasm;exactmatch
malignant fibromatous neoplasm (disorder);fibrosarcoma;exactmatch
leukoplakia of vagina (disorder);vaginal leukoplakia;exactmatch
seborrheic dermatitis (disorder);seborrheic keratosis;exactmatch
benign tumor of seminal vesicle (disorder);benign seminal vesicle neoplasm;exactmatch
cellular schwannoma (morphologic abnormality);cellular schwannoma;exactmatch
adenocarcinoma in situ in adenomatous polyp (morphologic abnormality);carcinoma in situ in a polyp;exactmatch
abdominal fibromatosis (disorder);abdominal (mesenteric) fibromatosis;exactmatch
langerhans cell histiocytosis, no international classification of diseases for oncology subtype (morphologic abnormality);hand-schuller-christian disease;exactmatch
neuroblastoma (disorder);neuroblastoma;exactmatch
atypical adenoma (morphologic abnormality);lung papillary adenoma;exactmatch
malignant tumor of trachea (disorder);malignant tracheal neoplasm;exactmatch
magnocellular nevus (morphologic abnormality);optic disc melanocytoma;exactmatch
high grade b-cell lymphoma with myc and bcl2 and/or bcl6 rearrangements (morphologic abnormality);high grade b-cell lymphoma with myc and bcl2 and/or bcl6 rearrangements;exactmatch
atypical choroid plexus papilloma (morphologic abnormality);atypical choroid plexus papilloma;exactmatch
ulcerated oral leukoplakia (disorder);ulcerated oral leukoplakia;exactmatch
plasmablastic lymphoma (morphologic abnormality);plasmablastic lymphoma;exactmatch
sympathetic paraganglioma (morphologic abnormality);sympathetic paraganglioma;exactmatch
diffuse non-hodgkin's lymphoma, lymphoblastic (disorder);lymphoblastic lymphoma;exactmatch
pancreatic endocrine tumor, nonfunctioning (morphologic abnormality);non-functioning pancreatic neuroendocrine tumor;exactmatch
endometrioid carcinoma ovary (disorder);ovarian endometrioid adenocarcinoma;exactmatch
carcinoma of colon (disorder);colon carcinoma;exactmatch
secondary malignant neoplasm of extrahepatic bile ducts (disorder);metastatic malignant neoplasm in the extrahepatic bile ducts;exactmatch
hibernoma (disorder);hibernoma;exactmatch
lymphoproliferative disorder following transplantation (disorder);post-transplant lymphoproliferative disorder;exactmatch
inverted urothelial papilloma (morphologic abnormality);inverted urothelial papilloma;exactmatch
adenocarcinoma of cervix (disorder);cervical adenocarcinoma;exactmatch
mixed glioma (disorder);mixed glioma;exactmatch
carcinoma in situ of trachea (disorder);tracheal carcinoma in situ;exactmatch
gastrointestinal stromal tumor (disorder);malignant gastrointestinal stromal tumor;exactmatch
sweat gland adenoma (morphologic abnormality);sweat gland adenoma;exactmatch
acute myeloid leukemia without maturation (morphologic abnormality);acute myeloid leukemia without maturation;exactmatch
primary malignant neoplasm of conjunctiva of eye (disorder);malignant conjunctival neoplasm;exactmatch
benign chondrogenic neoplasm (disorder);benign chondrogenic neoplasm;exactmatch
neoplasm of chest wall (disorder);chest wall neoplasm;exactmatch
primary malignant neoplasm of epiglottis (disorder);malignant epiglottis neoplasm;exactmatch
carcinoma, metastatic (morphologic abnormality);metastatic malignant neoplasm;exactmatch
germinoma of central nervous system (disorder);central nervous system germinoma;exactmatch
benign neoplasm of epiglottis (disorder);benign epiglottis neoplasm;exactmatch
neuroepithelioma (morphologic abnormality);primitive neuroectodermal tumor;exactmatch
esthesioneurocytoma (morphologic abnormality);olfactory neurocytoma;exactmatch
follicular lymphoma, grade 3 (morphologic abnormality);grade 3 follicular lymphoma;exactmatch
halo nevus (morphologic abnormality);halo nevus;exactmatch
non-involuting congenital hemangioma (morphologic abnormality);non-involuting congenital hemangioma;exactmatch
phosphaturic mesenchymal tumor, malignant (morphologic abnormality);malignant phosphaturic mesenchymal tumor;exactmatch
hemangioendothelioma (morphologic abnormality);kaposiform hemangioendothelioma;exactmatch
oligodendroglioma of brain (disorder);brain oligodendroglioma;exactmatch
aggressive systemic mastocytosis (morphologic abnormality);aggressive systemic mastocytosis;exactmatch
high grade glandular intraepithelial neoplasia (morphologic abnormality);high grade glandular intraepithelial neoplasia;exactmatch
benign neoplasm of sebaceous gland (disorder);benign sebaceous neoplasm;exactmatch
complex odontoma (morphologic abnormality);complex odontoma;exactmatch
thecoma, luteinized (morphologic abnormality);ovarian luteinized thecoma;exactmatch
trigeminal schwannoma (disorder);trigeminal schwannoma;exactmatch
dedifferentiated chondrosarcoma (morphologic abnormality);dedifferentiated chondrosarcoma;exactmatch
eccrine spiradenoma (morphologic abnormality);spiradenoma;exactmatch
calcifying fibrous tumor (morphologic abnormality);calcifying fibrous tumor;exactmatch
acute myeloid leukemia - category (morphologic abnormality);acute myeloid leukemia not otherwise specified;exactmatch
paget's disease of nipple (disorder);nipple paget disease;exactmatch
esthesioneuroblastoma (morphologic abnormality);olfactory neuroblastoma;exactmatch
pancoast tumor (disorder);malignant superior sulcus neoplasm;exactmatch
acute myeloid leukemia, no international classification of diseases for oncology subtype (morphologic abnormality);acute myeloid leukemia not otherwise specified;exactmatch
primary malignant neoplasm of nasal cavity (disorder);malignant nasal cavity neoplasm;exactmatch
fibrolamellar hepatocellular carcinoma (disorder);fibrolamellar carcinoma;exactmatch
refractory anemia with ringed sideroblasts (disorder);myelodysplastic syndrome with ring sideroblasts;exactmatch
benign neoplasm of hard palate (disorder);benign hard palate neoplasm;exactmatch
trabecular adenocarcinoma (morphologic abnormality);trabecular adenocarcinoma;exactmatch
perineurioma (disorder);perineurioma;exactmatch
primitive neuroectodermal tumor (morphologic abnormality);primitive neuroectodermal tumor;exactmatch
intraepithelial squamous cell carcinoma (disorder);stage 0 squamous cell carcinoma;exactmatch
pilomatrixoma (morphologic abnormality);hair follicle neoplasm;exactmatch
hodgkin's disease, nodular sclerosis (disorder);nodular sclerosis classic hodgkin lymphoma;exactmatch
primary cutaneous follicular center b-cell lymphoma (disorder);primary cutaneous follicle center lymphoma;exactmatch
verrucous carcinoma (morphologic abnormality);verrucous carcinoma;exactmatch
precursor t-cell lymphoblastic lymphoma (morphologic abnormality);t lymphoblastic lymphoma;exactmatch
primitive non-neural granular cell tumor (morphologic abnormality);primitive non-neural granular cell tumor;exactmatch
subungual exostosis (morphologic abnormality);subungual exostosis;exactmatch
malignant tumor of orbit (disorder);malignant orbit neoplasm;exactmatch
malignant mesothelioma of the tunica vaginalis (disorder);paratesticular malignant mesothelioma;exactmatch
clear cell ependymoma (morphologic abnormality);clear cell ependymoma;exactmatch
malignant melanoma of vulva (disorder);vulvar melanoma;exactmatch
benign neoplasm of thorax (disorder);benign thoracic neoplasm;exactmatch
leiomyoma of stomach (disorder);gastric leiomyoma;exactmatch
benign neoplasm of neck (disorder);benign neck neoplasm;exactmatch
pleomorphic hyalinizing angiectatic tumor of soft tissue (disorder);pleomorphic hyalinizing angiectatic tumor of soft parts;exactmatch
primary malignant neoplasm of nervous system (disorder);malignant nervous system neoplasm;exactmatch
papillary adenoma (morphologic abnormality);papillary adenoma;exactmatch
dermatofibrosarcoma protuberans with myoid differentiation (disorder);dermatofibrosarcoma protuberans with myoid differentiation;exactmatch
primary malignant neoplasm of thyroid gland (disorder);malignant thyroid gland neoplasm;exactmatch
lipoblastoma and/or lipoblastomatosis (morphologic abnormality);lipoblastoma;exactmatch
malignant tumor of cecum (disorder);malignant cecum neoplasm;exactmatch
non-hodgkin lymphoma, no international classification of diseases for oncology subtype (morphologic abnormality);lymphosarcoma;exactmatch
neoplasm, uncertain whether benign or malignant (morphologic abnormality);neoplasm;exactmatch
anaplastic lymphoma kinase positive large b-cell lymphoma (morphologic abnormality);alk-positive large b-cell lymphoma;exactmatch
desmoplastic fibroma (morphologic abnormality);desmoplastic fibroma;exactmatch
squamous cell carcinoma with horn formation (morphologic abnormality);squamous cell carcinoma with horn formation;exactmatch
malignant teratoma (disorder);immature teratoma;exactmatch
schwannomatosis (disorder);schwannomatosis;exactmatch
multiple fibrofolliculomas (disorder);birt-hogg-dube syndrome;exactmatch
acute panmyelosis with myelofibrosis (morphologic abnormality);acute panmyelosis with myelofibrosis;exactmatch
follicular adenocarcinoma (morphologic abnormality);thyroid gland follicular carcinoma;exactmatch
pseudomyxoma peritonei (morphologic abnormality);pseudomyxoma peritonei;exactmatch
malignant lymphoma - mixed small and large cell (disorder);lymphosarcoma;exactmatch
malignant tumor of upper third of esophagus (disorder);malignant neoplasm of the upper third of the esophagus;exactmatch
hidroacanthoma simplex of skin (disorder);porocarcinoma in situ;exactmatch
sex cord-gonadal stromal tumor, incompletely differentiated (morphologic abnormality);unclassified testicular sex cord-stromal tumor;exactmatch
pleomorphic rhabdomyosarcoma (morphologic abnormality);adult pleomorphic rhabdomyosarcoma;exactmatch
lymphangioma (disorder);lymphangioma;exactmatch
rhabdomyoma (disorder);rhabdomyoma;exactmatch
b-cell prolymphocytic leukemia (disorder);b-cell prolymphocytic leukemia;exactmatch
"acute myeloid leukemia with t(8;21)(q22;q22) runx1-runx1t1 (disorder)";"acute myeloid leukemia with t(8;21); (q22; q22.1); runx1-runx1t1";exactmatch
retinoblastoma, differentiated (morphologic abnormality);differentiated retinoblastoma;exactmatch
benign mixed epithelial and stromal tumor of kidney (morphologic abnormality);kidney mixed epithelial and stromal tumor;exactmatch
myelodysplastic syndrome with 5q- syndrome (morphologic abnormality);myelodysplastic syndrome with isolated del(5q);exactmatch
sporadic burkitt's lymphoma (morphologic abnormality);sporadic burkitt lymphoma;exactmatch
neoplasm of cerebral ventricle (disorder);intraventricular brain neoplasm;exactmatch
eccrine hidradenoma of skin (disorder);nodular hidradenoma;exactmatch
halo nevus (disorder);halo nevus;exactmatch
eccrine poroma, malignant (morphologic abnormality);porocarcinoma;exactmatch
neoplasm of occipital lobe (disorder);occipital lobe neoplasm;exactmatch
central neurocytoma (morphologic abnormality);cerebellar liponeurocytoma;exactmatch
syringocystadenocarcinoma papilliferum (morphologic abnormality);syringocystadenocarcinoma papilliferum;exactmatch
benign neoplasm of brain (disorder);benign brain neoplasm;exactmatch
neoplasm of adrenal cortex (disorder);adrenal cortex neoplasm;exactmatch
malignant adenomatous neoplasm (disorder);adenocarcinoma;exactmatch
adenoma of large intestine (disorder);colorectal adenoma;exactmatch
hand-schüller-christian disease (disorder);hand-schuller-christian disease;exactmatch
primary malignant neoplasm of ciliary body, primary (disorder);malignant ciliary body neoplasm;exactmatch
benign neoplasm of uterus (disorder);benign uterine neoplasm;exactmatch
neoplasm of pharynx (disorder);pharyngeal neoplasm;exactmatch
secondary malignant neoplasm of axilla (disorder);metastatic malignant neoplasm in the axilla;exactmatch
hemangioma of retina (disorder);retinal hemangioma;exactmatch
mesothelioma, benign (morphologic abnormality);adenomatoid tumor;exactmatch
benign neoplasm of bone of skull (disorder);benign skull neoplasm;exactmatch
malignant lymphoma, large b-cell, diffuse, no international classification of diseases for oncology subtype (morphologic abnormality);intravascular large b-cell lymphoma;exactmatch
medulloblastoma (disorder);medulloblastoma;exactmatch
sarcoma of ovary (disorder);ovarian sarcoma;exactmatch
dermatomyofibroma (disorder);dermatomyofibroma;exactmatch
"acute myeloid leukemia with t(9:11)(p22;q23); mllt3-mll (disorder)";acute myeloid leukemia with mll rearrangement;exactmatch
gastrinoma of duodenum (disorder);duodenal gastrin-producing neuroendocrine tumor;exactmatch
neoplasm of scrotum (disorder);scrotal neoplasm;exactmatch
atypical lobular hyperplasia of breast (disorder);breast atypical lobular hyperplasia;exactmatch
inverted transitional cell papilloma uncertain whether benign or malignant (morphologic abnormality);inverted transitional cell papilloma;exactmatch
hodgkin lymphoma, nodular sclerosis, grade 1 (morphologic abnormality);hodgkin's disease, nodular sclerosis, lymphocyte predominance;exactmatch
oral hairy leukoplakia (disorder);oral cavity hairy leukoplakia;exactmatch
schneiderian carcinoma (morphologic abnormality);sinonasal non-keratinizing squamous cell carcinoma;exactmatch
rapidly involuting congenital hemangioma (disorder);rapidly involuting congenital hemangioma;exactmatch
lymphangiomyoma (morphologic abnormality);lymphangioleiomyoma;exactmatch
vulval intraepithelial neoplasia grade 1 (disorder);vulvar low grade squamous intraepithelial lesion;exactmatch
epithelioid and spindle cell nevus (disorder);spitz nevus;exactmatch
metastatic non-small cell carcinoma (morphologic abnormality);metastatic non-small cell carcinoma;exactmatch
diffuse non-hodgkin's lymphoma, large cell (disorder);diffuse large b-cell lymphoma;exactmatch
central neurocytoma (morphologic abnormality);central neurocytoma;exactmatch
juvenile fibroadenoma of breast (disorder);breast juvenile fibroadenoma;exactmatch
secondary malignant neoplasm of large intestine (disorder);metastatic malignant neoplasm in the large intestine;exactmatch
tumor of eyelid (disorder);eyelid neoplasm;exactmatch
malignant lymphoma, centroblastic-centrocytic, follicular (disorder);follicular lymphoma;exactmatch
high grade t-cell lymphoma (disorder);high grade t-cell lymphoma;exactmatch
sarcoma of breast (disorder);breast sarcoma;exactmatch
reticulosarcoma of spleen (disorder);reticulosarcoma involving spleen;exactmatch
mixed germ cell tumor (disorder);mixed germ cell tumor;exactmatch
partial hydatidiform mole (morphologic abnormality);partial hydatidiform mole;exactmatch
squamous intraepithelial neoplasia, grade iii (morphologic abnormality);stage 0 squamous cell carcinoma;exactmatch
benign neoplasm of endometrium (disorder);benign endometrial neoplasm;exactmatch
primary cutaneous cd30 antigen positive t-cell lymphoproliferative disorder (morphologic abnormality);primary cutaneous cd30-positive t-cell lymphoproliferative disorder;exactmatch
acute myeloid leukemia with mutated npm1 (morphologic abnormality);acute myeloid leukemia with mutated npm1;exactmatch
diffuse large b-cell lymphoma of central nervous system (disorder);primary diffuse large b-cell lymphoma of the central nervous system;exactmatch
neoplasm of male genital organ (disorder);male reproductive system neoplasm;exactmatch
osteoma of skull (disorder);skull osteoma;exactmatch
plasma cell neoplasm (disorder);plasma cell neoplasm;exactmatch
nodular tenosynovitis (disorder);tenosynovial giant cell tumor;exactmatch
peutz jeghers polyp (morphologic abnormality);peutz-jeghers polyp;exactmatch
peripheral neuroectodermal tumor (disorder);peripheral primitive neuroectodermal tumor;exactmatch
neoplasm of uncertain behavior of pericardium (disorder);pericardial neoplasm;exactmatch
intraosseous well differentiated osteosarcoma (morphologic abnormality);low grade central osteosarcoma;exactmatch
neuroma, no international classification of diseases for oncology subtype (morphologic abnormality);neuroma;exactmatch
high-grade squamous intraepithelial lesion (morphologic abnormality);high grade squamous intraepithelial neoplasia;exactmatch
large cell medulloblastoma (morphologic abnormality);large cell medulloblastoma;exactmatch
transitional cell carcinoma (morphologic abnormality);transitional cell carcinoma;exactmatch
neoplasm of thorax (disorder);thoracic neoplasm;exactmatch
epithelioma basal cell (disorder);skin basal cell carcinoma;exactmatch
adenocarcinoma in multiple adenomatous polyps (morphologic abnormality);adenocarcinoma in multiple adenomatous polyps;exactmatch
giant fibroadenoma of breast (disorder);breast giant fibroadenoma;exactmatch
perivascular epithelioid tumor, malignant (morphologic abnormality);malignant pecoma;exactmatch
adenocarcinoma of lung, stage iv (finding);stage iv lung adenocarcinoma ajcc v7;exactmatch
incomplete hydatidiform mole (disorder);partial hydatidiform mole;exactmatch
adenocarcinoma in situ in villous adenoma (disorder);adenocarcinoma in situ in villous adenoma;exactmatch
pituitary carcinoma (morphologic abnormality);pituitary gland carcinoma;exactmatch
mucinous adenoma (morphologic abnormality);mucinous cystadenoma;exactmatch
cystic mesothelioma of peritoneum (disorder);peritoneal multicystic mesothelioma;exactmatch
splenic marginal zone b-cell lymphoma (morphologic abnormality);splenic marginal zone lymphoma;exactmatch
chondroma of bone (disorder);osteochondroma;exactmatch
neoplasm of glottis (disorder);glottis neoplasm;exactmatch
stromal sarcoma (morphologic abnormality);stromal sarcoma;exactmatch
carcinoma ex pleomorphic adenoma of lacrimal gland (disorder);lacrimal gland carcinoma ex pleomorphic adenoma;exactmatch
sialoblastoma (morphologic abnormality);salivary gland sialoblastoma;exactmatch
malignant tumor of dermis (disorder);malignant dermal neoplasm;exactmatch
carcinoma of subglottis (disorder);subglottic carcinoma;exactmatch
benign neoplasm of skin of eyelid (disorder);benign eyelid neoplasm;exactmatch
malignant melanoma in precancerous melanosis (morphologic abnormality);malignant melanoma in precancerous melanosis;exactmatch
carcinoma of glottis (disorder);glottis carcinoma;exactmatch
hodgkin's disease, nodular sclerosis - cellular phase (disorder);nodular sclerosis classic hodgkin lymphoma, cellular phase;exactmatch
pilomyxoid astrocytoma (disorder);pilomyxoid astrocytoma;exactmatch
benign neoplasm of tongue (disorder);benign tongue neoplasm;exactmatch
hemangioendothelioma of skin (disorder);skin hemangioendothelioma;exactmatch
astrocytoma, anaplastic (morphologic abnormality);anaplastic astrocytoma;exactmatch
gastrointestinal stromal tumor (disorder);gastrointestinal stromal tumor;exactmatch
intraductal papillary neoplasm with high grade intraepithelial neoplasia (morphologic abnormality);bile duct intraductal papillary neoplasm, high grade;exactmatch
chorangioma (morphologic abnormality);placental hemangioma;exactmatch
myofibroblastoma (morphologic abnormality);myofibroblastoma;exactmatch
carcinosarcoma of uterus (disorder);uterine carcinosarcoma;exactmatch
malignant tumor of optic nerve (disorder);malignant optic nerve neoplasm;exactmatch
sézary's disease (morphologic abnormality);sezary syndrome;exactmatch
neoplasm of retina (disorder);retinal neoplasm;exactmatch
benign neoplasm of skin (disorder);benign skin neoplasm;exactmatch
malignant lymphoma, large b-cell, diffuse, no international classification of diseases for oncology subtype (morphologic abnormality);malignant lymphoma, non-cleaved, diffuse;exactmatch
liposarcoma, well differentiated (morphologic abnormality);sclerosing atypical lipomatous tumor/well differentiated liposarcoma;exactmatch
t lymphoblastic leukemia/lymphoma (morphologic abnormality);t lymphoblastic leukemia/lymphoma;exactmatch
squamous cell carcinoma, no international classification of diseases for oncology subtype (morphologic abnormality);squamous cell carcinoma;exactmatch
pigmented nevus, no international classification of diseases for oncology subtype (morphologic abnormality);hairy nevus;exactmatch
malignant neoplasm of breast (disorder);malignant breast neoplasm;exactmatch
prolymphocytic leukemia (disorder);prolymphocytic leukemia;exactmatch
cutaneous leiomyosarcoma (disorder);atypical intradermal smooth muscle neoplasm;exactmatch
embryonal carcinoma of ovary (disorder);ovarian embryonal carcinoma;exactmatch
clear cell sarcoma of kidney (morphologic abnormality);clear cell sarcoma of the kidney;exactmatch
primary melanocytic lesion of meninges (disorder);primary melanocytic lesion of meninges;exactmatch
secondary malignant neoplastic disease (disorder);secondary neoplasm;exactmatch
multiple myeloma (disorder);plasma cell myeloma;exactmatch
fibromyxoma (morphologic abnormality);fibromyxoid tumor;exactmatch
tag (morphologic abnormality);skin tag;exactmatch
leiomyosarcoma (disorder);leiomyosarcoma;exactmatch
neoplasm of central nervous system (disorder);central nervous system neoplasm;exactmatch
rhabdomyosarcoma with ganglionic differentiation (morphologic abnormality);ectomesenchymoma;exactmatch
follicular lymphoma, grade 2 (morphologic abnormality);grade 2 follicular lymphoma;exactmatch
carcinomatosis (morphologic abnormality);disseminated malignant neoplasm;exactmatch
gastrointestinal stromal tumor, benign (morphologic abnormality);benign gastrointestinal stromal tumor;exactmatch
pacinian tumor (morphologic abnormality);pacinian neurofibroma;exactmatch
intrapulmonary thymoma (morphologic abnormality);intrapulmonary thymoma;exactmatch
pigmented neurofibroma (morphologic abnormality);melanotic neurofibroma;exactmatch
clear cell adenocarcinoma of peritoneum (disorder);primary peritoneal clear cell adenocarcinoma;exactmatch
neoplasm of olfactory nerve (disorder);olfactory nerve neoplasm;exactmatch
adenoid cystic carcinoma of trachea (disorder);tracheal adenoid cystic carcinoma;exactmatch
lipoma (disorder);lipoma;exactmatch
pineal germ cell tumor (disorder);pineal region germ cell tumor;exactmatch
malignant tumor of kidney (disorder);malignant kidney neoplasm;exactmatch
biphenotypic sinonasal sarcoma (morphologic abnormality);biphenotypic sinonasal sarcoma;exactmatch
noninvoluting congenital hemangioma (disorder);non-involuting congenital hemangioma;exactmatch
aleukemic lymphoid leukemia (disorder);aleukemic lymphoid leukemia;exactmatch
malignant tumor of vulva (disorder);malignant vulvar neoplasm;exactmatch
