head;tail;relation
splenic manifestation of chronic myelogenous leukemia, bcr-abl1 positive;splenic manifestation of cml;exactmatch
splenic manifestation of t-cell large granular lymphocyte leukemia;splenic manifestation of lgl;exactmatch
splenic manifestation of hairy cell leukemia;splenic manifestation of hairy cell leukemia;exactmatch
splenic manifestation of chronic lymphocytic leukemia;splenic manifestation of cll;exactmatch
splenic manifestation of b-cell prolymphocytic leukemia;splenic manifestation of b-cell prolymphocytic leukemia;exactmatch
borderline ovarian serous papillary cystic tumor;borderline ovarian serous papillary cystic tumor;exactmatch
mixed mucinous and non-mucinous bronchioloalveolar carcinoma;indeterminate bronchioloalveolar carcinoma;exactmatch
minimally invasive lung non-mucinous adenocarcinoma;minimally invasive lung non-mucinous adenocarcinoma;exactmatch
monomorphic t/nk-cell post-transplant lymphoproliferative disorder;monomorphic t-cell ptld;exactmatch
burkitt-like lymphoma post-transplant lymphoproliferative disorder;burkitt's-like lymphoma post-transplant lymphoproliferative disorder;exactmatch
burkitt lymphoma post-transplant lymphoproliferative disorder;burkitt lymphoma ptld;exactmatch
classic hodgkin lymphoma type post-transplant lymphoproliferative disorder;classic hodgkin lymphoma type post-transplant lymphoproliferative disorder;exactmatch
plasma cell myeloma post-transplant lymphoproliferative disorder;plasma cell myeloma ptld;exactmatch
plasmacytoma-like post-transplant lymphoproliferative disorder;plasmacytoma-like post-transplant lymphoproliferative disorder;exactmatch
plasma cell post-transplant lymphoproliferative disorder;plasma cell ptld;exactmatch
hodgkin-like post-transplant lymphoproliferative disorder;hodgkin lymphoma - like ptld;exactmatch
monomorphic b-cell post-transplant lymphoproliferative disorder;monomorphic b-cell ptld;exactmatch
minimally invasive lung mucinous adenocarcinoma;minimally invasive lung mucinous adenocarcinoma;exactmatch
infectious mononucleosis-like post-transplant lymphoproliferative disorder;infectious mononucleosis-like post-transplant lymphoproliferative disorder;exactmatch
non-destructive post-transplant lymphoproliferative disorder;non-destructive ptld;exactmatch
monomorphic post-transplant lymphoproliferative disorder;monomorphic ptld;exactmatch
neoplastic post-transplant lymphoproliferative disorder;neoplastic ptld;exactmatch
small intestinal non-hodgkin lymphoma;primary small intestinal non-hodgkin's lymphoma;exactmatch
primary cutaneous marginal zone lymphoma of mucosa-associated lymphoid tissue;c-malt;exactmatch
blastoid variant mantle cell lymphoma;blastoid variant mantle cell lymphoma;exactmatch
diffuse large b-cell lymphoma post-transplant lymphoproliferative disorder;diffuse large b-cell lymphoma ptld;exactmatch
anaplastic lymphoma post-transplant lymphoproliferative disorder;anaplastic diffuse large b-cell lymphoma ptld;exactmatch
centroblastic lymphoma post-transplant lymphoproliferative disorder;centroblastic diffuse large b-cell lymphoma ptld;exactmatch
immunoblastic lymphoma post-transplant lymphoproliferative disorder;immunoblastic diffuse large b-cell lymphoma ptld;exactmatch
combined lung large cell neuroendocrine carcinoma;combined large cell lung neuroendocrine carcinoma;exactmatch
lung basaloid large cell carcinoma;lung basaloid large cell carcinoma;exactmatch
diffuse follicular lymphoma;diffuse follicle centre lymphoma;exactmatch
thyroid gland immunoblastic lymphoma;immunoblastic lymphoma of thyroid;exactmatch
ann arbor stage iii nodular lymphocyte predominant hodgkin lymphoma;ann arbor stage iii nodular lymphocyte predominant hodgkin lymphoma;exactmatch
ann arbor stage iv nodular lymphocyte predominant hodgkin lymphoma;ann arbor stage iv nodular lymphocyte predominant hodgkin lymphoma;exactmatch
refractory nodular lymphocyte predominant hodgkin lymphoma;refractory nodular lymphocyte predominant hodgkin lymphoma;exactmatch
recurrent nodular lymphocyte predominant hodgkin lymphoma;recurrent nodular lymphocyte predominant hodgkin lymphoma;exactmatch
nodular lymphocyte predominant hodgkin lymphoma;hodgkin lymphoma nodular lp, nos;exactmatch
methotrexate-associated hodgkin lymphoma;methotrexate-associated hodgkin lymphoma;exactmatch
methotrexate-associated burkitt lymphoma;methotrexate-associated burkitt lymphoma;exactmatch
methotrexate-associated follicular lymphoma;methotrexate-associated follicular lymphoma;exactmatch
methotrexate-associated diffuse large b-cell lymphoma;methotrexate-associated diffuse large b-cell lymphoma;exactmatch
methotrexate-associated peripheral t-cell lymphoma;methotrexate-associated peripheral t-cell lymphoma;exactmatch
malignant testicular neoplasm;malignant neoplasm of testis;exactmatch
ovarian adenosarcoma;ovarian adenosarcoma;exactmatch
adult acute monoblastic and monocytic leukemia;acute monoblastic and monocytic leukemia;exactmatch
refractory t lymphoblastic lymphoma;refractory precursor t-lymphoblastic lymphoma;exactmatch
thyroid gland papillary and follicular carcinoma;papillary and follicular adenocarcinoma;exactmatch
malignant vascular neoplasm;cancerous tumor of blood vessel;exactmatch
benign vascular neoplasm;benign vascular neoplasm;exactmatch
vascular neoplasm;neoplasm of vascular tissue;exactmatch
blood vessel neoplasm;blood vessel neoplasm;exactmatch
encapsulated thymoma;encapsulated thymoma;exactmatch
bladder papillary urothelial carcinoma;bladder papillary urothelial carcinoma;exactmatch
follicular variant thyroid gland papillary carcinoma, infiltrative subtype;follicular variant thyroid gland papillary carcinoma, infiltrative subtype;exactmatch
malignant anal neoplasm;malignant anal neoplasm;exactmatch
skin epithelioid hemangioma;angiolymphoid cutaneous hyperplasia;exactmatch
malignant prostate neoplasm;malignant neoplasm of prostate;exactmatch
malignant lung neoplasm;malignant lung neoplasm;exactmatch
pleural malignant mesothelioma;malignant mesothelioma of pleura;exactmatch
nasopharyngeal nonkeratinizing carcinoma;ebv positive nasopharyngeal carcinoma;exactmatch
cerebellar neuronal and mixed neuronal-glial tumor;cerebellar neuronal and mixed neuronal-glial tumor;exactmatch
accessory urethral gland carcinoma;accessory urethral gland adenocarcinoma;exactmatch
pilomatricoma;benign hair follicle neoplasm;exactmatch
intermediate blood vessel neoplasm;intermediate blood vessel neoplasm;exactmatch
ebv-positive neoplastic cells present;ebv-positive neoplastic cells present;exactmatch
childhood chronic myelogenous leukemia, bcr-abl1 positive;childhood cml;exactmatch
anal precancerous condition;anal precancerous condition;exactmatch
malignant rectal neoplasm;malignant neoplasm of rectum;exactmatch
bladder nephrogenic adenoma;bladder nephrogenic adenoma;exactmatch
bladder villous adenoma;bladder villous adenoma;exactmatch
nephrogenic adenoma;nephrogenic adenoma;exactmatch
pancreatic precancerous condition;pancreatic precancerous condition;exactmatch
laryngeal precancerous condition;laryngeal precancerous condition;exactmatch
malignant vaginal neoplasm;malignant neoplasm of vagina;exactmatch
malignant tonsillar neoplasm;malignant neoplasm of tonsil;exactmatch
stage i nasopharyngeal carcinoma ajcc v6;nasopharyngeal cancer, stage i ajcc v6;exactmatch
hairy cell leukemia;hcl;exactmatch
hairy cell leukemia variant;hcl-v;exactmatch
burkitt leukemia;burkitt leukemia;exactmatch
villous adenoma;gi tract villous adenoma;exactmatch
malignant oropharyngeal neoplasm;malignant neoplasm of oropharynx;exactmatch
stage iv nasopharyngeal carcinoma ajcc v6;nasopharyngeal cancer, stage iv ajcc v6;exactmatch
stage iii nasopharyngeal carcinoma ajcc v6;nasopharyngeal cancer, stage iii ajcc v6;exactmatch
hair follicle neoplasm;hair follicle neoplasm;exactmatch
focal intraductal papillomatosis;focal intraductal papillomatosis;exactmatch
diffuse intraductal papillomatosis;diffuse intraductal papillomatosis;exactmatch
intermediate vascular neoplasm;intermediate vascular neoplasm;exactmatch
benign epithelial skin neoplasm;benign epithelial skin neoplasm;exactmatch
hematopoietic and lymphoid neoplasm (antiquated);blood borne cancer;exactmatch
heavy chain deposition disease;hcdd;exactmatch
adult b lymphoblastic lymphoma;adult b lymphoblastic lymphoma;exactmatch
peritoneal and retroperitoneal neoplasm;peritoneal and retroperitoneal neoplasm;exactmatch
sinonasal neoplasm;nasal cavity and paranasal sinus neoplasm;exactmatch
reproductive endocrine neoplasm;reproductive endocrine neoplasm;exactmatch
intermediate fibroblastic neoplasm;intermediate fibroblastic neoplasm;exactmatch
intraductal papillomatosis;intraductal papillomatosis;exactmatch
intratubular seminoma;intratubular seminoma;exactmatch
testicular seminoma;seminoma of testis;exactmatch
extragonadal seminoma;extragonadal primary seminoma;exactmatch
testicular germ cell neoplasia in situ with extratubular extension;testicular germ cell neoplasia in situ with extratubular extension;exactmatch
intratubular non-seminoma;intratubular embryonal carcinoma;exactmatch
testicular mixed germ cell-sex cord-stromal tumor;testicular mixed germ cell-sex cord neoplasm;exactmatch
ovarian mixed germ cell-sex cord-stromal tumor;ovarian mixed germ cell-sex cord neoplasm;exactmatch
epithelial skin neoplasm;epithelial skin neoplasm;exactmatch
benign skin fibrohistiocytic neoplasm;benign cutaneous fibrohistiocytic neoplasm;exactmatch
skin intermediate fibrohistiocytic neoplasm;intermediate cutaneous fibrohistiocytic neoplasm;exactmatch
cervical squamous intraepithelial neoplasia;cin;exactmatch
breast scirrhous carcinoma;breast scirrhous carcinoma;exactmatch
scrotal melanoma;melanoma of scrotum;exactmatch
grade ii prostatic intraepithelial neoplasia;grade ii pin;exactmatch
endometrial adenocarcinoma;adenocarcinoma, endometrial, malignant;exactmatch
periosteal chondrosarcoma;juxtacortical chondrosarcoma;exactmatch
gallbladder adenosquamous carcinoma;adenosquamous carcinoma of gallbladder;exactmatch
renal pelvis urothelial carcinoma;renal pelvis transitional cell carcinoma;exactmatch
suz12 gene;suz12;exactmatch
jazf1 gene;jazf zinc finger 1 gene;exactmatch
peritoneal adenomatoid tumor;benign peritoneal mesothelioma;exactmatch
retroperitoneal lymphoma;primary retroperitoneal lymphoma;exactmatch
retroperitoneal carcinoma;carcinoma of retroperitoneum;exactmatch
grade ii squamous intraepithelial neoplasia;grade 2 squamous intraepithelial lesion;exactmatch
high grade intraepithelial neoplasia;high grade intraepithelial neoplasia;exactmatch
cervical squamous cell carcinoma in situ;cin 3;exactmatch
refractory mature b-cell non-hodgkin lymphoma;refractory mature b-cell lymphoma;exactmatch
adult t lymphoblastic lymphoma;adult precursor t-lymphoblastic lymphoma;exactmatch
small intestinal leiomyosarcoma;leiomyosarcoma of small bowel;exactmatch
childhood grade ii meningioma;childhood grade ii meningioma;exactmatch
bone surface (peripheral) osteosarcoma;bone surface (peripheral) osteosarcoma;exactmatch
ovarian sertoli cell tumor;ovarian sertoli cell tumor;exactmatch
glandular cell neoplasm;glandular cell epithelial neoplasm;exactmatch
gallbladder benign granular cell tumor;benign gallbladder granular cell neoplasm;exactmatch
adult grade iii meningioma;adult grade iii meningioma;exactmatch
adult grade ii meningioma;adult grade ii meningioma;exactmatch
childhood grade iii meningioma;childhood grade iii meningioma;exactmatch
childhood grade i meningioma;childhood grade i meningioma;exactmatch
extracutaneous mastocytoma;extracutaneous mastocytoma;exactmatch
gallbladder intracholecystic papillary neoplasm;gallbladder icpn;exactmatch
adult grade i meningioma;adult grade i meningioma;exactmatch
gallbladder benign non-epithelial neoplasm;benign non-epithelial gallbladder neoplasm;exactmatch
benign extrahepatic bile duct non-epithelial neoplasm;benign extrahepatic bile duct non-epithelial neoplasm;exactmatch
intrahepatic bile duct microcystic adenoma;intrahepatic bile duct microcystic adenoma;exactmatch
intrahepatic bile duct adenoma;adenoma, hepatocholangiocellular, benign;exactmatch
intrahepatic bile duct intraductal papillary neoplasm;intrahepatic bile duct ipn;exactmatch
extraskeletal ewing sarcoma;eoe;exactmatch
cutaneous mastocytosis;cm;exactmatch
differentiated thyroid gland carcinoma;differentiated thyroid cancer;exactmatch
postsurgical stage iii hepatoblastoma;postsurgical stage iii hepatoblastoma;exactmatch
monoclonal immunoglobulin deposition disease;immunoglobulin deposition disease;exactmatch
indolent plasma cell myeloma;indolent multiple myeloma;exactmatch
smoldering plasma cell myeloma;asymptomatic myeloma;exactmatch
soft tissue tumor of uncertain differentiation;soft tissue neoplasm of uncertain differentiation;exactmatch
benign fibroblastic neoplasm;benign fibroblastic neoplasm;exactmatch
postsurgical stage i hepatoblastoma;postsurgical stage i hepatoblastoma;exactmatch
postsurgical stage ii hepatoblastoma;postsurgical stage ii hepatoblastoma;exactmatch
postsurgical stage iv hepatoblastoma;postsurgical stage iv hepatoblastoma;exactmatch
solitary mastocytoma of the skin;cutaneous solitary mastocytoma;exactmatch
plag1 gene;plag1;exactmatch
pretext stage 4 hepatoblastoma;pretext stage 4 hepatoblastoma;exactmatch
nono gene;nono;exactmatch
sfpq gene;sfpq;exactmatch
pretext stage 3 hepatoblastoma;pretext stage 3 hepatoblastoma;exactmatch
pretext stage 2 hepatoblastoma;pretext stage 2 hepatoblastoma;exactmatch
pretext stage 1 hepatoblastoma;pretext stage 1 hepatoblastoma;exactmatch
extrahepatic bile duct intraductal papillary neoplasm;extrahepatic bile duct ipn;exactmatch
stage ivb liver cancer;stage ivb liver cancer;exactmatch
stage iva liver cancer;stage iva liver cancer;exactmatch
hepatoblastoma with combined fetal and embryonal epithelial differentiation;hepatoblastoma with combined fetal and embryonal epithelial differentiation;exactmatch
prcc gene;prcc;exactmatch
aspscr1 gene;aspscr1;exactmatch
stage d prostate cancer;cancer of prostate stage d;exactmatch
mixed hepatoblastoma with teratoid features;mixed hepatoblastoma with teratoid features;exactmatch
mixed epithelial and mesenchymal hepatoblastoma;hepatoblastoma, mixed epithelial-mesenchymal;exactmatch
small cell undifferentiated hepatoblastoma;small cell undifferentiated hepatoblastoma;exactmatch
macrotrabecular hepatoblastoma;macrotrabecular hepatoblastoma;exactmatch
hepatoblastoma with pure fetal epithelial differentiation;hepatoblastoma with pure fetal epithelial differentiation;exactmatch
stage iv liver cancer;stage iv liver cancer;exactmatch
metastatic non-cutaneous melanoma;metastatic non-cutaneous melanoma;exactmatch
mucosal melanoma of the digestive system;digestive system melanoma;exactmatch
regressing non-cutaneous melanoma;regressing non-cutaneous melanoma;exactmatch
nucleotide;base;exactmatch
regressing cutaneous melanoma;regressing cutaneous (skin) melanoma;exactmatch
recurrent non-cutaneous melanoma;recurrent non-cutaneous melanoma;exactmatch
recurrent melanoma;recurrent malignant melanoma;exactmatch
colon undifferentiated carcinoma;carcinoma simplex of the colon.;exactmatch
adult pilocytic astrocytoma;adult pilocytic astrocytoma;exactmatch
adult subependymal giant cell astrocytoma;adult subependymal giant cell astrocytoma;exactmatch
adult spinal cord neoplasm;adult spinal cord neoplasm;exactmatch
stage iii liver cancer;stage iii liver cancer;exactmatch
stage ii liver cancer;stage ii liver cancer;exactmatch
stage i liver cancer;stage i liver cancer;exactmatch
liver and intrahepatic bile duct malignant non-epithelial neoplasm;liver and intrahepatic bile duct malignant non-epithelial neoplasm;exactmatch
thymoma type b;dendritic cell thymoma;exactmatch
endometrioid tumor;endometrioid neoplasm;exactmatch
squamous odontogenic tumor;squamous odontogenic neoplasm;exactmatch
benign ameloblastoma;ameloblastoma, benign;exactmatch
recurrent liver carcinoma;recurrent cancer of liver;exactmatch
distal bile duct carcinoma;distal bile duct carcinoma;exactmatch
liver and intrahepatic bile duct non-epithelial neoplasm;hepatic and intrahepatic bile duct non-epithelial neoplasm;exactmatch
liver and intrahepatic bile duct epithelial neoplasm;epithelial hepatic and intrahepatic bile duct neoplasm;exactmatch
exaggerated placental site;exaggerated placental site;exactmatch
mature mediastinal teratoma;mature mediastinal teratoma;exactmatch
liver and intrahepatic bile duct neoplasm;hepatic and intrahepatic bile duct neoplasm;exactmatch
erythroleukemia;erythroleukemia;exactmatch
bone leiomyosarcoma;bone leiomyosarcoma;exactmatch
alk-positive large b-cell lymphoma;alk positive large b-cell lymphoma;exactmatch
borderline primary cutaneous cd30-positive t-cell lymphoproliferative disorder;borderline primary cutaneous cd30+ t-cell lymphoproliferative disorder;exactmatch
blastic plasmacytoid dendritic cell neoplasm;agranular cd4+ cd56+ hematodermic neoplasm/tumor;exactmatch
malignant histiocytosis;histiocytic medullary reticulosis;exactmatch
infrequent neoplasm;infrequent neoplasm;exactmatch
anaplastic large cell lymphoma, lymphomatoid papulosis-like histology;anaplastic large cell lymphoma, lymphomatoid papulosis-like histology;exactmatch
type c lymphomatoid papulosis;diffuse large cell type lyp;exactmatch
type b lymphomatoid papulosis;type b lyp;exactmatch
type a lymphomatoid papulosis;type a lyp;exactmatch
primary cutaneous cd30-positive t-cell lymphoproliferative disorder;primary cutaneous cd30+ t-cell lymphoproliferative disorder;exactmatch
lymphoepithelioid variant peripheral t-cell lymphoma;lennert lymphoma;exactmatch
grade 2 diffuse follicular lymphoma;grade 2 diffuse follicular lymphoma;exactmatch
grade 3b follicular lymphoma;follicular lymphoma grade 3b;exactmatch
grade 3a follicular lymphoma;follicular lymphoma grade 3a;exactmatch
malignant hypopharyngeal neoplasm;malignant hypopharyngeal neoplasm;exactmatch
burkitt lymphoma with plasmacytoid differentiation;burkitt lymphoma with plasmacytoid differentiation;exactmatch
classical burkitt lymphoma;classical burkitt lymphoma;exactmatch
non-burkitt's lymphoma;non-burkitt's lymphoma;exactmatch
t-zone variant peripheral t-cell lymphoma;t-zone lymphoma;exactmatch
common variant anaplastic large cell lymphoma;common variant anaplastic large cell lymphoma;exactmatch
primary central chondrosarcoma;conventional chondrosarcoma;exactmatch
non-hodgkin lymphoma with variable clinical course;non-hodgkin lymphoma with variable clinical course;exactmatch
plasmablastic lymphoma;pbl;exactmatch
adult lymphocyte-rich classic hodgkin lymphoma;adult lymphocyte rich classical hodgkin lymphoma;exactmatch
primary cutaneous hodgkin lymphoma;pchl;exactmatch
grade 1 cutaneous follicular lymphoma;grade 1 cutaneous follicular lymphoma;exactmatch
grade 2 cutaneous follicular lymphoma;grade 2 cutaneous follicular lymphoma;exactmatch
cutaneous follicular lymphoma;cutaneous follicular lymphoma;exactmatch
primary cutaneous follicle center lymphoma;crosti's disease;exactmatch
non-hodgkin lymphoma by clinical course;non-hodgkin lymphoma by clinical course;exactmatch
lymphohistiocytic variant anaplastic large cell lymphoma;lymphohistiocytic variant anaplastic large cell lymphoma;exactmatch
aids-related diffuse large cell lymphoma;aids associated diffuse large cell lymphoma;exactmatch
aids-related diffuse large b-cell lymphoma;aids-related diffuse large b-cell lymphoma;exactmatch
childhood primary cutaneous anaplastic large cell lymphoma;childhood primary cutaneous anaplastic large cell lymphoma;exactmatch
childhood t lymphoblastic lymphoma;childhood precursor t-lymphoblastic lymphoma;exactmatch
childhood b lymphoblastic lymphoma;b lymphoblastic lymphoma;exactmatch
small cell variant anaplastic large cell lymphoma;small cell variant anaplastic large cell lymphoma;exactmatch
atypical carcinoid tumor;atypical carcinoid tumor;exactmatch
lymphoma by working formulation (antiquated);lymphoma by working formulation (antiquated);exactmatch
lymphoma by site;lymphoma by site;exactmatch
methotrexate-associated lymphoproliferative disorder;methotrexate-associated lymphoproliferation;exactmatch
myelodysplastic syndrome with excess blasts-1;mds-eb-1;exactmatch
refractory brain neoplasm;refractory brain neoplasm;exactmatch
refractory primary central nervous system neoplasm;refractory central nervous system neoplasm;exactmatch
recurrent primary central nervous system neoplasm;recurrent primary central nervous system neoplasm;exactmatch
recurrent spinal cord neoplasm;recurrent spinal cord neoplasm;exactmatch
recurrent brain neoplasm;recurrent brain neoplasm;exactmatch
pineal region dysgerminoma;pineal dysgerminoma;exactmatch
myelodysplastic syndrome with excess blasts-2;mds-eb-2;exactmatch
grade 2 nodular sclerosis classic hodgkin lymphoma;classical hodgkin lymphoma, nodular sclerosis, grade 2;exactmatch
polymorphic post-transplant lymphoproliferative disorder;polymorphic b-cell lymphoma;exactmatch
grade 1 nodular sclerosis classic hodgkin lymphoma;grade 1 nodular sclerosis classic hodgkin lymphoma;exactmatch
classic hodgkin lymphoma;chl;exactmatch
primary cutaneous lymphoma;cutaneous (skin) lymphoma;exactmatch
skin melanocytic neoplasm;cutaneous melanocytic neoplasm;exactmatch
subepidermal nodular fibrosis;subepidermal nodular fibrosis;exactmatch
benign dermal neoplasm;benign dermal neoplasm;exactmatch
posterior pituitary gland neoplasm;neurohypophysis neoplasm;exactmatch
refractory spinal cord neoplasm;refractory spinal cord neoplasm;exactmatch
acute monoblastic leukemia;acute monoblastic leukemia;exactmatch
recurrent childhood spinal cord neoplasm;recurrent childhood spinal cord neoplasm;exactmatch
recurrent adult spinal cord neoplasm;recurrent adult spinal cord neoplasm;exactmatch
b-cell proliferation of uncertain malignant potential;b-cell proliferation of uncertain malignant potential;exactmatch
spindle cell/pleomorphic lipoma;scl/pl;exactmatch
organic chemical;organic chemical;exactmatch
chronic adult t-cell leukemia/lymphoma;chronic adult t-cell leukemia/lymphoma;exactmatch
smoldering adult t-cell leukemia/lymphoma;smoldering adult t-cell leukemia/lymphoma;exactmatch
aleukemic acute lymphoblastic leukemia;aleukemic acute lymphoblastic leukemia;exactmatch
aleukemic chronic lymphocytic leukemia;aleukemic chronic lymphocytic leukemia;exactmatch
acute myeloid leukemia with recurrent genetic abnormalities;aml with recurrent genetic abnormalities;exactmatch
adult diffuse astrocytoma;adult diffuse astrocytoma;exactmatch
triple-negative breast carcinoma;triple-negative breast cancer;exactmatch
diffuse astrocytoma;astrocytoma, diffuse, malignant;exactmatch
primary diffuse large b-cell lymphoma of the central nervous system;cns dlbcl;exactmatch
central nervous system neuroepithelial neoplasm of uncertain origin;central nervous system neuroepithelial neoplasm of uncertain origin;exactmatch
refractory adult spinal cord neoplasm;refractory adult spinal cord neoplasm;exactmatch
refractory childhood spinal cord neoplasm;refractory childhood spinal cord neoplasm;exactmatch
abnormal squamous cell;abnormal squamous cell;exactmatch
intellectual property;intellectual product;exactmatch
neoplastic myoepithelial cell;neoplastic myoepithelial cell;exactmatch
langerhans cell histiocytosis, polyostotic;langerhans cell histiocytosis, polyostotic;exactmatch
acute myeloid leukemia with germline cebpa mutation;acute myeloid leukemia with germline biallelic cebpa mutations;exactmatch
myeloid neoplasms with germline predisposition without a preexisting disorder or organ dysfunction;myeloid neoplasms with germline predisposition without a preexisting disorder or organ dysfunction;exactmatch
unresectable gastrointestinal stromal tumor;unresectable gastrointestinal stromal tumor;exactmatch
locally advanced gastrointestinal stromal tumor;locally advanced gastrointestinal stromal tumor;exactmatch
metastatic gastrointestinal stromal tumor;metastatic gastrointestinal stromal tumor;exactmatch
ebv-positive inflammatory follicular dendritic cell sarcoma of the digestive system;ebv-positive inflammatory follicular dendritic cell sarcoma of the digestive system;exactmatch
langerhans cell histiocytosis, disseminated;langerhans cell histiocytosis, disseminated;exactmatch
langerhans cell histiocytosis, monostotic;langerhans cell histiocytosis, monostotic;exactmatch
myeloid neoplasms with germline ddx41 mutation;myeloid neoplasms with germline ddx41 mutation;exactmatch
tumors derived from langerhans cells;tumors derived from langerhans cells;exactmatch
med12 gene mutation;arc240 gene mutation;exactmatch
other iatrogenic immunodeficiency-associated lymphoproliferative disorders;other iatrogenic immunodeficiency-associated lymphoproliferative disorders;exactmatch
methotrexate-associated lymphoma;methotrexate-associated lymphoma;exactmatch
lymphoproliferative disease associated with primary immune disorder;lymphoproliferative disease associated with pid;exactmatch
immunodeficiency-associated lymphoproliferative disorder;immunodeficiency-associated lymphoproliferative disorder;exactmatch
activating flt3 gene mutation;activating cd135 gene mutation;exactmatch
ddx41 gene mutation;abs gene mutation;exactmatch
myeloid neoplasms with germline predisposition and preexisting platelet disorders;myeloid neoplasms with germline predisposition and preexisting platelet disorders;exactmatch
resectable neuroblastoma;resectable neuroblastoma;exactmatch
myeloid neoplasms with germline gata2 mutation;myeloid neoplasms with germline gata2 mutation;exactmatch
transformed non-hodgkin lymphoma;transformed non-hodgkin lymphoma;exactmatch
extracranial solid neoplasm;extracranial solid neoplasm;exactmatch
ankrd26 gene;ankrd26;exactmatch
myeloid neoplasms with germline predisposition associated with inherited bone marrow failure syndromes;myeloid neoplasms with germline predisposition associated with inherited bone marrow failure syndromes;exactmatch
myeloid neoplasms with germline predisposition associated with telomerase biology disorders;myeloid neoplasms with germline predisposition associated with telomerase biology disorders;exactmatch
telomere maintenance gene mutation;telomere maintenance gene mutation;exactmatch
ddx41 gene;ddx41;exactmatch
myeloid neoplasms with germline etv6 mutation;etv6 syndrome with thrombocytopenia, all and aml;exactmatch
myeloid neoplasms with germline runx1 mutation;myeloid neoplasms with germline runx1 mutation;exactmatch
myeloid neoplasms with germline predisposition associated with other organ dysfunction;myeloid neoplasms with germline predisposition associated with other organ dysfunction;exactmatch
ankrd26 gene mutation;ankrd26 gene mutation;exactmatch
myeloid neoplasms with germline ankrd26 mutation;ankrd26-related thrombocytopenia and leukemia predisposition;exactmatch
refractory head and neck carcinoma;refractory head and neck carcinoma;exactmatch
refractory digestive system carcinoma;refractory digestive system carcinoma;exactmatch
recurrent metastatic digestive system carcinoma;recurrent metastatic digestive system carcinoma;exactmatch
refractory metastatic digestive system carcinoma;refractory metastatic digestive system carcinoma;exactmatch
unresectable neuroblastoma;unresectable neuroblastoma;exactmatch
resectable undifferentiated pleomorphic sarcoma;resectable undifferentiated pleomorphic sarcoma;exactmatch
recurrent childhood malignant solid neoplasm;childhood recurrent malignant solid neoplasm;exactmatch
refractory malignant skin neoplasm;refractory malignant skin neoplasm;exactmatch
bladder carcinoma infiltrating the muscle of the bladder wall;bladder carcinoma infiltrating the muscle of the bladder wall;exactmatch
muscle invasion;muscle invasion;exactmatch
infiltrating bladder carcinoma;infiltrating bladder cancer;exactmatch
bone marrow lymphoplasmacytic infiltration of less than 10%;bone marrow lymphoplasmacytic infiltration of less than 10%;exactmatch
serum igm monoclonal gammopathy of less than 30g/l;serum igm monoclonal gammopathy of less than 30g/l;exactmatch
igm monoclonal gammopathy of undetermined significance;igm mgus;exactmatch
prostate adenocarcinoma without neuroendocrine differentiation;prostate adenocarcinoma without evidence of neuroendocrine differentiation;exactmatch
recurrent malignant skin neoplasm;recurrent malignant skin neoplasm;exactmatch
metastatic gastroesophageal junction adenocarcinoma;metastatic gastroesophageal junction adenocarcinoma;exactmatch
refractory cutaneous melanoma;refractory cutaneous (skin) melanoma;exactmatch
refractory malignant urinary system neoplasm;refractory malignant urinary system neoplasm;exactmatch
recurrent malignant urinary system neoplasm;recurrent malignant urinary system neoplasm;exactmatch
refractory malignant endocrine neoplasm;refractory malignant endocrine neoplasm;exactmatch
recurrent malignant endocrine neoplasm;recurrent malignant endocrine neoplasm;exactmatch
refractory malignant thyroid gland neoplasm;refractory malignant thyroid gland neoplasm;exactmatch
recurrent malignant thyroid gland neoplasm;recurrent malignant thyroid gland neoplasm;exactmatch
localized cerebral neoplasm;localized cerebral neoplasm;exactmatch
unresectable gastroesophageal junction adenocarcinoma;unresectable gastroesophageal junction adenocarcinoma;exactmatch
unresectable undifferentiated pleomorphic sarcoma;unresectable undifferentiated pleomorphic sarcoma;exactmatch
hepatic steatosis;hepatic steatosis;exactmatch
resectable dedifferentiated liposarcoma;resectable dedifferentiated liposarcoma;exactmatch
resectable liposarcoma;resectable liposarcoma;exactmatch
resectable sarcoma;resectable sarcoma;exactmatch
resectable carcinoma;resectable carcinoma;exactmatch
resectable malignant neoplasm;resectable malignant neoplasm;exactmatch
unresectable dedifferentiated liposarcoma;unresectable dedifferentiated liposarcoma;exactmatch
metastatic malignant neoplasm in the viscera;metastatic malignant neoplasm in the viscera;exactmatch
metastatic renal cell carcinoma;metastatic renal cell cancer;exactmatch
recurrent myxoid liposarcoma;recurrent myxoid liposarcoma;exactmatch
refractory liposarcoma;refractory liposarcoma;exactmatch
refractory dedifferentiated liposarcoma;refractory dedifferentiated liposarcoma;exactmatch
recurrent dedifferentiated liposarcoma;recurrent dedifferentiated liposarcoma;exactmatch
testicular follicular lymphoma;testicular follicular lymphoma;exactmatch
non-igm monoclonal gammopathy of undetermined significance;non-igm mgus;exactmatch
refractory lung small cell carcinoma;refractory lung small cell carcinoma;exactmatch
unresectable adrenal cortex carcinoma;unresectable adrenal cortex carcinoma;exactmatch
locally advanced bile duct carcinoma;locally advanced bile duct cancer;exactmatch
acute leukemia of ambiguous lineage, not otherwise specified;acute leukemia of ambiguous lineage, nos;exactmatch
recurrent burkitt leukemia;recurrent burkitt leukemia;exactmatch
